n,knob_HIST_SIZE,knob_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_UNROLL_FACTOR,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
1610,256,11,7,3,0,1024,0.0018,9989
1611,256,11,7,3,0,2048,0.0017,7629
1612,256,11,7,3,0,4096,0.0015,7490
1613,256,11,7,3,0,8192,0.0018,9443
1614,256,11,7,3,0,16384,0.0015,7375
1615,256,11,7,3,0,32768,0.0015,7379
1616,256,11,7,3,0,65536,0.0015,7316
1617,256,12,1,1,0,1024,0.0023,7580
1618,256,12,1,1,0,2048,0.0022,7550
1619,256,12,1,1,0,4096,0.0024,7386
1621,256,12,1,1,0,16384,0.0025,7057
1622,256,12,1,1,0,32768,0.0023,7551
1623,256,12,1,1,0,65536,0.0023,7530
1625,256,12,1,2,0,2048,0.0021,7708
1626,256,12,1,2,0,4096,0.0019,7748
1628,256,12,1,2,0,16384,0.0021,7137
1629,256,12,1,2,0,32768,0.0020,7409
1630,256,12,1,2,0,65536,0.0021,7549
1631,256,12,1,3,0,1024,0.0018,8297
1632,256,12,1,3,0,2048,0.0020,7868
1635,256,12,1,3,0,16384,0.0019,7049
1636,256,12,1,3,0,32768,0.0020,7104
1637,256,12,1,3,0,65536,0.0019,7135
1638,256,12,2,1,0,1024,0.0019,7737
1639,256,12,2,1,0,2048,0.0021,8025
1640,256,12,2,1,0,4096,0.0021,7740
1642,256,12,2,1,0,16384,0.0020,7524
1643,256,12,2,1,0,32768,0.0020,7504
1644,256,12,2,1,0,65536,0.0020,7495
1645,256,12,2,2,0,1024,0.0017,8050
1646,256,12,2,2,0,2048,0.0017,7518
1647,256,12,2,2,0,4096,0.0018,7525
1649,256,12,2,2,0,16384,0.0017,7138
1650,256,12,2,2,0,32768,0.0016,7154
1652,256,12,2,3,0,1024,0.0016,8509
1657,256,12,2,3,0,32768,0.0016,7071
1658,256,12,2,3,0,65536,0.0016,7637
1659,256,12,3,1,0,1024,0.0013,8151
1660,256,12,3,1,0,2048,0.0014,8201
1661,256,12,3,1,0,4096,0.0014,7610
1662,256,12,3,1,0,8192,0.0013,7463
1663,256,12,3,1,0,16384,0.0013,7527
1664,256,12,3,1,0,32768,0.0013,7101
1665,256,12,3,1,0,65536,0.0013,7524
1666,256,12,3,2,0,1024,0.0018,8008
1667,256,12,3,2,0,2048,0.0019,7833
1668,256,12,3,2,0,4096,0.0018,7974
1669,256,12,3,2,0,8192,0.0018,7401
1670,256,12,3,2,0,16384,0.0018,7074
1671,256,12,3,2,0,32768,0.0017,7440
1673,256,12,3,3,0,1024,0.0017,7793
1675,256,12,3,3,0,4096,0.0017,7684
1676,256,12,3,3,0,8192,0.0018,7476
1677,256,12,3,3,0,16384,0.0017,7036
1679,256,12,3,3,0,65536,0.0016,7124
1680,256,12,4,1,0,1024,0.0014,7988
1681,256,12,4,1,0,2048,0.0014,7909
1682,256,12,4,1,0,4096,0.0014,7747
1683,256,12,4,1,0,8192,0.0014,7701
1685,256,12,4,1,0,32768,0.0014,7370
1686,256,12,4,1,0,65536,0.0014,7569
1687,256,12,4,2,0,1024,0.0017,8295
1690,256,12,4,2,0,8192,0.0017,7644
1693,256,12,4,2,0,65536,0.0016,7515
1694,256,12,4,3,0,1024,0.0015,7721
1697,256,12,4,3,0,8192,0.0014,7301
1698,256,12,4,3,0,16384,0.0015,7087
1699,256,12,4,3,0,32768,0.0015,7405
1700,256,12,4,3,0,65536,0.0015,7212
1701,256,12,5,1,0,1024,0.0014,8146
1703,256,12,5,1,0,4096,0.0014,7661
1704,256,12,5,1,0,8192,0.0013,7188
1705,256,12,5,1,0,16384,0.0014,7552
1706,256,12,5,1,0,32768,0.0013,7506
1707,256,12,5,1,0,65536,0.0014,7546
1708,256,12,5,2,0,1024,0.0016,7862
1709,256,12,5,2,0,2048,0.0016,7609
1710,256,12,5,2,0,4096,0.0016,7736
1711,256,12,5,2,0,8192,0.0017,7117
1712,256,12,5,2,0,16384,0.0016,7175
1713,256,12,5,2,0,32768,0.0016,7666
1714,256,12,5,2,0,65536,0.0016,7413
1717,256,12,5,3,0,4096,0.0017,7865
1718,256,12,5,3,0,8192,0.0016,7463
1719,256,12,5,3,0,16384,0.0018,9320
1720,256,12,5,3,0,32768,0.0018,9306
1721,256,12,5,3,0,65536,0.0016,9337
1722,256,12,6,1,0,1024,0.0014,7679
1723,256,12,6,1,0,2048,0.0014,7769
1724,256,12,6,1,0,4096,0.0013,7255
1725,256,12,6,1,0,8192,0.0013,7603
1726,256,12,6,1,0,16384,0.0012,7052
1727,256,12,6,1,0,32768,0.0013,7454
1729,256,12,6,2,0,1024,0.0009,7623
1731,256,12,6,2,0,4096,0.0010,8060
1732,256,12,6,2,0,8192,0.0010,7100
1733,256,12,6,2,0,16384,0.0010,7619
1734,256,12,6,2,0,32768,0.0009,7491
1735,256,12,6,2,0,65536,0.0009,7616
1738,256,12,6,3,0,4096,0.0017,7265
1739,256,12,6,3,0,8192,0.0017,7600
1740,256,12,6,3,0,16384,0.0018,7088
1742,256,12,6,3,0,65536,0.0016,7087
1743,256,12,7,1,0,1024,0.0015,7677
1744,256,12,7,1,0,2048,0.0015,7389
1745,256,12,7,1,0,4096,0.0016,7953
1747,256,12,7,1,0,16384,0.0015,7110
1748,256,12,7,1,0,32768,0.0015,7308
1749,256,12,7,1,0,65536,0.0014,7034
1751,256,12,7,2,0,2048,0.0010,7832
1753,256,12,7,2,0,8192,0.0010,7110
1756,256,12,7,2,0,65536,0.0009,7676
1758,256,12,7,3,0,2048,0.0017,7629
1759,256,12,7,3,0,4096,0.0015,7490
1760,256,12,7,3,0,8192,0.0018,9443
1761,256,12,7,3,0,16384,0.0015,7375
1762,256,12,7,3,0,32768,0.0015,7379
1763,256,12,7,3,0,65536,0.0015,7316
1764,256,13,1,1,0,1024,0.0023,7580
1765,256,13,1,1,0,2048,0.0022,7550
1766,256,13,1,1,0,4096,0.0024,7386
1767,256,13,1,1,0,8192,0.0024,7056
1768,256,13,1,1,0,16384,0.0025,7057
1769,256,13,1,1,0,32768,0.0023,7551
1770,256,13,1,1,0,65536,0.0023,7530
1772,256,13,1,2,0,2048,0.0021,7708
1773,256,13,1,2,0,4096,0.0019,7748
1774,256,13,1,2,0,8192,0.0021,7435
1775,256,13,1,2,0,16384,0.0021,7137
1776,256,13,1,2,0,32768,0.0020,7409
1777,256,13,1,2,0,65536,0.0021,7549
1778,256,13,1,3,0,1024,0.0018,8297
1779,256,13,1,3,0,2048,0.0020,7868
1780,256,13,1,3,0,4096,0.0019,7740
1781,256,13,1,3,0,8192,0.0019,7159
1782,256,13,1,3,0,16384,0.0019,7049
1783,256,13,1,3,0,32768,0.0020,7104
1784,256,13,1,3,0,65536,0.0019,7135
1785,256,13,2,1,0,1024,0.0019,7737
1787,256,13,2,1,0,4096,0.0021,7740
1788,256,13,2,1,0,8192,0.0020,7639
1790,256,13,2,1,0,32768,0.0020,7504
1791,256,13,2,1,0,65536,0.0020,7495
1792,256,13,2,2,0,1024,0.0017,8050
1793,256,13,2,2,0,2048,0.0017,7518
1794,256,13,2,2,0,4096,0.0018,7525
1795,256,13,2,2,0,8192,0.0018,7261
1796,256,13,2,2,0,16384,0.0017,7138
1797,256,13,2,2,0,32768,0.0016,7154
1799,256,13,2,3,0,1024,0.0016,8509
1803,256,13,2,3,0,16384,0.0016,7064
1804,256,13,2,3,0,32768,0.0016,7071
1805,256,13,2,3,0,65536,0.0016,7637
1807,256,13,3,1,0,2048,0.0014,8201
1808,256,13,3,1,0,4096,0.0014,7610
1809,256,13,3,1,0,8192,0.0013,7463
1810,256,13,3,1,0,16384,0.0013,7527
1811,256,13,3,1,0,32768,0.0013,7101
1812,256,13,3,1,0,65536,0.0013,7524
1814,256,13,3,2,0,2048,0.0019,7833
1815,256,13,3,2,0,4096,0.0018,7974
1816,256,13,3,2,0,8192,0.0018,7401
1817,256,13,3,2,0,16384,0.0018,7074
1818,256,13,3,2,0,32768,0.0017,7440
1820,256,13,3,3,0,1024,0.0017,7793
1822,256,13,3,3,0,4096,0.0017,7684
1823,256,13,3,3,0,8192,0.0018,7476
1824,256,13,3,3,0,16384,0.0017,7036
1825,256,13,3,3,0,32768,0.0018,8067
1826,256,13,3,3,0,65536,0.0016,7124
1827,256,13,4,1,0,1024,0.0014,7988
1828,256,13,4,1,0,2048,0.0014,7909
1830,256,13,4,1,0,8192,0.0014,7701
1833,256,13,4,1,0,65536,0.0014,7569
1834,256,13,4,2,0,1024,0.0017,8295
1835,256,13,4,2,0,2048,0.0018,8148
1837,256,13,4,2,0,8192,0.0017,7644
1840,256,13,4,2,0,65536,0.0016,7515
1842,256,13,4,3,0,2048,0.0015,7484
1843,256,13,4,3,0,4096,0.0016,7526
1844,256,13,4,3,0,8192,0.0014,7301
1845,256,13,4,3,0,16384,0.0015,7087
1847,256,13,4,3,0,65536,0.0015,7212
1849,256,13,5,1,0,2048,0.0013,7422
1850,256,13,5,1,0,4096,0.0014,7656
1851,256,13,5,1,0,8192,0.0013,7188
1852,256,13,5,1,0,16384,0.0014,7552
1853,256,13,5,1,0,32768,0.0013,7506
1854,256,13,5,1,0,65536,0.0014,7546
1855,256,13,5,2,0,1024,0.0016,7862
1856,256,13,5,2,0,2048,0.0016,7609
1857,256,13,5,2,0,4096,0.0016,7736
1859,256,13,5,2,0,16384,0.0017,7191
1860,256,13,5,2,0,32768,0.0016,7656
1861,256,13,5,2,0,65536,0.0016,7413
1864,256,13,5,3,0,4096,0.0017,7865
1865,256,13,5,3,0,8192,0.0016,7463
1866,256,13,5,3,0,16384,0.0018,9320
1867,256,13,5,3,0,32768,0.0018,9306
1868,256,13,5,3,0,65536,0.0016,9337
1869,256,13,6,1,0,1024,0.0014,7679
1870,256,13,6,1,0,2048,0.0014,7769
1871,256,13,6,1,0,4096,0.0013,7255
1872,256,13,6,1,0,8192,0.0013,7603
1873,256,13,6,1,0,16384,0.0012,7052
1874,256,13,6,1,0,32768,0.0013,7454
1875,256,13,6,1,0,65536,0.0013,7439
1876,256,13,6,2,0,1024,0.0009,7623
1878,256,13,6,2,0,4096,0.0010,8060
1879,256,13,6,2,0,8192,0.0010,7100
1880,256,13,6,2,0,16384,0.0010,7619
1881,256,13,6,2,0,32768,0.0009,7491
1882,256,13,6,2,0,65536,0.0009,7616
1884,256,13,6,3,0,2048,0.0017,7935
1885,256,13,6,3,0,4096,0.0017,7292
1887,256,13,6,3,0,16384,0.0018,7088
1889,256,13,6,3,0,65536,0.0016,7087
1891,256,13,7,1,0,2048,0.0015,7389
1892,256,13,7,1,0,4096,0.0016,7953
1893,256,13,7,1,0,8192,0.0015,7135
1894,256,13,7,1,0,16384,0.0015,7110
1895,256,13,7,1,0,32768,0.0015,7308
1896,256,13,7,1,0,65536,0.0014,7034
1898,256,13,7,2,0,2048,0.0010,7832
1899,256,13,7,2,0,4096,0.0010,7775
1900,256,13,7,2,0,8192,0.0010,7110
1903,256,13,7,2,0,65536,0.0009,7676
1905,256,13,7,3,0,2048,0.0017,7629
1906,256,13,7,3,0,4096,0.0015,7490
1908,256,13,7,3,0,16384,0.0015,7375
1909,256,13,7,3,0,32768,0.0015,7379
1910,256,13,7,3,0,65536,0.0015,7316
1911,256,14,1,1,0,1024,0.0023,7580
1912,256,14,1,1,0,2048,0.0022,7550
1913,256,14,1,1,0,4096,0.0024,7386
1914,256,14,1,1,0,8192,0.0024,7056
1915,256,14,1,1,0,16384,0.0025,7057
1916,256,14,1,1,0,32768,0.0023,7551
1917,256,14,1,1,0,65536,0.0023,7530
1919,256,14,1,2,0,2048,0.0021,7708
1920,256,14,1,2,0,4096,0.0019,7748
1921,256,14,1,2,0,8192,0.0021,7435
1922,256,14,1,2,0,16384,0.0021,7137
1923,256,14,1,2,0,32768,0.0020,7409
1924,256,14,1,2,0,65536,0.0021,7555
1925,256,14,1,3,0,1024,0.0018,8297
1926,256,14,1,3,0,2048,0.0020,7868
1928,256,14,1,3,0,8192,0.0019,7159
1929,256,14,1,3,0,16384,0.0019,7049
1930,256,14,1,3,0,32768,0.0020,7104
1931,256,14,1,3,0,65536,0.0019,7135
1932,256,14,2,1,0,1024,0.0019,7737
1937,256,14,2,1,0,32768,0.0020,7504
1938,256,14,2,1,0,65536,0.0020,7495
1939,256,14,2,2,0,1024,0.0017,8050
1940,256,14,2,2,0,2048,0.0017,7518
1941,256,14,2,2,0,4096,0.0018,7525
1942,256,14,2,2,0,8192,0.0018,7261
1943,256,14,2,2,0,16384,0.0017,7138
1944,256,14,2,2,0,32768,0.0016,7135
1946,256,14,2,3,0,1024,0.0016,8509
1947,256,14,2,3,0,2048,0.0018,7987
1949,256,14,2,3,0,8192,0.0016,7236
1950,256,14,2,3,0,16384,0.0016,7062
1951,256,14,2,3,0,32768,0.0016,7071
1952,256,14,2,3,0,65536,0.0016,7637
1954,256,14,3,1,0,2048,0.0014,8201
1955,256,14,3,1,0,4096,0.0014,7610
1956,256,14,3,1,0,8192,0.0013,7463
1958,256,14,3,1,0,32768,0.0013,7101
1959,256,14,3,1,0,65536,0.0014,7538
1961,256,14,3,2,0,2048,0.0019,7833
1963,256,14,3,2,0,8192,0.0018,7401
1964,256,14,3,2,0,16384,0.0018,7074
1965,256,14,3,2,0,32768,0.0017,7440
1966,256,14,3,2,0,65536,0.0018,7136
1967,256,14,3,3,0,1024,0.0017,7793
1969,256,14,3,3,0,4096,0.0017,7684
1970,256,14,3,3,0,8192,0.0018,7476
1971,256,14,3,3,0,16384,0.0017,7036
1973,256,14,3,3,0,65536,0.0016,7124
1975,256,14,4,1,0,2048,0.0014,7909
1976,256,14,4,1,0,4096,0.0014,7747
1977,256,14,4,1,0,8192,0.0014,7701
1978,256,14,4,1,0,16384,0.0013,7083
1980,256,14,4,1,0,65536,0.0014,7569
1981,256,14,4,2,0,1024,0.0017,8295
1984,256,14,4,2,0,8192,0.0017,7644
1987,256,14,4,2,0,65536,0.0016,7515
1990,256,14,4,3,0,4096,0.0016,7526
1991,256,14,4,3,0,8192,0.0014,7301
1992,256,14,4,3,0,16384,0.0015,7087
1994,256,14,4,3,0,65536,0.0015,7212
1997,256,14,5,1,0,4096,0.0014,7656
1998,256,14,5,1,0,8192,0.0013,7188
1999,256,14,5,1,0,16384,0.0014,7552
2000,256,14,5,1,0,32768,0.0013,7506
2001,256,14,5,1,0,65536,0.0014,7546
2002,256,14,5,2,0,1024,0.0016,7862
2003,256,14,5,2,0,2048,0.0016,7609
2006,256,14,5,2,0,16384,0.0017,7191
2007,256,14,5,2,0,32768,0.0016,7656
2008,256,14,5,2,0,65536,0.0016,7413
2011,256,14,5,3,0,4096,0.0017,7865
2012,256,14,5,3,0,8192,0.0016,7463
2013,256,14,5,3,0,16384,0.0018,9320
2014,256,14,5,3,0,32768,0.0018,9306
2015,256,14,5,3,0,65536,0.0016,9337
2017,256,14,6,1,0,2048,0.0014,7769
2018,256,14,6,1,0,4096,0.0013,7255
2019,256,14,6,1,0,8192,0.0013,7603
2020,256,14,6,1,0,16384,0.0012,7052
2021,256,14,6,1,0,32768,0.0013,7454
2023,256,14,6,2,0,1024,0.0009,7623
2025,256,14,6,2,0,4096,0.0010,8060
2026,256,14,6,2,0,8192,0.0010,7100
2027,256,14,6,2,0,16384,0.0010,7619
2028,256,14,6,2,0,32768,0.0009,7491
2029,256,14,6,2,0,65536,0.0009,7616
2034,256,14,6,3,0,16384,0.0018,7088
2036,256,14,6,3,0,65536,0.0016,7087
2038,256,14,7,1,0,2048,0.0015,7389
2041,256,14,7,1,0,16384,0.0015,7110
2042,256,14,7,1,0,32768,0.0015,7308
2043,256,14,7,1,0,65536,0.0014,7034
2044,256,14,7,2,0,1024,0.0009,7657
2045,256,14,7,2,0,2048,0.0010,7832
2046,256,14,7,2,0,4096,0.0010,7775
2047,256,14,7,2,0,8192,0.0010,7110
2050,256,14,7,2,0,65536,0.0009,7676
2052,256,14,7,3,0,2048,0.0017,7629
2053,256,14,7,3,0,4096,0.0015,7490
2054,256,14,7,3,0,8192,0.0018,9443
2055,256,14,7,3,0,16384,0.0015,7375
2056,256,14,7,3,0,32768,0.0015,7379
2057,256,14,7,3,0,65536,0.0015,7316
2058,256,15,1,1,0,1024,0.0023,7580
2060,256,15,1,1,0,4096,0.0024,7386
2062,256,15,1,1,0,16384,0.0025,7057
2063,256,15,1,1,0,32768,0.0023,7551
2064,256,15,1,1,0,65536,0.0023,7530
2065,256,15,1,2,0,1024,0.0019,7634
2066,256,15,1,2,0,2048,0.0021,7708
2067,256,15,1,2,0,4096,0.0019,7748
2068,256,15,1,2,0,8192,0.0021,7435
2069,256,15,1,2,0,16384,0.0021,7137
2070,256,15,1,2,0,32768,0.0020,7409
2071,256,15,1,2,0,65536,0.0021,7549
2072,256,15,1,3,0,1024,0.0018,8297
2073,256,15,1,3,0,2048,0.0020,7868
2076,256,15,1,3,0,16384,0.0019,7059
2077,256,15,1,3,0,32768,0.0020,7104
2078,256,15,1,3,0,65536,0.0019,7135
2079,256,15,2,1,0,1024,0.0019,7737
2080,256,15,2,1,0,2048,0.0021,8025
2081,256,15,2,1,0,4096,0.0021,7740
2083,256,15,2,1,0,16384,0.0020,7524
2084,256,15,2,1,0,32768,0.0020,7504
2085,256,15,2,1,0,65536,0.0020,7495
2086,256,15,2,2,0,1024,0.0017,8050
2087,256,15,2,2,0,2048,0.0017,7518
2088,256,15,2,2,0,4096,0.0018,7525
2090,256,15,2,2,0,16384,0.0017,7138
2091,256,15,2,2,0,32768,0.0016,7154
2097,256,15,2,3,0,16384,0.0016,7062
2098,256,15,2,3,0,32768,0.0016,7071
2099,256,15,2,3,0,65536,0.0016,7637
2101,256,15,3,1,0,2048,0.0014,8201
2102,256,15,3,1,0,4096,0.0014,7610
2103,256,15,3,1,0,8192,0.0013,7463
2105,256,15,3,1,0,32768,0.0013,7101
2106,256,15,3,1,0,65536,0.0013,7524
2107,256,15,3,2,0,1024,0.0018,8008
2108,256,15,3,2,0,2048,0.0019,7833
2109,256,15,3,2,0,4096,0.0018,7974
2110,256,15,3,2,0,8192,0.0018,7401
2111,256,15,3,2,0,16384,0.0018,7074
2112,256,15,3,2,0,32768,0.0017,7424
2114,256,15,3,3,0,1024,0.0017,7793
2115,256,15,3,3,0,2048,0.0017,7395
2116,256,15,3,3,0,4096,0.0017,7684
2117,256,15,3,3,0,8192,0.0018,7476
2118,256,15,3,3,0,16384,0.0017,7036
2120,256,15,3,3,0,65536,0.0016,7124
2122,256,15,4,1,0,2048,0.0014,7909
2123,256,15,4,1,0,4096,0.0014,7747
2127,256,15,4,1,0,65536,0.0014,7569
2128,256,15,4,2,0,1024,0.0017,8295
2131,256,15,4,2,0,8192,0.0017,7644
2134,256,15,4,2,0,65536,0.0016,7515
2138,256,15,4,3,0,8192,0.0014,7301
2139,256,15,4,3,0,16384,0.0015,7087
2141,256,15,4,3,0,65536,0.0015,7212
2142,256,15,5,1,0,1024,0.0014,8146
2144,256,15,5,1,0,4096,0.0014,7656
2145,256,15,5,1,0,8192,0.0013,7188
2146,256,15,5,1,0,16384,0.0014,7552
2147,256,15,5,1,0,32768,0.0013,7506
2148,256,15,5,1,0,65536,0.0014,7546
2149,256,15,5,2,0,1024,0.0016,7862
2150,256,15,5,2,0,2048,0.0016,7609
2151,256,15,5,2,0,4096,0.0016,7736
2153,256,15,5,2,0,16384,0.0017,7191
2154,256,15,5,2,0,32768,0.0016,7656
2155,256,15,5,2,0,65536,0.0016,7413
2158,256,15,5,3,0,4096,0.0017,7865
2160,256,15,5,3,0,16384,0.0018,9320
2161,256,15,5,3,0,32768,0.0018,9306
2162,256,15,5,3,0,65536,0.0016,9337
2163,256,15,6,1,0,1024,0.0014,7679
2164,256,15,6,1,0,2048,0.0014,7769
2166,256,15,6,1,0,8192,0.0013,7603
2167,256,15,6,1,0,16384,0.0012,7059
2168,256,15,6,1,0,32768,0.0013,7454
2170,256,15,6,2,0,1024,0.0009,7623
2172,256,15,6,2,0,4096,0.0010,8060
2173,256,15,6,2,0,8192,0.0010,7100
2174,256,15,6,2,0,16384,0.0010,7619
2175,256,15,6,2,0,32768,0.0009,7491
2176,256,15,6,2,0,65536,0.0009,7616
2178,256,15,6,3,0,2048,0.0016,7941
2181,256,15,6,3,0,16384,0.0018,7088
2183,256,15,6,3,0,65536,0.0016,7087
2185,256,15,7,1,0,2048,0.0015,7389
2186,256,15,7,1,0,4096,0.0016,7953
2188,256,15,7,1,0,16384,0.0015,7110
2190,256,15,7,1,0,65536,0.0014,7034
2192,256,15,7,2,0,2048,0.0010,7832
2193,256,15,7,2,0,4096,0.0010,7775
2194,256,15,7,2,0,8192,0.0010,7110
2195,256,15,7,2,0,16384,0.0010,6994
2196,256,15,7,2,0,32768,0.0009,7846
2197,256,15,7,2,0,65536,0.0009,7676
2199,256,15,7,3,0,2048,0.0017,7629
2201,256,15,7,3,0,8192,0.0018,9443
2202,256,15,7,3,0,16384,0.0015,7375
2203,256,15,7,3,0,32768,0.0015,7379
2204,256,15,7,3,0,65536,0.0015,7316
2205,256,1,1,1,1,1,0.0023,7530
2206,256,1,1,1,1,2,0.0023,7145
2207,256,1,1,2,1,1,0.0021,7549
2208,256,1,1,2,1,2,0.0017,7264
2209,256,1,1,3,1,1,0.0019,7135
2210,256,1,1,3,1,2,0.0017,7142
2211,256,1,2,1,1,1,0.0020,7495
2215,256,1,2,3,1,1,0.0016,7637
2216,256,1,2,3,1,2,0.0017,7657
2217,256,1,3,1,1,1,0.0014,7538
2218,256,1,3,1,1,2,0.0015,7612
2220,256,1,3,2,1,2,0.0017,7540
2221,256,1,3,3,1,1,0.0016,7124
2223,256,1,4,1,1,1,0.0014,7569
2224,256,1,4,1,1,2,0.0015,8003
2225,256,1,4,2,1,1,0.0016,7515
2227,256,1,4,3,1,1,0.0015,7212
2229,256,1,5,1,1,1,0.0014,7546
2230,256,1,5,1,1,2,0.0016,7622
2231,256,1,5,2,1,1,0.0016,7413
2232,256,1,5,2,1,2,0.0013,7463
2233,256,1,5,3,1,1,0.0016,9337
2234,256,1,5,3,1,2,0.0015,7412
2237,256,1,6,2,1,1,0.0009,7616
2238,256,1,6,2,1,2,0.0010,7705
2239,256,1,6,3,1,1,0.0016,7087
2240,256,1,6,3,1,2,0.0017,7170
2241,256,1,7,1,1,1,0.0014,7034
2243,256,1,7,2,1,1,0.0009,7676
2244,256,1,7,2,1,2,0.0009,7164
2245,256,1,7,3,1,1,0.0015,7316
2247,256,2,1,1,1,1,0.0023,7530
2248,256,2,1,1,1,2,0.0023,7145
2249,256,2,1,2,1,1,0.0021,7549
2250,256,2,1,2,1,2,0.0017,7264
2251,256,2,1,3,1,1,0.0019,7135
2252,256,2,1,3,1,2,0.0017,7142
2253,256,2,2,1,1,1,0.0020,7495
2257,256,2,2,3,1,1,0.0016,7637
2258,256,2,2,3,1,2,0.0017,7657
2259,256,2,3,1,1,1,0.0013,7524
2260,256,2,3,1,1,2,0.0015,7612
2261,256,2,3,2,1,1,0.0018,7128
2262,256,2,3,2,1,2,0.0017,7540
2263,256,2,3,3,1,1,0.0016,7124
2264,256,2,3,3,1,2,0.0018,7752
2265,256,2,4,1,1,1,0.0014,7569
2266,256,2,4,1,1,2,0.0015,8003
2267,256,2,4,2,1,1,0.0016,7515
2269,256,2,4,3,1,1,0.0015,7212
2271,256,2,5,1,1,1,0.0014,7546
2272,256,2,5,1,1,2,0.0016,7622
2273,256,2,5,2,1,1,0.0016,7413
2274,256,2,5,2,1,2,0.0013,7463
2275,256,2,5,3,1,1,0.0016,9337
2276,256,2,5,3,1,2,0.0015,7412
2278,256,2,6,1,1,2,0.0013,7111
2279,256,2,6,2,1,1,0.0009,7616
2280,256,2,6,2,1,2,0.0010,7705
2281,256,2,6,3,1,1,0.0017,7095
2282,256,2,6,3,1,2,0.0017,7170
2283,256,2,7,1,1,1,0.0014,7034
2285,256,2,7,2,1,1,0.0009,7676
2286,256,2,7,2,1,2,0.0009,7164
2287,256,2,7,3,1,1,0.0015,7316
2289,256,3,1,1,1,1,0.0023,7530
2290,256,3,1,1,1,2,0.0023,7145
2291,256,3,1,2,1,1,0.0021,7549
2292,256,3,1,2,1,2,0.0017,7264
2293,256,3,1,3,1,1,0.0019,7135
2294,256,3,1,3,1,2,0.0017,7142
2295,256,3,2,1,1,1,0.0020,7495
2299,256,3,2,3,1,1,0.0016,7637
2300,256,3,2,3,1,2,0.0017,7657
2301,256,3,3,1,1,1,0.0013,7524
2302,256,3,3,1,1,2,0.0015,7612
2304,256,3,3,2,1,2,0.0017,7540
2305,256,3,3,3,1,1,0.0016,7124
2307,256,3,4,1,1,1,0.0014,7569
2308,256,3,4,1,1,2,0.0015,8003
2309,256,3,4,2,1,1,0.0016,7515
2310,256,3,4,2,1,2,0.0014,7102
2316,256,3,5,2,1,2,0.0013,7463
2317,256,3,5,3,1,1,0.0016,9337
2318,256,3,5,3,1,2,0.0015,7412
2320,256,3,6,1,1,2,0.0013,7111
2321,256,3,6,2,1,1,0.0009,7616
2322,256,3,6,2,1,2,0.0010,7705
2328,256,3,7,2,1,2,0.0009,7164
2329,256,3,7,3,1,1,0.0015,7316
2331,256,4,1,1,1,1,0.0023,7530
2332,256,4,1,1,1,2,0.0023,7145
2333,256,4,1,2,1,1,0.0021,7549
2334,256,4,1,2,1,2,0.0017,7264
2335,256,4,1,3,1,1,0.0019,7135
2336,256,4,1,3,1,2,0.0017,7142
2337,256,4,2,1,1,1,0.0020,7495
2338,256,4,2,1,1,2,0.0019,7593
2341,256,4,2,3,1,1,0.0016,7637
2342,256,4,2,3,1,2,0.0017,7657
2343,256,4,3,1,1,1,0.0013,7524
2344,256,4,3,1,1,2,0.0015,7612
2345,256,4,3,2,1,1,0.0018,7136
2347,256,4,3,3,1,1,0.0016,7124
2349,256,4,4,1,1,1,0.0014,7569
2350,256,4,4,1,1,2,0.0015,8003
2351,256,4,4,2,1,1,0.0016,7515
2352,256,4,4,2,1,2,0.0014,7102
2353,256,4,4,3,1,1,0.0015,7212
2354,256,4,4,3,1,2,0.0015,6985
2355,256,4,5,1,1,1,0.0014,7546
2356,256,4,5,1,1,2,0.0016,7622
2357,256,4,5,2,1,1,0.0016,7413
2364,256,4,6,2,1,2,0.0010,7705
2365,256,4,6,3,1,1,0.0016,7087
2366,256,4,6,3,1,2,0.0017,7170
2367,256,4,7,1,1,1,0.0014,7034
2369,256,4,7,2,1,1,0.0009,7676
2376,256,5,1,2,1,2,0.0017,7264
2377,256,5,1,3,1,1,0.0019,7135
2378,256,5,1,3,1,2,0.0017,7142
2379,256,5,2,1,1,1,0.0020,7495
2383,256,5,2,3,1,1,0.0016,7637
2384,256,5,2,3,1,2,0.0017,7657
2385,256,5,3,1,1,1,0.0013,7524
2386,256,5,3,1,1,2,0.0015,7612
2388,256,5,3,2,1,2,0.0017,7540
2389,256,5,3,3,1,1,0.0016,7124
2390,256,5,3,3,1,2,0.0018,7752
2391,256,5,4,1,1,1,0.0014,7569
2392,256,5,4,1,1,2,0.0015,8003
2393,256,5,4,2,1,1,0.0016,7515
2400,256,5,5,2,1,2,0.0013,7466
2401,256,5,5,3,1,1,0.0016,9337
2402,256,5,5,3,1,2,0.0015,7412
2404,256,5,6,1,1,2,0.0013,7111
2405,256,5,6,2,1,1,0.0009,7616
2412,256,5,7,2,1,2,0.0009,7164
2413,256,5,7,3,1,1,0.0015,7316
2415,256,6,1,1,1,1,0.0023,7530
2417,256,6,1,2,1,1,0.0021,7549
2418,256,6,1,2,1,2,0.0017,7264
2419,256,6,1,3,1,1,0.0019,7135
2420,256,6,1,3,1,2,0.0017,7142
2421,256,6,2,1,1,1,0.0020,7495
2422,256,6,2,1,1,2,0.0020,7597
2425,256,6,2,3,1,1,0.0016,7637
