n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2,lut,ff,dsp,bram
1047,256,8,1,3,0,16384,0.001934,7049,42980,8688,0,17.5
1048,256,8,1,3,0,32768,0.002035,7104,42875,8666,0,17.5
1049,256,8,1,3,0,65536,0.001863,7135,42822,8654,0,17.5
1050,256,8,2,1,0,1024,0.001896,7737,45512,9366,0,33.5
1052,256,8,2,1,0,4096,0.002122,7740,43469,8736,0,17.5
1055,256,8,2,1,0,32768,0.002034,7504,42764,8550,0,17.5
1056,256,8,2,1,0,65536,0.002038,7495,42735,8501,0,17.5
1057,256,8,2,2,0,1024,0.001685,8050,45236,9361,0,33.5
1058,256,8,2,2,0,2048,0.001654,7518,43897,8944,0,17.5
1059,256,8,2,2,0,4096,0.001752,7525,43303,8733,0,17.5
1061,256,8,2,2,0,16384,0.001724,7138,42858,8569,0,17.5
1062,256,8,2,2,0,32768,0.001641,7154,42757,8546,0,17.5
1064,256,8,2,3,0,1024,0.001607,8509,45946,9848,0,33.5
1069,256,8,2,3,0,32768,0.001593,7071,42887,8644,0,17.5
1070,256,8,2,3,0,65536,0.001631,7637,42926,8613,0,17.5
1072,256,8,3,1,0,2048,0.001365,8201,43746,8972,0,17.5
1073,256,8,3,1,0,4096,0.001384,7610,43240,8777,0,17.5
1074,256,8,3,1,0,8192,0.001326,7463,43134,8677,0,17.5
1076,256,8,3,1,0,32768,0.001344,7101,42820,8612,0,17.5
1077,256,8,3,1,0,65536,0.001315,7524,42775,8590,0,17.5
1078,256,8,3,2,0,1024,0.001756,8008,45006,9414,0,33.5
1079,256,8,3,2,0,2048,0.001860,7833,43729,9000,0,17.5
1080,256,8,3,2,0,4096,0.001836,7974,43224,8786,0,17.5
1081,256,8,3,2,0,8192,0.001827,7401,42985,8673,0,17.5
1082,256,8,3,2,0,16384,0.001842,7074,42891,8624,0,17.5
1083,256,8,3,2,0,32768,0.001744,7440,42794,8601,0,17.5
1085,256,8,3,3,0,1024,0.001685,7793,46304,9877,0,33.5
1087,256,8,3,3,0,4096,0.001664,7684,43672,8958,0,17.5
1088,256,8,3,3,0,8192,0.001775,7476,43269,8778,0,17.5
1089,256,8,3,3,0,16384,0.001698,7036,43036,8697,0,17.5
1091,256,8,3,3,0,65536,0.001646,7124,42951,8655,0,17.5
1093,256,8,4,1,0,2048,0.001357,7909,43948,8994,0,17.5
1095,256,8,4,1,0,8192,0.001420,7701,42942,8677,0,17.5
1098,256,8,4,1,0,65536,0.001358,7569,42687,8562,0,17.5
1099,256,8,4,2,0,1024,0.001718,8295,45033,9463,0,33.5
1101,256,8,4,2,0,4096,0.001757,7621,43221,8780,0,17.5
1102,256,8,4,2,0,8192,0.001667,7644,42998,8661,0,17.5
1105,256,8,4,2,0,65536,0.001623,7515,42749,8553,0,17.5
1109,256,8,4,3,0,8192,0.001441,7301,43214,8792,0,17.5
1110,256,8,4,3,0,16384,0.001485,7087,42973,8712,0,17.5
1112,256,8,4,3,0,65536,0.001492,7212,42885,8637,0,17.5
1113,256,8,5,1,0,1024,0.001353,8146,46093,9502,0,33.5
1114,256,8,5,1,0,2048,0.001331,7422,44291,9059,0,17.5
1115,256,8,5,1,0,4096,0.001375,7656,43488,8845,0,17.5
1116,256,8,5,1,0,8192,0.001301,7188,43144,8738,0,17.5
1117,256,8,5,1,0,16384,0.001399,7552,42905,8677,0,17.5
1118,256,8,5,1,0,32768,0.001308,7506,42785,8659,0,17.5
1119,256,8,5,1,0,65536,0.001357,7546,42755,8613,0,17.5
1120,256,8,5,2,0,1024,0.001560,7862,45603,9551,0,33.5
1121,256,8,5,2,0,2048,0.001616,7609,44082,9065,0,17.5
1122,256,8,5,2,0,4096,0.001613,7736,43398,8855,0,17.5
1124,256,8,5,2,0,16384,0.001700,7191,43041,8682,0,17.5
1125,256,8,5,2,0,32768,0.001638,7656,42887,8658,0,17.5
1126,256,8,5,2,0,65536,0.001589,7413,42800,8625,0,17.5
1129,256,8,5,3,0,4096,0.001652,7865,43871,8927,0,17.5
1131,256,8,5,3,0,16384,0.001786,9322,53099,8668,0,17.5
1132,256,8,5,3,0,32768,0.001788,9306,52931,8644,0,17.5
1133,256,8,5,3,0,65536,0.001591,9337,52920,8634,0,17.5
1134,256,8,6,1,0,1024,0.001360,7679,45471,9463,0,33.5
1135,256,8,6,1,0,2048,0.001358,7769,44331,9029,0,17.5
1137,256,8,6,1,0,8192,0.001407,7603,42972,8710,0,17.5
1138,256,8,6,1,0,16384,0.001235,7052,42771,8650,0,17.5
1139,256,8,6,1,0,32768,0.001311,7454,42742,8634,0,17.5
1141,256,8,6,2,0,1024,0.000884,7623,44656,9261,0,33.5
1142,256,8,6,2,0,2048,0.001022,7797,43662,8892,0,17.5
1143,256,8,6,2,0,4096,0.000990,8060,43179,8711,0,17.5
1144,256,8,6,2,0,8192,0.000972,7100,42951,8622,0,17.5
1145,256,8,6,2,0,16384,0.000991,7619,42852,8579,0,17.5
1146,256,8,6,2,0,32768,0.000926,7491,42764,8557,0,17.5
1147,256,8,6,2,0,65536,0.000872,7616,42768,8547,0,17.5
1149,256,8,6,3,0,2048,0.001669,7935,44468,9354,0,17.5
1152,256,8,6,3,0,16384,0.001791,7088,42993,8787,0,17.5
1154,256,8,6,3,0,65536,0.001628,7087,42901,8714,0,17.5
1156,256,8,7,1,0,2048,0.001546,7389,44236,9082,0,17.5
1157,256,8,7,1,0,4096,0.001618,7953,43860,8879,0,17.5
1158,256,8,7,1,0,8192,0.001517,7135,43156,8756,0,17.5
1159,256,8,7,1,0,16384,0.001471,7110,42926,8697,0,17.5
1160,256,8,7,1,0,32768,0.001495,7308,42860,8681,0,17.5
1161,256,8,7,1,0,65536,0.001449,7034,42808,8635,0,17.5
1163,256,8,7,2,0,2048,0.000983,7832,43928,9052,0,17.5
1164,256,8,7,2,0,4096,0.000968,7775,43689,8850,0,17.5
1165,256,8,7,2,0,8192,0.000982,7110,43069,8727,0,17.5
1166,256,8,7,2,0,16384,0.000959,6994,42997,8678,0,17.5
1168,256,8,7,2,0,65536,0.000934,7676,42831,8620,0,17.5
1170,256,8,7,3,0,2048,0.001669,7629,45698,9384,0,17.5
1172,256,8,7,3,0,8192,0.001761,9443,53335,8899,0,17.5
1173,256,8,7,3,0,16384,0.001541,7390,44296,8816,0,17.5
1174,256,8,7,3,0,32768,0.001538,7379,44218,8792,0,17.5
1175,256,8,7,3,0,65536,0.001517,7316,44129,8741,0,17.5
1176,256,9,1,1,0,1024,0.002343,7580,45457,9390,0,33.5
1177,256,9,1,1,0,2048,0.002245,7550,44285,8971,0,17.5
1178,256,9,1,1,0,4096,0.002421,7386,43747,8769,0,17.5
1180,256,9,1,1,0,16384,0.002456,7057,42837,8592,0,17.5
1182,256,9,1,1,0,65536,0.002331,7530,42680,8544,0,17.5
1184,256,9,1,2,0,2048,0.002124,7708,43723,8961,0,17.5
1185,256,9,1,2,0,4096,0.001941,7748,43229,8754,0,17.5
1186,256,9,1,2,0,8192,0.002050,7435,42921,8638,0,17.5
1187,256,9,1,2,0,16384,0.002069,7137,42849,8586,0,17.5
1188,256,9,1,2,0,32768,0.001977,7409,42759,8563,0,17.5
1189,256,9,1,2,0,65536,0.002122,7549,42729,8539,0,17.5
1190,256,9,1,3,0,1024,0.001831,8297,46241,9867,0,33.5
1191,256,9,1,3,0,2048,0.001996,7868,44499,9256,0,17.5
1194,256,9,1,3,0,16384,0.001934,7049,42980,8688,0,17.5
1195,256,9,1,3,0,32768,0.002035,7104,42875,8666,0,17.5
1196,256,9,1,3,0,65536,0.001863,7135,42822,8654,0,17.5
1197,256,9,2,1,0,1024,0.001896,7737,45512,9366,0,33.5
1201,256,9,2,1,0,16384,0.002043,7524,42804,8576,0,17.5
1202,256,9,2,1,0,32768,0.002034,7504,42764,8550,0,17.5
1203,256,9,2,1,0,65536,0.002038,7495,42735,8501,0,17.5
1204,256,9,2,2,0,1024,0.001685,8050,45236,9361,0,33.5
1205,256,9,2,2,0,2048,0.001654,7518,43897,8944,0,17.5
1206,256,9,2,2,0,4096,0.001752,7525,43303,8733,0,17.5
1207,256,9,2,2,0,8192,0.001822,7261,42954,8620,0,17.5
1208,256,9,2,2,0,16384,0.001724,7138,42858,8569,0,17.5
1209,256,9,2,2,0,32768,0.001641,7154,42757,8546,0,17.5
1211,256,9,2,3,0,1024,0.001607,8509,45946,9848,0,33.5
1214,256,9,2,3,0,8192,0.001625,7236,43619,8754,0,17.5
1216,256,9,2,3,0,32768,0.001593,7071,42887,8644,0,17.5
1217,256,9,2,3,0,65536,0.001631,7637,42926,8613,0,17.5
1219,256,9,3,1,0,2048,0.001365,8201,43746,8972,0,17.5
1220,256,9,3,1,0,4096,0.001384,7610,43240,8777,0,17.5
1221,256,9,3,1,0,8192,0.001326,7463,43134,8677,0,17.5
1223,256,9,3,1,0,32768,0.001344,7101,42820,8612,0,17.5
1224,256,9,3,1,0,65536,0.001315,7524,42775,8590,0,17.5
1226,256,9,3,2,0,2048,0.001860,7833,43729,9000,0,17.5
1227,256,9,3,2,0,4096,0.001836,7974,43224,8786,0,17.5
1228,256,9,3,2,0,8192,0.001827,7401,42985,8673,0,17.5
1229,256,9,3,2,0,16384,0.001842,7074,42891,8624,0,17.5
1230,256,9,3,2,0,32768,0.001744,7440,42794,8601,0,17.5
1232,256,9,3,3,0,1024,0.001685,7793,46304,9877,0,33.5
1234,256,9,3,3,0,4096,0.001664,7684,43672,8958,0,17.5
1236,256,9,3,3,0,16384,0.001698,7036,43036,8697,0,17.5
1238,256,9,3,3,0,65536,0.001646,7124,42951,8655,0,17.5
1239,256,9,4,1,0,1024,0.001370,7988,45541,9434,0,33.5
1240,256,9,4,1,0,2048,0.001357,7909,43948,8994,0,17.5
1241,256,9,4,1,0,4096,0.001385,7747,43678,8801,0,17.5
1242,256,9,4,1,0,8192,0.001420,7701,42942,8677,0,17.5
1245,256,9,4,1,0,65536,0.001358,7569,42687,8562,0,17.5
1246,256,9,4,2,0,1024,0.001718,8295,45033,9463,0,33.5
1249,256,9,4,2,0,8192,0.001667,7644,42998,8661,0,17.5
1252,256,9,4,2,0,65536,0.001623,7515,42749,8553,0,17.5
1254,256,9,4,3,0,2048,0.001459,7484,44564,9280,0,17.5
1256,256,9,4,3,0,8192,0.001441,7301,43214,8792,0,17.5
1257,256,9,4,3,0,16384,0.001485,7087,42973,8712,0,17.5
1259,256,9,4,3,0,65536,0.001492,7212,42885,8637,0,17.5
1260,256,9,5,1,0,1024,0.001353,8146,46093,9502,0,33.5
1262,256,9,5,1,0,4096,0.001375,7656,43488,8845,0,17.5
1263,256,9,5,1,0,8192,0.001301,7188,43144,8738,0,17.5
1264,256,9,5,1,0,16384,0.001399,7552,42905,8677,0,17.5
1265,256,9,5,1,0,32768,0.001308,7506,42785,8659,0,17.5
1266,256,9,5,1,0,65536,0.001357,7546,42755,8613,0,17.5
1267,256,9,5,2,0,1024,0.001560,7862,45603,9551,0,33.5
1268,256,9,5,2,0,2048,0.001616,7609,44082,9065,0,17.5
1269,256,9,5,2,0,4096,0.001613,7736,43398,8855,0,17.5
1271,256,9,5,2,0,16384,0.001700,7191,43041,8682,0,17.5
1273,256,9,5,2,0,65536,0.001589,7413,42800,8625,0,17.5
1276,256,9,5,3,0,4096,0.001652,7865,43871,8927,0,17.5
1277,256,9,5,3,0,8192,0.001602,7463,43781,8753,0,17.5
1278,256,9,5,3,0,16384,0.001784,9320,53099,8668,0,17.5
1279,256,9,5,3,0,32768,0.001788,9306,52931,8644,0,17.5
1280,256,9,5,3,0,65536,0.001591,9337,52920,8634,0,17.5
1281,256,9,6,1,0,1024,0.001360,7679,45471,9463,0,33.5
1282,256,9,6,1,0,2048,0.001323,7385,44027,9031,0,17.5
1283,256,9,6,1,0,4096,0.001325,7255,43299,8821,0,17.5
1284,256,9,6,1,0,8192,0.001315,7603,42976,8710,0,17.5
1285,256,9,6,1,0,16384,0.001235,7052,42771,8650,0,17.5
1286,256,9,6,1,0,32768,0.001311,7454,42742,8634,0,17.5
1288,256,9,6,2,0,1024,0.000884,7623,44656,9261,0,33.5
1290,256,9,6,2,0,4096,0.000990,8060,43179,8711,0,17.5
1291,256,9,6,2,0,8192,0.000972,7100,42951,8622,0,17.5
1292,256,9,6,2,0,16384,0.000991,7619,42852,8579,0,17.5
1293,256,9,6,2,0,32768,0.000926,7491,42764,8557,0,17.5
1294,256,9,6,2,0,65536,0.000872,7616,42768,8547,0,17.5
1295,256,9,6,3,0,1024,0.001793,7898,46016,9989,0,33.5
1299,256,9,6,3,0,16384,0.001791,7088,42993,8787,0,17.5
1301,256,9,6,3,0,65536,0.001628,7087,42901,8714,0,17.5
1303,256,9,7,1,0,2048,0.001546,7389,44236,9082,0,17.5
1306,256,9,7,1,0,16384,0.001471,7110,42926,8697,0,17.5
1308,256,9,7,1,0,65536,0.001449,7034,42808,8635,0,17.5
1310,256,9,7,2,0,2048,0.000983,7832,43928,9052,0,17.5
1311,256,9,7,2,0,4096,0.000968,7775,43689,8850,0,17.5
1312,256,9,7,2,0,8192,0.000982,7110,43069,8727,0,17.5
1315,256,9,7,2,0,65536,0.000934,7676,42831,8620,0,17.5
1317,256,9,7,3,0,2048,0.001594,7628,45701,9384,0,17.5
1319,256,9,7,3,0,8192,0.001761,9443,53335,8899,0,17.5
1320,256,9,7,3,0,16384,0.001548,7375,44296,8816,0,17.5
1321,256,9,7,3,0,32768,0.001538,7379,44218,8792,0,17.5
1322,256,9,7,3,0,65536,0.001517,7316,44129,8741,0,17.5
1323,256,10,1,1,0,1024,0.002343,7580,45457,9390,0,33.5
1324,256,10,1,1,0,2048,0.002245,7550,44285,8971,0,17.5
1325,256,10,1,1,0,4096,0.002421,7386,43747,8769,0,17.5
1326,256,10,1,1,0,8192,0.002410,7056,43019,8641,0,17.5
1327,256,10,1,1,0,16384,0.002456,7057,42837,8592,0,17.5
1329,256,10,1,1,0,65536,0.002331,7530,42680,8544,0,17.5
1331,256,10,1,2,0,2048,0.002124,7708,43723,8961,0,17.5
1332,256,10,1,2,0,4096,0.001941,7748,43229,8754,0,17.5
1333,256,10,1,2,0,8192,0.002050,7435,42921,8638,0,17.5
1334,256,10,1,2,0,16384,0.002069,7137,42849,8586,0,17.5
1335,256,10,1,2,0,32768,0.001977,7409,42759,8563,0,17.5
1336,256,10,1,2,0,65536,0.002102,7555,42728,8539,0,17.5
1337,256,10,1,3,0,1024,0.001831,8297,46241,9867,0,33.5
1338,256,10,1,3,0,2048,0.001996,7868,44499,9256,0,17.5
1341,256,10,1,3,0,16384,0.001934,7049,42980,8688,0,17.5
1342,256,10,1,3,0,32768,0.002035,7104,42875,8666,0,17.5
1343,256,10,1,3,0,65536,0.001863,7135,42822,8654,0,17.5
1344,256,10,2,1,0,1024,0.001896,7737,45512,9366,0,33.5
1349,256,10,2,1,0,32768,0.002034,7504,42764,8550,0,17.5
1350,256,10,2,1,0,65536,0.002038,7495,42735,8501,0,17.5
1351,256,10,2,2,0,1024,0.001685,8050,45236,9361,0,33.5
1352,256,10,2,2,0,2048,0.001654,7518,43897,8944,0,17.5
1353,256,10,2,2,0,4096,0.001752,7525,43303,8733,0,17.5
1354,256,10,2,2,0,8192,0.001822,7261,42954,8620,0,17.5
1355,256,10,2,2,0,16384,0.001724,7138,42858,8569,0,17.5
1356,256,10,2,2,0,32768,0.001641,7154,42757,8546,0,17.5
1358,256,10,2,3,0,1024,0.001607,8509,45946,9848,0,33.5
1360,256,10,2,3,0,4096,0.001637,7845,43768,8925,0,17.5
1363,256,10,2,3,0,32768,0.001593,7071,42887,8644,0,17.5
1364,256,10,2,3,0,65536,0.001631,7637,42926,8613,0,17.5
1365,256,10,3,1,0,1024,0.001324,8151,45148,9366,0,33.5
1366,256,10,3,1,0,2048,0.001365,8201,43746,8972,0,17.5
1367,256,10,3,1,0,4096,0.001384,7610,43240,8777,0,17.5
1368,256,10,3,1,0,8192,0.001326,7463,43134,8677,0,17.5
1370,256,10,3,1,0,32768,0.001344,7101,42820,8612,0,17.5
1371,256,10,3,1,0,65536,0.001315,7524,42775,8590,0,17.5
1372,256,10,3,2,0,1024,0.001756,8008,45006,9414,0,33.5
1373,256,10,3,2,0,2048,0.001860,7833,43729,9000,0,17.5
1374,256,10,3,2,0,4096,0.001836,7974,43224,8786,0,17.5
1375,256,10,3,2,0,8192,0.001827,7401,42985,8673,0,17.5
1376,256,10,3,2,0,16384,0.001936,7071,42892,8624,0,17.5
1377,256,10,3,2,0,32768,0.001744,7440,42794,8601,0,17.5
1379,256,10,3,3,0,1024,0.001685,7793,46304,9877,0,33.5
1380,256,10,3,3,0,2048,0.001723,7395,44974,9275,0,17.5
1381,256,10,3,3,0,4096,0.001664,7684,43672,8958,0,17.5
1383,256,10,3,3,0,16384,0.001698,7036,43036,8697,0,17.5
1385,256,10,3,3,0,65536,0.001646,7124,42951,8655,0,17.5
1386,256,10,4,1,0,1024,0.001370,7988,45541,9434,0,33.5
1387,256,10,4,1,0,2048,0.001357,7909,43948,8994,0,17.5
1392,256,10,4,1,0,65536,0.001358,7569,42687,8562,0,17.5
1393,256,10,4,2,0,1024,0.001718,8295,45033,9463,0,33.5
1396,256,10,4,2,0,8192,0.001667,7644,42998,8661,0,17.5
1398,256,10,4,2,0,32768,0.001717,7081,42761,8586,0,17.5
1399,256,10,4,2,0,65536,0.001623,7515,42749,8553,0,17.5
1400,256,10,4,3,0,1024,0.001483,7721,45985,9896,0,33.5
1403,256,10,4,3,0,8192,0.001441,7301,43214,8792,0,17.5
1404,256,10,4,3,0,16384,0.001523,7081,42975,8712,0,17.5
1406,256,10,4,3,0,65536,0.001492,7212,42885,8637,0,17.5
1409,256,10,5,1,0,4096,0.001375,7656,43488,8845,0,17.5
1410,256,10,5,1,0,8192,0.001301,7188,43144,8738,0,17.5
1411,256,10,5,1,0,16384,0.001399,7552,42905,8677,0,17.5
1412,256,10,5,1,0,32768,0.001308,7506,42785,8659,0,17.5
1413,256,10,5,1,0,65536,0.001357,7546,42755,8613,0,17.5
1414,256,10,5,2,0,1024,0.001560,7862,45603,9551,0,33.5
1415,256,10,5,2,0,2048,0.001616,7609,44082,9065,0,17.5
1416,256,10,5,2,0,4096,0.001613,7736,43398,8855,0,17.5
1418,256,10,5,2,0,16384,0.001700,7191,43041,8682,0,17.5
1420,256,10,5,2,0,65536,0.001589,7413,42800,8625,0,17.5
1423,256,10,5,3,0,4096,0.001652,7865,43871,8927,0,17.5
1424,256,10,5,3,0,8192,0.001649,7472,43781,8753,0,17.5
1425,256,10,5,3,0,16384,0.001784,9320,53099,8668,0,17.5
1426,256,10,5,3,0,32768,0.001788,9306,52931,8644,0,17.5
1427,256,10,5,3,0,65536,0.001591,9337,52920,8634,0,17.5
1428,256,10,6,1,0,1024,0.001360,7679,45471,9463,0,33.5
1429,256,10,6,1,0,2048,0.001358,7769,44331,9029,0,17.5
1430,256,10,6,1,0,4096,0.001325,7255,43299,8821,0,17.5
1431,256,10,6,1,0,8192,0.001315,7603,42976,8710,0,17.5
1432,256,10,6,1,0,16384,0.001235,7052,42771,8650,0,17.5
1433,256,10,6,1,0,32768,0.001311,7454,42742,8634,0,17.5
1434,256,10,6,1,0,65536,0.001259,7439,42745,8593,0,17.5
1435,256,10,6,2,0,1024,0.000884,7623,44656,9261,0,33.5
1436,256,10,6,2,0,2048,0.001022,7797,43662,8892,0,17.5
1437,256,10,6,2,0,4096,0.000990,8060,43179,8711,0,17.5
1438,256,10,6,2,0,8192,0.000972,7100,42951,8622,0,17.5
1439,256,10,6,2,0,16384,0.000991,7619,42852,8579,0,17.5
1440,256,10,6,2,0,32768,0.000926,7491,42764,8557,0,17.5
1441,256,10,6,2,0,65536,0.000872,7616,42768,8547,0,17.5
1443,256,10,6,3,0,2048,0.001669,7935,44468,9354,0,17.5
1445,256,10,6,3,0,8192,0.001701,7600,43664,8878,0,17.5
1446,256,10,6,3,0,16384,0.001764,7079,42994,8787,0,17.5
1448,256,10,6,3,0,65536,0.001628,7087,42901,8714,0,17.5
1450,256,10,7,1,0,2048,0.001546,7389,44236,9082,0,17.5
1451,256,10,7,1,0,4096,0.001618,7953,43860,8879,0,17.5
1453,256,10,7,1,0,16384,0.001471,7110,42926,8697,0,17.5
1455,256,10,7,1,0,65536,0.001449,7034,42808,8635,0,17.5
1457,256,10,7,2,0,2048,0.000983,7832,43928,9052,0,17.5
1458,256,10,7,2,0,4096,0.000968,7775,43689,8850,0,17.5
1459,256,10,7,2,0,8192,0.000982,7110,43069,8727,0,17.5
1461,256,10,7,2,0,32768,0.000949,7848,42875,8652,0,17.5
1462,256,10,7,2,0,65536,0.000934,7676,42831,8620,0,17.5
1464,256,10,7,3,0,2048,0.001669,7629,45698,9384,0,17.5
1466,256,10,7,3,0,8192,0.001761,9443,53335,8899,0,17.5
1467,256,10,7,3,0,16384,0.001548,7375,44296,8816,0,17.5
1468,256,10,7,3,0,32768,0.001538,7379,44218,8792,0,17.5
1469,256,10,7,3,0,65536,0.001517,7316,44129,8741,0,17.5
1470,256,11,1,1,0,1024,0.002343,7580,45457,9390,0,33.5
1471,256,11,1,1,0,2048,0.002245,7550,44285,8971,0,17.5
1472,256,11,1,1,0,4096,0.002421,7386,43747,8769,0,17.5
1473,256,11,1,1,0,8192,0.002410,7056,43019,8641,0,17.5
1474,256,11,1,1,0,16384,0.002456,7057,42837,8592,0,17.5
1475,256,11,1,1,0,32768,0.002308,7551,42730,8570,0,17.5
1476,256,11,1,1,0,65536,0.002331,7530,42680,8544,0,17.5
1478,256,11,1,2,0,2048,0.002124,7708,43723,8961,0,17.5
1479,256,11,1,2,0,4096,0.001941,7748,43229,8754,0,17.5
1481,256,11,1,2,0,16384,0.002069,7137,42849,8586,0,17.5
1482,256,11,1,2,0,32768,0.001990,7409,42758,8563,0,17.5
1483,256,11,1,2,0,65536,0.002122,7549,42729,8539,0,17.5
1484,256,11,1,3,0,1024,0.001831,8297,46241,9867,0,33.5
1485,256,11,1,3,0,2048,0.001996,7868,44499,9256,0,17.5
1488,256,11,1,3,0,16384,0.001934,7049,42980,8688,0,17.5
1489,256,11,1,3,0,32768,0.002035,7104,42875,8666,0,17.5
1490,256,11,1,3,0,65536,0.001863,7135,42822,8654,0,17.5
1491,256,11,2,1,0,1024,0.001896,7737,45512,9366,0,33.5
1492,256,11,2,1,0,2048,0.002100,8025,44310,8947,0,17.5
1493,256,11,2,1,0,4096,0.002122,7740,43469,8736,0,17.5
1496,256,11,2,1,0,32768,0.002034,7504,42764,8550,0,17.5
1497,256,11,2,1,0,65536,0.002038,7495,42735,8501,0,17.5
1498,256,11,2,2,0,1024,0.001685,8050,45236,9361,0,33.5
1499,256,11,2,2,0,2048,0.001654,7518,43897,8944,0,17.5
1500,256,11,2,2,0,4096,0.001752,7525,43303,8733,0,17.5
1501,256,11,2,2,0,8192,0.001822,7261,42954,8620,0,17.5
1502,256,11,2,2,0,16384,0.001724,7138,42858,8569,0,17.5
1503,256,11,2,2,0,32768,0.001641,7154,42757,8546,0,17.5
1506,256,11,2,3,0,2048,0.001774,7987,45028,9242,0,17.5
1510,256,11,2,3,0,32768,0.001593,7071,42887,8644,0,17.5
1511,256,11,2,3,0,65536,0.001631,7637,42926,8613,0,17.5
1513,256,11,3,1,0,2048,0.001365,8201,43746,8972,0,17.5
1514,256,11,3,1,0,4096,0.001384,7610,43240,8777,0,17.5
1515,256,11,3,1,0,8192,0.001326,7463,43134,8677,0,17.5
1517,256,11,3,1,0,32768,0.001344,7101,42820,8612,0,17.5
1518,256,11,3,1,0,65536,0.001315,7524,42775,8590,0,17.5
1520,256,11,3,2,0,2048,0.001860,7833,43729,9000,0,17.5
1522,256,11,3,2,0,8192,0.001827,7401,42985,8673,0,17.5
1523,256,11,3,2,0,16384,0.001842,7074,42891,8624,0,17.5
1524,256,11,3,2,0,32768,0.001744,7440,42794,8601,0,17.5
1526,256,11,3,3,0,1024,0.001685,7793,46304,9877,0,33.5
1528,256,11,3,3,0,4096,0.001664,7684,43672,8958,0,17.5
1530,256,11,3,3,0,16384,0.001698,7036,43036,8697,0,17.5
1532,256,11,3,3,0,65536,0.001646,7124,42951,8655,0,17.5
1534,256,11,4,1,0,2048,0.001357,7909,43948,8994,0,17.5
1536,256,11,4,1,0,8192,0.001420,7701,42942,8677,0,17.5
1539,256,11,4,1,0,65536,0.001358,7569,42687,8562,0,17.5
1540,256,11,4,2,0,1024,0.001718,8295,45033,9463,0,33.5
1543,256,11,4,2,0,8192,0.001667,7644,42998,8661,0,17.5
1546,256,11,4,2,0,65536,0.001623,7515,42749,8553,0,17.5
1548,256,11,4,3,0,2048,0.001459,7484,44564,9280,0,17.5
1549,256,11,4,3,0,4096,0.001600,7526,43681,8973,0,17.5
1550,256,11,4,3,0,8192,0.001441,7301,43214,8792,0,17.5
1551,256,11,4,3,0,16384,0.001485,7087,42973,8712,0,17.5
1553,256,11,4,3,0,65536,0.001492,7212,42885,8637,0,17.5
1554,256,11,5,1,0,1024,0.001353,8146,46093,9502,0,33.5
1556,256,11,5,1,0,4096,0.001375,7656,43488,8845,0,17.5
1557,256,11,5,1,0,8192,0.001301,7188,43144,8738,0,17.5
1558,256,11,5,1,0,16384,0.001399,7552,42905,8677,0,17.5
1559,256,11,5,1,0,32768,0.001308,7506,42785,8659,0,17.5
1560,256,11,5,1,0,65536,0.001357,7546,42755,8613,0,17.5
1561,256,11,5,2,0,1024,0.001560,7862,45603,9551,0,33.5
1562,256,11,5,2,0,2048,0.001616,7609,44082,9065,0,17.5
1563,256,11,5,2,0,4096,0.001613,7736,43398,8855,0,17.5
1565,256,11,5,2,0,16384,0.001700,7191,43041,8682,0,17.5
1566,256,11,5,2,0,32768,0.001638,7656,42887,8658,0,17.5
1567,256,11,5,2,0,65536,0.001589,7413,42800,8625,0,17.5
1570,256,11,5,3,0,4096,0.001652,7865,43871,8927,0,17.5
1571,256,11,5,3,0,8192,0.001602,7463,43781,8753,0,17.5
1572,256,11,5,3,0,16384,0.001784,9320,53099,8668,0,17.5
1573,256,11,5,3,0,32768,0.001788,9306,52931,8644,0,17.5
1574,256,11,5,3,0,65536,0.001591,9337,52920,8634,0,17.5
1575,256,11,6,1,0,1024,0.001360,7679,45471,9463,0,33.5
1576,256,11,6,1,0,2048,0.001323,7385,44027,9031,0,17.5
1578,256,11,6,1,0,8192,0.001315,7603,42976,8710,0,17.5
1579,256,11,6,1,0,16384,0.001235,7052,42771,8650,0,17.5
1580,256,11,6,1,0,32768,0.001311,7454,42742,8634,0,17.5
1582,256,11,6,2,0,1024,0.000884,7623,44656,9261,0,33.5
1584,256,11,6,2,0,4096,0.000990,8060,43179,8711,0,17.5
1585,256,11,6,2,0,8192,0.000972,7100,42951,8622,0,17.5
1586,256,11,6,2,0,16384,0.000991,7619,42852,8579,0,17.5
1587,256,11,6,2,0,32768,0.000926,7491,42764,8557,0,17.5
1588,256,11,6,2,0,65536,0.000872,7616,42768,8547,0,17.5
1593,256,11,6,3,0,16384,0.001791,7088,42993,8787,0,17.5
1595,256,11,6,3,0,65536,0.001628,7087,42901,8714,0,17.5
1596,256,11,7,1,0,1024,0.001488,7677,45933,9512,0,33.5
1597,256,11,7,1,0,2048,0.001546,7389,44236,9082,0,17.5
1600,256,11,7,1,0,16384,0.001471,7110,42926,8697,0,17.5
1602,256,11,7,1,0,65536,0.001449,7034,42808,8635,0,17.5
1603,256,11,7,2,0,1024,0.000935,7657,45464,9506,0,33.5
1604,256,11,7,2,0,2048,0.000983,7832,43928,9052,0,17.5
1605,256,11,7,2,0,4096,0.000968,7775,43689,8850,0,17.5
