n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
932,2,1,2,2,4,1,4194304,0,0.72535,8104.754
933,2,1,2,2,4,2,2097152,0,0.702196,8653.246
934,2,1,2,2,4,4,1048576,0,0.712263,6214.558
935,2,1,2,2,4,8,524288,0,0.731894,6392.778
936,2,1,2,2,8,1,4194304,0,0.706859,11844.98
937,2,1,2,2,8,2,2097152,0,0.718604,12384.428
938,2,1,2,2,8,4,1048576,0,0.710718,7069.482
939,2,1,2,2,8,8,524288,0,0.722127,6626.06
940,2,1,2,4,1,1,4194304,0,0.690988,5922.224
941,2,1,2,4,1,2,2097152,0,0.694513,6030.22
942,2,1,2,4,1,4,1048576,0,0.714653,5142.046
943,2,1,2,4,1,8,524288,0,0.736136,5090.442
944,2,1,2,4,2,1,4194304,0,0.718709,8257.172
945,2,1,2,4,2,2,2097152,0,0.701593,8589.672
946,2,1,2,4,2,4,1048576,0,0.713675,6517.798
947,2,1,2,4,2,8,524288,0,0.727602,6064.268
948,2,1,2,4,4,1,4194304,0,0.729545,12148.22
949,2,1,2,4,4,2,2097152,0,0.719813,12527.27
950,2,1,2,4,4,4,1048576,0,0.714276,7760.816
951,2,1,2,4,4,8,524288,0,0.739948,7690.06
952,2,1,2,4,8,1,4194304,0,0.719107,18883.074
953,2,1,2,4,8,2,2097152,0,0.734375,18703.258
954,2,1,2,4,8,4,1048576,0,0.712396,9308.67
955,2,1,2,4,8,8,524288,0,0.731523,8797.152
956,2,1,2,8,1,1,4194304,0,0.699883,7548.548
957,2,1,2,8,1,2,2097152,0,0.719017,7737.142
958,2,1,2,8,1,4,1048576,0,0.705254,5598.236
959,2,1,2,8,1,8,524288,0,0.730933,5540.78
960,2,1,2,8,2,1,4194304,0,0.703942,11933.026
961,2,1,2,8,2,2,2097152,0,0.709144,12166.574
962,2,1,2,8,2,4,1048576,0,0.712835,7609.728
963,2,1,2,8,2,8,524288,0,0.724246,7255.15
964,2,1,2,8,4,1,4194304,0,0.735753,19396.721
965,2,1,2,8,4,2,2097152,0,0.728035,20223.98
966,2,1,2,8,4,4,1048576,0,0.708739,11861.738
967,2,1,2,8,4,8,524288,0,0.727531,10038.84
968,2,1,4,1,1,1,4194304,0,0.562784,4608.716
969,2,1,4,1,1,2,2097152,0,0.547196,4685.324
970,2,1,4,1,1,4,1048576,0,0.557588,4670.694
971,2,1,4,1,1,8,524288,0,0.572511,4879.77
972,2,1,4,1,2,1,4194304,0,0.699877,4709.53
973,2,1,4,1,2,2,2097152,0,0.724724,4706.072
974,2,1,4,1,2,4,1048576,0,0.69821,4701.816
975,2,1,4,1,2,8,524288,0,0.731728,4881.366
976,2,1,4,1,4,1,4194304,0,0.694306,4905.04
977,2,1,4,1,4,2,2097152,0,0.699642,4913.818
978,2,1,4,1,4,4,1048576,0,0.697308,4961.964
979,2,1,4,1,4,8,524288,0,0.704811,5095.23
980,2,1,4,1,8,1,4194304,0,0.722116,5266.534
981,2,1,4,1,8,2,2097152,0,0.690604,5272.918
982,2,1,4,1,8,4,1048576,0,0.73062,5636.274
983,2,1,4,1,8,8,524288,0,0.715781,5623.772
984,2,1,4,2,1,1,4194304,0,0.684837,4754.484
985,2,1,4,2,1,2,2097152,0,0.692175,4717.244
986,2,1,4,2,1,4,1048576,0,0.742212,4873.386
987,2,1,4,2,1,8,524288,0,0.726701,4954.516
988,2,1,4,2,2,1,4194304,0,0.692706,4998.14
989,2,1,4,2,2,2,2097152,0,0.692706,4934.034
990,2,1,4,2,2,4,1048576,0,0.697209,5066.502
991,2,1,4,2,2,8,524288,0,0.72439,5217.856
992,2,1,4,2,4,1,4194304,0,0.683134,5848.808
993,2,1,4,2,4,2,2097152,0,0.712814,5938.184
994,2,1,4,2,4,4,1048576,0,0.70431,5879.93
995,2,1,4,2,4,8,524288,0,0.721818,5747.994
996,2,1,4,2,8,1,4194304,0,0.702608,7005.11
997,2,1,4,2,8,2,2097152,0,0.72445,7224.826
998,2,1,4,2,8,4,1048576,0,0.703609,6939.674
999,2,1,4,2,8,8,524288,0,0.727618,6761.454
1000,2,1,4,4,1,1,4194304,0,0.693343,5033.784
1001,2,1,4,4,1,2,2097152,0,0.705185,4982.712
1002,2,1,4,4,1,4,1048576,0,0.699847,5073.152
1003,2,1,4,4,1,8,524288,0,0.718861,5225.836
1004,2,1,4,4,2,1,4194304,0,0.710049,6293.826
1005,2,1,4,4,2,2,2097152,0,0.722889,6029.422
1006,2,1,4,4,2,4,1048576,0,0.728726,6365.38
1007,2,1,4,4,2,8,524288,0,0.754073,6435.604
1008,2,1,4,4,4,1,4194304,0,0.703976,7922.81
1009,2,1,4,4,4,2,2097152,0,0.724986,7397.46
1010,2,1,4,4,4,4,1048576,0,0.710646,7649.096
1011,2,1,4,4,4,8,524288,0,0.745828,7301.168
1012,2,1,4,4,8,1,4194304,0,0.719114,9477.58
1013,2,1,4,4,8,2,2097152,0,0.719615,10134.6
1014,2,1,4,8,1,1,4194304,0,0.702016,5722.192
1015,2,1,4,8,1,2,2097152,0,0.699514,5676.706
1016,2,1,4,8,1,4,1048576,0,0.718194,5974.892
1017,2,1,4,8,1,8,524288,0,0.732038,5891.368
1018,2,1,4,8,2,1,4194304,0,0.693707,7566.902
1019,2,1,4,8,2,2,2097152,0,0.727058,7796.194
1020,2,1,4,8,2,4,1048576,0,0.716719,7414.218
1021,2,1,4,8,2,8,524288,0,0.718053,7482.314
1022,2,1,4,8,4,1,4194304,0,0.730321,10791.354
1023,2,1,4,8,4,2,2097152,0,0.722818,10705.968
1024,2,1,8,1,1,1,4194304,0,0.546189,4248.286
1025,2,1,8,1,1,2,2097152,0,0.549467,4435.55
1026,2,1,8,1,1,4,1048576,0,0.558909,4528.916
1027,2,1,8,1,1,8,524288,0,0.564548,4680.27
1028,2,1,8,1,2,1,4194304,0,0.703425,4480.504
1029,2,1,8,1,2,2,2097152,0,0.715116,4732.406
1030,2,1,8,1,2,4,1048576,0,0.702273,4853.436
1031,2,1,8,1,2,8,524288,0,0.726478,4904.508
1032,2,1,8,1,4,1,4194304,0,0.699898,5019.42
1033,2,1,8,1,4,2,2097152,0,0.712411,5135.928
1034,2,1,8,1,4,4,1048576,0,0.705002,5304.306
1035,2,1,8,1,4,8,524288,0,0.718502,5205.354
1036,2,1,8,1,8,1,4194304,0,0.694924,5804.386
1037,2,1,8,1,8,2,2097152,0,0.70793,6146.196
1038,2,1,8,1,8,4,1048576,0,0.697229,6270.684
1039,2,1,8,1,8,8,524288,0,0.709741,6294.624
1040,2,1,8,2,1,1,4194304,0,0.699777,4463.48
1041,2,1,8,2,1,2,2097152,0,0.698294,4658.99
1042,2,1,8,2,1,4,1048576,0,0.707847,4792.256
1043,2,1,8,2,1,8,524288,0,0.71674,4836.944
1044,2,1,8,2,2,1,4194304,0,0.69585,4978.456
1045,2,1,8,2,2,2,2097152,0,0.691899,5128.746
1046,2,1,8,2,2,4,1048576,0,0.704742,5275.844
1047,2,1,8,2,2,8,524288,0,0.716927,5260.682
1048,2,1,8,2,4,1,4194304,0,0.70319,5970.902
1049,2,1,8,2,4,2,2097152,0,0.704672,6131.034
1050,2,1,8,2,4,4,1048576,0,0.703849,6589.086
1051,2,1,8,2,4,8,524288,0,0.704836,6322.288
1052,2,1,8,2,8,1,4194304,0,0.712045,8107.414
1053,2,1,8,2,8,2,2097152,0,0.706283,8408.792
1054,2,1,8,2,8,4,1048576,0,0.71435,8524.236
1055,2,1,8,2,8,8,524288,0,0.716655,7796.194
1056,2,1,8,4,1,1,4194304,0,0.691377,4763.528
1057,2,1,8,4,1,2,2097152,0,0.696318,4910.094
1058,2,1,8,4,1,4,1048576,0,0.70834,5046.02
1059,2,1,8,4,1,8,524288,0,0.727609,5044.424
1060,2,1,8,4,2,1,4194304,0,0.703918,6470.716
1061,2,1,8,4,2,2,2097152,0,0.6863,6154.442
1062,2,1,8,4,2,4,1048576,0,0.70573,6637.232
1063,2,1,8,4,2,8,524288,0,0.711822,6145.93
1064,2,1,8,4,4,1,4194304,0,0.712574,7549.08
1065,2,1,8,4,4,2,2097152,0,0.7078,7663.726
1066,2,1,8,4,4,4,1048576,0,0.713398,7944.356
1067,2,1,8,4,4,8,524288,0,0.717843,7185.458
1068,2,1,8,4,8,1,4194304,0,0.74382,10975.692
1069,2,1,8,8,1,1,4194304,0,0.703564,5249.51
1070,2,1,8,8,1,2,2097152,0,0.697965,5713.414
1071,2,1,8,8,1,4,1048576,0,0.705046,5656.224
1072,2,1,8,8,1,8,524288,0,0.712622,5345.27
1073,2,1,8,8,2,1,4194304,0,0.731087,8407.462
1074,2,1,8,8,2,2,2097152,0,0.706882,9195.088
1075,2,1,8,8,2,4,1048576,0,0.736685,8825.082
1076,2,1,8,8,2,8,524288,0,0.708693,7726.502
1077,2,1,8,8,4,1,4194304,0,0.74929,10529.876
1078,2,2,1,1,1,1,4194304,0,0.694415,4083.1
1079,2,2,1,1,1,2,2097152,0,0.713389,4126.99
1080,2,2,1,1,1,4,1048576,0,0.712881,4227.272
1081,2,2,1,1,1,8,524288,0,0.714067,4291.644
1082,2,2,1,1,2,1,4194304,0,0.618738,4285.526
1083,2,2,1,1,2,2,2097152,0,0.627038,4385.808
1084,2,2,1,1,2,4,1048576,0,0.624327,4507.104
1085,2,2,1,1,2,8,524288,0,0.641435,4487.42
1086,2,2,1,1,4,1,4194304,0,0.630533,4721.766
1087,2,2,1,1,4,2,2097152,0,0.618339,4826.836
1088,2,2,1,1,4,4,1048576,0,0.624267,4968.082
1089,2,2,1,1,4,8,524288,0,0.629517,4822.048
1090,2,2,1,1,8,1,4194304,0,0.626439,5241.264
1091,2,2,1,1,8,2,2097152,0,0.617801,5710.222
1092,2,2,1,1,8,4,1048576,0,0.625253,5790.288
1093,2,2,1,1,8,8,524288,0,0.633043,5309.36
1094,2,2,1,2,1,1,4194304,0,0.62665,4327.554
1095,2,2,1,2,1,2,2097152,0,0.62089,4406.29
1096,2,2,1,2,1,4,1048576,0,0.624448,4491.942
1097,2,2,1,2,1,8,524288,0,0.637831,4530.512
1098,2,2,1,2,2,1,4194304,0,0.696482,4632.39
1099,2,2,1,2,2,2,2097152,0,0.713928,4831.358
1100,2,2,1,2,2,4,1048576,0,0.71613,4985.638
1101,2,2,1,2,2,8,524288,0,0.721042,4759.006
1102,2,2,1,2,4,1,4194304,0,0.626976,5320
1103,2,2,1,2,4,2,2097152,0,0.625113,5609.94
1104,2,2,1,2,4,4,1048576,0,0.630364,5604.62
1105,2,2,1,2,4,8,524288,0,0.636969,5175.562
1106,2,2,1,2,8,1,4194304,0,0.62847,7236.53
1107,2,2,1,2,8,2,2097152,0,0.619156,7299.04
1108,2,2,1,2,8,4,1048576,0,0.630164,7322.182
1109,2,2,1,2,8,8,524288,0,0.64676,6445.978
1110,2,2,1,4,1,1,4194304,0,0.628005,4720.17
1111,2,2,1,4,1,2,2097152,0,0.619535,4909.03
1112,2,2,1,4,1,4,1048576,0,0.63224,5100.55
1113,2,2,1,4,1,8,524288,0,0.638847,4923.394
1114,2,2,1,4,2,1,4194304,0,0.617213,5230.624
1115,2,2,1,4,2,2,2097152,0,0.638216,5352.452
1116,2,2,1,4,2,4,1048576,0,0.632796,5874.61
1117,2,2,1,4,2,8,524288,0,0.637877,5209.344
1118,2,2,1,4,4,1,4194304,0,0.730117,7050.33
1119,2,2,1,4,4,2,2097152,0,0.713012,7082.25
1120,2,2,1,4,4,4,1048576,0,0.70556,7687.4
1121,2,2,1,4,4,8,524288,0,0.719448,6312.446
1122,2,2,1,4,8,8,524288,0,0.7018,7985.32
1123,2,2,1,8,1,1,4194304,0,0.628683,6073.312
1124,2,2,1,8,1,2,2097152,0,0.625464,5946.164
1125,2,2,1,8,1,4,1048576,0,0.629022,6090.602
1126,2,2,1,8,1,8,524288,0,0.633087,5673.514
1127,2,2,1,8,2,1,4194304,0,0.632287,6538.812
1128,2,2,1,8,2,2,2097152,0,0.626529,6513.01
1129,2,2,1,8,2,4,1048576,0,0.630255,7422.198
1130,2,2,1,8,2,8,524288,0,0.648378,6221.208
1131,2,2,1,8,4,8,524288,0,0.651195,9338.994
1132,2,2,2,1,1,1,4194304,0,0.608798,4439.274
1133,2,2,2,1,1,2,2097152,0,0.611155,4486.888
1134,2,2,2,1,1,4,1048576,0,0.624961,4328.884
1135,2,2,2,1,1,8,524288,0,0.62917,4504.976
1136,2,2,2,1,2,1,4194304,0,0.700419,4998.672
1137,2,2,2,1,2,2,2097152,0,0.698736,5110.658
1138,2,2,2,1,2,4,1048576,0,0.712202,4703.412
1139,2,2,2,1,2,8,524288,0,0.713885,4721.766
1140,2,2,2,1,4,1,4194304,0,0.721558,5776.722
1141,2,2,2,1,4,2,2097152,0,0.717519,6273.876
1142,2,2,2,1,4,4,1048576,0,0.714657,4958.24
1143,2,2,2,1,4,8,524288,0,0.711123,4900.518
1144,2,2,2,1,8,1,4194304,0,0.715296,7810.558
1145,2,2,2,1,8,2,2097152,0,0.705198,7811.622
1146,2,2,2,1,8,4,1048576,0,0.71193,5888.974
1147,2,2,2,1,8,8,524288,0,0.720008,5282.494
1148,2,2,2,2,1,1,4194304,0,0.705942,5113.85
1149,2,2,2,2,1,2,2097152,0,0.703922,5218.92
1150,2,2,2,2,1,4,1048576,0,0.718906,4765.656
1151,2,2,2,2,1,8,524288,0,0.716212,4779.222
1152,2,2,2,2,2,1,4194304,0,0.620125,6380.542
1153,2,2,2,2,2,2,2097152,0,0.616085,6795.502
1154,2,2,2,2,2,4,1048576,0,0.624334,5309.094
1155,2,2,2,2,2,8,524288,0,0.631908,5105.87
1156,2,2,2,2,4,1,4194304,0,0.710954,8417.038
1157,2,2,2,2,4,2,2097152,0,0.709944,9017.932
1158,2,2,2,2,4,4,1048576,0,0.707924,6395.438
1159,2,2,2,2,4,8,524288,0,0.73132,5422.144
1160,2,2,2,2,8,1,4194304,0,0.756193,11844.98
1161,2,2,2,2,8,2,2097152,0,0.71883,12666.92
1162,2,2,2,2,8,4,1048576,0,0.707722,7202.482
1163,2,2,2,2,8,8,524288,0,0.730274,6481.09
1164,2,2,2,4,1,1,4194304,0,0.716717,6532.694
1165,2,2,2,4,1,2,2097152,0,0.715202,6402.886
1166,2,2,2,4,1,4,1048576,0,0.728671,5477.206
1167,2,2,2,4,1,8,524288,0,0.714697,5189.394
1168,2,2,2,4,2,1,4194304,0,0.731222,8459.598
1169,2,2,2,4,2,2,2097152,0,0.733074,9003.568
1170,2,2,2,4,2,4,1048576,0,0.713379,6409.536
1171,2,2,2,4,2,8,524288,0,0.768255,5928.076
1172,2,2,2,4,4,1,4194304,0,0.653222,12387.354
1173,2,2,2,4,4,2,2097152,0,0.61754,12838.756
1174,2,2,2,4,4,4,1048576,0,0.630668,8422.624
1175,2,2,2,4,4,8,524288,0,0.64447,7266.854
1176,2,2,2,4,8,8,524288,0,0.734313,8398.418
1177,2,2,2,8,1,1,4194304,0,0.775981,8894.774
1178,2,2,2,8,1,2,2097152,0,0.720253,8234.296
1179,2,2,2,8,1,4,1048576,0,0.725135,6489.868
1180,2,2,2,8,1,8,524288,0,0.72665,5872.748
1181,2,2,2,8,2,1,4194304,0,0.732737,13169.128
1182,2,2,2,8,2,2,2097152,0,0.718598,12861.632
1183,2,2,2,8,2,4,1048576,0,0.727182,8773.744
1184,2,2,2,8,2,8,524288,0,0.739639,7745.92
1185,2,2,2,8,4,8,524288,0,0.75623,9124.332
1186,2,2,4,1,1,1,4194304,0,0.699538,4301.486
1187,2,2,4,1,1,2,2097152,0,0.691842,4265.576
1188,2,2,4,1,1,4,1048576,0,0.704892,4377.562
1189,2,2,4,1,1,8,524288,0,0.716604,4586.106
1190,2,2,4,1,2,1,4194304,0,0.612917,4563.23
1191,2,2,4,1,2,2,2097152,0,0.620278,4579.722
1192,2,2,4,1,2,4,1048576,0,0.629311,4747.302
1193,2,2,4,1,2,8,524288,0,0.6263,4713.254
1194,2,2,4,1,4,1,4194304,0,0.616872,5015.696
1195,2,2,4,1,4,2,2097152,0,0.611017,4893.336
1196,2,2,4,1,4,4,1048576,0,0.633096,5052.936
1197,2,2,4,1,4,8,524288,0,0.624231,5011.174
1198,2,2,4,1,8,1,4194304,0,0.607977,5495.294
1199,2,2,4,1,8,2,2097152,0,0.621357,5443.69
1200,2,2,4,1,8,4,1048576,0,0.623364,5881.526
1201,2,2,4,1,8,8,524288,0,0.618179,5444.754
1202,2,2,4,2,1,1,4194304,0,0.619562,4702.348
1203,2,2,4,2,1,2,2097152,0,0.620064,4653.67
1204,2,2,4,2,1,4,1048576,0,0.633282,4784.808
1205,2,2,4,2,1,8,524288,0,0.626924,4871.258
1206,2,2,4,2,2,1,4194304,0,0.708099,5221.048
1207,2,2,4,2,2,2,2097152,0,0.697226,5188.596
1208,2,2,4,2,2,4,1048576,0,0.707096,5234.88
1209,2,2,4,2,2,8,524288,0,0.731352,5229.028
1210,2,2,4,2,4,1,4194304,0,0.611519,6284.25
1211,2,2,4,2,4,2,2097152,0,0.6157,6102.838
1212,2,2,4,2,4,4,1048576,0,0.621053,6258.182
1213,2,2,4,2,4,8,524288,0,0.632761,6029.688
1214,2,2,4,2,8,1,4194304,0,0.632228,7796.194
1215,2,2,4,2,8,2,2097152,0,0.657317,8414.644
1216,2,2,4,2,8,4,1048576,0,0.628047,7781.564
1217,2,2,4,2,8,8,524288,0,0.631727,7032.774
1218,2,2,4,4,1,1,4194304,0,0.631274,5444.488
1219,2,2,4,4,1,2,2097152,0,0.612702,5377.19
1220,2,2,4,4,1,4,1048576,0,0.625752,5420.548
1221,2,2,4,4,1,8,524288,0,0.620733,5373.732
1222,2,2,4,4,2,1,4194304,0,0.613251,6587.756
1223,2,2,4,4,2,2,2097152,0,0.62195,6169.338
1224,2,2,4,4,2,4,1048576,0,0.629812,6313.776
1225,2,2,4,4,2,8,524288,0,0.626466,5972.232
1226,2,2,4,4,4,1,4194304,0,0.710706,9422.252
1227,2,2,4,4,4,2,2097152,0,0.75938,8310.904
1228,2,2,4,4,4,4,1048576,0,0.716226,8282.176
1229,2,2,4,4,4,8,524288,0,0.739476,8026.018
1230,2,2,4,8,1,1,4194304,0,0.621737,7263.662
1231,2,2,4,8,1,2,2097152,0,0.625083,6200.194
1232,2,2,4,8,1,4,1048576,0,0.619562,6701.87
1233,2,2,4,8,1,8,524288,0,0.633449,6785.394
1234,2,2,4,8,2,1,4194304,0,0.632823,9001.972
1235,2,2,4,8,2,2,2097152,0,0.618771,8567.328
1236,2,2,4,8,2,4,1048576,0,0.631317,8841.042
1237,2,2,4,8,2,8,524288,0,0.643194,8181.096
1238,2,2,8,1,1,1,4194304,0,0.705212,4292.708
1239,2,2,8,1,1,2,2097152,0,0.704718,4509.764
1240,2,2,8,1,1,4,1048576,0,0.715752,4581.584
1241,2,2,8,1,1,8,524288,0,0.721846,4756.08
1242,2,2,8,1,2,1,4194304,0,0.694369,4625.74
1243,2,2,8,1,2,2,2097152,0,0.700132,4828.432
1244,2,2,8,1,2,4,1048576,0,0.712975,4957.708
1245,2,2,8,1,2,8,524288,0,0.732735,4936.162
1246,2,2,8,1,4,1,4194304,0,0.708953,5038.572
1247,2,2,8,1,4,2,2097152,0,0.705166,5227.964
1248,2,2,8,1,4,4,1048576,0,0.709447,5387.032
1249,2,2,8,1,4,8,524288,0,0.711587,5299.784
1250,2,2,8,1,8,1,4194304,0,0.702662,5622.974
1251,2,2,8,1,8,2,2097152,0,0.692454,5906.264
1252,2,2,8,1,8,4,1048576,0,0.706778,6196.204
1253,2,2,8,1,8,8,524288,0,0.723735,5897.752
1254,2,2,8,2,1,1,4194304,0,0.695824,4637.976
1255,2,2,8,2,1,2,2097152,0,0.69813,4876.578
1256,2,2,8,2,1,4,1048576,0,0.710317,5004.524
1257,2,2,8,2,1,8,524288,0,0.710482,4990.426
1258,2,2,8,2,2,1,4194304,0,0.714951,5216.792
1259,2,2,8,2,2,2,2097152,0,0.704083,5790.022
1260,2,2,8,2,2,4,1048576,0,0.701778,5829.656
1261,2,2,8,2,2,8,524288,0,0.712975,5510.456
1262,2,2,8,2,4,1,4194304,0,0.706154,6494.656
1263,2,2,8,2,4,2,2097152,0,0.690019,6231.582
1264,2,2,8,2,4,4,1048576,0,0.717349,6695.486
1265,2,2,8,2,4,8,524288,0,0.718996,6514.074
1266,2,2,8,2,8,1,4194304,0,0.734765,8314.894
1267,2,2,8,2,8,2,2097152,0,0.698216,7811.888
1268,2,2,8,2,8,4,1048576,0,0.722253,8358.518
1269,2,2,8,2,8,8,524288,0,0.720112,7696.976
1270,2,2,8,4,1,1,4194304,0,0.703235,5202.694
1271,2,2,8,4,1,2,2097152,0,0.699612,5471.62
1272,2,2,8,4,1,4,1048576,0,0.702412,5603.024
1273,2,2,8,4,1,8,524288,0,0.71394,5525.618
1274,2,2,8,4,2,1,4194304,0,0.710505,6746.292
1275,2,2,8,4,2,2,2097152,0,0.695191,6768.902
1276,2,2,8,4,2,4,1048576,0,0.704577,6956.432
1277,2,2,8,4,2,8,524288,0,0.712975,6461.406
1278,2,2,8,4,4,1,4194304,0,0.708458,8268.344
1279,2,2,8,4,4,2,2097152,0,0.699568,9316.384
1280,2,2,8,4,4,4,1048576,0,0.699074,10044.692
1281,2,2,8,4,4,8,524288,0,0.716855,8419.432
1282,2,2,8,8,1,1,4194304,0,0.710975,7033.306
1283,2,2,8,8,1,2,2097152,0,0.704223,6819.442
1284,2,2,8,8,1,4,1048576,0,0.707846,6819.708
1285,2,2,8,8,1,8,524288,0,0.720857,6703.466
1286,2,2,8,8,2,1,4194304,0,0.713304,8141.196
1287,2,2,8,8,2,2,2097152,0,0.697332,8672.398
1288,2,2,8,8,2,4,1048576,0,0.704412,8910.202
1289,2,2,8,8,2,8,524288,0,0.714292,8596.588
1290,2,4,1,1,1,1,4194304,0,0.707211,4134.704
1291,2,4,1,1,1,2,2097152,0,0.730046,4198.81
1292,2,4,1,1,1,4,1048576,0,0.737319,4316.116
1293,2,4,1,1,1,8,524288,0,0.715668,4353.09
1294,2,4,1,1,2,1,4194304,0,0.61592,4291.112
1295,2,4,1,1,2,2,2097152,0,0.624038,4423.58
1296,2,4,1,1,2,4,1048576,0,0.62928,4559.772
1297,2,4,1,1,2,8,524288,0,0.633001,4530.246
1298,2,4,1,1,4,1,4194304,0,0.624654,4613.504
1299,2,4,1,1,4,2,2097152,0,0.625161,4810.344
1300,2,4,1,1,4,4,1048576,0,0.629558,4948.398
1301,2,4,1,1,4,8,524288,0,0.645791,4810.344
1302,2,4,1,1,8,1,4194304,0,0.623271,5334.364
1303,2,4,1,1,8,2,2097152,0,0.624285,5437.04
1304,2,4,1,1,8,4,1048576,0,0.624792,5851.734
1305,2,4,1,1,8,8,524288,0,0.634769,5337.024
1306,2,4,1,2,1,1,4194304,0,0.625511,4405.492
1307,2,4,1,2,1,2,2097152,0,0.61976,4467.47
1308,2,4,1,2,1,4,1048576,0,0.631432,4582.914
1309,2,4,1,2,1,8,524288,0,0.639551,4565.092
1310,2,4,1,2,2,1,4194304,0,0.687117,4895.464
1311,2,4,1,2,2,2,2097152,0,0.693882,4977.126
1312,2,4,1,2,2,4,1048576,0,0.710624,5244.456
1313,2,4,1,2,2,8,524288,0,0.714345,5003.992
1314,2,4,1,2,4,1,4194304,0,0.637505,6029.156
1315,2,4,1,2,4,2,2097152,0,0.624653,6141.674
1316,2,4,1,2,4,4,1048576,0,0.627866,6403.418
1317,2,4,1,2,4,8,524288,0,0.643761,5813.962
1318,2,4,1,2,8,1,4194304,0,0.638319,7386.82
1319,2,4,1,2,8,2,2097152,0,0.616676,7360.486
1320,2,4,1,2,8,4,1048576,0,0.629188,7660.534
1321,2,4,1,2,8,8,524288,0,0.634768,6725.012
1322,2,4,1,4,1,1,4194304,0,0.61773,4723.894
1323,2,4,1,4,1,2,2097152,0,0.61976,4874.184
1324,2,4,1,4,1,4,1048576,0,0.631093,5336.758
1325,2,4,1,4,1,8,524288,0,0.636337,4846.786
1326,2,4,1,4,2,1,4194304,0,0.627588,6449.702
1327,2,4,1,4,2,2,2097152,0,0.622515,5926.746
1328,2,4,1,4,2,4,1048576,0,0.62928,6397.566
1329,2,4,1,4,2,8,524288,0,0.645007,5699.582
1330,2,4,1,4,4,1,4194304,0,0.726113,8325.534
1331,2,4,1,4,4,2,2097152,0,0.712246,8612.282
1332,2,4,1,4,4,4,1048576,0,0.720025,8000.748
1333,2,4,1,4,4,8,524288,0,0.725436,7029.05
1334,2,4,1,8,1,1,4194304,0,0.626018,5223.442
1335,2,4,1,8,1,2,2097152,0,0.624158,5404.854
1336,2,4,1,8,1,4,1048576,0,0.627879,5708.626
1337,2,4,1,8,1,8,524288,0,0.638028,5349.792
1338,2,4,1,8,2,1,4194304,0,0.658367,8177.904
1339,2,4,1,8,2,2,2097152,0,0.625052,8707.51
1340,2,4,1,8,2,4,1048576,0,0.628096,8454.81
1341,2,4,1,8,2,8,524288,0,0.640272,7033.838
1342,2,4,2,1,1,1,4194304,0,0.622643,4570.412
1343,2,4,2,1,1,2,2097152,0,0.615583,4560.836
1344,2,4,2,1,1,4,1048576,0,0.627854,4396.182
1345,2,4,2,1,1,8,524288,0,0.626509,4569.88
1346,2,4,2,1,2,1,4194304,0,0.697984,5196.576
1347,2,4,2,1,2,2,2097152,0,0.704874,5280.366
1348,2,4,2,1,2,4,1048576,0,0.711597,4861.416
1349,2,4,2,1,2,8,524288,0,0.724034,4860.884
1350,2,4,2,1,4,1,4194304,0,0.717073,6802.418
1351,2,4,2,1,4,2,2097152,0,0.721107,6823.698
1352,2,4,2,1,4,4,1048576,0,0.71136,5921.692
1353,2,4,2,1,4,8,524288,0,0.721779,5463.108
1354,2,4,2,1,8,1,4194304,0,0.719895,9350.698
1355,2,4,2,1,8,2,2097152,0,0.721071,9148.006
1356,2,4,2,1,8,4,1048576,0,0.70662,7175.084
1357,2,4,2,1,8,8,524288,0,0.724432,6300.21
1358,2,4,2,2,1,1,4194304,0,0.708037,5234.88
1359,2,4,2,2,1,2,2097152,0,0.707028,5237.54
1360,2,4,2,2,1,4,1048576,0,0.706524,4921.266
1361,2,4,2,2,1,8,524288,0,0.724175,4886.952
1362,2,4,2,2,2,1,4194304,0,0.618655,6751.346
1363,2,4,2,2,2,2,2097152,0,0.614958,6903.232
1364,2,4,2,2,2,4,1048576,0,0.634454,5759.432
1365,2,4,2,2,2,8,524288,0,0.632269,5441.562
1366,2,4,2,2,4,1,4194304,0,0.724971,9131.514
1367,2,4,2,2,4,2,2097152,0,0.73539,9444.33
1368,2,4,2,2,4,4,1048576,0,0.706822,6919.99
1369,2,4,2,2,4,8,524288,0,0.743625,6278.132
1370,2,4,2,2,8,1,4194304,0,0.726952,13579.034
1371,2,4,2,2,8,2,2097152,0,0.723928,14316.12
1372,2,4,2,2,8,4,1048576,0,0.706787,9555.784
1373,2,4,2,2,8,8,524288,0,0.762241,8764.7
1374,2,4,2,4,1,1,4194304,0,0.712239,6825.56
1375,2,4,2,4,1,2,2097152,0,0.695934,7137.844
1376,2,4,2,4,1,4,1048576,0,0.71392,5825.666
1377,2,4,2,4,1,8,524288,0,0.732747,5400.332
1378,2,4,2,4,2,1,4194304,0,0.71563,9439.542
1379,2,4,2,4,2,2,2097152,0,0.715966,9595.152
1380,2,4,2,4,2,4,1048576,0,0.710756,7362.082
1381,2,4,2,4,2,8,524288,0,0.728907,7018.41
1382,2,4,2,4,4,1,4194304,0,0.648676,13795.026
1383,2,4,2,4,4,2,2097152,0,0.614898,14314.258
1384,2,4,2,4,4,4,1048576,0,0.631535,9761.668
1385,2,4,2,4,4,8,524288,0,0.645987,8225.784
