n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
5156,1024,1,3,3,2,64,0,0.427628,665
5157,1024,1,3,3,2,128,0,0.427628,665
5158,1024,1,3,3,2,256,0,0.427628,665
5159,1024,1,3,3,2,512,0,0.427628,665
5160,1024,1,3,3,2,1024,0,0.427628,665
5161,1024,1,3,3,3,8,0,0.718121,533
5162,1024,1,3,3,3,16,0,0.422602,720
5163,1024,1,3,3,3,32,0,0.422602,720
5164,1024,1,3,3,3,64,0,0.422602,720
5165,1024,1,3,3,3,128,0,0.422602,720
5166,1024,1,3,3,3,256,0,0.422602,720
5167,1024,1,3,3,3,512,0,0.422602,720
5168,1024,1,3,3,4,8,0,0.79129,527
5169,1024,1,3,3,4,16,0,0.42917,623
5170,1024,1,3,3,4,32,0,0.42917,623
5171,1024,1,3,3,4,64,0,0.42917,623
5172,1024,1,3,3,4,128,0,0.42917,623
5173,1024,1,3,3,4,256,0,0.42917,623
5174,1024,1,3,3,4,512,0,0.42917,623
5175,1024,1,3,3,4,1024,0,0.42917,623
5176,1024,1,3,4,1,8,0,0.773367,624
5177,1024,1,3,4,1,16,0,0.659052,770
5178,1024,1,3,4,1,32,0,0.659052,770
5179,1024,1,3,4,1,64,0,0.659052,770
5180,1024,1,3,4,1,128,0,0.659052,770
5181,1024,1,3,4,1,256,0,0.659052,770
5182,1024,1,3,4,1,512,0,0.659052,770
5183,1024,1,3,4,1,1024,0,0.659052,770
5184,1024,1,3,4,2,8,0,0.788344,568
5185,1024,1,3,4,2,16,0,0.650551,739
5186,1024,1,3,4,2,32,0,0.650551,739
5187,1024,1,3,4,2,64,0,0.650551,739
5188,1024,1,3,4,2,128,0,0.650551,739
5189,1024,1,3,4,2,256,0,0.650551,739
5190,1024,1,3,4,2,512,0,0.650551,739
5191,1024,1,3,4,2,1024,0,0.650551,739
5192,1024,1,3,4,3,8,0,0.754788,554
5193,1024,1,3,4,3,16,0,0.701553,816
5194,1024,1,3,4,3,32,0,0.701553,816
5195,1024,1,3,4,3,64,0,0.701553,816
5196,1024,1,3,4,3,128,0,0.701553,816
5197,1024,1,3,4,3,256,0,0.701553,816
5198,1024,1,3,4,3,512,0,0.701553,816
5199,1024,1,3,4,3,1024,0,0.701553,816
5200,1024,1,3,4,4,8,0,0.771238,598
5201,1024,1,3,4,4,16,0,0.670951,752
5202,1024,1,3,4,4,32,0,0.670951,752
5203,1024,1,3,4,4,64,0,0.670951,752
5204,1024,1,3,4,4,128,0,0.670951,752
5205,1024,1,3,4,4,256,0,0.670951,752
5206,1024,1,3,4,4,512,0,0.670951,752
5207,1024,1,3,4,4,1024,0,0.670951,752
5208,1024,1,4,1,1,8,0,0.254803,522
5209,1024,1,4,1,1,16,0,0.210934,371
5210,1024,1,4,1,1,32,0,0.210934,371
5211,1024,1,4,1,1,64,0,0.210934,371
5212,1024,1,4,1,1,128,0,0.210934,371
5213,1024,1,4,1,1,256,0,0.210934,371
5214,1024,1,4,1,1,512,0,0.210934,371
5215,1024,1,4,1,1,1024,0,0.210934,371
5216,1024,1,4,1,2,8,0,0.282493,472
5217,1024,1,4,1,2,16,0,0.212473,302
5218,1024,1,4,1,2,32,0,0.212473,302
5219,1024,1,4,1,2,64,0,0.212473,302
5220,1024,1,4,1,2,128,0,0.212473,302
5221,1024,1,4,1,2,256,0,0.212473,302
5222,1024,1,4,1,2,512,0,0.212473,302
5223,1024,1,4,1,2,1024,0,0.212473,302
5224,1024,1,4,1,3,8,0,0.329219,527
5225,1024,1,4,1,3,16,0,0.213078,379
5226,1024,1,4,1,3,32,0,0.213078,379
5227,1024,1,4,1,3,64,0,0.213078,379
5228,1024,1,4,1,3,128,0,0.213078,379
5229,1024,1,4,1,3,256,0,0.213078,379
5230,1024,1,4,1,3,512,0,0.213078,379
5231,1024,1,4,1,3,1024,0,0.213078,379
5232,1024,1,4,1,4,8,0,0.300939,438
5233,1024,1,4,1,4,16,0,0.163863,271
5234,1024,1,4,1,4,32,0,0.163863,271
5235,1024,1,4,1,4,64,0,0.163863,271
5236,1024,1,4,1,4,128,0,0.163863,271
5237,1024,1,4,1,4,256,0,0.163863,271
5238,1024,1,4,1,4,512,0,0.163863,271
5239,1024,1,4,1,4,1024,0,0.163863,271
5240,1024,1,4,2,1,8,0,0.43809,547
5241,1024,1,4,2,1,16,0,0.353914,556
5242,1024,1,4,2,1,32,0,0.353914,556
5243,1024,1,4,2,1,64,0,0.353914,556
5244,1024,1,4,2,1,256,0,0.353914,556
5245,1024,1,4,2,1,512,0,0.353914,556
5246,1024,1,4,2,1,1024,0,0.353914,556
5247,1024,1,4,2,2,8,0,0.477307,488
5248,1024,1,4,2,2,16,0,0.379031,485
5249,1024,1,4,2,2,32,0,0.379031,485
5250,1024,1,4,2,2,64,0,0.379031,485
5251,1024,1,4,2,2,128,0,0.379031,485
5252,1024,1,4,2,2,256,0,0.379031,485
5253,1024,1,4,2,2,512,0,0.379031,485
5254,1024,1,4,2,2,1024,0,0.379031,485
5255,1024,1,4,2,3,8,0,0.520699,514
5256,1024,1,4,2,3,16,0,0.39453,543
5257,1024,1,4,2,3,32,0,0.39453,543
5258,1024,1,4,2,3,64,0,0.39453,543
5259,1024,1,4,2,3,128,0,0.39453,543
5260,1024,1,4,2,3,256,0,0.39453,543
5261,1024,1,4,2,3,512,0,0.39453,543
5262,1024,1,4,2,3,1024,0,0.39453,543
5263,1024,1,4,2,4,8,0,0.460608,434
5264,1024,1,4,2,4,16,0,0.367438,447
5265,1024,1,4,2,4,32,0,0.367438,447
5266,1024,1,4,2,4,64,0,0.367438,447
5267,1024,1,4,2,4,128,0,0.367438,447
5268,1024,1,4,2,4,256,0,0.367438,447
5269,1024,1,4,2,4,512,0,0.367438,447
5270,1024,1,4,2,4,1024,0,0.367438,447
5271,1024,1,4,3,1,8,0,0.952249,624
5272,1024,1,4,3,1,16,0,0.580685,858
5273,1024,1,4,3,1,32,0,0.580685,858
5274,1024,1,4,3,1,64,0,0.580685,858
5275,1024,1,4,3,1,128,0,0.580685,858
5276,1024,1,4,3,1,256,0,0.580685,858
5277,1024,1,4,3,1,512,0,0.580685,858
5278,1024,1,4,3,1,1024,0,0.580685,858
5279,1024,1,4,3,2,8,0,0.937626,585
5280,1024,1,4,3,2,16,0,0.57175,686
5281,1024,1,4,3,2,32,0,0.57175,686
5282,1024,1,4,3,2,64,0,0.57175,686
5283,1024,1,4,3,2,128,0,0.57175,686
5284,1024,1,4,3,2,256,0,0.57175,686
5285,1024,1,4,3,2,512,0,0.57175,686
5286,1024,1,4,3,2,1024,0,0.57175,686
5287,1024,1,4,3,3,8,0,0.956724,632
5288,1024,1,4,3,3,16,0,0.603668,781
5289,1024,1,4,3,3,32,0,0.574513,774
5290,1024,1,4,3,3,64,0,0.574513,774
5291,1024,1,4,3,3,128,0,0.574513,774
5292,1024,1,4,3,3,256,0,0.574513,774
5293,1024,1,4,3,3,512,0,0.574513,774
5294,1024,1,4,3,3,1024,0,0.574513,774
5295,1024,1,4,3,4,8,0,0.950393,528
5296,1024,1,4,3,4,16,0,0.567988,625
5297,1024,1,4,3,4,32,0,0.567988,625
5298,1024,1,4,3,4,64,0,0.567988,625
5299,1024,1,4,3,4,128,0,0.567988,625
5300,1024,1,4,3,4,256,0,0.567988,625
5301,1024,1,4,3,4,512,0,0.567988,625
5302,1024,1,4,3,4,1024,0,0.567988,625
5303,1024,1,4,4,1,8,0,1.015653,689
5304,1024,1,4,4,1,16,0,0.961085,884
5305,1024,1,4,4,1,32,0,0.961085,884
5306,1024,1,4,4,1,64,0,0.961085,884
5307,1024,1,4,4,1,128,0,0.961085,884
5308,1024,1,4,4,1,256,0,0.961085,884
5309,1024,1,4,4,1,512,0,0.961085,884
5310,1024,1,4,4,1,1024,0,0.961085,884
5311,1024,1,4,4,2,8,0,1.014888,615
5312,1024,1,4,4,2,16,0,0.928595,798
5313,1024,1,4,4,2,32,0,0.928595,798
5314,1024,1,4,4,2,64,0,0.928595,798
5315,1024,1,4,4,2,128,0,0.928595,798
5316,1024,1,4,4,2,256,0,0.928595,798
5317,1024,1,4,4,2,512,0,0.928595,798
5318,1024,1,4,4,2,1024,0,0.928595,798
5319,1024,1,4,4,3,8,0,1.06476,705
5320,1024,1,4,4,3,16,0,0.924061,810
5321,1024,1,4,4,3,32,0,0.924061,810
5322,1024,1,4,4,3,64,0,0.924061,810
5323,1024,1,4,4,3,128,0,0.924061,810
5324,1024,1,4,4,3,256,0,0.924061,810
5325,1024,1,4,4,3,512,0,0.924061,810
5326,1024,1,4,4,3,1024,0,0.924061,810
5327,1024,1,4,4,4,8,0,0.993826,603
5328,1024,1,4,4,4,16,0,0.918016,836
5329,1024,1,4,4,4,32,0,0.918016,836
5330,1024,1,4,4,4,64,0,0.918016,836
5331,1024,1,4,4,4,128,0,0.918016,836
5332,1024,1,4,4,4,256,0,0.918016,836
5333,1024,1,4,4,4,512,0,0.918016,836
5334,1024,1,4,4,4,1024,0,0.918016,836
5335,1024,2,1,1,1,8,0,0.062492,479
5336,1024,2,1,1,1,16,0,0.046124,333
5337,1024,2,1,1,1,32,0,0.046124,333
5338,1024,2,1,1,1,64,0,0.046124,333
5339,1024,2,1,1,1,128,0,0.046124,333
5340,1024,2,1,1,1,256,0,0.046124,333
5341,1024,2,1,1,1,512,0,0.046124,333
5342,1024,2,1,1,1,1024,0,0.046124,333
5343,1024,2,1,1,2,8,0,0.060369,448
5344,1024,2,1,1,2,16,0,0.044029,297
5345,1024,2,1,1,2,32,0,0.044029,297
5346,1024,2,1,1,2,64,0,0.044029,297
5347,1024,2,1,1,2,128,0,0.044029,297
5348,1024,2,1,1,2,256,0,0.044029,297
5349,1024,2,1,1,2,512,0,0.044029,297
5350,1024,2,1,1,2,1024,0,0.044029,297
5351,1024,2,1,1,3,8,0,0.067609,475
5352,1024,2,1,1,3,16,0,0.037318,448
5353,1024,2,1,1,3,32,0,0.037318,448
5354,1024,2,1,1,3,64,0,0.037318,448
5355,1024,2,1,1,3,128,0,0.037318,448
5356,1024,2,1,1,3,256,0,0.037318,448
5357,1024,2,1,1,3,512,0,0.037318,448
5358,1024,2,1,1,3,1024,0,0.037318,448
5359,1024,2,1,1,4,8,0,0.05873,409
5360,1024,2,1,1,4,16,0,0.039645,251
5361,1024,2,1,1,4,32,0,0.039645,251
5362,1024,2,1,1,4,64,0,0.039645,251
5363,1024,2,1,1,4,128,0,0.039645,251
5364,1024,2,1,1,4,256,0,0.039645,251
5365,1024,2,1,1,4,512,0,0.039645,251
5366,1024,2,1,1,4,1024,0,0.039645,251
5367,1024,2,1,2,1,8,0,0.106551,477
5368,1024,2,1,2,1,16,0,0.085215,483
5369,1024,2,1,2,1,32,0,0.085215,483
5370,1024,2,1,2,1,64,0,0.085215,483
5371,1024,2,1,2,1,128,0,0.085215,483
5372,1024,2,1,2,1,256,0,0.085215,483
5373,1024,2,1,2,1,512,0,0.085215,483
5374,1024,2,1,2,1,1024,0,0.085215,483
5375,1024,2,1,2,2,8,0,0.095186,427
5376,1024,2,1,2,2,16,0,0.085877,493
5377,1024,2,1,2,2,32,0,0.085877,493
5378,1024,2,1,2,2,64,0,0.085877,493
5379,1024,2,1,2,2,128,0,0.085877,493
5380,1024,2,1,2,2,256,0,0.085877,493
5381,1024,2,1,2,2,512,0,0.085877,493
5382,1024,2,1,2,2,1024,0,0.085877,493
5383,1024,2,1,2,3,8,0,0.100097,457
5384,1024,2,1,2,3,16,0,0.091506,633
5385,1024,2,1,2,3,32,0,0.091506,633
5386,1024,2,1,2,3,64,0,0.091506,633
5387,1024,2,1,2,3,128,0,0.091506,633
5388,1024,2,1,2,3,256,0,0.091506,633
5389,1024,2,1,2,3,512,0,0.091506,633
5390,1024,2,1,2,3,1024,0,0.091506,633
5391,1024,2,1,2,4,8,0,0.098582,411
5392,1024,2,1,2,4,16,0,0.085047,407
5393,1024,2,1,2,4,32,0,0.085047,407
5394,1024,2,1,2,4,64,0,0.085047,407
5395,1024,2,1,2,4,128,0,0.085047,407
5396,1024,2,1,2,4,256,0,0.085047,407
5397,1024,2,1,2,4,512,0,0.085047,407
5398,1024,2,1,2,4,1024,0,0.085047,407
5399,1024,2,1,3,1,8,0,0.215595,527
5400,1024,2,1,3,1,16,0,0.143233,679
5401,1024,2,1,3,1,32,0,0.14432,678
5402,1024,2,1,3,1,64,0,0.143233,679
5403,1024,2,1,3,1,128,0,0.143233,679
5404,1024,2,1,3,1,256,0,0.143233,679
5405,1024,2,1,3,1,512,0,0.143233,679
5406,1024,2,1,3,1,1024,0,0.143233,679
5407,1024,2,1,3,2,8,0,0.19786,465
5408,1024,2,1,3,2,16,0,0.14263,626
5409,1024,2,1,3,2,32,0,0.143144,624
5410,1024,2,1,3,2,64,0,0.143144,624
5411,1024,2,1,3,2,128,0,0.143144,624
5412,1024,2,1,3,2,256,0,0.143144,624
5413,1024,2,1,3,2,512,0,0.143144,624
5414,1024,2,1,3,2,1024,0,0.143144,624
5415,1024,2,1,3,3,8,0,0.219333,540
5416,1024,2,1,3,3,16,0,0.14482,809
5417,1024,2,1,3,3,32,0,0.14482,809
5418,1024,2,1,3,3,64,0,0.14482,809
5419,1024,2,1,3,3,128,0,0.14482,809
5420,1024,2,1,3,3,256,0,0.14482,809
5421,1024,2,1,3,3,512,0,0.14482,809
5422,1024,2,1,3,3,1024,0,0.14482,809
5423,1024,2,1,3,4,8,0,0.203617,455
5424,1024,2,1,3,4,16,0,0.1421,606
5425,1024,2,1,3,4,32,0,0.1421,606
5426,1024,2,1,3,4,64,0,0.1421,606
5427,1024,2,1,3,4,128,0,0.1421,606
5428,1024,2,1,3,4,256,0,0.1421,606
5429,1024,2,1,3,4,512,0,0.1421,606
5430,1024,2,1,3,4,1024,0,0.1421,606
5431,1024,2,1,4,1,8,0,0.216332,606
5432,1024,2,1,4,1,16,0,0.220646,732
5433,1024,2,1,4,1,32,0,0.220646,732
5434,1024,2,1,4,1,64,0,0.220646,732
5435,1024,2,1,4,1,128,0,0.220646,732
5436,1024,2,1,4,1,256,0,0.220646,732
5437,1024,2,1,4,1,512,0,0.220646,732
5438,1024,2,1,4,1,1024,0,0.220646,732
5439,1024,2,1,4,2,8,0,0.220178,508
5440,1024,2,1,4,2,16,0,0.227445,707
5441,1024,2,1,4,2,32,0,0.227445,707
5442,1024,2,1,4,2,64,0,0.227445,707
5443,1024,2,1,4,2,128,0,0.219889,702
5444,1024,2,1,4,2,256,0,0.227445,707
5445,1024,2,1,4,2,512,0,0.227445,707
5446,1024,2,1,4,2,1024,0,0.227445,707
5447,1024,2,1,4,3,8,0,0.221079,604
5448,1024,2,1,4,3,16,0,0.218756,808
5449,1024,2,1,4,3,32,0,0.218756,808
5450,1024,2,1,4,3,64,0,0.218756,808
5451,1024,2,1,4,3,128,0,0.218756,808
5452,1024,2,1,4,3,256,0,0.218756,808
5453,1024,2,1,4,3,512,0,0.218756,808
5454,1024,2,1,4,3,1024,0,0.218756,808
5455,1024,2,1,4,4,8,0,0.220532,503
5456,1024,2,1,4,4,16,0,0.226123,697
5457,1024,2,1,4,4,32,0,0.228956,702
5458,1024,2,1,4,4,64,0,0.226123,697
5459,1024,2,1,4,4,128,0,0.226123,697
5460,1024,2,1,4,4,256,0,0.226123,697
5461,1024,2,1,4,4,512,0,0.226123,697
5462,1024,2,1,4,4,1024,0,0.226123,697
5463,1024,2,2,1,1,8,0,0.164975,553
5464,1024,2,2,1,1,16,0,0.081636,371
5465,1024,2,2,1,1,32,0,0.081636,371
5466,1024,2,2,1,1,64,0,0.081636,371
5467,1024,2,2,1,1,128,0,0.081636,371
5468,1024,2,2,1,1,256,0,0.081636,371
5469,1024,2,2,1,1,512,0,0.081636,371
5470,1024,2,2,1,1,1024,0,0.081636,371
5471,1024,2,2,1,2,8,0,0.163504,524
5472,1024,2,2,1,2,16,0,0.08011,390
5473,1024,2,2,1,2,32,0,0.08011,390
5474,1024,2,2,1,2,64,0,0.08011,390
5475,1024,2,2,1,2,128,0,0.08011,390
5476,1024,2,2,1,2,256,0,0.08011,390
5477,1024,2,2,1,2,512,0,0.08011,390
5478,1024,2,2,1,2,1024,0,0.08011,390
5479,1024,2,2,1,3,8,0,0.164828,563
5480,1024,2,2,1,3,16,0,0.097491,445
5481,1024,2,2,1,3,32,0,0.097491,445
5482,1024,2,2,1,3,64,0,0.097491,445
5483,1024,2,2,1,3,128,0,0.097491,445
5484,1024,2,2,1,3,256,0,0.097491,445
5485,1024,2,2,1,3,512,0,0.097491,445
5486,1024,2,2,1,3,1024,0,0.097491,445
5487,1024,2,2,1,4,8,0,0.157284,486
5488,1024,2,2,1,4,16,0,0.078545,335
5489,1024,2,2,1,4,32,0,0.078545,335
5490,1024,2,2,1,4,64,0,0.078545,335
5491,1024,2,2,1,4,128,0,0.078545,335
5492,1024,2,2,1,4,256,0,0.078545,335
5493,1024,2,2,1,4,512,0,0.078545,335
5494,1024,2,2,1,4,1024,0,0.078545,335
5495,1024,2,2,2,1,8,0,0.262094,568
5496,1024,2,2,2,1,16,0,0.191206,527
5497,1024,2,2,2,1,32,0,0.191206,527
5498,1024,2,2,2,1,64,0,0.191206,527
5499,1024,2,2,2,1,128,0,0.191206,527
5500,1024,2,2,2,1,256,0,0.191206,527
5501,1024,2,2,2,1,512,0,0.191206,527
5502,1024,2,2,2,1,1024,0,0.191206,527
5503,1024,2,2,2,2,8,0,0.256066,517
5504,1024,2,2,2,2,16,0,0.182363,528
5505,1024,2,2,2,2,32,0,0.182363,528
5506,1024,2,2,2,2,64,0,0.182363,528
5507,1024,2,2,2,2,128,0,0.182363,528
5508,1024,2,2,2,2,256,0,0.182363,528
5509,1024,2,2,2,2,512,0,0.182363,528
5510,1024,2,2,2,2,1024,0,0.182363,528
5511,1024,2,2,2,3,8,0,0.26227,554
5512,1024,2,2,2,3,16,0,0.181712,627
5513,1024,2,2,2,3,32,0,0.181712,627
5514,1024,2,2,2,3,64,0,0.181712,627
5515,1024,2,2,2,3,128,0,0.181712,627
5516,1024,2,2,2,3,256,0,0.181712,627
5517,1024,2,2,2,3,512,0,0.181712,627
5518,1024,2,2,2,3,1024,0,0.181712,627
5519,1024,2,2,2,4,8,0,0.235604,478
5520,1024,2,2,2,4,16,0,0.190848,498
5521,1024,2,2,2,4,32,0,0.190848,498
5522,1024,2,2,2,4,64,0,0.190848,498
5523,1024,2,2,2,4,128,0,0.190848,498
5524,1024,2,2,2,4,256,0,0.190848,498
5525,1024,2,2,2,4,512,0,0.190848,498
5526,1024,2,2,2,4,1024,0,0.190848,498
5527,1024,2,2,3,1,8,0,0.46533,643
5528,1024,2,2,3,1,16,0,0.31419,882
5529,1024,2,2,3,1,32,0,0.31419,882
5530,1024,2,2,3,1,64,0,0.31419,882
5531,1024,2,2,3,1,128,0,0.31419,882
5532,1024,2,2,3,1,256,0,0.31419,882
5533,1024,2,2,3,1,512,0,0.31419,882
5534,1024,2,2,3,1,1024,0,0.31419,882
5535,1024,2,2,3,2,8,0,0.457254,585
5536,1024,2,2,3,2,16,0,0.333587,858
5537,1024,2,2,3,2,32,0,0.333587,858
5538,1024,2,2,3,2,64,0,0.333587,858
5539,1024,2,2,3,2,128,0,0.333587,858
5540,1024,2,2,3,2,256,0,0.333587,858
5541,1024,2,2,3,2,512,0,0.333587,858
5542,1024,2,2,3,2,1024,0,0.333587,858
5543,1024,2,2,3,3,8,0,0.501289,625
5544,1024,2,2,3,3,16,0,0.341816,896
5545,1024,2,2,3,3,32,0,0.341816,896
5546,1024,2,2,3,3,64,0,0.341816,896
5547,1024,2,2,3,3,128,0,0.341816,896
5548,1024,2,2,3,3,256,0,0.341816,896
5549,1024,2,2,3,3,512,0,0.341816,896
5550,1024,2,2,3,3,1024,0,0.341816,896
5551,1024,2,2,3,4,8,0,0.44525,579
5552,1024,2,2,3,4,16,0,0.328884,745
5553,1024,2,2,3,4,32,0,0.328884,745
5554,1024,2,2,3,4,64,0,0.328884,745
5555,1024,2,2,3,4,128,0,0.328884,745
5556,1024,2,2,3,4,256,0,0.328884,745
5557,1024,2,2,3,4,512,0,0.328884,745
5558,1024,2,2,3,4,1024,0,0.328884,745
5559,1024,2,2,4,1,8,0,0.488466,698
5560,1024,2,2,4,1,16,0,0.483201,852
5561,1024,2,2,4,1,32,0,0.483201,852
5562,1024,2,2,4,1,64,0,0.483201,852
5563,1024,2,2,4,1,128,0,0.483201,852
5564,1024,2,2,4,1,256,0,0.483201,852
5565,1024,2,2,4,1,512,0,0.483201,852
5566,1024,2,2,4,1,1024,0,0.483201,852
5567,1024,2,2,4,2,8,0,0.497414,622
5568,1024,2,2,4,2,16,0,0.476778,826
5569,1024,2,2,4,2,32,0,0.476778,826
5570,1024,2,2,4,2,64,0,0.476778,826
5571,1024,2,2,4,2,128,0,0.476778,826
5572,1024,2,2,4,2,256,0,0.476778,826
5573,1024,2,2,4,2,512,0,0.476778,826
5574,1024,2,2,4,2,1024,0,0.476778,826
5575,1024,2,2,4,3,8,0,0.510456,662
5576,1024,2,2,4,3,16,0,0.536092,1009
5577,1024,2,2,4,3,32,0,0.536092,1009
5578,1024,2,2,4,3,64,0,0.536092,1009
5579,1024,2,2,4,3,128,0,0.536092,1009
5580,1024,2,2,4,3,256,0,0.536092,1009
5581,1024,2,2,4,3,512,0,0.536092,1009
5582,1024,2,2,4,3,1024,0,0.536092,1009
5583,1024,2,2,4,4,8,0,0.492503,604
5584,1024,2,2,4,4,16,0,0.488489,801
5585,1024,2,2,4,4,32,0,0.499823,810
5586,1024,2,2,4,4,64,0,0.499823,810
5587,1024,2,2,4,4,128,0,0.499823,810
5588,1024,2,2,4,4,256,0,0.499823,810
5589,1024,2,2,4,4,512,0,0.499823,810
5590,1024,2,2,4,4,1024,0,0.499823,810
5591,1024,2,3,1,1,8,0,0.239859,576
5592,1024,2,3,1,1,16,0,0.156957,399
5593,1024,2,3,1,1,32,0,0.156957,399
5594,1024,2,3,1,1,64,0,0.156957,399
5595,1024,2,3,1,1,128,0,0.156957,399
5596,1024,2,3,1,1,256,0,0.156957,399
5597,1024,2,3,1,1,512,0,0.156957,399
5598,1024,2,3,1,1,1024,0,0.156957,399
5599,1024,2,3,1,2,8,0,0.276541,531
5600,1024,2,3,1,2,16,0,0.154988,347
5601,1024,2,3,1,2,32,0,0.154988,347
5602,1024,2,3,1,2,64,0,0.154988,347
5603,1024,2,3,1,2,128,0,0.154988,347
5604,1024,2,3,1,2,256,0,0.154988,347
5605,1024,2,3,1,2,512,0,0.154988,347
5606,1024,2,3,1,2,1024,0,0.154988,347
5607,1024,2,3,1,3,8,0,0.259398,580
5608,1024,2,3,1,3,16,0,0.168459,558
5609,1024,2,3,1,3,32,0,0.168459,558
5610,1024,2,3,1,3,64,0,0.168459,558
5611,1024,2,3,1,3,128,0,0.168459,558
5612,1024,2,3,1,3,256,0,0.168459,558
5613,1024,2,3,1,3,512,0,0.168459,558
5614,1024,2,3,1,3,1024,0,0.168459,558
5615,1024,2,3,1,4,8,0,0.255206,489
5616,1024,2,3,1,4,16,0,0.156407,297
5617,1024,2,3,1,4,32,0,0.156407,297
5618,1024,2,3,1,4,64,0,0.156407,297
5619,1024,2,3,1,4,128,0,0.156407,297
5620,1024,2,3,1,4,256,0,0.156407,297
5621,1024,2,3,1,4,512,0,0.156407,297
5622,1024,2,3,1,4,1024,0,0.156407,297
5623,1024,2,3,2,1,8,0,0.383121,592
5624,1024,2,3,2,1,16,0,0.293288,575
5625,1024,2,3,2,1,32,0,0.293288,575
5626,1024,2,3,2,1,64,0,0.293288,575
5627,1024,2,3,2,1,128,0,0.293288,575
5628,1024,2,3,2,1,256,0,0.293288,575
5629,1024,2,3,2,1,512,0,0.293288,575
5630,1024,2,3,2,1,1024,0,0.293288,575
5631,1024,2,3,2,2,8,0,0.403934,536
5632,1024,2,3,2,2,16,0,0.288247,527
5633,1024,2,3,2,2,32,0,0.288247,527
5634,1024,2,3,2,2,64,0,0.288247,527
5635,1024,2,3,2,2,128,0,0.288247,527
5636,1024,2,3,2,2,256,0,0.288247,527
5637,1024,2,3,2,2,512,0,0.288247,527
5638,1024,2,3,2,2,1024,0,0.288247,527
5639,1024,2,3,2,3,8,0,0.383606,572
5640,1024,2,3,2,3,16,0,0.286955,668
5641,1024,2,3,2,3,32,0,0.286955,668
5642,1024,2,3,2,3,64,0,0.286955,668
5643,1024,2,3,2,3,128,0,0.286955,668
5644,1024,2,3,2,3,256,0,0.286955,668
5645,1024,2,3,2,3,512,0,0.286955,668
5646,1024,2,3,2,3,1024,0,0.286955,668
5647,1024,2,3,2,4,8,0,0.38065,474
5648,1024,2,3,2,4,16,0,0.286451,471
5649,1024,2,3,2,4,32,0,0.286451,471
5650,1024,2,3,2,4,64,0,0.286451,471
5651,1024,2,3,2,4,128,0,0.286451,471
5652,1024,2,3,2,4,256,0,0.294799,473
5653,1024,2,3,2,4,512,0,0.286451,471
5654,1024,2,3,2,4,1024,0,0.286451,471
5655,1024,2,3,3,1,8,0,0.708462,701
5656,1024,2,3,3,1,16,0,0.50081,982
5657,1024,2,3,3,1,32,0,0.50081,982
5658,1024,2,3,3,1,64,0,0.50081,982
5659,1024,2,3,3,1,128,0,0.50081,982
5660,1024,2,3,3,1,256,0,0.50081,982
5661,1024,2,3,3,1,512,0,0.50081,982
5662,1024,2,3,3,1,1024,0,0.50081,982
5663,1024,2,3,3,2,8,0,0.70306,652
5664,1024,2,3,3,2,16,0,0.482293,803
5665,1024,2,3,3,2,32,0,0.482293,803
5666,1024,2,3,3,2,64,0,0.482293,803
5667,1024,2,3,3,2,128,0,0.482293,803
5668,1024,2,3,3,2,256,0,0.482293,803
5669,1024,2,3,3,2,512,0,0.482293,803
5670,1024,2,3,3,2,1024,0,0.482293,803
5671,1024,2,3,3,3,8,0,0.760681,692
5672,1024,2,3,3,3,16,0,0.501691,887
5673,1024,2,3,3,3,32,0,0.501691,887
5674,1024,2,3,3,3,64,0,0.501691,887
5675,1024,2,3,3,3,128,0,0.501691,887
5676,1024,2,3,3,3,256,0,0.501691,887
5677,1024,2,3,3,3,512,0,0.501691,887
5678,1024,2,3,3,3,1024,0,0.501691,887
5679,1024,2,3,3,4,8,0,0.697331,609
5680,1024,2,3,3,4,16,0,0.512271,704
5681,1024,2,3,3,4,32,0,0.512271,704
5682,1024,2,3,3,4,64,0,0.512271,704
5683,1024,2,3,3,4,128,0,0.512271,704
5684,1024,2,3,3,4,256,0,0.512271,704
5685,1024,2,3,3,4,512,0,0.512271,704
5686,1024,2,3,3,4,1024,0,0.512271,704
5687,1024,2,3,4,1,8,0,0.77885,765
5688,1024,2,3,4,1,16,0,0.740088,880
5689,1024,2,3,4,1,32,0,0.740088,880
5690,1024,2,3,4,1,64,0,0.740088,880
5691,1024,2,3,4,1,128,0,0.740088,880
5692,1024,2,3,4,1,256,0,0.740088,880
5693,1024,2,3,4,1,512,0,0.740088,880
5694,1024,2,3,4,1,1024,0,0.740088,880
5695,1024,2,3,4,2,8,0,0.721312,698
5696,1024,2,3,4,2,16,0,0.714586,808
5697,1024,2,3,4,2,32,0,0.714586,808
5698,1024,2,3,4,2,64,0,0.71402,808
5699,1024,2,3,4,2,128,0,0.714586,808
5700,1024,2,3,4,2,256,0,0.714586,808
5701,1024,2,3,4,2,512,0,0.714586,808
5702,1024,2,3,4,2,1024,0,0.714586,808
5703,1024,2,3,4,3,8,0,0.806924,761
5704,1024,2,3,4,3,16,0,0.711186,996
5705,1024,2,3,4,3,32,0,0.711186,996
5706,1024,2,3,4,3,64,0,0.711186,996
5707,1024,2,3,4,3,128,0,0.711186,996
5708,1024,2,3,4,3,256,0,0.711186,996
5709,1024,2,3,4,3,512,0,0.711186,996
