n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,FF
2368,16,1,3,1,256,8,0,0.000935,13265.686,1387
2369,16,1,3,1,256,16,0,0.000919,8684.634,787
2370,16,1,3,1,128,1,0,0.000927,13939.464,1441
2371,16,1,3,1,128,2,0,0.000921,13724.802,1391
2372,16,1,3,1,128,4,0,0.000926,13568.394,1393
2373,16,1,3,1,128,8,0,0.000917,13705.916,1391
2374,16,1,3,1,128,16,0,0.000918,9185.778,791
2375,16,1,3,1,64,1,0,0.000931,14469.336,1447
2376,16,1,3,1,64,2,0,0.000960,13955.424,1396
2377,16,1,3,1,64,4,0,0.000933,13862.058,1399
2378,16,1,3,1,64,8,0,0.000922,13828.010,1396
2379,16,1,3,1,64,16,0,0.000914,9506.840,796
2380,16,1,3,1,32,1,0,0.000947,15891.372,1459
2381,16,1,3,1,32,2,0,0.000926,15286.488,1408
2382,16,1,3,1,32,4,0,0.000936,15189.132,1411
2383,16,1,3,1,32,8,0,0.000928,15187.270,1408
2384,16,1,3,1,32,16,0,0.000918,10828.328,808
2385,16,1,3,2,512,1,0,0.000527,15023.414,1393
2386,16,1,3,2,512,2,0,0.000527,15023.414,1393
2387,16,1,3,2,512,4,0,0.000527,15023.946,1389
2388,16,1,3,2,512,8,0,0.000532,15022.084,1393
2389,16,1,3,2,512,16,0,0.000534,10537.856,807
2390,16,1,3,2,256,1,0,0.000542,15308.300,1395
2391,16,1,3,2,256,2,0,0.000542,15308.300,1395
2392,16,1,3,2,256,4,0,0.000527,15231.160,1391
2393,16,1,3,2,256,8,0,0.000539,15382.248,1395
2394,16,1,3,2,256,16,0,0.000528,10860.780,809
2395,16,1,3,2,128,1,0,0.000540,15641.066,1395
2396,16,1,3,2,128,2,0,0.000540,15641.066,1395
2397,16,1,3,2,128,4,0,0.000530,15688.680,1393
2398,16,1,3,2,128,8,0,0.000530,15629.096,1395
2399,16,1,3,2,128,16,0,0.000532,11427.892,813
2400,16,1,3,2,64,1,0,0.000553,16058.686,1403
2401,16,1,3,2,64,2,0,0.000553,16058.686,1403
2402,16,1,3,2,64,4,0,0.000553,16080.764,1399
2403,16,1,3,2,64,8,0,0.000565,16165.352,1406
2404,16,1,3,2,64,16,0,0.000547,11719.694,819
2405,16,1,3,2,32,1,0,0.000554,17680.488,1426
2406,16,1,3,2,32,2,0,0.000554,17680.488,1426
2407,16,1,3,2,32,4,0,0.000556,17632.607,1422
2408,16,1,3,2,32,8,0,0.000550,17675.967,1429
2409,16,1,3,2,32,16,0,0.000568,13189.344,842
2410,16,1,3,3,512,1,0,0.000483,15698.256,1199
2411,16,1,3,3,512,2,0,0.000481,15771.672,1204
2412,16,1,3,3,512,4,0,0.000468,15741.348,1201
2413,16,1,3,3,512,8,0,0.000468,15753.584,1199
2414,16,1,3,3,512,16,0,0.000468,13365.702,818
2415,16,1,3,3,256,1,0,0.000472,16349.690,1202
2416,16,1,3,3,256,2,0,0.000480,16071.188,1207
2417,16,1,3,3,256,4,0,0.000472,16174.130,1204
2418,16,1,3,3,256,8,0,0.000469,16164.820,1202
2419,16,1,3,3,256,16,0,0.000468,13934.942,821
2420,16,1,3,3,128,1,0,0.000496,16510.887,1206
2421,16,1,3,3,128,2,0,0.000487,16675.273,1211
2422,16,1,3,3,128,4,0,0.000481,17057.516,1206
2423,16,1,3,3,128,8,0,0.000472,17164.980,1206
2424,16,1,3,3,128,16,0,0.000482,14344.582,826
2425,16,1,3,3,64,1,0,0.000385,17179.344,1220
2426,16,1,3,3,64,2,0,0.000390,17738.477,1225
2427,16,1,3,3,64,4,0,0.000396,17164.182,1222
2428,16,1,3,3,64,8,0,0.000399,17241.322,1220
2429,16,1,3,3,64,16,0,0.000387,14815.402,838
2430,16,1,3,3,32,1,0,0.000390,18620.799,1255
2431,16,1,3,3,32,2,0,0.000388,18817.371,1260
2432,16,1,3,3,32,4,0,0.000403,18821.096,1257
2433,16,1,3,3,32,8,0,0.000390,18717.889,1255
2434,16,1,3,3,32,16,0,0.000387,16347.562,873
2435,16,1,3,4,512,1,0,0.000338,19645.430,1405
2436,16,1,3,4,512,2,0,0.000338,19645.430,1405
2437,16,1,3,4,512,4,0,0.000338,19645.430,1405
2438,16,1,3,4,512,8,0,0.000303,19212.648,1403
2439,16,1,3,4,512,16,0,0.000289,15027.936,863
2440,16,1,3,4,256,1,0,0.000341,20482.000,1407
2441,16,1,3,4,256,2,0,0.000341,20482.000,1407
2442,16,1,3,4,256,4,0,0.000341,20482.000,1407
2443,16,1,3,4,256,8,0,0.000295,19992.027,1405
2444,16,1,3,4,256,16,0,0.000289,15445.024,865
2445,16,1,3,4,128,1,0,0.000344,20717.145,1411
2446,16,1,3,4,128,2,0,0.000344,20717.145,1411
2447,16,1,3,4,128,4,0,0.000344,20717.145,1411
2448,16,1,3,4,128,8,0,0.000298,20272.127,1409
2449,16,1,3,4,128,16,0,0.000288,15940.316,869
2450,16,1,3,4,64,1,0,0.000295,20945.371,1423
2451,16,1,3,4,64,2,0,0.000295,20945.371,1423
2452,16,1,3,4,64,4,0,0.000295,20945.371,1423
2453,16,1,3,4,64,8,0,0.000274,20591.857,1423
2454,16,1,3,4,64,16,0,0.000277,16327.878,883
2455,16,1,3,4,32,1,0,0.000305,22705.760,1471
2456,16,1,3,4,32,2,0,0.000305,22705.760,1471
2457,16,1,3,4,32,4,0,0.000305,22705.760,1471
2458,16,1,3,4,32,8,0,0.000274,22201.689,1471
2459,16,1,3,4,32,16,0,0.000265,17947.818,931
2460,16,1,4,1,512,1,0,0.000910,13360.116,1439
2461,16,1,4,1,512,2,0,0.000912,12978.140,1388
2462,16,1,4,1,512,4,0,0.000912,13018.572,1391
2463,16,1,4,1,512,8,0,0.000913,12937.708,1385
2464,16,1,4,1,512,16,0,0.000899,8432.998,785
2465,16,1,4,1,256,1,0,0.000955,13569.458,1440
2466,16,1,4,1,256,2,0,0.000963,13238.554,1390
2467,16,1,4,1,256,4,0,0.000939,13314.630,1393
2468,16,1,4,1,256,8,0,0.000935,13265.686,1387
2469,16,1,4,1,256,16,0,0.000919,8684.634,787
2470,16,1,4,1,128,1,0,0.000927,13939.464,1441
2471,16,1,4,1,128,2,0,0.000921,13724.802,1391
2472,16,1,4,1,128,4,0,0.000926,13568.394,1393
2473,16,1,4,1,128,8,0,0.000917,13705.916,1391
2474,16,1,4,1,128,16,0,0.000918,9185.778,791
2475,16,1,4,1,64,1,0,0.000931,14469.336,1447
2476,16,1,4,1,64,2,0,0.000960,13955.424,1396
2477,16,1,4,1,64,4,0,0.000933,13862.058,1399
2478,16,1,4,1,64,8,0,0.000922,13828.010,1396
2479,16,1,4,1,64,16,0,0.000914,9506.840,796
2480,16,1,4,1,32,1,0,0.000947,15891.372,1459
2481,16,1,4,1,32,2,0,0.000926,15286.488,1408
2482,16,1,4,1,32,4,0,0.000936,15189.132,1411
2483,16,1,4,1,32,8,0,0.000928,15187.270,1408
2484,16,1,4,1,32,16,0,0.000918,10828.328,808
2485,16,1,4,2,512,1,0,0.000527,15023.414,1393
2486,16,1,4,2,512,2,0,0.000527,15023.414,1393
2487,16,1,4,2,512,4,0,0.000527,15023.946,1389
2488,16,1,4,2,512,8,0,0.000532,15022.084,1393
2489,16,1,4,2,512,16,0,0.000534,10537.856,807
2490,16,1,4,2,256,1,0,0.000542,15308.300,1395
2491,16,1,4,2,256,2,0,0.000542,15308.300,1395
2492,16,1,4,2,256,4,0,0.000527,15231.160,1391
2493,16,1,4,2,256,8,0,0.000539,15382.248,1395
2494,16,1,4,2,256,16,0,0.000528,10860.780,809
2495,16,1,4,2,128,1,0,0.000540,15641.066,1395
2496,16,1,4,2,128,2,0,0.000540,15641.066,1395
2497,16,1,4,2,128,4,0,0.000530,15688.680,1393
2498,16,1,4,2,128,8,0,0.000530,15629.096,1395
2499,16,1,4,2,128,16,0,0.000532,11427.892,813
2500,16,1,4,2,64,1,0,0.000553,16058.686,1403
2501,16,1,4,2,64,2,0,0.000553,16058.686,1403
2502,16,1,4,2,64,4,0,0.000553,16080.764,1399
2503,16,1,4,2,64,8,0,0.000565,16165.352,1406
2504,16,1,4,2,64,16,0,0.000547,11719.694,819
2505,16,1,4,2,32,1,0,0.000554,17680.488,1426
2506,16,1,4,2,32,2,0,0.000554,17680.488,1426
2507,16,1,4,2,32,4,0,0.000556,17632.607,1422
2508,16,1,4,2,32,8,0,0.000550,17675.967,1429
2509,16,1,4,2,32,16,0,0.000568,13189.344,842
2510,16,1,4,3,512,1,0,0.000483,15698.256,1199
2511,16,1,4,3,512,2,0,0.000481,15771.672,1204
2512,16,1,4,3,512,4,0,0.000468,15741.348,1201
2513,16,1,4,3,512,8,0,0.000468,15753.584,1199
2514,16,1,4,3,512,16,0,0.000468,13365.702,818
2515,16,1,4,3,256,1,0,0.000472,16349.690,1202
2516,16,1,4,3,256,2,0,0.000480,16071.188,1207
2517,16,1,4,3,256,4,0,0.000472,16174.130,1204
2518,16,1,4,3,256,8,0,0.000469,16164.820,1202
2519,16,1,4,3,256,16,0,0.000468,13934.942,821
2520,16,1,4,3,128,1,0,0.000496,16510.887,1206
2521,16,1,4,3,128,2,0,0.000487,16675.273,1211
2522,16,1,4,3,128,4,0,0.000481,17057.516,1206
2523,16,1,4,3,128,8,0,0.000472,17164.980,1206
2524,16,1,4,3,128,16,0,0.000482,14344.582,826
2525,16,1,4,3,64,1,0,0.000385,17179.344,1220
2526,16,1,4,3,64,2,0,0.000390,17738.477,1225
2527,16,1,4,3,64,4,0,0.000396,17164.182,1222
2528,16,1,4,3,64,8,0,0.000399,17241.322,1220
2529,16,1,4,3,64,16,0,0.000387,14815.402,838
2530,16,1,4,3,32,1,0,0.000390,18620.799,1255
2531,16,1,4,3,32,2,0,0.000388,18817.371,1260
2532,16,1,4,3,32,4,0,0.000403,18821.096,1257
2533,16,1,4,3,32,8,0,0.000390,18717.889,1255
2534,16,1,4,3,32,16,0,0.000387,16347.562,873
2535,16,1,4,4,512,1,0,0.000338,19645.430,1405
2536,16,1,4,4,512,2,0,0.000338,19645.430,1405
2537,16,1,4,4,512,4,0,0.000338,19645.430,1405
2538,16,1,4,4,512,8,0,0.000303,19212.648,1403
2539,16,1,4,4,512,16,0,0.000289,15027.936,863
2540,16,1,4,4,256,1,0,0.000341,20482.000,1407
2541,16,1,4,4,256,2,0,0.000341,20482.000,1407
2542,16,1,4,4,256,4,0,0.000341,20482.000,1407
2543,16,1,4,4,256,8,0,0.000295,19992.027,1405
2544,16,1,4,4,256,16,0,0.000289,15445.024,865
2545,16,1,4,4,128,1,0,0.000344,20717.145,1411
2546,16,1,4,4,128,2,0,0.000344,20717.145,1411
2547,16,1,4,4,128,4,0,0.000344,20717.145,1411
2548,16,1,4,4,128,8,0,0.000298,20272.127,1409
2549,16,1,4,4,128,16,0,0.000288,15940.316,869
2550,16,1,4,4,64,1,0,0.000295,20945.371,1423
2551,16,1,4,4,64,2,0,0.000295,20945.371,1423
2552,16,1,4,4,64,4,0,0.000295,20945.371,1423
2553,16,1,4,4,64,8,0,0.000274,20591.857,1423
2554,16,1,4,4,64,16,0,0.000277,16327.878,883
2555,16,1,4,4,32,1,0,0.000305,22705.760,1471
2556,16,1,4,4,32,2,0,0.000305,22705.760,1471
2557,16,1,4,4,32,4,0,0.000305,22705.760,1471
2558,16,1,4,4,32,8,0,0.000274,22201.689,1471
2559,16,1,4,4,32,16,0,0.000265,17947.818,931
2560,16,2,1,1,512,1,0,0.000901,13585.684,1433
2561,16,2,1,1,512,2,0,0.000887,13061.930,1382
2562,16,2,1,1,512,4,0,0.000891,13116.726,1385
2563,16,2,1,1,512,8,0,0.000869,13057.142,1379
2564,16,2,1,1,512,16,0,0.000861,8592.598,779
2565,16,2,1,1,256,1,0,0.000910,13876.422,1438
2566,16,2,1,1,256,2,0,0.000909,13456.674,1388
2567,16,2,1,1,256,4,0,0.000909,13489.392,1391
2568,16,2,1,1,256,8,0,0.000892,13545.784,1385
2569,16,2,1,1,256,16,0,0.000880,8961.806,785
2570,16,2,1,1,128,1,0,0.000910,14277.816,1439
2571,16,2,1,1,128,2,0,0.000914,13907.544,1389
2572,16,2,1,1,128,4,0,0.000895,13915.790,1391
2573,16,2,1,1,128,8,0,0.000917,13783.588,1389
2574,16,2,1,1,128,16,0,0.000910,9358.412,789
2575,16,2,1,1,64,1,0,0.000943,14943.880,1453
2576,16,2,1,1,64,2,0,0.000924,14228.872,1402
2577,16,2,1,1,64,4,0,0.000923,14413.742,1405
2578,16,2,1,1,64,8,0,0.000915,14197.484,1402
2579,16,2,1,1,64,16,0,0.000903,9824.444,802
2580,16,2,1,1,32,1,0,0.000900,16241.162,1473
2581,16,2,1,1,32,2,0,0.000915,15675.380,1422
2582,16,2,1,1,32,4,0,0.000919,15853.334,1425
2583,16,2,1,1,32,8,0,0.000899,15667.666,1422
2584,16,2,1,1,32,16,0,0.000908,11169.340,822
2585,16,2,1,2,512,1,0,0.000542,15368.150,1395
2586,16,2,1,2,512,2,0,0.000542,15368.150,1395
2587,16,2,1,2,512,4,0,0.000536,15316.280,1391
2588,16,2,1,2,512,8,0,0.000539,15417.626,1395
2589,16,2,1,2,512,16,0,0.000527,10782.310,809
2590,16,2,1,2,256,1,0,0.000568,15768.480,1396
2591,16,2,1,2,256,2,0,0.000568,15768.480,1396
2592,16,2,1,2,256,4,0,0.000555,15601.698,1392
2593,16,2,1,2,256,8,0,0.000556,15662.080,1396
2594,16,2,1,2,256,16,0,0.000548,11107.628,810
2595,16,2,1,2,128,1,0,0.000558,16123.856,1395
2596,16,2,1,2,128,2,0,0.000558,16123.856,1395
2597,16,2,1,2,128,4,0,0.000573,16156.574,1393
2598,16,2,1,2,128,8,0,0.000565,16112.950,1395
2599,16,2,1,2,128,16,0,0.000558,11668.622,813
2600,16,2,1,2,64,1,0,0.000551,16697.352,1410
2601,16,2,1,2,64,2,0,0.000551,16697.352,1410
2602,16,2,1,2,64,4,0,0.000549,16636.172,1406
2603,16,2,1,2,64,8,0,0.000569,16692.830,1413
2604,16,2,1,2,64,16,0,0.000542,12027.456,826
2605,16,2,1,2,32,1,0,0.000577,18223.660,1440
2606,16,2,1,2,32,2,0,0.000577,18223.660,1440
2607,16,2,1,2,32,4,0,0.000559,18157.957,1436
2608,16,2,1,2,32,8,0,0.000549,18170.193,1443
2609,16,2,1,2,32,16,0,0.000573,13563.074,857
2610,16,2,1,3,512,1,0,0.000368,17567.172,1309
2611,16,2,1,3,512,2,0,0.000365,17676.498,1314
2612,16,2,1,3,512,4,0,0.000374,17582.865,1311
2613,16,2,1,3,512,8,0,0.000380,17555.734,1309
2614,16,2,1,3,512,16,0,0.000371,13788.908,808
2615,16,2,1,3,256,1,0,0.000385,18065.656,1321
2616,16,2,1,3,256,2,0,0.000371,18271.273,1326
2617,16,2,1,3,256,4,0,0.000380,17942.498,1323
2618,16,2,1,3,256,8,0,0.000375,18092.787,1321
2619,16,2,1,3,256,16,0,0.000381,14496.734,820
2620,16,2,1,3,128,1,0,0.000388,18349.744,1325
2621,16,2,1,3,128,2,0,0.000372,18568.131,1330
2622,16,2,1,3,128,4,0,0.000373,19021.129,1325
2623,16,2,1,3,128,8,0,0.000373,19533.178,1325
2624,16,2,1,3,128,16,0,0.000372,14918.078,825
2625,16,2,1,3,64,1,0,0.000384,19119.016,1347
2626,16,2,1,3,64,2,0,0.000383,19138.699,1352
2627,16,2,1,3,64,4,0,0.000381,19085.766,1349
2628,16,2,1,3,64,8,0,0.000376,19050.121,1347
2629,16,2,1,3,64,16,0,0.000382,15255.366,845
2630,16,2,1,3,32,1,0,0.000403,20702.779,1390
2631,16,2,1,3,32,2,0,0.000398,20651.441,1395
2632,16,2,1,3,32,4,0,0.000397,20639.473,1392
2633,16,2,1,3,32,8,0,0.000385,20435.184,1390
2634,16,2,1,3,32,16,0,0.000399,16809.338,888
2635,16,2,1,4,512,1,0,0.000329,20084.596,1393
2636,16,2,1,4,512,2,0,0.000330,20182.219,1393
2637,16,2,1,4,512,4,0,0.000330,20182.219,1393
2638,16,2,1,4,512,8,0,0.000329,19537.434,1391
2639,16,2,1,4,512,16,0,0.000328,15165.990,851
2640,16,2,1,4,256,1,0,0.000331,20654.367,1395
2641,16,2,1,4,256,2,0,0.000332,20784.707,1395
2642,16,2,1,4,256,4,0,0.000332,20784.707,1395
2643,16,2,1,4,256,8,0,0.000340,20217.861,1393
2644,16,2,1,4,256,16,0,0.000320,15705.970,853
2645,16,2,1,4,128,1,0,0.000339,21139.818,1399
2646,16,2,1,4,128,2,0,0.000346,21315.910,1399
2647,16,2,1,4,128,4,0,0.000346,21315.910,1399
2648,16,2,1,4,128,8,0,0.000340,20843.760,1397
2649,16,2,1,4,128,16,0,0.000334,16235.842,857
2650,16,2,1,4,64,1,0,0.000338,21676.340,1421
2651,16,2,1,4,64,2,0,0.000341,21726.348,1421
2652,16,2,1,4,64,4,0,0.000341,21726.348,1421
2653,16,2,1,4,64,8,0,0.000339,21119.867,1421
2654,16,2,1,4,64,16,0,0.000338,16610.369,881
2655,16,2,1,4,32,1,0,0.000339,23594.998,1474
2656,16,2,1,4,32,2,0,0.000336,23557.492,1474
2657,16,2,1,4,32,4,0,0.000336,23557.492,1474
2658,16,2,1,4,32,8,0,0.000334,22869.883,1474
2659,16,2,1,4,32,16,0,0.000335,18342.562,934
2660,16,2,2,1,512,1,0,0.000901,13585.684,1433
2661,16,2,2,1,512,2,0,0.000887,13061.930,1382
2662,16,2,2,1,512,4,0,0.000891,13116.726,1385
2663,16,2,2,1,512,8,0,0.000869,13057.142,1379
2664,16,2,2,1,512,16,0,0.000861,8592.598,779
2665,16,2,2,1,256,1,0,0.000910,13876.422,1438
2666,16,2,2,1,256,2,0,0.000909,13456.674,1388
2667,16,2,2,1,256,4,0,0.000909,13489.392,1391
2668,16,2,2,1,256,8,0,0.000892,13545.784,1385
2669,16,2,2,1,256,16,0,0.000880,8961.806,785
2670,16,2,2,1,128,1,0,0.000910,14277.816,1439
2671,16,2,2,1,128,2,0,0.000914,13907.544,1389
2672,16,2,2,1,128,4,0,0.000895,13915.790,1391
2673,16,2,2,1,128,8,0,0.000917,13783.588,1389
2674,16,2,2,1,128,16,0,0.000910,9358.412,789
2675,16,2,2,1,64,1,0,0.000943,14943.880,1453
2676,16,2,2,1,64,2,0,0.000924,14228.872,1402
2677,16,2,2,1,64,4,0,0.000923,14413.742,1405
2678,16,2,2,1,64,8,0,0.000915,14197.484,1402
2679,16,2,2,1,64,16,0,0.000903,9824.444,802
2680,16,2,2,1,32,1,0,0.000900,16241.162,1473
2681,16,2,2,1,32,2,0,0.000915,15675.380,1422
2682,16,2,2,1,32,4,0,0.000919,15853.334,1425
2683,16,2,2,1,32,8,0,0.000899,15667.666,1422
2684,16,2,2,1,32,16,0,0.000908,11169.340,822
2685,16,2,2,2,512,1,0,0.000542,15368.150,1395
2686,16,2,2,2,512,2,0,0.000542,15368.150,1395
2687,16,2,2,2,512,4,0,0.000536,15316.280,1391
2688,16,2,2,2,512,8,0,0.000539,15417.626,1395
2689,16,2,2,2,512,16,0,0.000527,10782.310,809
2690,16,2,2,2,256,1,0,0.000568,15768.480,1396
2691,16,2,2,2,256,2,0,0.000568,15768.480,1396
2692,16,2,2,2,256,4,0,0.000555,15601.698,1392
2693,16,2,2,2,256,8,0,0.000556,15662.080,1396
2694,16,2,2,2,256,16,0,0.000548,11107.628,810
2695,16,2,2,2,128,1,0,0.000558,16123.856,1395
2696,16,2,2,2,128,2,0,0.000558,16123.856,1395
2697,16,2,2,2,128,4,0,0.000573,16156.574,1393
2698,16,2,2,2,128,8,0,0.000565,16112.950,1395
2699,16,2,2,2,128,16,0,0.000558,11668.622,813
2700,16,2,2,2,64,1,0,0.000551,16697.352,1410
2701,16,2,2,2,64,2,0,0.000551,16697.352,1410
2702,16,2,2,2,64,4,0,0.000549,16636.172,1406
2703,16,2,2,2,64,8,0,0.000569,16692.830,1413
2704,16,2,2,2,64,16,0,0.000542,12027.456,826
2705,16,2,2,2,32,1,0,0.000577,18223.660,1440
2706,16,2,2,2,32,2,0,0.000577,18223.660,1440
2707,16,2,2,2,32,4,0,0.000559,18157.957,1436
2708,16,2,2,2,32,8,0,0.000549,18170.193,1443
2709,16,2,2,2,32,16,0,0.000573,13563.074,857
2710,16,2,2,3,512,1,0,0.000368,17567.172,1309
2711,16,2,2,3,512,2,0,0.000365,17676.498,1314
2712,16,2,2,3,512,4,0,0.000374,17582.865,1311
2713,16,2,2,3,512,8,0,0.000380,17555.734,1309
2714,16,2,2,3,512,16,0,0.000371,13788.908,808
2715,16,2,2,3,256,1,0,0.000385,18065.656,1321
2716,16,2,2,3,256,2,0,0.000371,18271.273,1326
2717,16,2,2,3,256,4,0,0.000380,17942.498,1323
2718,16,2,2,3,256,8,0,0.000375,18092.787,1321
2719,16,2,2,3,256,16,0,0.000381,14496.734,820
2720,16,2,2,3,128,1,0,0.000388,18349.744,1325
2721,16,2,2,3,128,2,0,0.000372,18568.131,1330
2722,16,2,2,3,128,4,0,0.000373,19021.129,1325
2723,16,2,2,3,128,8,0,0.000373,19533.178,1325
2724,16,2,2,3,128,16,0,0.000372,14918.078,825
2725,16,2,2,3,64,1,0,0.000384,19119.016,1347
2726,16,2,2,3,64,2,0,0.000383,19138.699,1352
2727,16,2,2,3,64,4,0,0.000381,19085.766,1349
2728,16,2,2,3,64,8,0,0.000376,19050.121,1347
2729,16,2,2,3,64,16,0,0.000382,15255.366,845
2730,16,2,2,3,32,1,0,0.000403,20702.779,1390
2731,16,2,2,3,32,2,0,0.000398,20651.441,1395
2732,16,2,2,3,32,4,0,0.000397,20639.473,1392
2733,16,2,2,3,32,8,0,0.000385,20435.184,1390
2734,16,2,2,3,32,16,0,0.000399,16809.338,888
2735,16,2,2,4,512,1,0,0.000329,20084.596,1393
2736,16,2,2,4,512,2,0,0.000330,20182.219,1393
2737,16,2,2,4,512,4,0,0.000330,20182.219,1393
2738,16,2,2,4,512,8,0,0.000329,19537.434,1391
2739,16,2,2,4,512,16,0,0.000328,15165.990,851
2740,16,2,2,4,256,1,0,0.000331,20654.367,1395
2741,16,2,2,4,256,2,0,0.000332,20784.707,1395
2742,16,2,2,4,256,4,0,0.000332,20784.707,1395
2743,16,2,2,4,256,8,0,0.000340,20217.861,1393
2744,16,2,2,4,256,16,0,0.000320,15705.970,853
2745,16,2,2,4,128,1,0,0.000339,21139.818,1399
2746,16,2,2,4,128,2,0,0.000346,21315.910,1399
2747,16,2,2,4,128,4,0,0.000346,21315.910,1399
2748,16,2,2,4,128,8,0,0.000340,20843.760,1397
2749,16,2,2,4,128,16,0,0.000334,16235.842,857
2750,16,2,2,4,64,1,0,0.000338,21676.340,1421
2751,16,2,2,4,64,2,0,0.000341,21726.348,1421
2752,16,2,2,4,64,4,0,0.000341,21726.348,1421
2753,16,2,2,4,64,8,0,0.000339,21119.867,1421
2754,16,2,2,4,64,16,0,0.000338,16610.369,881
2755,16,2,2,4,32,1,0,0.000339,23594.998,1474
2756,16,2,2,4,32,2,0,0.000336,23557.492,1474
2757,16,2,2,4,32,4,0,0.000336,23557.492,1474
2758,16,2,2,4,32,8,0,0.000334,22869.883,1474
2759,16,2,2,4,32,16,0,0.000335,18342.562,934
2760,16,2,3,1,512,1,0,0.000901,13585.684,1433
2761,16,2,3,1,512,2,0,0.000887,13061.930,1382
2762,16,2,3,1,512,4,0,0.000891,13116.726,1385
2763,16,2,3,1,512,8,0,0.000869,13057.142,1379
2764,16,2,3,1,512,16,0,0.000861,8592.598,779
2765,16,2,3,1,256,1,0,0.000910,13876.422,1438
2766,16,2,3,1,256,2,0,0.000909,13456.674,1388
2767,16,2,3,1,256,4,0,0.000909,13489.392,1391
2768,16,2,3,1,256,8,0,0.000892,13545.784,1385
2769,16,2,3,1,256,16,0,0.000880,8961.806,785
2770,16,2,3,1,128,1,0,0.000910,14277.816,1439
2771,16,2,3,1,128,2,0,0.000914,13907.544,1389
2772,16,2,3,1,128,4,0,0.000895,13915.790,1391
2773,16,2,3,1,128,8,0,0.000917,13783.588,1389
2774,16,2,3,1,128,16,0,0.000910,9358.412,789
2775,16,2,3,1,64,1,0,0.000943,14943.880,1453
2776,16,2,3,1,64,2,0,0.000924,14228.872,1402
2777,16,2,3,1,64,4,0,0.000923,14413.742,1405
2778,16,2,3,1,64,8,0,0.000915,14197.484,1402
2779,16,2,3,1,64,16,0,0.000903,9824.444,802
2780,16,2,3,1,32,1,0,0.000900,16241.162,1473
2781,16,2,3,1,32,2,0,0.000915,15675.380,1422
2782,16,2,3,1,32,4,0,0.000919,15853.334,1425
2783,16,2,3,1,32,8,0,0.000899,15667.666,1422
2784,16,2,3,1,32,16,0,0.000908,11169.340,822
2785,16,2,3,2,512,1,0,0.000542,15368.150,1395
2786,16,2,3,2,512,2,0,0.000542,15368.150,1395
2787,16,2,3,2,512,4,0,0.000536,15316.280,1391
2788,16,2,3,2,512,8,0,0.000539,15417.626,1395
2789,16,2,3,2,512,16,0,0.000527,10782.310,809
2790,16,2,3,2,256,1,0,0.000568,15768.480,1396
2791,16,2,3,2,256,2,0,0.000568,15768.480,1396
2792,16,2,3,2,256,4,0,0.000555,15601.698,1392
2793,16,2,3,2,256,8,0,0.000556,15662.080,1396
2794,16,2,3,2,256,16,0,0.000548,11107.628,810
2795,16,2,3,2,128,1,0,0.000558,16123.856,1395
2796,16,2,3,2,128,2,0,0.000558,16123.856,1395
2797,16,2,3,2,128,4,0,0.000573,16156.574,1393
2798,16,2,3,2,128,8,0,0.000565,16112.950,1395
2799,16,2,3,2,128,16,0,0.000558,11668.622,813
2800,16,2,3,2,64,1,0,0.000551,16697.352,1410
2801,16,2,3,2,64,2,0,0.000551,16697.352,1410
2802,16,2,3,2,64,4,0,0.000549,16636.172,1406
2803,16,2,3,2,64,8,0,0.000569,16692.830,1413
2804,16,2,3,2,64,16,0,0.000542,12027.456,826
2805,16,2,3,2,32,1,0,0.000577,18223.660,1440
2806,16,2,3,2,32,2,0,0.000577,18223.660,1440
2807,16,2,3,2,32,4,0,0.000559,18157.957,1436
2808,16,2,3,2,32,8,0,0.000549,18170.193,1443
2809,16,2,3,2,32,16,0,0.000573,13563.074,857
2810,16,2,3,3,512,1,0,0.000368,17567.172,1309
2811,16,2,3,3,512,2,0,0.000365,17676.498,1314
2812,16,2,3,3,512,4,0,0.000374,17582.865,1311
2813,16,2,3,3,512,8,0,0.000380,17555.734,1309
2814,16,2,3,3,512,16,0,0.000371,13788.908,808
2815,16,2,3,3,256,1,0,0.000385,18065.656,1321
2816,16,2,3,3,256,2,0,0.000371,18271.273,1326
2817,16,2,3,3,256,4,0,0.000380,17942.498,1323
2818,16,2,3,3,256,8,0,0.000375,18092.787,1321
2819,16,2,3,3,256,16,0,0.000381,14496.734,820
2820,16,2,3,3,128,1,0,0.000388,18349.744,1325
2821,16,2,3,3,128,2,0,0.000372,18568.131,1330
2822,16,2,3,3,128,4,0,0.000373,19021.129,1325
2823,16,2,3,3,128,8,0,0.000373,19533.178,1325
2824,16,2,3,3,128,16,0,0.000372,14918.078,825
2825,16,2,3,3,64,1,0,0.000384,19119.016,1347
2826,16,2,3,3,64,2,0,0.000383,19138.699,1352
2827,16,2,3,3,64,4,0,0.000381,19085.766,1349
2828,16,2,3,3,64,8,0,0.000376,19050.121,1347
2829,16,2,3,3,64,16,0,0.000382,15255.366,845
2830,16,2,3,3,32,1,0,0.000403,20702.779,1390
2831,16,2,3,3,32,2,0,0.000398,20651.441,1395
2832,16,2,3,3,32,4,0,0.000397,20639.473,1392
2833,16,2,3,3,32,8,0,0.000385,20435.184,1390
2834,16,2,3,3,32,16,0,0.000399,16809.338,888
