n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2,FF
0993,256,7,6,1,0,65536,0.000307,1143.002,106
0994,256,7,6,2,0,1024,0.000235,1083.418,93
0995,256,7,6,2,0,2048,0.000235,1077.034,93
0996,256,7,6,2,0,4096,0.000235,1078.896,93
0997,256,7,6,2,0,8192,0.000242,1075.172,93
0998,256,7,6,2,0,16384,0.000233,1071.182,93
0999,256,7,6,2,0,32768,0.000205,1062.404,88
1000,256,7,6,2,0,65536,0.000231,1073.576,93
1001,256,7,6,3,0,1024,0.000486,1717.562,154
1002,256,7,6,3,0,2048,0.000469,1646.806,153
1003,256,7,6,3,0,4096,0.000460,1648.668,153
1004,256,7,6,3,0,8192,0.000476,1649.200,153
1005,256,7,6,3,0,16384,0.000458,1788.052,165
1006,256,7,6,3,0,32768,0.000447,1544.396,129
1007,256,7,6,3,0,65536,0.000464,1563.548,137
1008,256,7,7,1,0,1024,0.000415,994.840,85
1009,256,7,7,1,0,2048,0.000410,1014.258,85
1010,256,7,7,1,0,4096,0.000404,1011.066,85
1011,256,7,7,1,0,8192,0.000403,1004.682,85
1012,256,7,7,1,0,16384,0.000411,1001.756,85
1013,256,7,7,1,0,32768,0.000407,992.446,85
1014,256,7,7,1,0,65536,0.000384,988.988,85
1015,256,7,7,2,0,1024,0.000212,1143.534,106
1016,256,7,7,2,0,2048,0.000214,1144.332,106
1017,256,7,7,2,0,4096,0.000212,1145.928,106
1018,256,7,7,2,0,8192,0.000216,1138.214,106
1019,256,7,7,2,0,16384,0.000218,1143.534,106
1020,256,7,7,2,0,32768,0.000228,1163.484,105
1021,256,7,7,2,0,65536,0.000228,1013.194,90
1022,256,7,7,3,0,1024,0.000433,1642.284,139
1023,256,7,7,3,0,2048,0.000430,1601.586,139
1024,256,7,7,3,0,4096,0.000412,1605.842,139
1025,256,7,7,3,0,8192,0.000411,1596.000,139
1026,256,7,7,3,0,16384,0.000409,1605.576,139
1027,256,7,7,3,0,32768,0.000423,1462.734,123
1028,256,7,7,3,0,65536,0.000421,1676.332,139
1029,256,8,1,1,0,1024,0.000285,882.056,92
1030,256,8,1,1,0,2048,0.000285,881.258,92
1031,256,8,1,1,0,4096,0.000285,879.396,92
1032,256,8,1,1,0,8192,0.000281,973.560,92
1033,256,8,1,1,0,16384,0.000292,880.992,92
1034,256,8,1,1,0,32768,0.000283,867.692,92
1035,256,8,1,1,0,65536,0.000283,868.756,92
1036,256,8,1,2,0,1024,0.000511,1162.952,110
1037,256,8,1,2,0,2048,0.000459,1127.042,96
1038,256,8,1,2,0,4096,0.000459,1126.244,96
1039,256,8,1,2,0,8192,0.000458,1126.244,96
1040,256,8,1,2,0,16384,0.000405,1139.810,113
1041,256,8,1,2,0,32768,0.000404,1073.842,111
1042,256,8,1,2,0,65536,0.000468,1091.132,88
1043,256,8,1,3,0,1024,0.000440,1210.832,109
1044,256,8,1,3,0,2048,0.000435,1185.562,108
1045,256,8,1,3,0,4096,0.000410,1267.756,108
1046,256,8,1,3,0,8192,0.000410,1272.012,108
1047,256,8,1,3,0,16384,0.000409,1335.852,116
1048,256,8,1,3,0,32768,0.000410,1262.436,108
1049,256,8,1,3,0,65536,0.000456,1231.048,108
1050,256,8,2,1,0,1024,0.000252,874.076,74
1051,256,8,2,1,0,2048,0.000255,871.682,74
1052,256,8,2,1,0,4096,0.000252,866.362,74
1053,256,8,2,1,0,8192,0.000255,923.020,74
1054,256,8,2,1,0,16384,0.000245,863.170,74
1055,256,8,2,1,0,32768,0.000253,851.732,74
1056,256,8,2,1,0,65536,0.000256,738.416,66
1057,256,8,2,2,0,1024,0.000420,1037.932,93
1058,256,8,2,2,0,2048,0.000371,1108.422,93
1059,256,8,2,2,0,4096,0.000378,1107.092,93
1060,256,8,2,2,0,8192,0.000371,1107.092,93
1061,256,8,2,2,0,16384,0.000352,1043.252,95
1062,256,8,2,2,0,32768,0.000345,1001.224,93
1063,256,8,2,2,0,65536,0.000377,1090.068,93
1064,256,8,2,3,0,1024,0.000417,1284.514,107
1065,256,8,2,3,0,2048,0.000381,1259.510,106
1066,256,8,2,3,0,4096,0.000382,1269.618,106
1067,256,8,2,3,0,8192,0.000384,1274.406,106
1068,256,8,2,3,0,16384,0.000390,1329.468,110
1069,256,8,2,3,0,32768,0.000405,1281.056,106
1070,256,8,2,3,0,65536,0.000419,1138.746,90
1071,256,8,3,1,0,1024,0.000342,1010.002,76
1072,256,8,3,1,0,2048,0.000344,996.968,76
1073,256,8,3,1,0,4096,0.000342,1006.544,76
1074,256,8,3,1,0,8192,0.000354,999.096,76
1075,256,8,3,1,0,16384,0.000333,1011.864,78
1076,256,8,3,1,0,32768,0.000334,983.668,76
1077,256,8,3,1,0,65536,0.000334,939.512,68
1078,256,8,3,2,0,1024,0.000483,1243.816,110
1079,256,8,3,2,0,2048,0.000460,1149.120,96
1080,256,8,3,2,0,4096,0.000462,1147.258,96
1081,256,8,3,2,0,8192,0.000462,1146.194,96
1082,256,8,3,2,0,16384,0.000364,1322.552,136
1083,256,8,3,2,0,32768,0.000359,1279.194,134
1084,256,8,3,2,0,65536,0.000472,1132.894,88
1085,256,8,3,3,0,1024,0.000412,1185.562,93
1086,256,8,3,3,0,2048,0.000405,1160.292,92
1087,256,8,3,3,0,4096,0.000374,1196.468,92
1088,256,8,3,3,0,8192,0.000385,1199.926,92
1089,256,8,3,3,0,16384,0.000386,1273.076,100
1090,256,8,3,3,0,32768,0.000374,1188.222,92
1091,256,8,3,3,0,65536,0.000401,1223.068,100
1092,256,8,4,1,0,1024,0.000303,1066.660,104
1093,256,8,4,1,0,2048,0.000293,1065.064,104
1094,256,8,4,1,0,4096,0.000293,1067.192,104
1095,256,8,4,1,0,8192,0.000293,1067.724,104
1096,256,8,4,1,0,16384,0.000302,937.384,82
1097,256,8,4,1,0,32768,0.000309,921.158,80
1098,256,8,4,1,0,65536,0.000316,909.188,74
1099,256,8,4,2,0,1024,0.000344,1312.710,132
1100,256,8,4,2,0,2048,0.000349,1284.514,130
1101,256,8,4,2,0,4096,0.000345,1290.366,130
1102,256,8,4,2,0,8192,0.000343,1289.568,130
1103,256,8,4,2,0,16384,0.000343,1307.922,132
1104,256,8,4,2,0,32768,0.000333,1282.918,130
1105,256,8,4,2,0,65536,0.000395,1038.198,92
1106,256,8,4,3,0,1024,0.000365,1272.278,105
1107,256,8,4,3,0,2048,0.000343,1256.850,104
1108,256,8,4,3,0,4096,0.000345,1263.766,104
1109,256,8,4,3,0,8192,0.000362,1256.850,104
1110,256,8,4,3,0,16384,0.000349,1308.454,110
1111,256,8,4,3,0,32768,0.000339,1261.106,104
1112,256,8,4,3,0,65536,0.000371,1191.680,96
1113,256,8,5,1,0,1024,0.000343,1006.012,84
1114,256,8,5,1,0,2048,0.000330,1012.396,84
1115,256,8,5,1,0,4096,0.000349,1010.534,84
1116,256,8,5,1,0,8192,0.000351,1013.460,84
1117,256,8,5,1,0,16384,0.000351,1013.460,84
1118,256,8,5,1,0,32768,0.000342,1007.342,84
1119,256,8,5,1,0,65536,0.000329,919.562,69
1120,256,8,5,2,0,1024,0.000413,1336.650,137
1121,256,8,5,2,0,2048,0.000416,1352.078,137
1122,256,8,5,2,0,4096,0.000425,1350.216,137
1123,256,8,5,2,0,8192,0.000377,1452.094,150
1124,256,8,5,2,0,16384,0.000389,1517.530,152
1125,256,8,5,2,0,32768,0.000389,1341.704,137
1126,256,8,5,2,0,65536,0.000430,1179.976,113
1127,256,8,5,3,0,1024,0.000363,1245.412,94
1128,256,8,5,3,0,2048,0.000359,1212.960,93
1129,256,8,5,3,0,4096,0.000357,1206.310,93
1130,256,8,5,3,0,8192,0.000364,1219.610,93
1131,256,8,5,3,0,16384,0.000364,1277.864,101
1132,256,8,5,3,0,32768,0.000353,1204.182,93
1133,256,8,5,3,0,65536,0.000391,1157.898,101
1134,256,8,6,1,0,1024,0.000327,1233.176,122
1135,256,8,6,1,0,2048,0.000323,1228.388,122
1136,256,8,6,1,0,4096,0.000321,1228.920,122
1137,256,8,6,1,0,8192,0.000326,1233.974,122
1138,256,8,6,1,0,16384,0.000319,1075.704,98
1139,256,8,6,1,0,32768,0.000313,1079.428,98
1140,256,8,6,1,0,65536,0.000307,1143.002,106
1141,256,8,6,2,0,1024,0.000235,1083.418,93
1142,256,8,6,2,0,2048,0.000235,1077.034,93
1143,256,8,6,2,0,4096,0.000235,1078.896,93
1144,256,8,6,2,0,8192,0.000242,1075.172,93
1145,256,8,6,2,0,16384,0.000233,1071.182,93
1146,256,8,6,2,0,32768,0.000205,1062.404,88
1147,256,8,6,2,0,65536,0.000231,1073.576,93
1148,256,8,6,3,0,1024,0.000486,1717.562,154
1149,256,8,6,3,0,2048,0.000469,1646.806,153
1150,256,8,6,3,0,4096,0.000460,1648.668,153
1151,256,8,6,3,0,8192,0.000476,1649.200,153
1152,256,8,6,3,0,16384,0.000458,1788.052,165
1153,256,8,6,3,0,32768,0.000447,1544.396,129
1154,256,8,6,3,0,65536,0.000464,1563.548,137
1155,256,8,7,1,0,1024,0.000415,994.840,85
1156,256,8,7,1,0,2048,0.000410,1014.258,85
1157,256,8,7,1,0,4096,0.000404,1011.066,85
1158,256,8,7,1,0,8192,0.000403,1004.682,85
1159,256,8,7,1,0,16384,0.000411,1001.756,85
1160,256,8,7,1,0,32768,0.000407,992.446,85
1161,256,8,7,1,0,65536,0.000384,988.988,85
1162,256,8,7,2,0,1024,0.000212,1143.534,106
1163,256,8,7,2,0,2048,0.000214,1144.332,106
1164,256,8,7,2,0,4096,0.000212,1145.928,106
1165,256,8,7,2,0,8192,0.000216,1138.214,106
1166,256,8,7,2,0,16384,0.000218,1143.534,106
1167,256,8,7,2,0,32768,0.000228,1163.484,105
1168,256,8,7,2,0,65536,0.000228,1013.194,90
1169,256,8,7,3,0,1024,0.000433,1642.284,139
1170,256,8,7,3,0,2048,0.000430,1601.586,139
1171,256,8,7,3,0,4096,0.000412,1605.842,139
1172,256,8,7,3,0,8192,0.000411,1596.000,139
1173,256,8,7,3,0,16384,0.000409,1605.576,139
1174,256,8,7,3,0,32768,0.000423,1462.734,123
1175,256,8,7,3,0,65536,0.000421,1676.332,139
1176,256,9,1,1,0,1024,0.000285,882.056,92
1177,256,9,1,1,0,2048,0.000285,881.258,92
1178,256,9,1,1,0,4096,0.000285,879.396,92
1179,256,9,1,1,0,8192,0.000281,973.560,92
1180,256,9,1,1,0,16384,0.000292,880.992,92
1181,256,9,1,1,0,32768,0.000283,867.692,92
1182,256,9,1,1,0,65536,0.000283,868.756,92
1183,256,9,1,2,0,1024,0.000511,1162.952,110
1184,256,9,1,2,0,2048,0.000459,1127.042,96
1185,256,9,1,2,0,4096,0.000459,1126.244,96
1186,256,9,1,2,0,8192,0.000458,1126.244,96
1187,256,9,1,2,0,16384,0.000405,1139.810,113
1188,256,9,1,2,0,32768,0.000404,1073.842,111
1189,256,9,1,2,0,65536,0.000468,1091.132,88
1190,256,9,1,3,0,1024,0.000440,1210.832,109
1191,256,9,1,3,0,2048,0.000435,1185.562,108
1192,256,9,1,3,0,4096,0.000410,1267.756,108
1193,256,9,1,3,0,8192,0.000410,1272.012,108
1194,256,9,1,3,0,16384,0.000409,1335.852,116
1195,256,9,1,3,0,32768,0.000410,1262.436,108
1196,256,9,1,3,0,65536,0.000456,1231.048,108
1197,256,9,2,1,0,1024,0.000252,874.076,74
1198,256,9,2,1,0,2048,0.000255,871.682,74
1199,256,9,2,1,0,4096,0.000252,866.362,74
1200,256,9,2,1,0,8192,0.000255,923.020,74
1201,256,9,2,1,0,16384,0.000245,863.170,74
1202,256,9,2,1,0,32768,0.000253,851.732,74
1203,256,9,2,1,0,65536,0.000256,738.416,66
1204,256,9,2,2,0,1024,0.000420,1037.932,93
1205,256,9,2,2,0,2048,0.000371,1108.422,93
1206,256,9,2,2,0,4096,0.000378,1107.092,93
1207,256,9,2,2,0,8192,0.000371,1107.092,93
1208,256,9,2,2,0,16384,0.000352,1043.252,95
1209,256,9,2,2,0,32768,0.000345,1001.224,93
1210,256,9,2,2,0,65536,0.000377,1090.068,93
1211,256,9,2,3,0,1024,0.000417,1284.514,107
1212,256,9,2,3,0,2048,0.000381,1259.510,106
1213,256,9,2,3,0,4096,0.000382,1269.618,106
1214,256,9,2,3,0,8192,0.000384,1274.406,106
1215,256,9,2,3,0,16384,0.000390,1329.468,110
1216,256,9,2,3,0,32768,0.000405,1281.056,106
1217,256,9,2,3,0,65536,0.000419,1138.746,90
1218,256,9,3,1,0,1024,0.000342,1010.002,76
1219,256,9,3,1,0,2048,0.000344,996.968,76
1220,256,9,3,1,0,4096,0.000342,1006.544,76
1221,256,9,3,1,0,8192,0.000354,999.096,76
1222,256,9,3,1,0,16384,0.000333,1011.864,78
1223,256,9,3,1,0,32768,0.000334,983.668,76
1224,256,9,3,1,0,65536,0.000334,939.512,68
1225,256,9,3,2,0,1024,0.000483,1243.816,110
1226,256,9,3,2,0,2048,0.000460,1149.120,96
1227,256,9,3,2,0,4096,0.000462,1147.258,96
1228,256,9,3,2,0,8192,0.000462,1146.194,96
1229,256,9,3,2,0,16384,0.000364,1322.552,136
1230,256,9,3,2,0,32768,0.000359,1279.194,134
1231,256,9,3,2,0,65536,0.000472,1132.894,88
1232,256,9,3,3,0,1024,0.000412,1185.562,93
1233,256,9,3,3,0,2048,0.000405,1160.292,92
1234,256,9,3,3,0,4096,0.000374,1196.468,92
1235,256,9,3,3,0,8192,0.000385,1199.926,92
1236,256,9,3,3,0,16384,0.000386,1273.076,100
1237,256,9,3,3,0,32768,0.000374,1188.222,92
1238,256,9,3,3,0,65536,0.000401,1223.068,100
1239,256,9,4,1,0,1024,0.000303,1066.660,104
1240,256,9,4,1,0,2048,0.000293,1065.064,104
1241,256,9,4,1,0,4096,0.000293,1067.192,104
1242,256,9,4,1,0,8192,0.000293,1067.724,104
1243,256,9,4,1,0,16384,0.000302,937.384,82
1244,256,9,4,1,0,32768,0.000309,921.158,80
1245,256,9,4,1,0,65536,0.000316,909.188,74
1246,256,9,4,2,0,1024,0.000344,1312.710,132
1247,256,9,4,2,0,2048,0.000349,1284.514,130
1248,256,9,4,2,0,4096,0.000345,1290.366,130
1249,256,9,4,2,0,8192,0.000343,1289.568,130
1250,256,9,4,2,0,16384,0.000343,1307.922,132
1251,256,9,4,2,0,32768,0.000333,1282.918,130
1252,256,9,4,2,0,65536,0.000395,1038.198,92
1253,256,9,4,3,0,1024,0.000365,1272.278,105
1254,256,9,4,3,0,2048,0.000343,1256.850,104
1255,256,9,4,3,0,4096,0.000345,1263.766,104
1256,256,9,4,3,0,8192,0.000362,1256.850,104
1257,256,9,4,3,0,16384,0.000349,1308.454,110
1258,256,9,4,3,0,32768,0.000339,1261.106,104
1259,256,9,4,3,0,65536,0.000371,1191.680,96
1260,256,9,5,1,0,1024,0.000343,1006.012,84
1261,256,9,5,1,0,2048,0.000330,1012.396,84
1262,256,9,5,1,0,4096,0.000349,1010.534,84
1263,256,9,5,1,0,8192,0.000351,1013.460,84
1264,256,9,5,1,0,16384,0.000351,1013.460,84
1265,256,9,5,1,0,32768,0.000342,1007.342,84
1266,256,9,5,1,0,65536,0.000329,919.562,69
1267,256,9,5,2,0,1024,0.000413,1336.650,137
1268,256,9,5,2,0,2048,0.000416,1352.078,137
1269,256,9,5,2,0,4096,0.000425,1350.216,137
1270,256,9,5,2,0,8192,0.000377,1452.094,150
1271,256,9,5,2,0,16384,0.000389,1517.530,152
1272,256,9,5,2,0,32768,0.000389,1341.704,137
1273,256,9,5,2,0,65536,0.000430,1179.976,113
1274,256,9,5,3,0,1024,0.000363,1245.412,94
1275,256,9,5,3,0,2048,0.000359,1212.960,93
1276,256,9,5,3,0,4096,0.000357,1206.310,93
1277,256,9,5,3,0,8192,0.000364,1219.610,93
1278,256,9,5,3,0,16384,0.000364,1277.864,101
1279,256,9,5,3,0,32768,0.000353,1204.182,93
1280,256,9,5,3,0,65536,0.000391,1157.898,101
1281,256,9,6,1,0,1024,0.000327,1233.176,122
1282,256,9,6,1,0,2048,0.000323,1228.388,122
1283,256,9,6,1,0,4096,0.000321,1228.920,122
1284,256,9,6,1,0,8192,0.000326,1233.974,122
1285,256,9,6,1,0,16384,0.000319,1075.704,98
1286,256,9,6,1,0,32768,0.000313,1079.428,98
1287,256,9,6,1,0,65536,0.000307,1143.002,106
1288,256,9,6,2,0,1024,0.000235,1083.418,93
1289,256,9,6,2,0,2048,0.000235,1077.034,93
1290,256,9,6,2,0,4096,0.000235,1078.896,93
1291,256,9,6,2,0,8192,0.000242,1075.172,93
1292,256,9,6,2,0,16384,0.000233,1071.182,93
1293,256,9,6,2,0,32768,0.000205,1062.404,88
1294,256,9,6,2,0,65536,0.000231,1073.576,93
1295,256,9,6,3,0,1024,0.000486,1717.562,154
1296,256,9,6,3,0,2048,0.000469,1646.806,153
1297,256,9,6,3,0,4096,0.000460,1648.668,153
1298,256,9,6,3,0,8192,0.000476,1649.200,153
1299,256,9,6,3,0,16384,0.000458,1788.052,165
1300,256,9,6,3,0,32768,0.000447,1544.396,129
1301,256,9,6,3,0,65536,0.000464,1563.548,137
1302,256,9,7,1,0,1024,0.000415,994.840,85
1303,256,9,7,1,0,2048,0.000410,1014.258,85
1304,256,9,7,1,0,4096,0.000404,1011.066,85
1305,256,9,7,1,0,8192,0.000403,1004.682,85
1306,256,9,7,1,0,16384,0.000411,1001.756,85
1307,256,9,7,1,0,32768,0.000407,992.446,85
1308,256,9,7,1,0,65536,0.000384,988.988,85
1309,256,9,7,2,0,1024,0.000212,1143.534,106
1310,256,9,7,2,0,2048,0.000214,1144.332,106
1311,256,9,7,2,0,4096,0.000212,1145.928,106
1312,256,9,7,2,0,8192,0.000216,1138.214,106
1313,256,9,7,2,0,16384,0.000218,1143.534,106
1314,256,9,7,2,0,32768,0.000228,1163.484,105
1315,256,9,7,2,0,65536,0.000228,1013.194,90
1316,256,9,7,3,0,1024,0.000433,1642.284,139
1317,256,9,7,3,0,2048,0.000430,1601.586,139
1318,256,9,7,3,0,4096,0.000412,1605.842,139
1319,256,9,7,3,0,8192,0.000411,1596.000,139
1320,256,9,7,3,0,16384,0.000409,1605.576,139
1321,256,9,7,3,0,32768,0.000423,1462.734,123
1322,256,9,7,3,0,65536,0.000421,1676.332,139
1323,256,10,1,1,0,1024,0.000285,882.056,92
1324,256,10,1,1,0,2048,0.000285,881.258,92
1325,256,10,1,1,0,4096,0.000285,879.396,92
1326,256,10,1,1,0,8192,0.000281,973.560,92
1327,256,10,1,1,0,16384,0.000292,880.992,92
1328,256,10,1,1,0,32768,0.000283,867.692,92
1329,256,10,1,1,0,65536,0.000283,868.756,92
1330,256,10,1,2,0,1024,0.000511,1162.952,110
1331,256,10,1,2,0,2048,0.000459,1127.042,96
1332,256,10,1,2,0,4096,0.000459,1126.244,96
1333,256,10,1,2,0,8192,0.000458,1126.244,96
1334,256,10,1,2,0,16384,0.000405,1139.810,113
1335,256,10,1,2,0,32768,0.000404,1073.842,111
1336,256,10,1,2,0,65536,0.000468,1091.132,88
1337,256,10,1,3,0,1024,0.000440,1210.832,109
1338,256,10,1,3,0,2048,0.000435,1185.562,108
1339,256,10,1,3,0,4096,0.000410,1267.756,108
1340,256,10,1,3,0,8192,0.000410,1272.012,108
1341,256,10,1,3,0,16384,0.000409,1335.852,116
1342,256,10,1,3,0,32768,0.000410,1262.436,108
1343,256,10,1,3,0,65536,0.000456,1231.048,108
1344,256,10,2,1,0,1024,0.000252,874.076,74
1345,256,10,2,1,0,2048,0.000255,871.682,74
1346,256,10,2,1,0,4096,0.000252,866.362,74
1347,256,10,2,1,0,8192,0.000255,923.020,74
1348,256,10,2,1,0,16384,0.000245,863.170,74
1349,256,10,2,1,0,32768,0.000253,851.732,74
1350,256,10,2,1,0,65536,0.000256,738.416,66
1351,256,10,2,2,0,1024,0.000420,1037.932,93
1352,256,10,2,2,0,2048,0.000371,1108.422,93
1353,256,10,2,2,0,4096,0.000378,1107.092,93
1354,256,10,2,2,0,8192,0.000371,1107.092,93
1355,256,10,2,2,0,16384,0.000352,1043.252,95
1356,256,10,2,2,0,32768,0.000345,1001.224,93
1357,256,10,2,2,0,65536,0.000377,1090.068,93
1358,256,10,2,3,0,1024,0.000417,1284.514,107
1359,256,10,2,3,0,2048,0.000381,1259.510,106
1360,256,10,2,3,0,4096,0.000382,1269.618,106
1361,256,10,2,3,0,8192,0.000384,1274.406,106
1362,256,10,2,3,0,16384,0.000390,1329.468,110
1363,256,10,2,3,0,32768,0.000405,1281.056,106
1364,256,10,2,3,0,65536,0.000419,1138.746,90
1365,256,10,3,1,0,1024,0.000342,1010.002,76
1366,256,10,3,1,0,2048,0.000344,996.968,76
1367,256,10,3,1,0,4096,0.000342,1006.544,76
1368,256,10,3,1,0,8192,0.000354,999.096,76
1369,256,10,3,1,0,16384,0.000333,1011.864,78
1370,256,10,3,1,0,32768,0.000334,983.668,76
1371,256,10,3,1,0,65536,0.000334,939.512,68
1372,256,10,3,2,0,1024,0.000483,1243.816,110
1373,256,10,3,2,0,2048,0.000460,1149.120,96
1374,256,10,3,2,0,4096,0.000462,1147.258,96
1375,256,10,3,2,0,8192,0.000462,1146.194,96
1376,256,10,3,2,0,16384,0.000364,1322.552,136
1377,256,10,3,2,0,32768,0.000359,1279.194,134
1378,256,10,3,2,0,65536,0.000472,1132.894,88
1379,256,10,3,3,0,1024,0.000412,1185.562,93
1380,256,10,3,3,0,2048,0.000405,1160.292,92
1381,256,10,3,3,0,4096,0.000374,1196.468,92
1382,256,10,3,3,0,8192,0.000385,1199.926,92
1383,256,10,3,3,0,16384,0.000386,1273.076,100
1384,256,10,3,3,0,32768,0.000374,1188.222,92
1385,256,10,3,3,0,65536,0.000401,1223.068,100
1386,256,10,4,1,0,1024,0.000303,1066.660,104
1387,256,10,4,1,0,2048,0.000293,1065.064,104
1388,256,10,4,1,0,4096,0.000293,1067.192,104
1389,256,10,4,1,0,8192,0.000293,1067.724,104
1390,256,10,4,1,0,16384,0.000302,937.384,82
1391,256,10,4,1,0,32768,0.000309,921.158,80
1392,256,10,4,1,0,65536,0.000316,909.188,74
1393,256,10,4,2,0,1024,0.000344,1312.710,132
1394,256,10,4,2,0,2048,0.000349,1284.514,130
1395,256,10,4,2,0,4096,0.000345,1290.366,130
1396,256,10,4,2,0,8192,0.000343,1289.568,130
1397,256,10,4,2,0,16384,0.000343,1307.922,132
1398,256,10,4,2,0,32768,0.000333,1282.918,130
1399,256,10,4,2,0,65536,0.000395,1038.198,92
1400,256,10,4,3,0,1024,0.000365,1272.278,105
1401,256,10,4,3,0,2048,0.000343,1256.850,104
1402,256,10,4,3,0,4096,0.000345,1263.766,104
1403,256,10,4,3,0,8192,0.000362,1256.850,104
1404,256,10,4,3,0,16384,0.000349,1308.454,110
1405,256,10,4,3,0,32768,0.000339,1261.106,104
1406,256,10,4,3,0,65536,0.000371,1191.680,96
1407,256,10,5,1,0,1024,0.000343,1006.012,84
1408,256,10,5,1,0,2048,0.000330,1012.396,84
1409,256,10,5,1,0,4096,0.000349,1010.534,84
1410,256,10,5,1,0,8192,0.000351,1013.460,84
1411,256,10,5,1,0,16384,0.000351,1013.460,84
1412,256,10,5,1,0,32768,0.000342,1007.342,84
1413,256,10,5,1,0,65536,0.000329,919.562,69
1414,256,10,5,2,0,1024,0.000413,1336.650,137
1415,256,10,5,2,0,2048,0.000416,1352.078,137
1416,256,10,5,2,0,4096,0.000425,1350.216,137
1417,256,10,5,2,0,8192,0.000377,1452.094,150
1418,256,10,5,2,0,16384,0.000389,1517.530,152
1419,256,10,5,2,0,32768,0.000389,1341.704,137
1420,256,10,5,2,0,65536,0.000430,1179.976,113
1421,256,10,5,3,0,1024,0.000363,1245.412,94
1422,256,10,5,3,0,2048,0.000359,1212.960,93
1423,256,10,5,3,0,4096,0.000357,1206.310,93
1424,256,10,5,3,0,8192,0.000364,1219.610,93
1425,256,10,5,3,0,16384,0.000364,1277.864,101
1426,256,10,5,3,0,32768,0.000353,1204.182,93
1427,256,10,5,3,0,65536,0.000391,1157.898,101
1428,256,10,6,1,0,1024,0.000327,1233.176,122
1429,256,10,6,1,0,2048,0.000323,1228.388,122
1430,256,10,6,1,0,4096,0.000321,1228.920,122
1431,256,10,6,1,0,8192,0.000326,1233.974,122
1432,256,10,6,1,0,16384,0.000319,1075.704,98
1433,256,10,6,1,0,32768,0.000313,1079.428,98
1434,256,10,6,1,0,65536,0.000307,1143.002,106
1435,256,10,6,2,0,1024,0.000235,1083.418,93
1436,256,10,6,2,0,2048,0.000235,1077.034,93
1437,256,10,6,2,0,4096,0.000235,1078.896,93
1438,256,10,6,2,0,8192,0.000242,1075.172,93
1439,256,10,6,2,0,16384,0.000233,1071.182,93
1440,256,10,6,2,0,32768,0.000205,1062.404,88
1441,256,10,6,2,0,65536,0.000231,1073.576,93
1442,256,10,6,3,0,1024,0.000486,1717.562,154
1443,256,10,6,3,0,2048,0.000469,1646.806,153
1444,256,10,6,3,0,4096,0.000460,1648.668,153
1445,256,10,6,3,0,8192,0.000476,1649.200,153
1446,256,10,6,3,0,16384,0.000458,1788.052,165
1447,256,10,6,3,0,32768,0.000447,1544.396,129
1448,256,10,6,3,0,65536,0.000464,1563.548,137
1449,256,10,7,1,0,1024,0.000415,994.840,85
1450,256,10,7,1,0,2048,0.000410,1014.258,85
1451,256,10,7,1,0,4096,0.000404,1011.066,85
1452,256,10,7,1,0,8192,0.000403,1004.682,85
1453,256,10,7,1,0,16384,0.000411,1001.756,85
1454,256,10,7,1,0,32768,0.000407,992.446,85
1455,256,10,7,1,0,65536,0.000384,988.988,85
1456,256,10,7,2,0,1024,0.000212,1143.534,106
1457,256,10,7,2,0,2048,0.000214,1144.332,106
1458,256,10,7,2,0,4096,0.000212,1145.928,106
1459,256,10,7,2,0,8192,0.000216,1138.214,106
1460,256,10,7,2,0,16384,0.000218,1143.534,106
1461,256,10,7,2,0,32768,0.000228,1163.484,105
1462,256,10,7,2,0,65536,0.000228,1013.194,90
1463,256,10,7,3,0,1024,0.000433,1642.284,139
1464,256,10,7,3,0,2048,0.000430,1601.586,139
1465,256,10,7,3,0,4096,0.000412,1605.842,139
1466,256,10,7,3,0,8192,0.000411,1596.000,139
1467,256,10,7,3,0,16384,0.000409,1605.576,139
1468,256,10,7,3,0,32768,0.000423,1462.734,123
1469,256,10,7,3,0,65536,0.000421,1676.332,139
1470,256,11,1,1,0,1024,0.000285,882.056,92
1471,256,11,1,1,0,2048,0.000285,881.258,92
1472,256,11,1,1,0,4096,0.000285,879.396,92
1473,256,11,1,1,0,8192,0.000281,973.560,92
1474,256,11,1,1,0,16384,0.000292,880.992,92
1475,256,11,1,1,0,32768,0.000283,867.692,92
1476,256,11,1,1,0,65536,0.000283,868.756,92
1477,256,11,1,2,0,1024,0.000511,1162.952,110
1478,256,11,1,2,0,2048,0.000459,1127.042,96
1479,256,11,1,2,0,4096,0.000459,1126.244,96
1480,256,11,1,2,0,8192,0.000458,1126.244,96
1481,256,11,1,2,0,16384,0.000405,1139.810,113
1482,256,11,1,2,0,32768,0.000404,1073.842,111
1483,256,11,1,2,0,65536,0.000468,1091.132,88
1484,256,11,1,3,0,1024,0.000440,1210.832,109
1485,256,11,1,3,0,2048,0.000435,1185.562,108
1486,256,11,1,3,0,4096,0.000410,1267.756,108
1487,256,11,1,3,0,8192,0.000410,1272.012,108
1488,256,11,1,3,0,16384,0.000409,1335.852,116
1489,256,11,1,3,0,32768,0.000410,1262.436,108
1490,256,11,1,3,0,65536,0.000456,1231.048,108
