n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,B,knob_DATA_BLOCK,obj1,obj2,lut,ff,dsp,bram
1548,1024,1,4,4,2,8,0,1048576,3.470067,39,144,47,1,0
1549,1024,1,4,4,2,8,0,524288,3.274865,80,222,49,1,0
1550,1024,1,4,4,2,8,0,262144,3.658815,103,413,60,1,0
1554,1024,1,4,4,2,16,0,1048576,5.528938,40,183,38,1,0
1555,1024,1,4,4,2,16,0,524288,3.671396,62,207,40,1,0
1556,1024,1,4,4,2,16,0,262144,7.031746,108,333,44,1,0
1560,1024,1,4,4,4,1,0,1048576,4.046266,47,168,41,1,0
1561,1024,1,4,4,4,1,0,524288,4.85115,61,223,43,1,0
1562,1024,1,4,4,4,1,0,262144,5.83079,123,356,47,1,0
1566,1024,1,4,4,4,2,0,1048576,4.837303,42,155,75,1,0
1567,1024,1,4,4,4,2,0,524288,3.353369,68,211,77,1,0
1568,1024,1,4,4,4,2,0,262144,4.155016,113,327,81,1,0
1572,1024,1,4,4,4,4,0,1048576,4.56366,33,160,70,1,0
1573,1024,1,4,4,4,4,0,524288,4.61957,54,230,72,1,0
1574,1024,1,4,4,4,4,0,262144,3.943407,126,410,79,1,0
1578,1024,1,4,4,4,8,0,1048576,4.598381,37,150,73,1,0
1579,1024,1,4,4,4,8,0,524288,4.067476,58,229,75,1,0
1580,1024,1,4,4,4,8,0,262144,4.847033,111,352,79,1,0
1584,1024,1,4,4,4,16,0,1048576,5.854613,41,187,106,1,0
1585,1024,1,4,4,4,16,0,524288,4.843361,73,262,108,1,0
1586,1024,1,4,4,4,16,0,262144,5.638492,120,397,115,1,0
1590,1024,1,4,4,8,1,0,1048576,6.713947,54,260,105,1,0
1591,1024,1,4,4,8,1,0,524288,6.87817,108,353,107,1,0
1592,1024,1,4,4,8,1,0,262144,5.901564,140,493,114,1,0
1596,1024,1,4,4,8,2,0,1048576,6.308212,56,248,108,1,0
1597,1024,1,4,4,8,2,0,524288,6.975152,77,350,110,1,0
1598,1024,1,4,4,8,2,0,262144,7.302742,206,584,114,1,0
1602,1024,1,4,4,8,4,0,1048576,4.127092,47,166,47,1,0
1603,1024,1,4,4,8,4,0,524288,3.702932,99,303,50,1,0
1604,1024,1,4,4,8,4,0,262144,3.956138,123,499,56,1,0
1608,1024,1,4,4,8,8,0,1048576,4.212,55,253,38,1,0
1609,1024,1,4,4,8,8,0,524288,5.144895,78,339,40,1,0
1610,1024,1,4,4,8,8,0,262144,5.529233,127,481,46,1,0
1614,1024,1,4,4,8,16,0,1048576,3.872133,55,270,41,1,0
1615,1024,1,4,4,8,16,0,524288,5.644411,101,349,43,1,0
1616,1024,1,4,4,8,16,0,262144,7.25542,174,516,47,1,0
1620,1024,1,4,4,16,1,0,1048576,7.186716,37,130,55,1,0
1621,1024,1,4,4,16,1,0,524288,3.215322,51,190,57,1,0
1622,1024,1,4,4,16,1,0,262144,2.869574,111,310,64,1,0
1626,1024,1,4,4,16,2,0,1048576,6.248599,29,136,48,1,0
1627,1024,1,4,4,16,2,0,524288,8.34606,46,220,50,1,0
1628,1024,1,4,4,16,2,0,262144,10.751431,146,468,54,1,0
1632,1024,1,4,4,16,4,0,1048576,3.20869,37,156,45,1,0
1633,1024,1,4,4,16,4,0,524288,3.425202,74,202,47,1,0
1634,1024,1,4,4,16,4,0,262144,2.748769,107,412,54,1,0
1638,1024,1,4,4,16,8,0,1048576,3.838977,43,199,61,1,0
1639,1024,1,4,4,16,8,0,524288,3.299628,53,215,63,1,0
1640,1024,1,4,4,16,8,0,262144,4.296435,115,472,67,1,0
1644,1024,1,4,4,16,16,0,1048576,4.118316,44,217,89,1,0
1645,1024,1,4,4,16,16,0,524288,3.709576,79,311,91,1,0
1646,1024,1,4,4,16,16,0,262144,3.61277,101,366,98,1,0
1650,1024,1,4,8,1,1,0,1048576,3.970959,43,220,85,1,0
1651,1024,1,4,8,1,1,0,524288,3.834029,77,279,87,1,0
1652,1024,1,4,8,1,1,0,262144,3.883437,161,429,91,1,0
1656,1024,1,4,8,1,2,0,1048576,3.472599,42,191,45,1,0
1657,1024,1,4,8,1,2,0,524288,2.663267,84,298,47,1,0
1658,1024,1,4,8,1,2,0,262144,3.022224,136,562,58,1,0
1662,1024,1,4,8,1,4,0,1048576,6.718808,78,353,136,1,0
1663,1024,1,4,8,1,4,0,524288,6.173964,110,435,138,1,0
1664,1024,1,4,8,1,4,0,262144,6.466147,217,656,142,1,0
1668,1024,1,4,8,1,8,0,1048576,2.927972,51,208,45,1,0
1669,1024,1,4,8,1,8,0,524288,4.086794,89,298,47,1,0
1670,1024,1,4,8,1,8,0,262144,4.116369,141,465,55,1,0
1674,1024,1,4,8,1,16,0,1048576,5.889976,75,328,136,1,0
1675,1024,1,4,8,1,16,0,524288,6.374103,116,442,138,1,0
1676,1024,1,4,8,1,16,0,262144,7.243555,199,653,142,1,0
1680,1024,1,4,8,2,1,0,1048576,8.107975,41,136,59,1,0
1681,1024,1,4,8,2,1,0,524288,8.552866,56,186,61,1,0
1682,1024,1,4,8,2,1,0,262144,7.044106,88,287,68,1,0
1686,1024,1,4,8,2,2,0,1048576,9.048287,30,141,50,1,0
1687,1024,1,4,8,2,2,0,524288,7.100235,60,184,52,1,0
1688,1024,1,4,8,2,2,0,262144,10.127613,95,304,59,1,0
1692,1024,1,4,8,2,4,0,1048576,7.745882,28,135,53,1,0
1693,1024,1,4,8,2,4,0,524288,9.492023,49,199,55,1,0
1694,1024,1,4,8,2,4,0,262144,9.216133,96,317,62,1,0
1698,1024,1,4,8,2,8,0,1048576,9.365642,34,130,54,1,0
1699,1024,1,4,8,2,8,0,524288,6.521362,49,199,56,1,0
1700,1024,1,4,8,2,8,0,262144,9.913007,93,317,63,1,0
1704,1024,1,4,8,2,16,0,1048576,9.586554,30,129,55,1,0
1705,1024,1,4,8,2,16,0,524288,9.050128,55,201,57,1,0
1706,1024,1,4,8,2,16,0,262144,8.895453,89,318,64,1,0
1710,1024,1,4,8,4,1,0,1048576,8.55217,32,136,59,1,0
1711,1024,1,4,8,4,1,0,524288,7.633449,51,186,61,1,0
1712,1024,1,4,8,4,1,0,262144,7.191818,93,304,68,1,0
1716,1024,1,4,8,4,2,0,1048576,7.761581,32,140,50,1,0
1717,1024,1,4,8,4,2,0,524288,8.837071,56,189,52,1,0
1718,1024,1,4,8,4,2,0,262144,7.148626,95,291,59,1,0
1722,1024,1,4,8,4,4,0,1048576,8.251644,43,137,53,1,0
1723,1024,1,4,8,4,4,0,524288,8.234184,59,199,55,1,0
1724,1024,1,4,8,4,4,0,262144,7.385623,93,317,62,1,0
1728,1024,1,4,8,4,8,0,1048576,8.656415,34,137,54,1,0
1729,1024,1,4,8,4,8,0,524288,10.194288,63,199,56,1,0
1730,1024,1,4,8,4,8,0,262144,9.133223,88,317,63,1,0
1734,1024,1,4,8,4,16,0,1048576,6.97298,34,133,55,1,0
1735,1024,1,4,8,4,16,0,524288,7.30534,56,200,57,1,0
1736,1024,1,4,8,4,16,0,262144,10.592743,96,318,64,1,0
1740,1024,1,4,8,8,1,0,1048576,7.780724,34,137,61,1,0
1741,1024,1,4,8,8,1,0,524288,7.31962,60,204,63,1,0
1742,1024,1,4,8,8,1,0,262144,6.590883,94,321,70,1,0
1746,1024,1,4,8,8,2,0,1048576,10.148185,43,143,52,1,0
1747,1024,1,4,8,8,2,0,524288,11.848326,57,199,54,1,0
1748,1024,1,4,8,8,2,0,262144,7.345962,99,318,61,1,0
1752,1024,1,4,8,8,4,0,1048576,8.613584,32,144,55,1,0
1753,1024,1,4,8,8,4,0,524288,6.982383,54,202,57,1,0
1754,1024,1,4,8,8,4,0,262144,8.575162,100,320,64,1,0
1758,1024,1,4,8,8,8,0,1048576,7.634371,34,154,56,1,0
1759,1024,1,4,8,8,8,0,524288,8.860303,64,204,58,1,0
1760,1024,1,4,8,8,8,0,262144,8.971141,114,318,65,1,0
1764,1024,1,4,8,8,16,0,1048576,8.920266,34,153,57,1,0
1765,1024,1,4,8,8,16,0,524288,8.19282,58,204,59,1,0
1766,1024,1,4,8,8,16,0,262144,9.947249,97,320,66,1,0
1770,1024,1,4,8,16,1,0,1048576,7.287227,34,151,61,1,0
1771,1024,1,4,8,16,1,0,524288,10.015101,51,206,63,1,0
1772,1024,1,4,8,16,1,0,262144,9.125156,96,324,70,1,0
1776,1024,1,4,8,16,2,0,1048576,8.703666,38,162,53,1,0
1777,1024,1,4,8,16,2,0,524288,8.797699,57,207,54,1,0
1778,1024,1,4,8,16,2,0,262144,8.959435,100,317,60,1,0
1782,1024,1,4,8,16,4,0,1048576,9.284054,37,158,55,1,0
1783,1024,1,4,8,16,4,0,524288,9.563484,63,219,57,1,0
1784,1024,1,4,8,16,4,0,262144,10.136315,104,324,65,1,0
1788,1024,1,4,8,16,8,0,1048576,8.782881,35,159,56,1,0
1789,1024,1,4,8,16,8,0,524288,8.03726,54,211,58,1,0
1790,1024,1,4,8,16,8,0,262144,9.777043,91,318,64,1,0
1794,1024,1,4,8,16,16,0,1048576,9.344698,37,159,57,1,0
1795,1024,1,4,8,16,16,0,524288,10.954264,64,216,59,1,0
1796,1024,1,4,8,16,16,0,262144,8.51852,107,319,65,1,0
1800,1024,1,8,1,1,1,0,1048576,9.150858,40,146,61,1,0
1801,1024,1,8,1,1,1,0,524288,8.373777,49,206,63,1,0
1802,1024,1,8,1,1,1,0,262144,9.860227,94,325,70,1,0
1806,1024,1,8,1,1,2,0,1048576,8.553139,38,162,53,1,0
1807,1024,1,8,1,1,2,0,524288,8.835235,58,209,54,1,0
1808,1024,1,8,1,1,2,0,262144,8.963118,94,314,60,1,0
1812,1024,1,8,1,1,4,0,1048576,7.58994,36,157,55,1,0
1813,1024,1,8,1,1,4,0,524288,9.559902,65,219,57,1,0
1814,1024,1,8,1,1,4,0,262144,8.808941,101,326,65,1,0
1818,1024,1,8,1,1,8,0,1048576,8.856685,34,156,56,1,0
1819,1024,1,8,1,1,8,0,524288,9.350403,63,214,58,1,0
1820,1024,1,8,1,1,8,0,262144,10.001975,99,318,64,1,0
1824,1024,1,8,1,1,16,0,1048576,7.91938,36,163,57,1,0
1825,1024,1,8,1,1,16,0,524288,7.988502,63,207,59,1,0
1826,1024,1,8,1,1,16,0,262144,7.320325,93,312,65,1,0
1830,1024,1,8,1,2,1,0,1048576,4.749582,32,165,59,1,0
1831,1024,1,8,1,2,1,0,524288,5.93644,83,259,61,1,0
1832,1024,1,8,1,2,1,0,262144,6.796482,158,354,65,1,0
1836,1024,1,8,1,2,2,0,1048576,6.488944,33,169,51,1,0
1837,1024,1,8,1,2,2,0,524288,5.344975,81,259,53,1,0
1838,1024,1,8,1,2,2,0,262144,10.010339,117,403,59,1,0
1842,1024,1,8,1,2,4,0,1048576,7.063126,36,158,54,1,0
1843,1024,1,8,1,2,4,0,524288,4.75596,76,271,56,1,0
1844,1024,1,8,1,2,4,0,262144,6.126554,118,429,62,1,0
1848,1024,1,8,1,2,8,0,1048576,5.03751,37,157,55,1,0
1849,1024,1,8,1,2,8,0,524288,6.013084,77,271,57,1,0
1850,1024,1,8,1,2,8,0,262144,5.633941,122,429,63,1,0
1854,1024,1,8,1,2,16,0,1048576,5.830374,36,165,59,1,0
1855,1024,1,8,1,2,16,0,524288,5.830374,92,259,61,1,0
1856,1024,1,8,1,2,16,0,262144,6.952592,159,359,65,1,0
1860,1024,1,8,1,4,1,0,1048576,7.685289,48,169,51,1,0
1861,1024,1,8,1,4,1,0,524288,5.840142,85,262,53,1,0
1862,1024,1,8,1,4,1,0,262144,5.167861,121,415,59,1,0
1866,1024,1,8,1,4,2,0,1048576,7.336403,35,166,54,1,0
1867,1024,1,8,1,4,2,0,524288,5.091171,69,273,56,1,0
1868,1024,1,8,1,4,2,0,262144,6.31086,158,369,60,1,0
1872,1024,1,8,1,4,4,0,1048576,5.194318,39,160,55,1,0
1873,1024,1,8,1,4,4,0,524288,5.540163,61,272,57,1,0
1874,1024,1,8,1,4,4,0,262144,4.908331,160,370,61,1,0
1878,1024,1,8,1,4,8,0,1048576,5.613485,40,178,49,1,0
1879,1024,1,8,1,4,8,0,524288,5.069342,49,220,46,1,0
1880,1024,1,8,1,4,8,0,262144,7.312586,119,351,46,1,0
1884,1024,1,8,1,4,16,0,1048576,5.769782,28,148,39,1,0
1885,1024,1,8,1,4,16,0,524288,5.779459,85,238,44,1,0
1886,1024,1,8,1,4,16,0,262144,4.973867,133,483,54,1,0
1890,1024,1,8,1,8,1,0,1048576,6.514473,34,143,42,1,0
1891,1024,1,8,1,8,1,0,524288,5.346849,81,291,47,1,0
1892,1024,1,8,1,8,1,0,262144,6.528183,122,479,54,1,0
1896,1024,1,8,1,8,2,0,1048576,5.467048,42,147,43,1,0
1897,1024,1,8,1,8,2,0,524288,6.509446,63,242,48,1,0
1898,1024,1,8,1,8,2,0,262144,6.797769,129,488,59,1,0
1902,1024,1,8,1,8,4,0,1048576,5.034777,47,193,46,1,0
1903,1024,1,8,1,8,4,0,524288,5.565998,62,262,46,1,0
1904,1024,1,8,1,8,4,0,262144,6.867169,127,350,46,1,0
1908,1024,1,8,1,8,8,0,1048576,8.016998,36,154,39,1,0
1909,1024,1,8,1,8,8,0,524288,5.617221,75,311,44,1,0
1910,1024,1,8,1,8,8,0,262144,5.914774,127,496,55,1,0
1914,1024,1,8,1,8,16,0,1048576,6.093862,37,163,42,1,0
1915,1024,1,8,1,8,16,0,524288,6.507431,86,259,47,1,0
1916,1024,1,8,1,8,16,0,262144,9.290455,122,506,56,1,0
1920,1024,1,8,1,16,1,0,1048576,5.579994,41,159,43,1,0
1921,1024,1,8,1,16,1,0,524288,5.965892,69,244,46,1,0
1922,1024,1,8,1,16,1,0,262144,5.475758,127,496,60,1,0
1926,1024,1,8,1,16,2,0,1048576,6.1724,47,192,46,1,0
1927,1024,1,8,1,16,2,0,524288,4.041094,63,263,46,1,0
1928,1024,1,8,1,16,2,0,262144,9.336024,134,351,46,1,0
1932,1024,1,8,1,16,4,0,1048576,5.827606,32,152,39,1,0
1933,1024,1,8,1,16,4,0,524288,4.8261,78,305,44,1,0
1934,1024,1,8,1,16,4,0,262144,6.582365,123,497,54,1,0
1938,1024,1,8,1,16,8,0,1048576,4.930771,33,151,42,1,0
1939,1024,1,8,1,16,8,0,524288,7.083128,83,310,47,1,0
1940,1024,1,8,1,16,8,0,262144,6.537041,122,497,59,1,0
1944,1024,1,8,1,16,16,0,1048576,5.939191,37,150,43,1,0
1945,1024,1,8,1,16,16,0,524288,6.061168,87,300,48,1,0
1946,1024,1,8,1,16,16,0,262144,6.972672,177,627,57,1,0
1950,1024,1,8,2,1,1,0,1048576,3.80078,34,144,47,1,0
1951,1024,1,8,2,1,1,0,524288,3.339395,80,222,49,1,0
1952,1024,1,8,2,1,1,0,262144,4.118587,110,413,60,1,0
1956,1024,1,8,2,1,2,0,1048576,4.319701,41,183,38,1,0
1957,1024,1,8,2,1,2,0,524288,3.772749,73,206,40,1,0
1958,1024,1,8,2,1,2,0,262144,5.639027,96,333,44,1,0
1962,1024,1,8,2,1,4,0,1048576,4.137005,47,168,41,1,0
1963,1024,1,8,2,1,4,0,524288,4.881397,62,223,43,1,0
1964,1024,1,8,2,1,4,0,262144,10.587842,112,356,47,1,0
1968,1024,1,8,2,1,8,0,1048576,3.898553,32,141,47,1,0
1969,1024,1,8,2,1,8,0,524288,2.983998,86,224,49,1,0
1970,1024,1,8,2,1,8,0,262144,2.890446,105,411,60,1,0
1974,1024,1,8,2,1,16,0,1048576,5.157704,41,184,38,1,0
1975,1024,1,8,2,1,16,0,524288,2.825206,69,207,40,1,0
1976,1024,1,8,2,1,16,0,262144,10.212324,108,342,44,1,0
1980,1024,1,8,2,2,1,0,1048576,3.805383,49,177,41,1,0
1981,1024,1,8,2,2,1,0,524288,4.255645,67,228,43,1,0
1982,1024,1,8,2,2,1,0,262144,5.319136,106,362,47,1,0
1986,1024,1,8,2,2,2,0,1048576,4.667369,40,183,47,1,0
1987,1024,1,8,2,2,2,0,524288,3.999218,72,226,49,1,0
1988,1024,1,8,2,2,2,0,262144,5.069227,108,358,53,1,0
1992,1024,1,8,2,2,4,0,1048576,4.803799,41,183,38,1,0
1993,1024,1,8,2,2,4,0,524288,4.232168,87,257,40,1,0
1994,1024,1,8,2,2,4,0,262144,4.503124,116,406,48,1,0
1998,1024,1,8,2,2,8,0,1048576,4.69671,44,188,41,1,0
1999,1024,1,8,2,2,8,0,524288,5.174113,96,319,43,1,0
2000,1024,1,8,2,2,8,0,262144,4.839594,118,417,51,1,0
2004,1024,1,8,2,2,16,0,1048576,3.827991,41,199,47,1,0
2005,1024,1,8,2,2,16,0,524288,3.155026,76,281,49,1,0
2006,1024,1,8,2,2,16,0,262144,10.349453,124,358,53,1,0
2010,1024,1,8,2,4,1,0,1048576,3.683124,37,192,38,1,0
2011,1024,1,8,2,4,1,0,524288,5.780774,81,281,40,1,0
2012,1024,1,8,2,4,1,0,262144,5.929358,143,438,48,1,0
2016,1024,1,8,2,4,2,0,1048576,4.323359,47,211,41,1,0
2017,1024,1,8,2,4,2,0,524288,5.627763,92,282,43,1,0
2018,1024,1,8,2,4,2,0,262144,5.742067,129,446,51,1,0
2022,1024,1,8,2,4,4,0,1048576,4.00543,45,198,47,1,0
2023,1024,1,8,2,4,4,0,524288,3.263086,81,265,49,1,0
2024,1024,1,8,2,4,4,0,262144,7.484764,135,362,53,1,0
2028,1024,1,8,2,4,8,0,1048576,3.742487,43,191,38,1,0
2029,1024,1,8,2,4,8,0,524288,5.291223,85,263,40,1,0
2030,1024,1,8,2,4,8,0,262144,5.324435,132,433,48,1,0
2034,1024,1,8,2,4,16,0,1048576,5.071276,39,189,41,1,0
2035,1024,1,8,2,4,16,0,524288,4.978826,96,278,43,1,0
2036,1024,1,8,2,4,16,0,262144,4.987231,137,442,51,1,0
2040,1024,1,8,2,8,1,0,1048576,3.20869,37,156,45,1,0
2041,1024,1,8,2,8,1,0,524288,2.941075,71,202,47,1,0
2042,1024,1,8,2,8,1,0,262144,3.554303,102,411,54,1,0
2046,1024,1,8,2,8,2,0,1048576,4.343028,42,199,61,1,0
2047,1024,1,8,2,8,2,0,524288,3.840389,56,216,63,1,0
2048,1024,1,8,2,8,2,0,262144,4.001346,118,472,67,1,0
2052,1024,1,8,2,8,4,0,1048576,3.092434,33,158,45,1,0
2053,1024,1,8,2,8,4,0,524288,2.814115,71,204,47,1,0
2054,1024,1,8,2,8,4,0,262144,3.32235,131,414,54,1,0
2058,1024,1,8,2,8,8,0,1048576,3.550288,42,195,61,1,0
2059,1024,1,8,2,8,8,0,524288,3.959665,87,285,63,1,0
2060,1024,1,8,2,8,8,0,262144,4.23776,128,478,67,1,0
2064,1024,1,8,2,8,16,0,1048576,3.795526,48,200,69,1,0
2065,1024,1,8,2,8,16,0,524288,3.979853,86,312,71,1,0
2066,1024,1,8,2,8,16,0,262144,3.560072,131,498,75,1,0
2070,1024,1,8,2,16,1,0,1048576,3.326586,46,201,63,1,0
2071,1024,1,8,2,16,1,0,524288,3.887373,78,263,65,1,0
2072,1024,1,8,2,16,1,0,262144,4.53574,139,485,69,1,0
2076,1024,1,8,2,16,2,0,1048576,3.492629,44,168,69,1,0
2077,1024,1,8,2,16,2,0,524288,3.177808,65,269,71,1,0
2078,1024,1,8,2,16,2,0,262144,3.333873,102,344,78,1,0
2082,1024,1,8,2,16,4,0,1048576,4.169692,41,203,63,1,0
2083,1024,1,8,2,16,4,0,524288,4.06658,70,274,65,1,0
2084,1024,1,8,2,16,4,0,262144,4.26998,117,421,69,1,0
2088,1024,1,8,2,16,8,0,1048576,4.153113,41,163,69,1,0
2089,1024,1,8,2,16,8,0,524288,3.655332,69,269,71,1,0
2090,1024,1,8,2,16,8,0,262144,3.497925,135,497,76,1,0
2094,1024,1,8,2,16,16,0,1048576,4.069311,42,203,63,1,0
2095,1024,1,8,2,16,16,0,524288,4.209145,72,275,65,1,0
2096,1024,1,8,2,16,16,0,262144,3.832017,92,352,73,1,0
2100,1024,1,8,4,1,1,0,1048576,8.107975,41,136,59,1,0
2101,1024,1,8,4,1,1,0,524288,8.552866,56,186,61,1,0
2102,1024,1,8,4,1,1,0,262144,7.044106,88,287,68,1,0
2106,1024,1,8,4,1,2,0,1048576,9.048287,30,141,50,1,0
2107,1024,1,8,4,1,2,0,524288,7.100235,60,184,52,1,0
2108,1024,1,8,4,1,2,0,262144,10.127613,95,304,59,1,0
2112,1024,1,8,4,1,4,0,1048576,7.745882,28,135,53,1,0
2113,1024,1,8,4,1,4,0,524288,9.492023,49,199,55,1,0
2114,1024,1,8,4,1,4,0,262144,9.216133,96,317,62,1,0
2118,1024,1,8,4,1,8,0,1048576,9.365642,34,130,54,1,0
2119,1024,1,8,4,1,8,0,524288,6.521362,49,199,56,1,0
2120,1024,1,8,4,1,8,0,262144,9.913007,93,317,63,1,0
2124,1024,1,8,4,1,16,0,1048576,9.586554,30,129,55,1,0
2125,1024,1,8,4,1,16,0,524288,9.050128,55,201,57,1,0
2126,1024,1,8,4,1,16,0,262144,8.895453,89,318,64,1,0
2130,1024,1,8,4,2,1,0,1048576,9.580494,36,178,50,1,0
2131,1024,1,8,4,2,1,0,524288,7.755945,65,206,52,1,0
2132,1024,1,8,4,2,1,0,262144,10.873151,101,327,56,1,0
2136,1024,1,8,4,2,2,0,1048576,12.95477,33,175,60,1,0
2137,1024,1,8,4,2,2,0,524288,7.287763,73,274,62,1,0
2138,1024,1,8,4,2,2,0,262144,8.163949,87,377,66,1,0
2142,1024,1,8,4,2,4,0,1048576,11.569063,42,169,63,1,0
2143,1024,1,8,4,2,4,0,524288,8.352912,101,287,65,1,0
2144,1024,1,8,4,2,4,0,262144,8.02117,98,407,69,1,0
2148,1024,1,8,4,2,8,0,1048576,9.559664,39,169,64,1,0
2149,1024,1,8,4,2,8,0,524288,11.65829,99,288,66,1,0
2150,1024,1,8,4,2,8,0,262144,7.064816,99,409,70,1,0
2154,1024,1,8,4,2,16,0,1048576,9.760197,39,168,65,1,0
2155,1024,1,8,4,2,16,0,524288,7.58834,77,289,67,1,0
2156,1024,1,8,4,2,16,0,262144,6.824899,99,412,71,1,0
2160,1024,1,8,4,4,1,0,1048576,8.56794,44,183,50,1,0
2161,1024,1,8,4,4,1,0,524288,5.570128,72,209,52,1,0
2162,1024,1,8,4,4,1,0,262144,10.550364,94,332,56,1,0
2166,1024,1,8,4,4,2,0,1048576,13.236343,37,180,60,1,0
2167,1024,1,8,4,4,2,0,524288,9.321845,100,275,62,1,0
2168,1024,1,8,4,4,2,0,262144,11.717171,146,367,66,1,0
2172,1024,1,8,4,4,4,0,1048576,9.295409,37,176,63,1,0
2173,1024,1,8,4,4,4,0,524288,9.267474,74,284,65,1,0
2174,1024,1,8,4,4,4,0,262144,8.701788,100,407,69,1,0
2178,1024,1,8,4,4,8,0,1048576,9.958853,41,176,64,1,0
2179,1024,1,8,4,4,8,0,524288,9.693597,72,284,66,1,0
2180,1024,1,8,4,4,8,0,262144,7.088044,95,407,70,1,0
2184,1024,1,8,4,4,16,0,1048576,8.427131,40,177,65,1,0
2185,1024,1,8,4,4,16,0,524288,9.253062,65,284,67,1,0
2186,1024,1,8,4,4,16,0,262144,11.355731,172,379,71,1,0
2190,1024,1,8,4,8,1,0,1048576,9.046298,42,193,69,1,0
2191,1024,1,8,4,8,1,0,524288,8.814177,104,294,71,1,0
2192,1024,1,8,4,8,1,0,262144,6.976547,93,412,75,1,0
2196,1024,1,8,4,8,2,0,1048576,11.372609,39,203,62,1,0
2197,1024,1,8,4,8,2,0,524288,9.657692,84,299,64,1,0
2198,1024,1,8,4,8,2,0,262144,9.398198,98,433,68,1,0
2202,1024,1,8,4,8,4,0,1048576,10.889141,43,201,65,1,0
2203,1024,1,8,4,8,4,0,524288,9.75762,85,298,67,1,0
2204,1024,1,8,4,8,4,0,262144,9.244245,101,423,71,1,0
2208,1024,1,8,4,8,8,0,1048576,9.207993,41,198,66,1,0
2209,1024,1,8,4,8,8,0,524288,10.799747,84,299,68,1,0
2210,1024,1,8,4,8,8,0,262144,9.328886,101,420,72,1,0
2214,1024,1,8,4,8,16,0,1048576,11.4725,39,190,67,1,0
2215,1024,1,8,4,8,16,0,524288,9.817117,88,297,69,1,0
2216,1024,1,8,4,8,16,0,262144,9.458395,111,419,73,1,0
2220,1024,1,8,4,16,1,0,1048576,8.030684,43,192,69,1,0
2221,1024,1,8,4,16,1,0,524288,10.190684,98,293,71,1,0
2222,1024,1,8,4,16,1,0,262144,8.562624,100,413,75,1,0
2226,1024,1,8,4,16,2,0,1048576,10.958827,37,185,62,1,0
2227,1024,1,8,4,16,2,0,524288,10.161548,82,296,64,1,0
2228,1024,1,8,4,16,2,0,262144,8.845285,101,429,68,1,0
2232,1024,1,8,4,16,4,0,1048576,9.254635,40,198,65,1,0
2233,1024,1,8,4,16,4,0,524288,9.733082,67,300,67,1,0
2234,1024,1,8,4,16,4,0,262144,10.054375,107,422,71,1,0
2238,1024,1,8,4,16,8,0,1048576,11.08508,40,200,66,1,0
2239,1024,1,8,4,16,8,0,524288,13.516342,75,300,68,1,0
2240,1024,1,8,4,16,8,0,262144,8.539642,103,419,72,1,0
2244,1024,1,8,4,16,16,0,1048576,9.218059,40,199,67,1,0
2245,1024,1,8,4,16,16,0,524288,8.862632,78,302,69,1,0
2246,1024,1,8,4,16,16,0,262144,9.935494,98,421,73,1,0
2250,1024,1,8,8,1,1,0,1048576,4.749582,32,165,59,1,0
2251,1024,1,8,8,1,1,0,524288,5.93644,83,259,61,1,0
2252,1024,1,8,8,1,1,0,262144,6.796482,158,354,65,1,0
2256,1024,1,8,8,1,2,0,1048576,6.488944,33,169,51,1,0
2257,1024,1,8,8,1,2,0,524288,5.344975,81,259,53,1,0
2258,1024,1,8,8,1,2,0,262144,10.010339,117,403,59,1,0
2262,1024,1,8,8,1,4,0,1048576,7.063126,36,158,54,1,0
2263,1024,1,8,8,1,4,0,524288,4.75596,76,271,56,1,0
2264,1024,1,8,8,1,4,0,262144,6.044318,123,429,62,1,0
2268,1024,1,8,8,1,8,0,1048576,5.03751,37,157,55,1,0
2269,1024,1,8,8,1,8,0,524288,6.013084,77,271,57,1,0
2270,1024,1,8,8,1,8,0,262144,5.633941,122,429,63,1,0
2274,1024,1,8,8,1,16,0,1048576,5.108027,38,178,48,1,0
2275,1024,1,8,8,1,16,0,524288,5.662686,72,238,50,1,0
2276,1024,1,8,8,1,16,0,262144,6.42803,120,414,58,1,0
2280,1024,1,8,8,2,1,0,1048576,6.81229,37,164,63,1,0
2281,1024,1,8,8,2,1,0,524288,5.644262,66,203,65,1,0
2282,1024,1,8,8,2,1,0,262144,7.566793,97,328,69,1,0
2286,1024,1,8,8,2,2,0,1048576,6.100726,33,155,66,1,0
2287,1024,1,8,8,2,2,0,524288,4.883322,63,219,68,1,0
2288,1024,1,8,8,2,2,0,262144,6.144123,106,345,72,1,0
2292,1024,1,8,8,2,4,0,1048576,6.81491,34,155,67,1,0
2293,1024,1,8,8,2,4,0,524288,4.890596,56,219,69,1,0
2294,1024,1,8,8,2,4,0,262144,7.185141,114,344,73,1,0
2298,1024,1,8,8,2,8,0,1048576,5.337735,46,187,48,1,0
2299,1024,1,8,8,2,8,0,524288,5.208752,73,247,50,1,0
2300,1024,1,8,8,2,8,0,262144,5.350633,130,420,58,1,0
2304,1024,1,8,8,2,16,0,1048576,8.01374,36,171,63,1,0
2305,1024,1,8,8,2,16,0,524288,5.941388,56,213,65,1,0
2306,1024,1,8,8,2,16,0,262144,11.046097,107,328,69,1,0
