n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
3646,16,1,5,1,7200,0,0.248,25508.602,1000
3647,16,1,5,2,460800,0,0.23574,11457.95,664
3648,16,1,5,2,230400,0,0.240809,12588.45,685
3649,16,1,5,2,115200,0,0.229348,12600.952,696
3650,16,1,5,2,57600,0,0.238163,14200.942,743
3651,16,1,5,2,28800,0,0.267602,15993.782,769
3652,16,1,5,2,14400,0,0.24332,25569.516,942
3654,16,1,5,3,460800,0,0.263729,13007.666,753
3655,16,1,5,3,230400,0,0.242638,13342.028,750
3656,16,1,5,3,115200,0,0.242864,14320.11,800
3657,16,1,5,3,57600,0,0.259606,15315.216,821
3658,16,1,5,3,28800,0,0.300905,16690.969,838
3659,16,1,5,3,14400,0,0.272838,21223.607,875
3661,16,1,5,4,460800,0,0.231109,14093.478,796
3662,16,1,5,4,230400,0,0.237748,13969.522,800
3663,16,1,5,4,115200,0,0.236324,15431.99,840
3664,16,1,5,4,57600,0,0.233759,17818.543,878
3665,16,1,5,4,28800,0,0.234492,27343.203,1706
3668,16,1,5,5,460800,0,0.26195,13624.254,817
3669,16,1,5,5,230400,0,0.237444,14222.754,815
3670,16,1,5,5,115200,0,0.24936,15870.624,864
3671,16,1,5,5,57600,0,0.257092,16932.496,879
3672,16,1,5,5,28800,0,0.303183,18927.496,909
3675,16,2,1,1,460800,0,0.20236,13536.74,870
3676,16,2,1,1,230400,0,0.200707,14460.026,873
3677,16,2,1,1,115200,0,0.205244,14167.426,901
3678,16,2,1,1,57600,0,0.207894,15434.384,949
3679,16,2,1,1,28800,0,0.20429,15734.432,973
3680,16,2,1,1,14400,0,0.20253,18863.123,1198
3681,16,2,1,1,7200,0,0.210734,20659.156,1255
3682,16,2,1,2,460800,0,0.203675,16982.504,1073
3683,16,2,1,2,230400,0,0.200982,17283.615,1073
3684,16,2,1,2,115200,0,0.20713,18113.27,1095
3685,16,2,1,2,57600,0,0.200919,19736.934,1183
3686,16,2,1,2,28800,0,0.211984,20522.697,1202
3687,16,2,1,2,14400,0,0.20306,22111.516,1358
3689,16,2,1,3,460800,0,0.209971,18106.887,1168
3690,16,2,1,3,230400,0,0.202975,17812.955,1171
3691,16,2,1,3,115200,0,0.205625,18490.99,1210
3692,16,2,1,3,57600,0,0.204184,20951.756,1273
3693,16,2,1,3,28800,0,0.208169,22081.725,1347
3694,16,2,1,3,14400,0,0.202572,23289.098,1503
3696,16,2,1,4,460800,0,0.210057,20395.018,1247
3697,16,2,1,4,230400,0,0.202502,20606.488,1244
3698,16,2,1,4,115200,0,0.205697,21451.037,1244
3699,16,2,1,4,57600,0,0.21048,22443.484,1287
3700,16,2,1,4,28800,0,0.209184,26982.508,1432
3701,16,2,1,4,14400,0,0.208914,29285.27,1580
3703,16,2,1,5,460800,0,0.20342,19360.277,1296
3704,16,2,1,5,230400,0,0.205074,20517.91,1299
3705,16,2,1,5,115200,0,0.201279,20284.361,1338
3706,16,2,1,5,57600,0,0.211519,21621.811,1411
3707,16,2,1,5,28800,0,0.207915,23177.645,1491
3710,16,2,2,1,460800,0,0.19504,12989.312,777
3711,16,2,2,1,230400,0,0.207744,13507.48,775
3712,16,2,2,1,115200,0,0.206783,14956.116,816
3713,16,2,2,1,57600,0,0.202127,17191.58,881
3714,16,2,2,1,28800,0,0.206155,21827.693,1001
3715,16,2,2,1,14400,0,0.204459,29024.59,1237
3717,16,2,2,2,460800,0,0.208508,16211.37,998
3718,16,2,2,2,230400,0,0.195937,16597.867,1014
3719,16,2,2,2,115200,0,0.209943,17343.998,1018
3720,16,2,2,2,57600,0,0.20546,22081.191,1348
3721,16,2,2,2,28800,0,0.217836,22982.4,1143
3724,16,2,2,3,460800,0,0.225629,17968.832,1096
3725,16,2,2,3,230400,0,0.206051,18922.975,1136
3726,16,2,2,3,115200,0,0.199002,23288.566,1353
3728,16,2,2,3,28800,0,0.236014,28529.83,1367
3731,16,2,2,4,460800,0,0.207692,19372.248,1201
3732,16,2,2,4,230400,0,0.204834,21198.072,1240
3733,16,2,2,4,115200,0,0.212903,21635.109,1239
3734,16,2,2,4,57600,0,0.204258,24456.307,1308
3738,16,2,2,5,460800,0,0.215328,19762.736,1225
3739,16,2,2,5,230400,0,0.203649,20234.619,1269
3740,16,2,2,5,115200,0,0.205135,24567.494,1467
3745,16,2,3,1,460800,0,0.19504,12989.312,777
3746,16,2,3,1,230400,0,0.207744,13507.48,775
3747,16,2,3,1,115200,0,0.206783,14956.116,816
3748,16,2,3,1,57600,0,0.202127,17191.58,881
3749,16,2,3,1,28800,0,0.206155,21827.693,1001
3750,16,2,3,1,14400,0,0.204459,29024.59,1237
3752,16,2,3,2,460800,0,0.208508,16211.37,998
3753,16,2,3,2,230400,0,0.195937,16597.867,1014
3754,16,2,3,2,115200,0,0.209943,17343.998,1018
3755,16,2,3,2,57600,0,0.20546,22081.191,1348
3756,16,2,3,2,28800,0,0.217836,22982.4,1143
3757,16,2,3,2,14400,0,0.20663,29756.889,1215
3759,16,2,3,3,460800,0,0.225629,17968.832,1096
3760,16,2,3,3,230400,0,0.206051,18922.975,1136
3761,16,2,3,3,115200,0,0.199002,23288.566,1353
3763,16,2,3,3,28800,0,0.236014,28529.83,1367
3766,16,2,3,4,460800,0,0.207692,19372.248,1201
3767,16,2,3,4,230400,0,0.204834,21198.072,1240
3768,16,2,3,4,115200,0,0.212903,21635.109,1239
3769,16,2,3,4,57600,0,0.204258,24456.307,1308
3773,16,2,3,5,460800,0,0.215328,19762.736,1225
3774,16,2,3,5,230400,0,0.203649,20234.619,1269
3775,16,2,3,5,115200,0,0.205135,24567.494,1467
3780,16,2,4,1,460800,0,0.19504,12989.312,777
3781,16,2,4,1,230400,0,0.207744,13507.48,775
3782,16,2,4,1,115200,0,0.206783,14956.116,816
3783,16,2,4,1,57600,0,0.202127,17191.58,881
3784,16,2,4,1,28800,0,0.206155,21827.693,1001
3785,16,2,4,1,14400,0,0.204459,29024.59,1237
3787,16,2,4,2,460800,0,0.208508,16211.37,998
3788,16,2,4,2,230400,0,0.195937,16597.867,1014
3789,16,2,4,2,115200,0,0.209943,17343.998,1018
3790,16,2,4,2,57600,0,0.20546,22081.191,1348
3791,16,2,4,2,28800,0,0.217836,22982.4,1143
3792,16,2,4,2,14400,0,0.20663,29756.889,1215
3794,16,2,4,3,460800,0,0.225629,17968.832,1096
3795,16,2,4,3,230400,0,0.206051,18922.975,1136
3796,16,2,4,3,115200,0,0.199002,23288.566,1353
3797,16,2,4,3,57600,0,0.234765,24342.725,1270
3798,16,2,4,3,28800,0,0.236014,28529.83,1367
3801,16,2,4,4,460800,0,0.207692,19372.248,1201
3802,16,2,4,4,230400,0,0.204834,21198.072,1240
3803,16,2,4,4,115200,0,0.212903,21635.109,1239
3804,16,2,4,4,57600,0,0.204258,24456.307,1308
3808,16,2,4,5,460800,0,0.215328,19762.736,1225
3809,16,2,4,5,230400,0,0.203649,20234.619,1269
3815,16,2,5,1,460800,0,0.19504,12989.312,777
3816,16,2,5,1,230400,0,0.207744,13507.48,775
3817,16,2,5,1,115200,0,0.206783,14956.116,816
3818,16,2,5,1,57600,0,0.202127,17191.58,881
3819,16,2,5,1,28800,0,0.206155,21827.693,1001
3820,16,2,5,1,14400,0,0.204459,29024.59,1237
3822,16,2,5,2,460800,0,0.208508,16211.37,998
3823,16,2,5,2,230400,0,0.195937,16597.867,1014
3824,16,2,5,2,115200,0,0.209943,17343.998,1018
3825,16,2,5,2,57600,0,0.20546,22081.191,1348
3826,16,2,5,2,28800,0,0.217836,22982.4,1143
3827,16,2,5,2,14400,0,0.20663,29756.889,1215
3829,16,2,5,3,460800,0,0.225629,17968.832,1096
3830,16,2,5,3,230400,0,0.206051,18922.975,1136
3831,16,2,5,3,115200,0,0.199002,23288.566,1353
3833,16,2,5,3,28800,0,0.236014,28529.83,1367
3836,16,2,5,4,460800,0,0.207692,19372.248,1201
3837,16,2,5,4,230400,0,0.204834,21198.072,1240
3838,16,2,5,4,115200,0,0.212903,21635.109,1239
3839,16,2,5,4,57600,0,0.204258,24456.307,1308
3843,16,2,5,5,460800,0,0.215328,19762.736,1225
3844,16,2,5,5,230400,0,0.203649,20234.619,1269
3850,16,3,1,1,460800,0,0.222074,19068.742,1244
3851,16,3,1,1,230400,0,0.222052,19126.465,1256
3852,16,3,1,1,115200,0,0.211687,19047.994,1288
3853,16,3,1,1,57600,0,0.214886,20290.48,1343
3854,16,3,1,1,28800,0,0.237357,19862.486,1315
3855,16,3,1,1,14400,0,0.221846,23061.668,1501
3856,16,3,1,1,7200,0,0.259613,21460.613,1341
3857,16,3,1,2,460800,0,0.213322,24426.779,1566
3858,16,3,1,2,230400,0,0.209267,24236.059,1578
3859,16,3,1,2,115200,0,0.210597,25284.631,1608
3860,16,3,1,2,57600,0,0.213194,27159.133,1687
3861,16,3,1,2,28800,0,0.214116,27432.314,1741
3862,16,3,1,2,14400,0,0.209396,30452.744,1910
3864,16,3,1,3,460800,0,0.223385,24937.234,1561
3865,16,3,1,3,230400,0,0.224084,25487.588,1573
3866,16,3,1,3,115200,0,0.224872,25672.457,1605
3867,16,3,1,3,57600,0,0.216626,26664.639,1644
3868,16,3,1,3,28800,0,0.21675,29982.723,1770
3869,16,3,1,3,14400,0,0.222239,30108.273,1801
3871,16,3,1,4,460800,0,0.215788,29027.25,1819
3872,16,3,1,4,230400,0,0.210921,28848.764,1831
3873,16,3,1,4,115200,0,0.216329,30250.584,1864
3874,16,3,1,4,57600,0,0.221871,32015.76,1968
3875,16,3,1,4,28800,0,0.215653,33765.508,2057
3878,16,3,1,5,460800,0,0.221376,28545.258,1882
3879,16,3,1,5,230400,0,0.218965,28971.391,1894
3880,16,3,1,5,115200,0,0.22284,27957.133,1926
3881,16,3,1,5,57600,0,0.213985,29977.137,1981
3882,16,3,1,5,28800,0,0.216557,34438.754,2104
3885,16,3,2,1,460800,0,0.235269,17405.178,1076
3886,16,3,2,1,230400,0,0.234095,18087.734,1092
3887,16,3,2,1,115200,0,0.219101,20009.85,1179
3888,16,3,2,1,57600,0,0.22818,22612.66,1272
3889,16,3,2,1,28800,0,0.253743,24140.83,1295
3890,16,3,2,1,14400,0,0.243742,27845.678,1230
3892,16,3,2,2,460800,0,0.210284,23659.369,1458
3893,16,3,2,2,230400,0,0.206725,24695.973,1474
3894,16,3,2,2,115200,0,0.209054,25911.857,1525
3895,16,3,2,2,57600,0,0.210987,29402.576,1627
3896,16,3,2,2,28800,0,0.215205,32683.42,1734
3899,16,3,2,3,460800,0,0.228024,23750.342,1498
3900,16,3,2,3,230400,0,0.220488,24389.807,1517
3901,16,3,2,3,115200,0,0.218898,25716.613,1574
3902,16,3,2,3,57600,0,0.225189,29691.984,1705
3903,16,3,2,3,28800,0,0.220834,35960.539,1880
3906,16,3,2,4,460800,0,0.220461,28355.334,1704
3907,16,3,2,4,230400,0,0.223433,30162.805,1729
3908,16,3,2,4,115200,0,0.221106,30635.486,1777
3909,16,3,2,4,57600,0,0.221722,33596.066,1823
3913,16,3,2,5,460800,0,0.223848,25568.719,1771
3914,16,3,2,5,230400,0,0.226452,26599.201,1790
3915,16,3,2,5,115200,0,0.225623,28220.205,1857
3916,16,3,2,5,57600,0,0.222558,31230.795,1984
3920,16,3,3,1,460800,0,0.212579,18748.213,1108
3921,16,3,3,1,230400,0,0.218135,19325.697,1130
3922,16,3,3,1,115200,0,0.218157,21147,1198
3923,16,3,3,1,57600,0,0.221769,23536.479,1288
3924,16,3,3,1,28800,0,0.226117,29347.514,1538
3925,16,3,3,1,14400,0,0.212623,45599.848,1998
3927,16,3,3,2,460800,0,0.216302,23315.697,1347
3928,16,3,3,2,230400,0,0.213335,24872.596,1457
3929,16,3,3,2,115200,0,0.20129,27255.689,1436
3930,16,3,3,2,57600,0,0.222658,28189.615,1436
3931,16,3,3,2,28800,0,0.238002,32137.854,1692
3934,16,3,3,3,460800,0,0.247295,24499.398,1460
3935,16,3,3,3,230400,0,0.222714,27568.24,1626
3937,16,3,3,3,57600,0,0.238779,28674.268,1659
3941,16,3,3,4,460800,0,0.223191,26942.607,1620
3942,16,3,3,4,230400,0,0.204978,27983.998,1640
3943,16,3,3,4,115200,0,0.218335,31579.254,1693
3948,16,3,3,5,460800,0,0.238945,28089.865,1699
3955,16,3,4,1,460800,0,0.212579,18748.213,1108
3956,16,3,4,1,230400,0,0.218135,19325.697,1130
3957,16,3,4,1,115200,0,0.218157,21147,1198
3958,16,3,4,1,57600,0,0.221769,23536.479,1288
3959,16,3,4,1,28800,0,0.226117,29347.514,1538
3960,16,3,4,1,14400,0,0.212623,45599.848,1998
3962,16,3,4,2,460800,0,0.216302,23315.697,1347
3963,16,3,4,2,230400,0,0.213335,24872.596,1457
3964,16,3,4,2,115200,0,0.20129,27255.689,1436
3965,16,3,4,2,57600,0,0.222658,28189.615,1436
3966,16,3,4,2,28800,0,0.238002,32137.854,1692
3969,16,3,4,3,460800,0,0.247295,24499.398,1460
3970,16,3,4,3,230400,0,0.222714,27568.24,1626
3972,16,3,4,3,57600,0,0.238779,28674.268,1659
3976,16,3,4,4,460800,0,0.223191,26942.607,1620
3977,16,3,4,4,230400,0,0.204978,27983.998,1640
3978,16,3,4,4,115200,0,0.218335,31579.254,1693
3983,16,3,4,5,460800,0,0.238945,28089.865,1699
3990,16,3,5,1,460800,0,0.212579,18748.213,1108
3991,16,3,5,1,230400,0,0.218135,19325.697,1130
3992,16,3,5,1,115200,0,0.218157,21147,1198
3993,16,3,5,1,57600,0,0.221769,23536.479,1288
3994,16,3,5,1,28800,0,0.226117,29347.514,1538
3995,16,3,5,1,14400,0,0.212623,45599.848,1998
3997,16,3,5,2,460800,0,0.216302,23315.697,1347
3998,16,3,5,2,230400,0,0.213335,24872.596,1457
3999,16,3,5,2,115200,0,0.20129,27255.689,1436
4000,16,3,5,2,57600,0,0.222658,28189.615,1436
4001,16,3,5,2,28800,0,0.238002,32137.854,1692
4004,16,3,5,3,460800,0,0.247295,24499.398,1460
4005,16,3,5,3,230400,0,0.222714,27568.24,1626
4007,16,3,5,3,57600,0,0.238779,28674.268,1659
4011,16,3,5,4,460800,0,0.223191,26942.607,1620
4012,16,3,5,4,230400,0,0.204978,27983.998,1640
4013,16,3,5,4,115200,0,0.218335,31579.254,1693
4018,16,3,5,5,460800,0,0.238945,28089.865,1699
4025,16,4,1,1,460800,0,0.210343,20539.189,1445
4026,16,4,1,1,230400,0,0.211897,21033.949,1453
4027,16,4,1,1,115200,0,0.20581,20494.236,1487
4028,16,4,1,1,57600,0,0.214789,21646.549,1537
4029,16,4,1,1,28800,0,0.218065,22732.627,1543
4030,16,4,1,1,14400,0,0.215113,24241.111,1732
4031,16,4,1,1,7200,0,0.204623,28245.742,2000
4032,16,4,1,2,460800,0,0.207442,26023.578,1887
4033,16,4,1,2,230400,0,0.208164,25758.377,1894
4034,16,4,1,2,115200,0,0.21203,26450.242,1920
4035,16,4,1,2,57600,0,0.209099,29202.545,1991
4036,16,4,1,2,28800,0,0.202663,31135.033,2031
4037,16,4,1,2,14400,0,0.21084,33708.316,2227
4039,16,4,1,3,460800,0,0.21289,27687.143,2018
4040,16,4,1,3,230400,0,0.214271,28500.836,2027
4041,16,4,1,3,115200,0,0.209328,28592.34,2064
4042,16,4,1,3,57600,0,0.214638,31846.584,2135
4043,16,4,1,3,28800,0,0.211098,31878.504,2222
4044,16,4,1,3,14400,0,0.213257,35300.859,2439
4046,16,4,1,4,460800,0,0.200761,33624.527,2216
4047,16,4,1,4,230400,0,0.207488,31668.363,2221
4048,16,4,1,4,115200,0,0.207912,33316.5,2245
4049,16,4,1,4,57600,0,0.208804,36241.172,2319
4050,16,4,1,4,28800,0,0.201928,38053.695,2360
4053,16,4,1,5,460800,0,0.206479,30727.521,2291
4054,16,4,1,5,230400,0,0.215458,30881.803,2300
4055,16,4,1,5,115200,0,0.209544,32451.201,2336
4056,16,4,1,5,57600,0,0.200716,35654.906,2425
4060,16,4,2,1,460800,0,0.201924,19806.893,1340
4061,16,4,2,1,230400,0,0.20756,19781.889,1338
4062,16,4,2,1,115200,0,0.214204,20301.652,1380
4063,16,4,2,1,57600,0,0.208139,21785.932,1480
4064,16,4,2,1,28800,0,0.20501,23496.047,1563
4065,16,4,2,1,14400,0,0.202674,27207.012,1823
4067,16,4,2,2,460800,0,0.202547,26309.527,1813
4068,16,4,2,2,230400,0,0.206532,26134.5,1813
4069,16,4,2,2,115200,0,0.202568,26684.057,1844
4070,16,4,2,2,57600,0,0.207102,28911.539,1882
4071,16,4,2,2,28800,0,0.200017,30122.105,1950
4074,16,4,2,3,460800,0,0.203938,27279.896,1945
4075,16,4,2,3,230400,0,0.206789,27176.688,1948
4076,16,4,2,3,115200,0,0.208117,27478.066,1958
4077,16,4,2,3,57600,0,0.211975,29507.912,2065
4078,16,4,2,3,28800,0,0.213904,30808.387,2151
4081,16,4,2,4,460800,0,0.207292,31475.514,2123
4082,16,4,2,4,230400,0,0.210494,31550.525,2111
4083,16,4,2,4,115200,0,0.208704,32748.059,2137
4084,16,4,2,4,57600,0,0.206492,35839.512,2197
4088,16,4,2,5,460800,0,0.212575,29377.838,2202
4089,16,4,2,5,230400,0,0.209403,29809.023,2205
4090,16,4,2,5,115200,0,0.206981,29889.355,2234
4095,16,4,3,1,460800,0,0.211501,21482.426,1495
4096,16,4,3,1,230400,0,0.214608,21826.098,1515
4097,16,4,3,1,115200,0,0.214183,23783.061,1590
4098,16,4,3,1,57600,0,0.223057,27023.205,1668
4099,16,4,3,1,28800,0,0.221962,32143.705,1865
4100,16,4,3,1,14400,0,0.209288,41949.266,2210
4102,16,4,3,2,460800,0,0.212434,28116.467,1959
4103,16,4,3,2,230400,0,0.210542,29751.035,1966
4104,16,4,3,2,115200,0,0.212038,31211.908,2024
4105,16,4,3,2,57600,0,0.209023,34936.176,2087
4106,16,4,3,2,28800,0,0.207659,42987.992,2260
4109,16,4,3,3,460800,0,0.216486,30227.441,2167
4110,16,4,3,3,230400,0,0.215659,31655.33,2189
4111,16,4,3,3,115200,0,0.219168,35313.895,2271
4112,16,4,3,3,57600,0,0.214206,38978.309,2367
4116,16,4,3,4,460800,0,0.209127,34378.371,2293
4117,16,4,3,4,230400,0,0.21005,35184.086,2301
4118,16,4,3,4,115200,0,0.208445,39112.375,2359
4119,16,4,3,4,57600,0,0.216339,45742.691,2479
4123,16,4,3,5,460800,0,0.216977,34669.641,2437
4124,16,4,3,5,230400,0,0.22346,35981.023,2463
4125,16,4,3,5,115200,0,0.214809,38819.773,2547
4130,16,4,4,1,460800,0,0.201413,19251.484,1321
4131,16,4,4,1,230400,0,0.20303,19595.688,1315
4132,16,4,4,1,115200,0,0.206541,20426.672,1356
4133,16,4,4,1,57600,0,0.209073,23864.189,1372
4134,16,4,4,1,28800,0,0.208033,23345.756,1520
4135,16,4,4,1,14400,0,0.209058,29169.295,1772
4137,16,4,4,2,460800,0,0.208938,23794.498,1621
4138,16,4,4,2,230400,0,0.198316,24382.891,1616
4139,16,4,4,2,115200,0,0.199847,25836.314,1656
4140,16,4,4,2,57600,0,0.205228,41776.629,3347
4144,16,4,4,3,460800,0,0.211271,26456.627,1781
4145,16,4,4,3,230400,0,0.206214,26688.578,1806
4146,16,4,4,3,115200,0,0.20975,29994.16,1858
4151,16,4,4,4,460800,0,0.199547,27445.348,1933
4152,16,4,4,4,230400,0,0.200261,32452.799,2120
4153,16,4,4,4,115200,0,0.205551,30726.99,1996
4158,16,4,4,5,460800,0,0.214462,29114.764,2092
4165,16,4,5,1,460800,0,0.201413,19251.484,1321
4166,16,4,5,1,230400,0,0.20303,19595.688,1315
4167,16,4,5,1,115200,0,0.206541,20426.672,1356
4168,16,4,5,1,57600,0,0.209073,23864.189,1372
4169,16,4,5,1,28800,0,0.208033,23345.756,1520
4172,16,4,5,2,460800,0,0.208938,23794.498,1621
4173,16,4,5,2,230400,0,0.198316,24382.891,1616
4174,16,4,5,2,115200,0,0.199847,25836.314,1656
4175,16,4,5,2,57600,0,0.205228,41776.629,3347
4179,16,4,5,3,460800,0,0.211271,26456.627,1781
4180,16,4,5,3,230400,0,0.206214,26688.578,1806
4181,16,4,5,3,115200,0,0.20975,29994.16,1858
4186,16,4,5,4,460800,0,0.199547,27445.348,1933
4187,16,4,5,4,230400,0,0.200261,32452.799,2120
4188,16,4,5,4,115200,0,0.205551,30726.99,1996
4193,16,4,5,5,460800,0,0.214462,29114.764,2092
4207,16,5,1,2,460800,0,0.212418,32284.686,2226
4208,16,5,1,2,230400,0,0.21994,32136.258,2234
4209,16,5,1,2,115200,0,0.214431,32826.262,2272
4210,16,5,1,2,57600,0,0.211533,33682.25,2360
4211,16,5,1,2,28800,0,0.217705,37181.215,2474
4212,16,5,1,2,14400,0,0.211799,38191.215,2601
4214,16,5,1,3,460800,0,0.214564,34830.57,2412
4215,16,5,1,3,230400,0,0.212993,34384.223,2420
4216,16,5,1,3,115200,0,0.214166,34828.711,2476
4217,16,5,1,3,57600,0,0.219542,34658.469,2523
4218,16,5,1,3,28800,0,0.21827,37967.512,2644
4221,16,5,1,4,460800,0,0.219807,40351.137,2646
4222,16,5,1,4,230400,0,0.219387,40430.402,2654
4223,16,5,1,4,115200,0,0.208945,41327.09,2692
4224,16,5,1,4,57600,0,0.241234,39668.047,2647
4228,16,5,1,5,460800,0,0.221112,37493.23,2764
4229,16,5,1,5,230400,0,0.214077,38336.984,2772
4230,16,5,1,5,115200,0,0.209941,36550.793,2797
4238,16,5,2,1,57600,0,0.211825,27904.197,1929
4242,16,5,2,2,460800,0,0.21404,33116.469,2165
4243,16,5,2,2,230400,0,0.219833,33356.398,2195
4244,16,5,2,2,115200,0,0.2165,34671.504,2324
4245,16,5,2,2,57600,0,0.222763,36912.82,2407
4246,16,5,2,2,28800,0,0.217261,39181.535,2620
4249,16,5,2,3,460800,0,0.221578,36217.496,2408
4250,16,5,2,3,230400,0,0.21366,35245.531,2417
4251,16,5,2,3,115200,0,0.220795,35970.648,2445
4252,16,5,2,3,57600,0,0.24472,37789.023,2582
4256,16,5,2,4,460800,0,0.220191,42908.461,2613
4257,16,5,2,4,230400,0,0.215673,43810.465,2695
4258,16,5,2,4,115200,0,0.219252,43697.949,2744
4263,16,5,2,5,460800,0,0.220057,40813.711,2728
4270,16,5,3,1,460800,0,0.213251,25114.656,1748
4271,16,5,3,1,230400,0,0.220322,26016.928,1770
4272,16,5,3,1,115200,0,0.212582,27278.301,1859
4273,16,5,3,1,57600,0,0.233452,28386.455,1960
4274,16,5,3,1,28800,0,0.245748,32839.828,2152
4275,16,5,3,1,14400,0,0.21595,42092.371,2540
4277,16,5,3,2,460800,0,0.216352,36601.336,2426
4278,16,5,3,2,230400,0,0.220813,37073.484,2444
4279,16,5,3,2,115200,0,0.216508,39700.5,2549
4280,16,5,3,2,57600,0,0.214857,44967.301,2750
4281,16,5,3,2,28800,0,0.20502,49597.297,2869
4284,16,5,3,3,460800,0,0.222018,38442.055,2558
4285,16,5,3,3,230400,0,0.219988,38624.797,2606
4286,16,5,3,3,115200,0,0.21798,40218.668,2670
4291,16,5,3,4,460800,0,0.211757,47023.746,2816
4292,16,5,3,4,230400,0,0.207675,47680.5,2851
4305,16,5,4,1,460800,0,0.22401,24849.986,1620
4306,16,5,4,1,230400,0,0.22636,25361.238,1646
4307,16,5,4,1,115200,0,0.227005,27457.318,1736
4308,16,5,4,1,57600,0,0.218756,34024.324,1990
4309,16,5,4,1,28800,0,0.221383,39570.426,2010
4312,16,5,4,2,460800,0,0.225761,32308.359,1941
4313,16,5,4,2,230400,0,0.229356,34123.543,1988
4314,16,5,4,2,115200,0,0.226475,35668.473,2121
4315,16,5,4,2,57600,0,0.212926,41722.898,2299
4319,16,5,4,3,460800,0,0.226107,34317.988,2159
4320,16,5,4,3,230400,0,0.219977,35894.305,2197
4321,16,5,4,3,115200,0,0.220622,39718.59,2367
4326,16,5,4,4,460800,0,0.21599,41270.699,2334
4327,16,5,4,4,230400,0,0.2197,41720.238,2344
4340,16,5,5,1,460800,0,0.207418,25899.355,1681
4341,16,5,5,1,230400,0,0.205105,26319.902,1705
4342,16,5,5,1,115200,0,0.207243,28782.797,1775
4343,16,5,5,1,57600,0,0.209599,34441.148,2045
4344,16,5,5,1,28800,0,0.212697,42957.672,2315
4347,16,5,5,2,460800,0,0.234716,31321.766,1923
4348,16,5,5,2,230400,0,0.226085,36598.676,2264
4354,16,5,5,3,460800,0,0.222938,34247.5,2155
4361,16,5,5,4,460800,0,0.213771,36059.492,2280
4375,32,1,1,1,460800,0,0.240178,10241.798,574
4376,32,1,1,1,230400,0,0.240518,10495.296,579
4377,32,1,1,1,115200,0,0.230153,11525.514,615
4378,32,1,1,1,57600,0,0.235372,12523.28,620
4379,32,1,1,1,28800,0,0.240202,15345.008,716
4380,32,1,1,1,14400,0,0.242013,18935.477,833
4381,32,1,1,1,7200,0,0.248,25508.602,1000
4382,32,1,1,2,460800,0,0.23574,11457.95,664
4383,32,1,1,2,230400,0,0.240809,12588.45,685
4384,32,1,1,2,115200,0,0.229348,12600.952,696
4385,32,1,1,2,57600,0,0.238163,14200.942,743
4386,32,1,1,2,28800,0,0.267602,15993.782,769
4387,32,1,1,2,14400,0,0.24332,25569.516,942
4389,32,1,1,3,460800,0,0.263729,13007.666,753
4390,32,1,1,3,230400,0,0.242638,13342.028,750
4391,32,1,1,3,115200,0,0.242864,14320.11,800
4392,32,1,1,3,57600,0,0.259606,15315.216,821
4393,32,1,1,3,28800,0,0.300905,16690.969,838
4394,32,1,1,3,14400,0,0.272838,21223.607,875
4396,32,1,1,4,460800,0,0.231109,14093.478,796
4397,32,1,1,4,230400,0,0.237748,13969.522,800
4398,32,1,1,4,115200,0,0.236324,15431.99,840
4399,32,1,1,4,57600,0,0.233759,17818.543,878
4400,32,1,1,4,28800,0,0.234492,27343.203,1706
4403,32,1,1,5,460800,0,0.26195,13624.254,817
4404,32,1,1,5,230400,0,0.237444,14222.754,815
4405,32,1,1,5,115200,0,0.24936,15870.624,864
4406,32,1,1,5,57600,0,0.257092,16932.496,879
4407,32,1,1,5,28800,0,0.303183,18927.496,909
4410,32,1,2,1,460800,0,0.240178,10241.798,574
4411,32,1,2,1,230400,0,0.240518,10495.296,579
4412,32,1,2,1,115200,0,0.230153,11525.514,615
4413,32,1,2,1,57600,0,0.235372,12523.28,620
4414,32,1,2,1,28800,0,0.240202,15345.008,716
4415,32,1,2,1,14400,0,0.242013,18935.477,833
4416,32,1,2,1,7200,0,0.248,25508.602,1000
4417,32,1,2,2,460800,0,0.23574,11457.95,664
4418,32,1,2,2,230400,0,0.240809,12588.45,685
4419,32,1,2,2,115200,0,0.229348,12600.952,696
4420,32,1,2,2,57600,0,0.238163,14200.942,743
4421,32,1,2,2,28800,0,0.267602,15993.782,769
4422,32,1,2,2,14400,0,0.24332,25569.516,942
4424,32,1,2,3,460800,0,0.263729,13007.666,753
4425,32,1,2,3,230400,0,0.242638,13342.028,750
4426,32,1,2,3,115200,0,0.242864,14320.11,800
4427,32,1,2,3,57600,0,0.259606,15315.216,821
4428,32,1,2,3,28800,0,0.300905,16690.969,838
4429,32,1,2,3,14400,0,0.272838,21223.607,875
4431,32,1,2,4,460800,0,0.231109,14093.478,796
4432,32,1,2,4,230400,0,0.237748,13969.522,800
4433,32,1,2,4,115200,0,0.236324,15431.99,840
4434,32,1,2,4,57600,0,0.233759,17818.543,878
4435,32,1,2,4,28800,0,0.234492,27343.203,1706
4438,32,1,2,5,460800,0,0.26195,13624.254,817
4439,32,1,2,5,230400,0,0.237444,14222.754,815
4440,32,1,2,5,115200,0,0.24936,15870.624,864
