n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
1361,2,8,1,2,2,4,1048576,0,1.615793,324
1362,2,8,1,2,4,1,4194304,0,1.59325,235
1363,2,8,1,2,4,2,2097152,0,1.565647,310
1364,2,8,1,2,4,4,1048576,0,1.626408,481
1368,2,8,1,4,1,1,4194304,0,1.568461,149
1369,2,8,1,4,1,2,2097152,0,1.508861,231
1370,2,8,1,4,1,4,1048576,0,1.541018,313
1371,2,8,1,4,2,1,4194304,0,1.505537,222
1372,2,8,1,4,2,2,2097152,0,1.623704,368
1373,2,8,1,4,2,4,1048576,0,1.58684,470
1380,2,8,1,8,1,1,4194304,0,1.546068,225
1381,2,8,1,8,1,2,2097152,0,1.558527,397
1382,2,8,1,8,1,4,1048576,0,1.574858,535
1392,2,8,2,1,1,1,4194304,0,1.516828,155
1393,2,8,2,1,1,2,2097152,0,1.655481,218
1394,2,8,2,1,1,4,1048576,0,1.520503,221
1395,2,8,2,1,2,1,4194304,0,1.437363,222
1396,2,8,2,1,2,2,2097152,0,1.430182,299
1397,2,8,2,1,2,4,1048576,0,1.499828,379
1398,2,8,2,1,4,1,4194304,0,1.504858,395
1399,2,8,2,1,4,2,2097152,0,1.644639,441
1400,2,8,2,1,4,4,1048576,0,1.598547,487
1401,2,8,2,1,8,1,4194304,0,1.48391,584
1402,2,8,2,1,8,2,2097152,0,1.593625,834
1403,2,8,2,1,8,4,1048576,0,1.615669,838
1404,2,8,2,2,1,1,4194304,0,1.574793,221
1405,2,8,2,2,1,2,2097152,0,1.616055,318
1406,2,8,2,2,1,4,1048576,0,1.465709,332
1407,2,8,2,2,2,1,4194304,0,1.530058,348
1408,2,8,2,2,2,2,2097152,0,1.560956,442
1409,2,8,2,2,2,4,1048576,0,1.616573,532
1410,2,8,2,2,4,1,4194304,0,1.644972,685
1411,2,8,2,2,4,2,2097152,0,1.558632,780
1412,2,8,2,2,4,4,1048576,0,1.6256,751
1416,2,8,2,4,1,1,4194304,0,1.501791,377
1417,2,8,2,4,1,2,2097152,0,1.520835,492
1418,2,8,2,4,1,4,1048576,0,1.574793,526
1419,2,8,2,4,2,1,4194304,0,1.602376,653
1420,2,8,2,4,2,2,2097152,0,1.611562,852
1421,2,8,2,4,2,4,1048576,0,1.6139,757
1428,2,8,2,8,1,1,4194304,0,1.571452,715
1429,2,8,2,8,1,2,2097152,0,1.575795,898
1430,2,8,2,8,1,4,1048576,0,1.55341,846
1440,2,8,4,1,1,1,4194304,0,1.551997,168
1441,2,8,4,1,1,2,2097152,0,1.618127,227
1442,2,8,4,1,1,4,1048576,0,1.57288,305
1443,2,8,4,1,2,1,4194304,0,1.574392,193
1444,2,8,4,1,2,2,2097152,0,1.580358,260
1445,2,8,4,1,2,4,1048576,0,1.501315,404
1446,2,8,4,1,4,1,4194304,0,1.4841,260
1447,2,8,4,1,4,2,2097152,0,1.62179,366
1448,2,8,4,1,4,4,1048576,0,1.521215,580
1449,2,8,4,1,8,1,4194304,0,1.516666,397
1450,2,8,4,1,8,2,2097152,0,1.546821,544
1452,2,8,4,2,1,1,4194304,0,1.442938,205
1453,2,8,4,2,1,2,2097152,0,1.53509,302
1454,2,8,4,2,1,4,1048576,0,1.578846,410
1455,2,8,4,2,2,1,4194304,0,1.544232,279
1456,2,8,4,2,2,2,2097152,0,1.556991,371
1457,2,8,4,2,2,4,1048576,0,1.58599,573
1458,2,8,4,2,4,1,4194304,0,1.60406,455
1459,2,8,4,2,4,2,2097152,0,1.500337,626
1464,2,8,4,4,1,1,4194304,0,1.58995,330
1465,2,8,4,4,1,2,2097152,0,1.567575,429
1466,2,8,4,4,1,4,1048576,0,1.6347,632
1467,2,8,4,4,2,1,4194304,0,1.605046,509
1468,2,8,4,4,2,2,2097152,0,1.586984,655
1476,2,8,4,8,1,1,4194304,0,1.524979,494
1477,2,8,4,8,1,2,2097152,0,1.490339,659
1488,2,8,8,1,1,1,4194304,0,1.46093,159
1489,2,8,8,1,1,2,2097152,0,1.509032,207
1490,2,8,8,1,1,4,1048576,0,1.513793,307
1491,2,8,8,1,2,1,4194304,0,1.503806,209
1492,2,8,8,1,2,2,2097152,0,1.52219,304
1494,2,8,8,1,4,1,4194304,0,1.483306,279
1500,2,8,8,2,1,1,4194304,0,1.511657,222
1501,2,8,8,2,1,2,2097152,0,1.552699,353
1502,2,8,8,2,1,4,1048576,0,1.553356,480
1503,2,8,8,2,2,1,4194304,0,1.496419,338
1512,2,8,8,4,1,1,4194304,0,1.589308,368
1513,2,8,8,4,1,2,2097152,0,1.509194,550
1536,4,1,1,1,1,1,4194304,0,1.308533,87
1537,4,1,1,1,1,2,2097152,0,1.278471,115
1538,4,1,1,1,1,4,1048576,0,1.398718,159
1539,4,1,1,1,2,1,4194304,0,1.197342,93
1540,4,1,1,1,2,2,2097152,0,1.356233,133
1541,4,1,1,1,2,4,1048576,0,1.301694,197
1542,4,1,1,1,4,1,4194304,0,1.28671,126
1543,4,1,1,1,4,2,2097152,0,1.435962,164
1544,4,1,1,1,4,4,1048576,0,1.395779,245
1545,4,1,1,1,8,1,4194304,0,1.346244,150
1546,4,1,1,1,8,2,2097152,0,1.484853,208
1547,4,1,1,1,8,4,1048576,0,1.451762,269
1548,4,1,1,2,1,1,4194304,0,1.329643,90
1549,4,1,1,2,1,2,2097152,0,1.453099,115
1550,4,1,1,2,1,4,1048576,0,1.339438,151
1551,4,1,1,2,2,1,4194304,0,1.485237,119
1552,4,1,1,2,2,2,2097152,0,1.671313,176
1553,4,1,1,2,2,4,1048576,0,1.666248,229
1554,4,1,1,2,4,1,4194304,0,1.519366,122
1555,4,1,1,2,4,2,2097152,0,1.580317,198
1556,4,1,1,2,4,4,1048576,0,1.5609,212
1557,4,1,1,2,8,1,4194304,0,1.563188,172
1558,4,1,1,2,8,2,2097152,0,1.617889,256
1559,4,1,1,2,8,4,1048576,0,1.592733,371
1560,4,1,1,4,1,1,4194304,0,1.403277,119
1561,4,1,1,4,1,2,2097152,0,1.629584,166
1562,4,1,1,4,1,4,1048576,0,1.625193,172
1563,4,1,1,4,2,1,4194304,0,1.43458,139
1564,4,1,1,4,2,2,2097152,0,1.658311,173
1565,4,1,1,4,2,4,1048576,0,1.578105,307
1566,4,1,1,4,4,1,4194304,0,1.563939,166
1567,4,1,1,4,4,2,2097152,0,1.574576,213
1568,4,1,1,4,4,4,1048576,0,1.61746,328
1569,4,1,1,4,8,1,4194304,0,1.543772,242
1570,4,1,1,4,8,2,2097152,0,1.676641,377
1571,4,1,1,4,8,4,1048576,0,1.621602,524
1572,4,1,1,8,1,1,4194304,0,1.438742,140
1573,4,1,1,8,1,2,2097152,0,1.663699,192
1574,4,1,1,8,1,4,1048576,0,1.620464,304
1575,4,1,1,8,2,1,4194304,0,1.578105,194
1576,4,1,1,8,2,2,2097152,0,1.588236,250
1577,4,1,1,8,2,4,1048576,0,1.620994,366
1578,4,1,1,8,4,1,4194304,0,1.611382,223
1579,4,1,1,8,4,2,2097152,0,1.647513,343
1580,4,1,1,8,4,4,1048576,0,1.621512,426
1584,4,1,2,1,1,1,4194304,0,1.274582,103
1585,4,1,2,1,1,2,2097152,0,1.31061,112
1586,4,1,2,1,1,4,1048576,0,1.460088,196
1587,4,1,2,1,2,1,4194304,0,1.248531,108
1588,4,1,2,1,2,2,2097152,0,1.318564,165
1589,4,1,2,1,2,4,1048576,0,1.300804,205
1590,4,1,2,1,4,1,4194304,0,1.344904,154
1591,4,1,2,1,4,2,2097152,0,1.648462,229
1592,4,1,2,1,4,4,1048576,0,1.643604,311
1593,4,1,2,1,8,1,4194304,0,1.388226,210
1594,4,1,2,1,8,2,2097152,0,1.518052,340
1595,4,1,2,1,8,4,1048576,0,1.569145,430
1596,4,1,2,2,1,1,4194304,0,1.329043,102
1597,4,1,2,2,1,2,2097152,0,1.461092,145
1598,4,1,2,2,1,4,1048576,0,1.462936,235
1599,4,1,2,2,2,1,4194304,0,1.608244,145
1600,4,1,2,2,2,2,2097152,0,1.635051,201
1601,4,1,2,2,2,4,1048576,0,1.623156,248
1602,4,1,2,2,4,1,4194304,0,1.453293,200
1603,4,1,2,2,4,2,2097152,0,1.604067,339
1604,4,1,2,2,4,4,1048576,0,1.571566,368
1605,4,1,2,2,8,1,4194304,0,1.574337,333
1606,4,1,2,2,8,2,2097152,0,1.644695,646
1607,4,1,2,2,8,4,1048576,0,1.592429,715
1608,4,1,2,4,1,1,4194304,0,1.544712,145
1609,4,1,2,4,1,2,2097152,0,1.539852,200
1610,4,1,2,4,1,4,1048576,0,1.568173,246
1611,4,1,2,4,2,1,4194304,0,1.587133,227
1612,4,1,2,4,2,2,2097152,0,1.53285,347
1613,4,1,2,4,2,4,1048576,0,1.556138,357
1614,4,1,2,4,4,1,4194304,0,1.60105,328
1615,4,1,2,4,4,2,2097152,0,1.588821,563
1616,4,1,2,4,4,4,1048576,0,1.603563,716
1617,4,1,2,4,8,1,4194304,0,1.609683,560
1618,4,1,2,4,8,2,2097152,0,1.578357,820
1619,4,1,2,4,8,4,1048576,0,1.58087,891
1620,4,1,2,8,1,1,4194304,0,1.525105,196
1621,4,1,2,8,1,2,2097152,0,1.568843,237
1622,4,1,2,8,1,4,1048576,0,1.445339,273
1623,4,1,2,8,2,1,4194304,0,1.559153,340
1624,4,1,2,8,2,2,2097152,0,1.531509,476
1625,4,1,2,8,2,4,1048576,0,1.571887,547
1626,4,1,2,8,4,1,4194304,0,1.496514,604
1627,4,1,2,8,4,2,2097152,0,1.560509,939
1628,4,1,2,8,4,4,1048576,0,1.588486,969
1632,4,1,4,1,1,1,4194304,0,1.294041,101
1633,4,1,4,1,1,2,2097152,0,1.393468,129
1634,4,1,4,1,1,4,1048576,0,1.382993,235
1635,4,1,4,1,2,1,4194304,0,1.487613,114
1636,4,1,4,1,2,2,2097152,0,1.456528,162
1637,4,1,4,1,2,4,1048576,0,1.461016,214
1638,4,1,4,1,4,1,4194304,0,1.403361,158
1639,4,1,4,1,4,2,2097152,0,1.508243,213
1640,4,1,4,1,4,4,1048576,0,1.443752,316
1641,4,1,4,1,8,1,4194304,0,1.441021,219
1642,4,1,4,1,8,2,2097152,0,1.567339,292
1643,4,1,4,1,8,4,1048576,0,1.61637,403
1644,4,1,4,2,1,1,4194304,0,1.538948,143
1645,4,1,4,2,1,2,2097152,0,1.551585,191
1646,4,1,4,2,1,4,1048576,0,1.643197,247
1647,4,1,4,2,2,1,4194304,0,1.453368,168
1648,4,1,4,2,2,2,2097152,0,1.58253,220
1649,4,1,4,2,2,4,1048576,0,1.464838,272
1650,4,1,4,2,4,1,4194304,0,1.547469,235
1651,4,1,4,2,4,2,2097152,0,1.560434,328
1652,4,1,4,2,4,4,1048576,0,1.602985,476
1653,4,1,4,2,8,1,4194304,0,1.543072,333
1654,4,1,4,2,8,2,2097152,0,1.550218,525
1655,4,1,4,2,8,4,1048576,0,1.619195,658
1656,4,1,4,4,1,1,4194304,0,1.498878,182
1657,4,1,4,4,1,2,2097152,0,1.585835,253
1658,4,1,4,4,1,4,1048576,0,1.598471,357
1659,4,1,4,4,2,1,4194304,0,1.563579,263
1660,4,1,4,4,2,2,2097152,0,1.573387,444
1661,4,1,4,4,2,4,1048576,0,1.54945,518
1662,4,1,4,4,4,1,4194304,0,1.576556,397
1663,4,1,4,4,4,2,2097152,0,1.597666,543
1664,4,1,4,4,4,4,1048576,0,1.60099,683
1668,4,1,4,8,1,1,4194304,0,1.567379,274
1669,4,1,4,8,1,2,2097152,0,1.615097,339
1670,4,1,4,8,1,4,1048576,0,1.574362,450
1671,4,1,4,8,2,1,4194304,0,1.523517,412
1672,4,1,4,8,2,2,2097152,0,1.570893,663
1673,4,1,4,8,2,4,1048576,0,1.549948,807
1680,4,1,8,1,1,1,4194304,0,1.57158,104
1681,4,1,8,1,1,2,2097152,0,1.529553,201
1682,4,1,8,1,1,4,1048576,0,1.556969,294
1683,4,1,8,1,2,1,4194304,0,1.306188,135
1684,4,1,8,1,2,2,2097152,0,1.50118,177
1685,4,1,8,1,2,4,1048576,0,1.457356,275
1686,4,1,8,1,4,1,4194304,0,1.371377,180
1687,4,1,8,1,4,2,2097152,0,1.551251,255
1688,4,1,8,1,4,4,1048576,0,1.578987,365
1689,4,1,8,1,8,1,4194304,0,1.429403,250
1690,4,1,8,1,8,2,2097152,0,1.505386,385
1691,4,1,8,1,8,4,1048576,0,1.567584,534
1692,4,1,8,2,1,1,4194304,0,1.471272,128
1693,4,1,8,2,1,2,2097152,0,1.45584,183
1694,4,1,8,2,1,4,1048576,0,1.533163,317
1695,4,1,8,2,2,1,4194304,0,1.440777,164
1696,4,1,8,2,2,2,2097152,0,1.508729,244
1697,4,1,8,2,2,4,1048576,0,1.570116,296
1698,4,1,8,2,4,1,4194304,0,1.546654,251
1699,4,1,8,2,4,2,2097152,0,1.510876,377
1700,4,1,8,2,4,4,1048576,0,1.585879,517
1704,4,1,8,4,1,1,4194304,0,1.477181,173
1705,4,1,8,4,1,2,2097152,0,1.564683,254
1706,4,1,8,4,1,4,1048576,0,1.499672,334
1707,4,1,8,4,2,1,4194304,0,1.569623,261
1708,4,1,8,4,2,2,2097152,0,1.472455,365
1709,4,1,8,4,2,4,1048576,0,1.56355,582
1716,4,1,8,8,1,1,4194304,0,1.476853,274
1717,4,1,8,8,1,2,2097152,0,1.550072,394
1718,4,1,8,8,1,4,1048576,0,1.521506,565
1728,4,2,1,1,1,1,4194304,0,1.390139,92
1729,4,2,1,1,1,2,2097152,0,1.257601,109
1730,4,2,1,1,1,4,1048576,0,1.31038,180
1731,4,2,1,1,2,1,4194304,0,1.229876,93
1732,4,2,1,1,2,2,2097152,0,1.373516,129
1733,4,2,1,1,2,4,1048576,0,1.322601,197
1734,4,2,1,1,4,1,4194304,0,1.509928,136
1735,4,2,1,1,4,2,2097152,0,1.502848,178
1736,4,2,1,1,4,4,1048576,0,1.628268,208
1737,4,2,1,1,8,1,4194304,0,1.416132,167
1738,4,2,1,1,8,2,2097152,0,1.548288,235
1739,4,2,1,1,8,4,1048576,0,1.582507,358
1740,4,2,1,2,1,1,4194304,0,1.311559,86
1741,4,2,1,2,1,2,2097152,0,1.552186,133
1742,4,2,1,2,1,4,1048576,0,1.423695,190
1743,4,2,1,2,2,1,4194304,0,1.559303,135
1744,4,2,1,2,2,2,2097152,0,1.662649,228
1745,4,2,1,2,2,4,1048576,0,1.631291,260
1746,4,2,1,2,4,1,4194304,0,1.509253,164
1747,4,2,1,2,4,2,2097152,0,1.461546,251
1748,4,2,1,2,4,4,1048576,0,1.617478,314
1749,4,2,1,2,8,1,4194304,0,1.594812,254
1750,4,2,1,2,8,2,2097152,0,1.552164,350
1751,4,2,1,2,8,4,1048576,0,1.640662,459
1752,4,2,1,4,1,1,4194304,0,1.575119,140
1753,4,2,1,4,1,2,2097152,0,1.662466,192
1754,4,2,1,4,1,4,1048576,0,1.553029,269
1755,4,2,1,4,2,1,4194304,0,1.537722,175
1756,4,2,1,4,2,2,2097152,0,1.56436,224
1757,4,2,1,4,2,4,1048576,0,1.599258,320
1758,4,2,1,4,4,1,4194304,0,1.601463,260
1759,4,2,1,4,4,2,2097152,0,1.635346,322
1760,4,2,1,4,4,4,1048576,0,1.564376,471
1761,4,2,1,4,8,1,4194304,0,1.565312,337
1762,4,2,1,4,8,2,2097152,0,1.648247,517
1763,4,2,1,4,8,4,1048576,0,1.645887,670
1764,4,2,1,8,1,1,4194304,0,1.583381,155
1765,4,2,1,8,1,2,2097152,0,1.557244,235
1766,4,2,1,8,1,4,1048576,0,1.649482,327
1767,4,2,1,8,2,1,4194304,0,1.583916,256
1768,4,2,1,8,2,2,2097152,0,1.627413,341
1769,4,2,1,8,2,4,1048576,0,1.653544,481
1770,4,2,1,8,4,1,4194304,0,1.52493,355
1771,4,2,1,8,4,2,2097152,0,1.636189,525
1772,4,2,1,8,4,4,1048576,0,1.592191,627
1776,4,2,2,1,1,1,4194304,0,1.358252,111
1777,4,2,2,1,1,2,2097152,0,1.368626,145
1778,4,2,2,1,1,4,1048576,0,1.502142,246
1779,4,2,2,1,2,1,4194304,0,1.412018,145
1780,4,2,2,1,2,2,2097152,0,1.470232,195
1781,4,2,2,1,2,4,1048576,0,1.466719,287
1782,4,2,2,1,4,1,4194304,0,1.327578,171
1783,4,2,2,1,4,2,2097152,0,1.472262,249
1784,4,2,2,1,4,4,1048576,0,1.607077,323
1785,4,2,2,1,8,1,4194304,0,1.387391,267
1786,4,2,2,1,8,2,2097152,0,1.644966,353
1787,4,2,2,1,8,4,1048576,0,1.632087,435
1788,4,2,2,2,1,1,4194304,0,1.622607,132
1789,4,2,2,2,1,2,2097152,0,1.654564,239
1790,4,2,2,2,1,4,1048576,0,1.586802,227
1791,4,2,2,2,2,1,4194304,0,1.595357,194
1792,4,2,2,2,2,2,2097152,0,1.44999,239
1793,4,2,2,2,2,4,1048576,0,1.555377,285
1794,4,2,2,2,4,1,4194304,0,1.525618,276
1795,4,2,2,2,4,2,2097152,0,1.559573,359
1796,4,2,2,2,4,4,1048576,0,1.594866,416
1797,4,2,2,2,8,1,4194304,0,1.536917,464
1798,4,2,2,2,8,2,2097152,0,1.635933,605
1799,4,2,2,2,8,4,1048576,0,1.642623,679
1800,4,2,2,4,1,1,4194304,0,1.543132,204
1801,4,2,2,4,1,2,2097152,0,1.559362,270
1802,4,2,2,4,1,4,1048576,0,1.591318,354
1803,4,2,2,4,2,1,4194304,0,1.515898,309
1804,4,2,2,4,2,2,2097152,0,1.649388,423
1805,4,2,2,4,2,4,1048576,0,1.618775,436
1806,4,2,2,4,4,1,4194304,0,1.510397,488
1807,4,2,2,4,4,2,2097152,0,1.556562,599
1808,4,2,2,4,4,4,1048576,0,1.565427,700
1812,4,2,2,8,1,1,4194304,0,1.537611,299
1813,4,2,2,8,1,2,2097152,0,1.642349,411
1814,4,2,2,8,1,4,1048576,0,1.557354,440
1815,4,2,2,8,2,1,4194304,0,1.580802,519
1816,4,2,2,8,2,2,2097152,0,1.594519,626
1817,4,2,2,8,2,4,1048576,0,1.637009,749
1824,4,2,4,1,1,1,4194304,0,1.327028,120
1825,4,2,4,1,1,2,2097152,0,1.44987,146
1826,4,2,4,1,1,4,1048576,0,1.505149,308
1827,4,2,4,1,2,1,4194304,0,1.548668,144
1828,4,2,4,1,2,2,2097152,0,1.641113,224
1829,4,2,4,1,2,4,1048576,0,1.49257,318
1830,4,2,4,1,4,1,4194304,0,1.405795,203
1831,4,2,4,1,4,2,2097152,0,1.516818,278
1832,4,2,4,1,4,4,1048576,0,1.520469,405
1833,4,2,4,1,8,1,4194304,0,1.626931,322
1834,4,2,4,1,8,2,2097152,0,1.518568,385
1835,4,2,4,1,8,4,1048576,0,1.612327,563
1836,4,2,4,2,1,1,4194304,0,1.564245,137
1837,4,2,4,2,1,2,2097152,0,1.608567,181
1838,4,2,4,2,1,4,1048576,0,1.614211,335
1839,4,2,4,2,2,1,4194304,0,1.501697,205
1840,4,2,4,2,2,2,2097152,0,1.522277,240
1841,4,2,4,2,2,4,1048576,0,1.642606,388
1842,4,2,4,2,4,1,4194304,0,1.528931,288
1843,4,2,4,2,4,2,2097152,0,1.59747,393
1844,4,2,4,2,4,4,1048576,0,1.540216,521
1845,4,2,4,2,8,1,4194304,0,1.591749,447
1846,4,2,4,2,8,2,2097152,0,1.614318,609
1847,4,2,4,2,8,4,1048576,0,1.595234,802
1848,4,2,4,4,1,1,4194304,0,1.530213,193
1849,4,2,4,4,1,2,2097152,0,1.43194,243
1850,4,2,4,4,1,4,1048576,0,1.580844,396
1851,4,2,4,4,2,1,4194304,0,1.509331,303
1852,4,2,4,4,2,2,2097152,0,1.541861,391
1853,4,2,4,4,2,4,1048576,0,1.571238,621
1854,4,2,4,4,4,1,4194304,0,1.578883,494
1855,4,2,4,4,4,2,2097152,0,1.597967,580
1856,4,2,4,4,4,4,1048576,0,1.562287,830
1860,4,2,4,8,1,1,4194304,0,1.548971,246
1861,4,2,4,8,1,2,2097152,0,1.526395,315
1862,4,2,4,8,1,4,1048576,0,1.477922,453
1863,4,2,4,8,2,1,4194304,0,1.5246,472
1864,4,2,4,8,2,2,2097152,0,1.51099,544
1865,4,2,4,8,2,4,1048576,0,1.481282,747
1872,4,2,8,1,1,1,4194304,0,1.39395,114
1873,4,2,8,1,1,2,2097152,0,1.495077,179
1874,4,2,8,1,1,4,1048576,0,1.487033,222
1875,4,2,8,1,2,1,4194304,0,1.407295,160
1876,4,2,8,1,2,2,2097152,0,1.479514,212
1877,4,2,8,1,2,4,1048576,0,1.454073,343
1878,4,2,8,1,4,1,4194304,0,1.421597,207
1879,4,2,8,1,4,2,2097152,0,1.49742,288
1880,4,2,8,1,4,4,1048576,0,1.530079,426
1881,4,2,8,1,8,1,4194304,0,1.430388,329
1882,4,2,8,1,8,2,2097152,0,1.41808,455
1883,4,2,8,1,8,4,1048576,0,1.57858,622
1884,4,2,8,2,1,1,4194304,0,1.397068,137
1885,4,2,8,2,1,2,2097152,0,1.554505,224
1886,4,2,8,2,1,4,1048576,0,1.480137,345
1887,4,2,8,2,2,1,4194304,0,1.611478,208
1888,4,2,8,2,2,2,2097152,0,1.523337,322
1889,4,2,8,2,2,4,1048576,0,1.566177,449
1890,4,2,8,2,4,1,4194304,0,1.522857,321
1891,4,2,8,2,4,2,2097152,0,1.562574,494
1892,4,2,8,2,4,4,1048576,0,1.549608,650
1896,4,2,8,4,1,1,4194304,0,1.537759,211
1897,4,2,8,4,1,2,2097152,0,1.557131,319
1898,4,2,8,4,1,4,1048576,0,1.576667,402
1899,4,2,8,4,2,1,4194304,0,1.483944,303
1900,4,2,8,4,2,2,2097152,0,1.540571,481
1901,4,2,8,4,2,4,1048576,0,1.600973,614
1908,4,2,8,8,1,1,4194304,0,1.604739,341
1909,4,2,8,8,1,2,2097152,0,1.612455,464
1910,4,2,8,8,1,4,1048576,0,1.601784,614
1920,4,4,1,1,1,1,4194304,0,1.302114,88
1921,4,4,1,1,1,2,2097152,0,1.395218,128
1922,4,4,1,1,1,4,1048576,0,1.574187,201
1923,4,4,1,1,2,1,4194304,0,1.362795,96
1924,4,4,1,1,2,2,2097152,0,1.544086,154
1925,4,4,1,1,2,4,1048576,0,1.43383,223
1926,4,4,1,1,4,1,4194304,0,1.368554,128
1927,4,4,1,1,4,2,2097152,0,1.456077,157
1928,4,4,1,1,4,4,1048576,0,1.604529,258
1929,4,4,1,1,8,1,4194304,0,1.450957,163
1930,4,4,1,1,8,2,2097152,0,1.463243,266
1931,4,4,1,1,8,4,1048576,0,1.509358,393
1932,4,4,1,2,1,1,4194304,0,1.493877,121
1933,4,4,1,2,1,2,2097152,0,1.5789,134
1934,4,4,1,2,1,4,1048576,0,1.58917,215
1935,4,4,1,2,2,1,4194304,0,1.450326,122
1936,4,4,1,2,2,2,2097152,0,1.496448,209
1937,4,4,1,2,2,4,1048576,0,1.539204,217
1938,4,4,1,2,4,1,4194304,0,1.537876,169
1939,4,4,1,2,4,2,2097152,0,1.610418,240
1940,4,4,1,2,4,4,1048576,0,1.57036,364
1941,4,4,1,2,8,1,4194304,0,1.584253,264
1942,4,4,1,2,8,2,2097152,0,1.601756,473
1943,4,4,1,2,8,4,1048576,0,1.636596,526
1944,4,4,1,4,1,1,4194304,0,1.410537,120
1945,4,4,1,4,1,2,2097152,0,1.656177,197
1946,4,4,1,4,1,4,1048576,0,1.568629,227
1947,4,4,1,4,2,1,4194304,0,1.542065,167
1948,4,4,1,4,2,2,2097152,0,1.58381,280
1949,4,4,1,4,2,4,1048576,0,1.642052,392
1950,4,4,1,4,4,1,4194304,0,1.515826,235
1951,4,4,1,4,4,2,2097152,0,1.631625,437
1952,4,4,1,4,4,4,1048576,0,1.625398,536
1956,4,4,1,8,1,1,4194304,0,1.44926,158
1957,4,4,1,8,1,2,2097152,0,1.613076,233
1958,4,4,1,8,1,4,1048576,0,1.595062,300
1959,4,4,1,8,2,1,4194304,0,1.505537,277
1960,4,4,1,8,2,2,2097152,0,1.63717,499
1961,4,4,1,8,2,4,1048576,0,1.633467,596
1968,4,4,2,1,1,1,4194304,0,1.315364,107
1969,4,4,2,1,1,2,2097152,0,1.35863,154
1970,4,4,2,1,1,4,1048576,0,1.568781,244
1971,4,4,2,1,2,1,4194304,0,1.48179,157
1972,4,4,2,1,2,2,2097152,0,1.499828,206
1973,4,4,2,1,2,4,1048576,0,1.523712,260
1974,4,4,2,1,4,1,4194304,0,1.356894,228
1975,4,4,2,1,4,2,2097152,0,1.433381,317
1976,4,4,2,1,4,4,1048576,0,1.584017,396
1977,4,4,2,1,8,1,4194304,0,1.401582,396
1978,4,4,2,1,8,2,2097152,0,1.557221,484
1979,4,4,2,1,8,4,1048576,0,1.600138,576
1980,4,4,2,2,1,1,4194304,0,1.60503,178
1981,4,4,2,2,1,2,2097152,0,1.593503,222
1982,4,4,2,2,1,4,1048576,0,1.619563,230
1983,4,4,2,2,2,1,4194304,0,1.54225,229
1984,4,4,2,2,2,2,2097152,0,1.528053,318
1985,4,4,2,2,2,4,1048576,0,1.569307,356
1986,4,4,2,2,4,1,4194304,0,1.452753,410
1987,4,4,2,2,4,2,2097152,0,1.545773,511
1988,4,4,2,2,4,4,1048576,0,1.580175,534
1989,4,4,2,2,8,1,4194304,0,1.591453,718
1990,4,4,2,2,8,2,2097152,0,1.55221,911
1991,4,4,2,2,8,4,1048576,0,1.625854,893
1992,4,4,2,4,1,1,4194304,0,1.465708,235
1993,4,4,2,4,1,2,2097152,0,1.609205,324
1994,4,4,2,4,1,4,1048576,0,1.513819,365
1995,4,4,2,4,2,1,4194304,0,1.526884,411
1996,4,4,2,4,2,2,2097152,0,1.548763,494
1997,4,4,2,4,2,4,1048576,0,1.639955,563
1998,4,4,2,4,4,1,4194304,0,1.610569,678
1999,4,4,2,4,4,2,2097152,0,1.607396,914
2000,4,4,2,4,4,4,1048576,0,1.625766,839
2004,4,4,2,8,1,1,4194304,0,1.574626,403
2005,4,4,2,8,1,2,2097152,0,1.57663,537
2006,4,4,2,8,1,4,1048576,0,1.644954,539
2007,4,4,2,8,2,1,4194304,0,1.53156,735
2008,4,4,2,8,2,2,2097152,0,1.519034,1020
2009,4,4,2,8,2,4,1048576,0,1.561456,772
2016,4,4,4,1,1,1,4194304,0,1.510893,128
2017,4,4,4,1,1,2,2097152,0,1.620614,192
2018,4,4,4,1,1,4,1048576,0,1.63669,270
2019,4,4,4,1,2,1,4194304,0,1.414649,183
2020,4,4,4,1,2,2,2097152,0,1.524514,243
2021,4,4,4,1,2,4,1048576,0,1.528657,343
2022,4,4,4,1,4,1,4194304,0,1.537784,262
2023,4,4,4,1,4,2,2097152,0,1.549383,334
2024,4,4,4,1,4,4,1048576,0,1.505971,502
2025,4,4,4,1,8,1,4194304,0,1.616408,340
2026,4,4,4,1,8,2,2097152,0,1.608289,505
2027,4,4,4,1,8,4,1048576,0,1.553945,710
2028,4,4,4,2,1,1,4194304,0,1.534427,181
2029,4,4,4,2,1,2,2097152,0,1.530947,238
2030,4,4,4,2,1,4,1048576,0,1.56973,351
2031,4,4,4,2,2,1,4194304,0,1.540918,270
2032,4,4,4,2,2,2,2097152,0,1.564945,351
2033,4,4,4,2,2,4,1048576,0,1.586819,515
2034,4,4,4,2,4,1,4194304,0,1.545239,377
2035,4,4,4,2,4,2,2097152,0,1.563797,524
2036,4,4,4,2,4,4,1048576,0,1.588319,735
2037,4,4,4,2,8,1,4194304,0,1.610939,594
2040,4,4,4,4,1,1,4194304,0,1.476749,279
2041,4,4,4,4,1,2,2097152,0,1.631716,343
2042,4,4,4,4,1,4,1048576,0,1.603375,532
2043,4,4,4,4,2,1,4194304,0,1.62112,422
