n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2
4431,10,200,2,2,1,4,4,100,40000,0,1.301391,152
4432,10,200,2,2,2,1,1,100,40000,0,0.890802,137
4433,10,200,2,2,2,1,2,100,40000,0,0.921062,139
4434,10,200,2,2,2,1,3,100,40000,0,1.037172,143
4435,10,200,2,2,2,1,4,100,40000,0,1.325617,135
4436,10,200,2,2,2,2,1,100,40000,0,0.804568,141
4437,10,200,2,2,2,2,2,100,40000,0,1.12703,140
4438,10,200,2,2,2,2,3,100,40000,0,0.774769,150
4439,10,200,2,2,2,2,4,100,40000,0,1.115893,150
4440,10,200,2,2,2,3,1,100,40000,0,0.860932,135
4441,10,200,2,2,2,3,2,100,40000,0,0.914493,154
4442,10,200,2,2,2,3,3,100,40000,0,0.887089,150
4443,10,200,2,2,2,3,4,100,40000,0,1.346759,170
4444,10,200,2,2,2,4,1,100,40000,0,0.847694,145
4445,10,200,2,2,2,4,2,100,40000,0,0.991705,131
4446,10,200,2,2,2,4,3,100,40000,0,0.868274,152
4447,10,200,2,2,2,4,4,100,40000,0,1.577271,190
4448,10,200,2,2,3,1,1,100,40000,0,0.993962,144
4449,10,200,2,2,3,1,2,100,40000,0,1.142508,153
4450,10,200,2,2,3,1,3,100,40000,0,0.922853,151
4451,10,200,2,2,3,1,4,100,40000,0,1.068212,140
4452,10,200,2,2,3,2,1,100,40000,0,0.95123,149
4453,10,200,2,2,3,2,2,100,40000,0,1.068033,146
4454,10,200,2,2,3,2,3,100,40000,0,0.960947,154
4455,10,200,2,2,3,2,4,100,40000,0,1.159734,148
4456,10,200,2,2,3,3,1,100,40000,0,1.042319,147
4457,10,200,2,2,3,3,2,100,40000,0,1.017283,153
4458,10,200,2,2,3,3,3,100,40000,0,1.194658,154
4459,10,200,2,2,3,3,4,100,40000,0,1.453676,155
4460,10,200,2,2,3,4,1,100,40000,0,0.922672,148
4461,10,200,2,2,3,4,2,100,40000,0,1.034462,146
4462,10,200,2,2,3,4,3,100,40000,0,1.207509,173
4463,10,200,2,2,3,4,4,100,40000,0,1.37575,162
4464,10,200,2,2,4,1,1,100,40000,0,0.905426,141
4465,10,200,2,2,4,1,2,100,40000,0,0.978456,134
4466,10,200,2,2,4,1,3,100,40000,0,1.039515,146
4467,10,200,2,2,4,1,4,100,40000,0,1.130444,149
4468,10,200,2,2,4,2,1,100,40000,0,0.869199,139
4469,10,200,2,2,4,2,2,100,40000,0,0.999698,149
4470,10,200,2,2,4,2,3,100,40000,0,0.894318,139
4471,10,200,2,2,4,2,4,100,40000,0,1.165953,153
4472,10,200,2,2,4,3,1,100,40000,0,0.852526,151
4473,10,200,2,2,4,3,2,100,40000,0,1.013706,149
4474,10,200,2,2,4,3,3,100,40000,0,1.153735,175
4475,10,200,2,2,4,3,4,100,40000,0,1.456828,189
4476,10,200,2,2,4,4,1,100,40000,0,0.919751,151
4477,10,200,2,2,4,4,2,100,40000,0,1.004156,136
4478,10,200,2,2,4,4,3,100,40000,0,1.126338,204
4479,10,200,2,2,4,4,4,100,40000,0,1.417812,187
4480,10,200,2,3,1,1,1,100,40000,0,0.890541,120
4481,10,200,2,3,1,1,2,100,40000,0,0.963021,125
4482,10,200,2,3,1,1,3,100,40000,0,0.865233,127
4483,10,200,2,3,1,1,4,100,40000,0,1.41207,114
4484,10,200,2,3,1,2,1,100,40000,0,0.765785,120
4485,10,200,2,3,1,2,2,100,40000,0,0.98081,121
4486,10,200,2,3,1,2,3,100,40000,0,0.992942,130
4487,10,200,2,3,1,2,4,100,40000,0,1.287582,138
4488,10,200,2,3,1,3,1,100,40000,0,0.905398,116
4489,10,200,2,3,1,3,2,100,40000,0,1.179153,180
4490,10,200,2,3,1,3,3,100,40000,0,1.183609,151
4491,10,200,2,3,1,3,4,100,40000,0,1.54179,153
4492,10,200,2,3,1,4,1,100,40000,0,0.952995,131
4493,10,200,2,3,1,4,2,100,40000,0,1.185859,164
4494,10,200,2,3,1,4,3,100,40000,0,1.270225,158
4495,10,200,2,3,1,4,4,100,40000,0,1.482743,187
4496,10,200,2,3,2,1,1,100,40000,0,0.870276,121
4497,10,200,2,3,2,1,2,100,40000,0,0.992215,120
4498,10,200,2,3,2,1,3,100,40000,0,1.016888,127
4499,10,200,2,3,2,1,4,100,40000,0,1.042083,124
4500,10,200,2,3,2,2,1,100,40000,0,0.809033,122
4501,10,200,2,3,2,2,2,100,40000,0,1.072119,140
4502,10,200,2,3,2,2,3,100,40000,0,1.105529,156
4503,10,200,2,3,2,2,4,100,40000,0,1.306158,158
4504,10,200,2,3,2,3,1,100,40000,0,1.116746,164
4505,10,200,2,3,2,3,2,100,40000,0,1.25142,155
4506,10,200,2,3,2,3,3,100,40000,0,1.113094,144
4507,10,200,2,3,2,3,4,100,40000,0,1.411551,158
4508,10,200,2,3,2,4,1,100,40000,0,1.050723,164
4509,10,200,2,3,2,4,2,100,40000,0,1.144623,173
4510,10,200,2,3,2,4,3,100,40000,0,1.046432,170
4511,10,200,2,3,2,4,4,100,40000,0,1.364526,166
4512,10,200,2,3,3,1,1,100,40000,0,0.815827,125
4513,10,200,2,3,3,1,2,100,40000,0,1.064785,139
4514,10,200,2,3,3,1,3,100,40000,0,0.903486,127
4515,10,200,2,3,3,1,4,100,40000,0,1.382805,151
4516,10,200,2,3,3,2,1,100,40000,0,0.828183,129
4517,10,200,2,3,3,2,2,100,40000,0,1.058637,125
4518,10,200,2,3,3,2,3,100,40000,0,1.062475,152
4519,10,200,2,3,3,2,4,100,40000,0,1.310432,178
4520,10,200,2,3,3,3,1,100,40000,0,1.090535,165
4521,10,200,2,3,3,3,2,100,40000,0,1.172717,168
4522,10,200,2,3,3,3,3,100,40000,0,1.17373,174
4523,10,200,2,3,3,3,4,100,40000,0,1.345704,160
4524,10,200,2,3,3,4,1,100,40000,0,1.058526,188
4525,10,200,2,3,3,4,2,100,40000,0,1.140365,191
4526,10,200,2,3,3,4,3,100,40000,0,1.102219,168
4527,10,200,2,3,3,4,4,100,40000,0,1.442674,200
4528,10,200,2,3,4,1,1,100,40000,0,0.712408,137
4529,10,200,2,3,4,1,2,100,40000,0,0.918841,133
4530,10,200,2,3,4,1,3,100,40000,0,1.009438,143
4531,10,200,2,3,4,1,4,100,40000,0,1.240316,160
4532,10,200,2,3,4,2,1,100,40000,0,0.886878,139
4533,10,200,2,3,4,2,2,100,40000,0,1.096492,132
4534,10,200,2,3,4,2,3,100,40000,0,1.040878,154
4535,10,200,2,3,4,2,4,100,40000,0,1.352189,176
4536,10,200,2,3,4,3,1,100,40000,0,1.075922,151
4537,10,200,2,3,4,3,2,100,40000,0,1.291966,167
4538,10,200,2,3,4,3,3,100,40000,0,1.127789,159
4539,10,200,2,3,4,3,4,100,40000,0,1.517572,168
4540,10,200,2,3,4,4,1,100,40000,0,1.042019,186
4541,10,200,2,3,4,4,2,100,40000,0,1.214067,166
4542,10,200,2,3,4,4,3,100,40000,0,0.984577,162
4543,10,200,2,3,4,4,4,100,40000,0,1.316106,186
4544,10,200,2,4,1,1,1,100,40000,0,1.05825,136
4545,10,200,2,4,1,1,2,100,40000,0,1.029716,142
4546,10,200,2,4,1,1,3,100,40000,0,0.971078,136
4547,10,200,2,4,1,1,4,100,40000,0,1.281556,160
4548,10,200,2,4,1,2,1,100,40000,0,1.039324,135
4549,10,200,2,4,1,2,2,100,40000,0,1.004065,134
4550,10,200,2,4,1,2,3,100,40000,0,1.118692,156
4551,10,200,2,4,1,2,4,100,40000,0,1.419439,147
4552,10,200,2,4,1,3,1,100,40000,0,1.087903,154
4553,10,200,2,4,1,3,2,100,40000,0,1.12467,164
4554,10,200,2,4,1,3,3,100,40000,0,1.037593,158
4555,10,200,2,4,1,3,4,100,40000,0,1.543963,165
4556,10,200,2,4,1,4,1,100,40000,0,1.093815,177
4557,10,200,2,4,1,4,2,100,40000,0,1.318475,182
4558,10,200,2,4,1,4,3,100,40000,0,1.186003,226
4559,10,200,2,4,1,4,4,100,40000,0,1.434814,192
4560,10,200,2,4,2,1,1,100,40000,0,0.953486,149
4561,10,200,2,4,2,1,2,100,40000,0,0.956448,142
4562,10,200,2,4,2,1,3,100,40000,0,0.939353,180
4563,10,200,2,4,2,1,4,100,40000,0,1.43421,151
4564,10,200,2,4,2,2,1,100,40000,0,1.000046,147
4565,10,200,2,4,2,2,2,100,40000,0,1.109992,137
4566,10,200,2,4,2,2,3,100,40000,0,1.102121,182
4567,10,200,2,4,2,2,4,100,40000,0,1.456492,194
4568,10,200,2,4,2,3,1,100,40000,0,1.163043,199
4569,10,200,2,4,2,3,2,100,40000,0,1.343315,189
4570,10,200,2,4,2,3,3,100,40000,0,1.164381,212
4571,10,200,2,4,2,3,4,100,40000,0,1.645338,186
4572,10,200,2,4,2,4,1,100,40000,0,1.202067,193
4573,10,200,2,4,2,4,2,100,40000,0,1.291168,194
4574,10,200,2,4,2,4,3,100,40000,0,1.116825,184
4575,10,200,2,4,2,4,4,100,40000,0,1.414504,195
4576,10,200,2,4,3,1,1,100,40000,0,1.048055,152
4577,10,200,2,4,3,1,2,100,40000,0,0.996336,164
4578,10,200,2,4,3,1,3,100,40000,0,1.111717,162
4579,10,200,2,4,3,1,4,100,40000,0,1.294468,146
4580,10,200,2,4,3,2,1,100,40000,0,0.937535,167
4581,10,200,2,4,3,2,2,100,40000,0,1.179735,155
4582,10,200,2,4,3,2,3,100,40000,0,1.151444,198
4583,10,200,2,4,3,2,4,100,40000,0,1.47914,180
4584,10,200,2,4,3,3,1,100,40000,0,1.132947,171
4585,10,200,2,4,3,3,2,100,40000,0,1.2983,168
4586,10,200,2,4,3,3,3,100,40000,0,1.090412,161
4587,10,200,2,4,3,3,4,100,40000,0,1.488082,168
4588,10,200,2,4,3,4,1,100,40000,0,1.135234,190
4589,10,200,2,4,3,4,2,100,40000,0,1.217055,190
4590,10,200,2,4,3,4,3,100,40000,0,1.128697,177
4591,10,200,2,4,3,4,4,100,40000,0,1.550266,178
4592,10,200,2,4,4,1,1,100,40000,0,0.979704,138
4593,10,200,2,4,4,1,2,100,40000,0,1.062705,161
4594,10,200,2,4,4,1,3,100,40000,0,1.185624,185
4595,10,200,2,4,4,1,4,100,40000,0,1.35647,180
4596,10,200,2,4,4,2,1,100,40000,0,0.883851,153
4597,10,200,2,4,4,2,2,100,40000,0,1.248927,175
4598,10,200,2,4,4,2,3,100,40000,0,1.154041,168
4599,10,200,2,4,4,2,4,100,40000,0,1.444396,175
4600,10,200,2,4,4,3,1,100,40000,0,1.144568,198
4601,10,200,2,4,4,3,2,100,40000,0,1.34913,184
4602,10,200,2,4,4,3,3,100,40000,0,1.067568,214
4603,10,200,2,4,4,3,4,100,40000,0,1.435665,161
4604,10,200,2,4,4,4,1,100,40000,0,1.088424,183
4605,10,200,2,4,4,4,2,100,40000,0,1.357994,175
4606,10,200,2,4,4,4,3,100,40000,0,1.123354,192
4607,10,200,2,4,4,4,4,100,40000,0,1.365275,180
4608,10,200,3,1,1,1,1,100,40000,0,1.517889,127
4609,10,200,3,1,1,1,2,100,40000,0,1.95687,158
4610,10,200,3,1,1,1,3,100,40000,0,2.100269,151
4611,10,200,3,1,1,1,4,100,40000,0,2.322443,168
4612,10,200,3,1,1,2,1,100,40000,0,1.855927,139
4613,10,200,3,1,1,2,2,100,40000,0,1.927448,164
4614,10,200,3,1,1,2,3,100,40000,0,1.942475,163
4615,10,200,3,1,1,2,4,100,40000,0,2.383643,165
4616,10,200,3,1,1,3,1,100,40000,0,1.975085,141
4617,10,200,3,1,1,3,2,100,40000,0,2.195238,175
4618,10,200,3,1,1,3,3,100,40000,0,1.755445,168
4619,10,200,3,1,1,3,4,100,40000,0,2.491691,173
4620,10,200,3,1,1,4,1,100,40000,0,1.991439,169
4621,10,200,3,1,1,4,2,100,40000,0,2.206143,176
4622,10,200,3,1,1,4,3,100,40000,0,2.112668,164
4623,10,200,3,1,1,4,4,100,40000,0,2.955029,185
4624,10,200,3,1,2,1,1,100,40000,0,1.557265,128
4625,10,200,3,1,2,1,2,100,40000,0,2.105895,140
4626,10,200,3,1,2,1,3,100,40000,0,1.945101,160
4627,10,200,3,1,2,1,4,100,40000,0,2.273444,171
4628,10,200,3,1,2,2,1,100,40000,0,1.838119,162
4629,10,200,3,1,2,2,2,100,40000,0,1.9271,139
4630,10,200,3,1,2,2,3,100,40000,0,1.952691,170
4631,10,200,3,1,2,2,4,100,40000,0,2.313616,161
4632,10,200,3,1,2,3,1,100,40000,0,1.897336,171
4633,10,200,3,1,2,3,2,100,40000,0,2.361171,175
4634,10,200,3,1,2,3,3,100,40000,0,1.959849,155
4635,10,200,3,1,2,3,4,100,40000,0,2.45062,164
4636,10,200,3,1,2,4,1,100,40000,0,1.925921,171
4637,10,200,3,1,2,4,2,100,40000,0,2.209857,173
4638,10,200,3,1,2,4,3,100,40000,0,1.763442,181
4639,10,200,3,1,2,4,4,100,40000,0,2.600918,186
4640,10,200,3,1,3,1,1,100,40000,0,1.497088,126
4641,10,200,3,1,3,1,2,100,40000,0,1.972647,171
4642,10,200,3,1,3,1,3,100,40000,0,1.621233,156
4643,10,200,3,1,3,1,4,100,40000,0,2.23455,157
4644,10,200,3,1,3,2,1,100,40000,0,1.847588,154
4645,10,200,3,1,3,2,2,100,40000,0,2.247848,150
4646,10,200,3,1,3,2,3,100,40000,0,1.868419,173
4647,10,200,3,1,3,2,4,100,40000,0,2.95495,176
4648,10,200,3,1,3,3,1,100,40000,0,1.945056,187
4649,10,200,3,1,3,3,2,100,40000,0,1.706384,161
4650,10,200,3,1,3,3,3,100,40000,0,1.754893,184
4651,10,200,3,1,3,3,4,100,40000,0,2.469242,193
4652,10,200,3,1,3,4,1,100,40000,0,1.98548,175
4653,10,200,3,1,3,4,2,100,40000,0,1.979751,173
4654,10,200,3,1,3,4,3,100,40000,0,1.985719,162
4655,10,200,3,1,3,4,4,100,40000,0,2.724609,194
4656,10,200,3,1,4,1,1,100,40000,0,1.726553,163
4657,10,200,3,1,4,1,2,100,40000,0,1.834664,141
4658,10,200,3,1,4,1,3,100,40000,0,1.728921,160
4659,10,200,3,1,4,1,4,100,40000,0,2.288285,155
4660,10,200,3,1,4,2,1,100,40000,0,1.969069,205
4661,10,200,3,1,4,2,2,100,40000,0,1.996577,189
4662,10,200,3,1,4,2,3,100,40000,0,2.150571,164
4663,10,200,3,1,4,2,4,100,40000,0,2.494664,151
4664,10,200,3,1,4,3,1,100,40000,0,2.045058,178
4665,10,200,3,1,4,3,2,100,40000,0,2.223762,167
4666,10,200,3,1,4,3,3,100,40000,0,1.986383,206
4667,10,200,3,1,4,3,4,100,40000,0,2.347595,184
4668,10,200,3,1,4,4,1,100,40000,0,1.99172,171
4669,10,200,3,1,4,4,2,100,40000,0,2.12639,210
4670,10,200,3,1,4,4,3,100,40000,0,2.141998,192
4671,10,200,3,1,4,4,4,100,40000,0,2.798597,177
4672,10,200,3,2,1,1,1,100,40000,0,1.920932,155
4673,10,200,3,2,1,1,2,100,40000,0,2.057482,172
4674,10,200,3,2,1,1,3,100,40000,0,1.978853,177
4675,10,200,3,2,1,1,4,100,40000,0,2.646893,202
4676,10,200,3,2,1,2,1,100,40000,0,2.029349,162
4677,10,200,3,2,1,2,2,100,40000,0,2.1932,176
4678,10,200,3,2,1,2,3,100,40000,0,2.16248,194
4679,10,200,3,2,1,2,4,100,40000,0,2.337433,154
4680,10,200,3,2,1,3,1,100,40000,0,2.291169,203
4681,10,200,3,2,1,3,2,100,40000,0,2.286255,180
4682,10,200,3,2,1,3,3,100,40000,0,2.10874,191
4683,10,200,3,2,1,3,4,100,40000,0,2.688047,174
4684,10,200,3,2,1,4,1,100,40000,0,2.126189,198
4685,10,200,3,2,1,4,2,100,40000,0,2.118436,189
4686,10,200,3,2,1,4,3,100,40000,0,2.027921,194
4687,10,200,3,2,1,4,4,100,40000,0,2.930049,189
4688,10,200,3,2,2,1,1,100,40000,0,2.033832,180
4689,10,200,3,2,2,1,2,100,40000,0,2.379236,161
4690,10,200,3,2,2,1,3,100,40000,0,2.039781,184
4691,10,200,3,2,2,1,4,100,40000,0,2.805773,215
4692,10,200,3,2,2,2,1,100,40000,0,1.799832,162
4693,10,200,3,2,2,2,2,100,40000,0,2.289521,179
4694,10,200,3,2,2,2,3,100,40000,0,1.769637,151
4695,10,200,3,2,2,2,4,100,40000,0,2.685724,177
4696,10,200,3,2,2,3,1,100,40000,0,1.898657,196
4697,10,200,3,2,2,3,2,100,40000,0,2.133923,172
4698,10,200,3,2,2,3,3,100,40000,0,2.079345,169
4699,10,200,3,2,2,3,4,100,40000,0,2.496512,186
4700,10,200,3,2,2,4,1,100,40000,0,1.850342,166
4701,10,200,3,2,2,4,2,100,40000,0,2.250727,171
4702,10,200,3,2,2,4,3,100,40000,0,2.077178,185
4703,10,200,3,2,2,4,4,100,40000,0,2.615865,191
4704,10,200,3,2,3,1,1,100,40000,0,2.142341,182
4705,10,200,3,2,3,1,2,100,40000,0,2.395468,191
4706,10,200,3,2,3,1,3,100,40000,0,1.870354,181
4707,10,200,3,2,3,1,4,100,40000,0,2.514324,159
4708,10,200,3,2,3,2,1,100,40000,0,2.110107,169
4709,10,200,3,2,3,2,2,100,40000,0,2.29423,184
4710,10,200,3,2,3,2,3,100,40000,0,2.088947,179
4711,10,200,3,2,3,2,4,100,40000,0,2.861842,175
4712,10,200,3,2,3,3,1,100,40000,0,2.140452,181
4713,10,200,3,2,3,3,2,100,40000,0,2.548114,181
4714,10,200,3,2,3,3,3,100,40000,0,2.186463,194
4715,10,200,3,2,3,3,4,100,40000,0,3.032435,212
4716,10,200,3,2,3,4,1,100,40000,0,2.04344,186
4717,10,200,3,2,3,4,2,100,40000,0,2.160214,169
4718,10,200,3,2,3,4,3,100,40000,0,2.13963,205
4719,10,200,3,2,3,4,4,100,40000,0,2.801246,202
4720,10,200,3,2,4,1,1,100,40000,0,1.885425,161
4721,10,200,3,2,4,1,2,100,40000,0,2.197661,173
4722,10,200,3,2,4,1,3,100,40000,0,1.82548,169
4723,10,200,3,2,4,1,4,100,40000,0,2.434716,182
4724,10,200,3,2,4,2,1,100,40000,0,2.089908,160
4725,10,200,3,2,4,2,2,100,40000,0,2.043777,173
4726,10,200,3,2,4,2,3,100,40000,0,1.95966,178
4727,10,200,3,2,4,2,4,100,40000,0,2.620356,192
4728,10,200,3,2,4,3,1,100,40000,0,1.94306,162
4729,10,200,3,2,4,3,2,100,40000,0,2.274721,181
4730,10,200,3,2,4,3,3,100,40000,0,2.058288,171
4731,10,200,3,2,4,3,4,100,40000,0,2.644994,211
4732,10,200,3,2,4,4,1,100,40000,0,2.15494,192
4733,10,200,3,2,4,4,2,100,40000,0,2.408656,189
4734,10,200,3,2,4,4,3,100,40000,0,2.055434,197
4735,10,200,3,2,4,4,4,100,40000,0,3.000474,201
4736,10,200,3,3,1,1,1,100,40000,0,2.176923,166
4737,10,200,3,3,1,1,2,100,40000,0,1.957914,154
4738,10,200,3,3,1,1,3,100,40000,0,2.129697,154
4739,10,200,3,3,1,1,4,100,40000,0,2.62998,162
4740,10,200,3,3,1,2,1,100,40000,0,2.002466,159
4741,10,200,3,3,1,2,2,100,40000,0,2.04488,167
4742,10,200,3,3,1,2,3,100,40000,0,2.028549,185
4743,10,200,3,3,1,2,4,100,40000,0,2.658239,191
4744,10,200,3,3,1,3,1,100,40000,0,2.135453,159
4745,10,200,3,3,1,3,2,100,40000,0,2.16764,191
4746,10,200,3,3,1,3,3,100,40000,0,2.369193,172
4747,10,200,3,3,1,3,4,100,40000,0,2.989222,191
4748,10,200,3,3,1,4,1,100,40000,0,2.047281,150
4749,10,200,3,3,1,4,2,100,40000,0,2.189869,186
4750,10,200,3,3,1,4,3,100,40000,0,1.900756,176
4751,10,200,3,3,1,4,4,100,40000,0,2.627244,191
4752,10,200,3,3,2,1,1,100,40000,0,2.113787,159
4753,10,200,3,3,2,1,2,100,40000,0,2.410202,136
4754,10,200,3,3,2,1,3,100,40000,0,1.979217,176
4755,10,200,3,3,2,1,4,100,40000,0,2.701894,169
4756,10,200,3,3,2,2,1,100,40000,0,1.739171,163
4757,10,200,3,3,2,2,2,100,40000,0,2.133202,145
4758,10,200,3,3,2,2,3,100,40000,0,1.991039,173
4759,10,200,3,3,2,2,4,100,40000,0,2.703537,162
4760,10,200,3,3,2,3,1,100,40000,0,1.907357,169
4761,10,200,3,3,2,3,2,100,40000,0,2.404211,157
4762,10,200,3,3,2,3,3,100,40000,0,2.058629,189
4763,10,200,3,3,2,3,4,100,40000,0,2.2194,191
4764,10,200,3,3,2,4,1,100,40000,0,1.808946,178
4765,10,200,3,3,2,4,2,100,40000,0,2.028497,184
4766,10,200,3,3,2,4,3,100,40000,0,2.099358,202
4767,10,200,3,3,2,4,4,100,40000,0,2.337416,232
4768,10,200,3,3,3,1,1,100,40000,0,1.868102,155
4769,10,200,3,3,3,1,2,100,40000,0,2.219587,169
4770,10,200,3,3,3,1,3,100,40000,0,2.02897,188
4771,10,200,3,3,3,1,4,100,40000,0,2.800364,176
4772,10,200,3,3,3,2,1,100,40000,0,2.027731,172
4773,10,200,3,3,3,2,2,100,40000,0,2.006049,170
4774,10,200,3,3,3,2,3,100,40000,0,2.160293,167
4775,10,200,3,3,3,2,4,100,40000,0,2.942919,202
4776,10,200,3,3,3,3,1,100,40000,0,1.880157,181
4777,10,200,3,3,3,3,2,100,40000,0,2.096107,202
4778,10,200,3,3,3,3,3,100,40000,0,1.976074,193
4779,10,200,3,3,3,3,4,100,40000,0,2.585007,234
4780,10,200,3,3,3,4,1,100,40000,0,2.009304,189
4781,10,200,3,3,3,4,2,100,40000,0,2.310495,191
4782,10,200,3,3,3,4,3,100,40000,0,1.914009,186
4783,10,200,3,3,3,4,4,100,40000,0,2.435687,226
4784,10,200,3,3,4,1,1,100,40000,0,1.894708,175
4785,10,200,3,3,4,1,2,100,40000,0,1.917039,150
4786,10,200,3,3,4,1,3,100,40000,0,1.975944,190
4787,10,200,3,3,4,1,4,100,40000,0,2.689467,185
4788,10,200,3,3,4,2,1,100,40000,0,2.105846,158
4789,10,200,3,3,4,2,2,100,40000,0,2.273988,202
4790,10,200,3,3,4,2,3,100,40000,0,2.114602,190
4791,10,200,3,3,4,2,4,100,40000,0,2.741078,166
4792,10,200,3,3,4,3,1,100,40000,0,2.02383,179
4793,10,200,3,3,4,3,2,100,40000,0,2.123015,192
4794,10,200,3,3,4,3,3,100,40000,0,2.049352,255
4795,10,200,3,3,4,3,4,100,40000,0,2.228447,200
4796,10,200,3,3,4,4,1,100,40000,0,2.247979,204
4797,10,200,3,3,4,4,2,100,40000,0,2.247958,202
4798,10,200,3,3,4,4,3,100,40000,0,2.078648,238
4799,10,200,3,3,4,4,4,100,40000,0,2.572664,207
4800,10,200,3,4,1,1,1,100,40000,0,2.078261,201
4801,10,200,3,4,1,1,2,100,40000,0,2.097907,181
4802,10,200,3,4,1,1,3,100,40000,0,2.158166,184
4803,10,200,3,4,1,1,4,100,40000,0,2.897902,177
4804,10,200,3,4,1,2,1,100,40000,0,1.97433,198
4805,10,200,3,4,1,2,2,100,40000,0,2.074911,157
4806,10,200,3,4,1,2,3,100,40000,0,2.193166,214
4807,10,200,3,4,1,2,4,100,40000,0,2.838282,199
4808,10,200,3,4,1,3,1,100,40000,0,2.244727,216
4809,10,200,3,4,1,3,2,100,40000,0,2.514791,189
4810,10,200,3,4,1,3,3,100,40000,0,2.251271,209
4811,10,200,3,4,1,3,4,100,40000,0,2.531512,227
4812,10,200,3,4,1,4,1,100,40000,0,2.212111,217
4813,10,200,3,4,1,4,2,100,40000,0,2.213915,201
4814,10,200,3,4,1,4,3,100,40000,0,2.087723,221
4815,10,200,3,4,1,4,4,100,40000,0,2.493156,232
4816,10,200,3,4,2,1,1,100,40000,0,2.039245,182
4817,10,200,3,4,2,1,2,100,40000,0,2.343536,191
4818,10,200,3,4,2,1,3,100,40000,0,2.135837,199
4819,10,200,3,4,2,1,4,100,40000,0,2.830847,207
4820,10,200,3,4,2,2,1,100,40000,0,1.972246,211
4821,10,200,3,4,2,2,2,100,40000,0,2.387683,197
4822,10,200,3,4,2,2,3,100,40000,0,2.295392,198
4823,10,200,3,4,2,2,4,100,40000,0,2.83028,229
4824,10,200,3,4,2,3,1,100,40000,0,2.025195,187
4825,10,200,3,4,2,3,2,100,40000,0,2.41559,231
4826,10,200,3,4,2,3,3,100,40000,0,2.150046,243
4827,10,200,3,4,2,3,4,100,40000,0,2.602954,249
4828,10,200,3,4,2,4,1,100,40000,0,2.041993,199
4829,10,200,3,4,2,4,2,100,40000,0,2.490358,241
4830,10,200,3,4,2,4,3,100,40000,0,2.037161,210
4831,10,200,3,4,2,4,4,100,40000,0,2.704944,263
4832,10,200,3,4,3,1,1,100,40000,0,2.069761,205
4833,10,200,3,4,3,1,2,100,40000,0,2.135145,166
4834,10,200,3,4,3,1,3,100,40000,0,2.224019,216
4835,10,200,3,4,3,1,4,100,40000,0,2.794339,210
4836,10,200,3,4,3,2,1,100,40000,0,2.099008,195
4837,10,200,3,4,3,2,2,100,40000,0,2.403254,195
4838,10,200,3,4,3,2,3,100,40000,0,2.063236,204
4839,10,200,3,4,3,2,4,100,40000,0,2.704296,163
4840,10,200,3,4,3,3,1,100,40000,0,2.008016,198
4841,10,200,3,4,3,3,2,100,40000,0,2.423564,204
4842,10,200,3,4,3,3,3,100,40000,0,2.115445,282
4843,10,200,3,4,3,3,4,100,40000,0,2.638405,182
4844,10,200,3,4,3,4,1,100,40000,0,2.270303,235
4845,10,200,3,4,3,4,2,100,40000,0,2.371706,228
4846,10,200,3,4,3,4,3,100,40000,0,2.021215,271
4847,10,200,3,4,3,4,4,100,40000,0,2.568944,211
4848,10,200,3,4,4,1,1,100,40000,0,2.058022,188
4849,10,200,3,4,4,1,2,100,40000,0,2.492272,186
4850,10,200,3,4,4,1,3,100,40000,0,2.242735,209
4851,10,200,3,4,4,1,4,100,40000,0,2.700345,198
4852,10,200,3,4,4,2,1,100,40000,0,2.099268,177
4853,10,200,3,4,4,2,2,100,40000,0,2.394083,212
4854,10,200,3,4,4,2,3,100,40000,0,2.065189,171
4855,10,200,3,4,4,2,4,100,40000,0,2.77219,200
4856,10,200,3,4,4,3,1,100,40000,0,2.250198,192
4857,10,200,3,4,4,3,2,100,40000,0,2.495908,229
4858,10,200,3,4,4,3,3,100,40000,0,1.952203,202
4859,10,200,3,4,4,3,4,100,40000,0,2.623618,267
4860,10,200,3,4,4,4,1,100,40000,0,2.000741,181
4861,10,200,3,4,4,4,2,100,40000,0,2.399385,220
4862,10,200,3,4,4,4,3,100,40000,0,1.999534,215
4863,10,200,3,4,4,4,4,100,40000,0,2.683263,289
4864,10,200,4,1,1,1,1,100,40000,0,0.415575,122
4865,10,200,4,1,1,1,2,100,40000,0,0.547613,166
4866,10,200,4,1,1,1,3,100,40000,0,0.6441,160
4867,10,200,4,1,1,1,4,100,40000,0,0.758855,206
4868,10,200,4,1,1,2,1,100,40000,0,0.589798,132
4869,10,200,4,1,1,2,2,100,40000,0,0.660375,153
4870,10,200,4,1,1,2,3,100,40000,0,0.619568,136
4871,10,200,4,1,1,2,4,100,40000,0,0.796544,150
4872,10,200,4,1,1,3,1,100,40000,0,0.571189,152
4873,10,200,4,1,1,3,2,100,40000,0,0.664095,185
4874,10,200,4,1,1,3,3,100,40000,0,0.635754,214
4875,10,200,4,1,1,3,4,100,40000,0,0.695173,171
4876,10,200,4,1,1,4,1,100,40000,0,0.744883,191
4877,10,200,4,1,1,4,2,100,40000,0,0.701519,206
