n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,knob_I_B,knob_DATA_BLOCK,obj1,obj2,FF
3452,1024,4,1,1,8,1,0,262144,11.037135,2645.636,65
3453,1024,4,1,1,8,1,0,131072,11.330556,2849.924,75
3454,1024,4,1,1,8,1,0,65536,11.817441,3386.18,97
3455,1024,4,1,1,8,1,0,32768,11.930295,4225.41,129
3456,1024,4,1,1,8,2,0,1048576,12.649167,2423.26,54
3457,1024,4,1,1,8,2,0,524288,12.878605,2505.188,54
3458,1024,4,1,1,8,2,0,262144,12.89365,2579.136,54
3459,1024,4,1,1,8,2,0,131072,13.014011,2783.956,64
3460,1024,4,1,1,8,2,0,65536,13.732415,3348.94,86
3461,1024,4,1,1,8,2,0,32768,13.706086,4191.096,118
3462,1024,4,1,1,8,4,0,1048576,11.746419,2464.224,57
3463,1024,4,1,1,8,4,0,524288,11.959482,2546.95,57
3464,1024,4,1,1,8,4,0,262144,11.955989,2621.164,57
3465,1024,4,1,1,8,4,0,131072,12.106181,2825.452,67
3466,1024,4,1,1,8,4,0,65536,12.647572,3386.446,89
3467,1024,4,1,1,8,4,0,32768,13.154033,4188.17,121
3468,1024,4,1,1,8,8,0,1048576,11.372293,2458.372,58
3469,1024,4,1,1,8,8,0,524288,11.577169,2529.926,58
3470,1024,4,1,1,8,8,0,262144,11.57381,2601.746,58
3471,1024,4,1,1,8,8,0,131072,11.714872,2824.388,68
3472,1024,4,1,1,8,8,0,65536,12.363086,3380.86,90
3473,1024,4,1,1,8,8,0,32768,12.460486,4221.154,122
3474,1024,4,1,1,8,16,0,1048576,11.069358,2474.864,59
3475,1024,4,1,1,8,16,0,524288,11.27014,2556.526,59
3476,1024,4,1,1,8,16,0,262144,11.266848,2628.612,59
3477,1024,4,1,1,8,16,0,131072,11.408383,2833.698,69
3478,1024,4,1,1,8,16,0,65536,12.063395,3372.348,91
3479,1024,4,1,1,8,16,0,32768,12.346465,4209.982,123
3480,1024,4,1,1,16,1,0,1048576,10.843615,2488.696,65
3481,1024,4,1,1,16,1,0,524288,11.040303,2569.294,65
3482,1024,4,1,1,16,1,0,262144,11.037079,2645.636,65
3483,1024,4,1,1,16,1,0,131072,11.330498,2850.456,75
3484,1024,4,1,1,16,1,0,65536,11.772239,3404.268,97
3485,1024,4,1,1,16,1,0,32768,11.665834,4075.12,113
3486,1024,4,1,1,16,2,0,1048576,12.649112,2423.26,54
3487,1024,4,1,1,16,2,0,524288,12.878549,2504.39,54
3488,1024,4,1,1,16,2,0,262144,12.893594,2578.072,54
3489,1024,4,1,1,16,2,0,131072,13.205779,2782.892,64
3490,1024,4,1,1,16,2,0,65536,13.785012,3326.862,86
3491,1024,4,1,1,16,2,0,32768,13.935463,4008.088,102
3492,1024,4,1,1,16,4,0,1048576,11.746364,2464.756,57
3493,1024,4,1,1,16,4,0,524288,11.959426,2545.62,57
3494,1024,4,1,1,16,4,0,262144,11.955933,2619.568,57
3495,1024,4,1,1,16,4,0,131072,12.106125,2824.654,67
3496,1024,4,1,1,16,4,0,65536,12.696412,3345.216,89
3497,1024,4,1,1,16,4,0,32768,12.637034,4041.87,105
3498,1024,4,1,1,16,8,0,1048576,11.29499,2470.342,58
3499,1024,4,1,1,16,8,0,524288,11.499865,2551.738,58
3500,1024,4,1,1,16,8,0,262144,11.496506,2623.558,58
3501,1024,4,1,1,16,8,0,131072,11.640926,2828.644,68
3502,1024,4,1,1,16,8,0,65536,12.191737,3354.26,90
3503,1024,4,1,1,16,8,0,32768,12.299213,4053.308,106
3504,1024,4,1,1,16,16,0,1048576,11.145007,2465.82,59
3505,1024,4,1,1,16,16,0,524288,11.345788,2533.916,59
3506,1024,4,1,1,16,16,0,262144,11.342497,2609.194,59
3507,1024,4,1,1,16,16,0,131072,11.48074,2824.388,68
3508,1024,4,1,1,16,16,0,65536,12.115998,3383.786,91
3509,1024,4,1,1,16,16,0,32768,12.099541,4082.302,107
3510,1024,4,1,2,1,2,0,1048576,7.696438,2454.914,63
3511,1024,4,1,2,1,2,0,524288,7.827578,2518.754,63
3512,1024,4,1,2,1,2,0,262144,7.812529,2593.234,63
3513,1024,4,1,2,1,2,0,131072,7.892073,2814.546,73
3514,1024,4,1,2,1,2,0,65536,8.132856,3341.226,95
3515,1024,4,1,2,1,2,0,32768,8.276895,4250.414,127
3516,1024,4,1,2,1,4,0,1048576,8.495412,2400.118,53
3517,1024,4,1,2,1,4,0,524288,8.650182,2463.16,53
3518,1024,4,1,2,1,4,0,262144,8.6526,2535.778,53
3519,1024,4,1,2,1,4,0,131072,8.879918,2760.282,63
3520,1024,4,1,2,1,4,0,65536,9.208804,3309.572,85
3521,1024,4,1,2,1,4,0,32768,9.191876,4193.49,117
3522,1024,4,1,2,1,8,0,1048576,7.681296,2443.21,56
3523,1024,4,1,2,1,8,0,524288,7.820624,2523.01,56
3524,1024,4,1,2,1,8,0,262144,7.81834,2595.894,56
3525,1024,4,1,2,1,8,0,131072,7.916554,2813.216,66
3526,1024,4,1,2,1,8,0,65536,8.240891,3316.488,88
3527,1024,4,1,2,1,8,0,32768,8.419048,4209.982,120
3528,1024,4,1,2,1,16,0,1048576,7.455609,2448.796,57
3529,1024,4,1,2,1,16,0,524288,7.590843,2528.064,57
3530,1024,4,1,2,1,16,0,262144,7.588626,2601.214,57
3531,1024,4,1,2,1,16,0,131072,7.683955,2818.536,67
3532,1024,4,1,2,1,16,0,65536,7.998762,3321.276,89
3533,1024,4,1,2,1,16,0,32768,8.171684,4219.292,121
3534,1024,4,1,2,2,2,0,1048576,7.306871,2464.224,63
3535,1024,4,1,2,2,2,0,524288,7.438003,2527.798,63
3536,1024,4,1,2,2,2,0,262144,7.425105,2602.81,63
3537,1024,4,1,2,2,2,0,131072,7.502494,2825.452,73
3538,1024,4,1,2,2,2,0,65536,7.799155,3342.024,95
3539,1024,4,1,2,2,2,0,32768,7.951784,4230.996,127
3540,1024,4,1,2,2,4,0,1048576,8.187847,2413.418,53
3541,1024,4,1,2,2,4,0,524288,8.335354,2476.46,53
3542,1024,4,1,2,2,4,0,262144,8.332936,2549.078,53
3543,1024,4,1,2,2,4,0,131072,8.434498,2775.71,63
3544,1024,4,1,2,2,4,0,65536,8.964072,3323.404,85
3545,1024,4,1,2,2,4,0,32768,9.116415,4201.736,117
3546,1024,4,1,2,2,8,0,1048576,7.680855,2453.318,56
3547,1024,4,1,2,2,8,0,524288,7.820175,2534.448,56
3548,1024,4,1,2,2,8,0,262144,7.817891,2607.332,56
3549,1024,4,1,2,2,8,0,131072,7.9161,2824.654,66
3550,1024,4,1,2,2,8,0,65536,8.228998,3327.394,88
3551,1024,4,1,2,2,8,0,32768,8.407145,4235.518,120
3552,1024,4,1,2,2,16,0,1048576,7.455168,2461.298,57
3553,1024,4,1,2,2,16,0,524288,7.590394,2540.034,57
3554,1024,4,1,2,2,16,0,262144,7.588177,2612.652,57
3555,1024,4,1,2,2,16,0,131072,7.683501,2829.974,67
3556,1024,4,1,2,2,16,0,65536,7.987205,3332.448,89
3557,1024,4,1,2,2,16,0,32768,8.277609,4225.942,121
3558,1024,4,1,2,4,2,0,1048576,7.232787,2471.14,63
3559,1024,4,1,2,4,2,0,524288,7.363979,2552.536,63
3560,1024,4,1,2,4,2,0,262144,7.372582,2625.686,63
3561,1024,4,1,2,4,2,0,131072,7.557542,2843.008,73
3562,1024,4,1,2,4,2,0,65536,7.791968,3375.274,95
3563,1024,4,1,2,4,2,0,32768,7.927461,4235.252,127
3564,1024,4,1,2,4,4,0,1048576,8.135535,2413.418,54
3565,1024,4,1,2,4,4,0,524288,8.283102,2493.484,54
3566,1024,4,1,2,4,4,0,262144,8.292779,2568.762,54
3567,1024,4,1,2,4,4,0,131072,8.481471,2792.734,64
3568,1024,4,1,2,4,4,0,65536,8.764509,3321.276,86
3569,1024,4,1,2,4,4,0,32768,9.020937,4187.638,118
3570,1024,4,1,2,4,8,0,1048576,7.736714,2438.954,57
3571,1024,4,1,2,4,8,0,524288,7.84639,2502.528,57
3572,1024,4,1,2,4,8,0,262144,7.873809,2582.062,57
3573,1024,4,1,2,4,8,0,131072,8.079451,2811.62,67
3574,1024,4,1,2,4,8,0,65536,8.289663,3337.502,89
3575,1024,4,1,2,4,8,0,32768,8.570707,4209.184,121
3576,1024,4,1,2,4,16,0,1048576,7.458474,2461.83,58
3577,1024,4,1,2,4,16,0,524288,7.59376,2541.896,58
3578,1024,4,1,2,4,16,0,262144,7.591542,2613.184,58
3579,1024,4,1,2,4,16,0,131072,7.793362,2829.176,68
3580,1024,4,1,2,4,16,0,65536,8.001836,3332.714,90
3581,1024,4,1,2,4,16,0,32768,8.281279,4227.006,122
3582,1024,4,1,2,8,2,0,1048576,7.232677,2470.076,63
3583,1024,4,1,2,8,2,0,524288,7.363867,2552.27,63
3584,1024,4,1,2,8,2,0,262144,7.361717,2625.686,63
3585,1024,4,1,2,8,2,0,131072,7.454195,2845.402,73
3586,1024,4,1,2,8,2,0,65536,7.791849,3373.412,95
3587,1024,4,1,2,8,2,0,32768,8.030572,4239.242,127
3588,1024,4,1,2,8,4,0,1048576,8.135425,2412.354,54
3589,1024,4,1,2,8,4,0,524288,8.28299,2493.218,54
3590,1024,4,1,2,8,4,0,262144,8.292667,2567.698,54
3591,1024,4,1,2,8,4,0,131072,8.384592,2788.212,64
3592,1024,4,1,2,8,4,0,65536,8.764391,3320.744,86
3593,1024,4,1,2,8,4,0,32768,9.020815,4176.732,118
3594,1024,4,1,2,8,8,0,1048576,7.684051,2450.924,57
3595,1024,4,1,2,8,8,0,524288,7.823429,2533.384,57
3596,1024,4,1,2,8,8,0,262144,7.821144,2605.47,57
3597,1024,4,1,2,8,8,0,131072,8.029068,2822.26,67
3598,1024,4,1,2,8,8,0,65536,8.243847,3326.064,89
3599,1024,4,1,2,8,8,0,32768,8.659695,4200.406,121
3600,1024,4,1,2,8,16,0,1048576,7.509373,2446.668,58
3601,1024,4,1,2,8,16,0,524288,7.615826,2509.71,58
3602,1024,4,1,2,8,16,0,262144,7.642439,2589.51,58
3603,1024,4,1,2,8,16,0,131072,7.830949,2827.846,68
3604,1024,4,1,2,8,16,0,65536,8.046073,3331.916,90
3605,1024,4,1,2,8,16,0,32768,8.303335,4188.17,122
3606,1024,4,1,2,16,2,0,1048576,7.232622,2472.204,63
3607,1024,4,1,2,16,2,0,524288,7.363811,2554.398,63
3608,1024,4,1,2,16,2,0,262144,7.36166,2625.686,63
3609,1024,4,1,2,16,2,0,131072,7.454138,2845.402,73
3610,1024,4,1,2,16,2,0,65536,7.748777,3337.768,95
3611,1024,4,1,2,16,2,0,32768,7.776735,4072.194,111
3612,1024,4,1,2,16,4,0,1048576,8.13537,2414.482,54
3613,1024,4,1,2,16,4,0,524288,8.282934,2492.154,54
3614,1024,4,1,2,16,4,0,262144,8.280515,2567.698,54
3615,1024,4,1,2,16,4,0,131072,8.384536,2788.478,64
3616,1024,4,1,2,16,4,0,65536,8.916733,3319.148,86
3617,1024,4,1,2,16,4,0,32768,8.747398,4016.866,102
3618,1024,4,1,2,16,8,0,1048576,7.683996,2454.116,57
3619,1024,4,1,2,16,8,0,524288,7.823373,2535.778,57
3620,1024,4,1,2,16,8,0,262144,7.821088,2605.736,57
3621,1024,4,1,2,16,8,0,131072,8.02901,2821.994,67
3622,1024,4,1,2,16,8,0,65536,8.289485,3308.774,89
3623,1024,4,1,2,16,8,0,32768,8.250642,4054.106,105
3624,1024,4,1,2,16,16,0,1048576,7.458309,2457.574,58
3625,1024,4,1,2,16,16,0,524288,7.593592,2539.236,58
3626,1024,4,1,2,16,16,0,262144,7.591374,2610.79,58
3627,1024,4,1,2,16,16,0,131072,7.79319,2825.718,68
3628,1024,4,1,2,16,16,0,65536,8.221216,3344.152,90
3629,1024,4,1,2,16,16,0,32768,8.019401,4058.894,106
3630,1024,4,1,4,1,4,0,1048576,5.506687,2457.84,62
3631,1024,4,1,4,1,4,0,524288,5.606691,2521.414,62
3632,1024,4,1,4,1,4,0,262144,5.606691,2596.958,62
3633,1024,4,1,4,1,4,0,131072,5.761536,2817.206,72
3634,1024,4,1,4,1,4,0,65536,5.987352,3353.728,94
3635,1024,4,1,4,1,4,0,32768,6.234137,4236.582,126
3636,1024,4,1,4,1,8,0,1048576,6.062748,2438.156,53
3637,1024,4,1,4,1,8,0,524288,6.174569,2501.198,53
3638,1024,4,1,4,1,8,0,262144,6.190293,2577.806,53
3639,1024,4,1,4,1,8,0,131072,6.344046,2798.586,63
3640,1024,4,1,4,1,8,0,65536,6.466349,3324.468,85
3641,1024,4,1,4,1,8,0,32768,6.808799,4216.898,117
3642,1024,4,1,4,1,16,0,1048576,5.650112,2476.194,56
3643,1024,4,1,4,1,16,0,524288,5.752597,2558.92,56
3644,1024,4,1,4,1,16,0,262144,5.750917,2631.538,56
3645,1024,4,1,4,1,16,0,131072,5.82316,2852.584,66
3646,1024,4,1,4,1,16,0,65536,6.217979,3363.304,88
3647,1024,4,1,4,1,16,0,32768,6.374227,4235.252,120
3648,1024,4,1,4,2,4,0,1048576,5.461079,2465.288,62
3649,1024,4,1,4,2,4,0,524288,5.559463,2529.128,62
3650,1024,4,1,4,2,4,0,262144,5.55785,2600.682,62
3651,1024,4,1,4,2,4,0,131072,5.703006,2823.058,72
3652,1024,4,1,4,2,4,0,65536,5.873967,3348.674,94
3653,1024,4,1,4,2,4,0,32768,6.152988,4236.848,126
3654,1024,4,1,4,2,8,0,1048576,6.013376,2456.51,53
3655,1024,4,1,4,2,8,0,524288,6.1182,2519.552,53
3656,1024,4,1,4,2,8,0,262144,6.109464,2594.298,53
3657,1024,4,1,4,2,8,0,131072,6.256217,2813.748,63
3658,1024,4,1,4,2,8,0,65536,6.37327,3343.088,85
3659,1024,4,1,4,2,8,0,32768,6.644064,4233.656,117
3660,1024,4,1,4,2,16,0,1048576,5.649671,2492.952,56
3661,1024,4,1,4,2,16,0,524288,5.752148,2575.944,56
3662,1024,4,1,4,2,16,0,262144,5.758868,2649.626,56
3663,1024,4,1,4,2,16,0,131072,5.822706,2868.544,66
3664,1024,4,1,4,2,16,0,65536,6.182215,3400.278,88
3665,1024,4,1,4,2,16,0,32768,6.319971,4287.122,120
3666,1024,4,1,4,4,4,0,1048576,5.42729,2512.902,62
3667,1024,4,1,4,4,4,0,524288,5.525733,2596.16,62
3668,1024,4,1,4,4,4,0,262144,5.532189,2668.778,62
3669,1024,4,1,4,4,4,0,131072,5.583831,2886.632,72
3670,1024,4,1,4,4,4,0,65536,5.885616,3396.288,94
3671,1024,4,1,4,4,4,0,32768,6.021177,4299.89,126
3672,1024,4,1,4,4,8,0,1048576,5.878664,2469.278,53
3673,1024,4,1,4,4,8,0,524288,5.985295,2550.142,53
3674,1024,4,1,4,4,8,0,262144,5.992287,2626.218,53
3675,1024,4,1,4,4,8,0,131072,6.048224,2841.146,63
3676,1024,4,1,4,4,8,0,65536,6.376856,3376.604,85
3677,1024,4,1,4,4,8,0,32768,6.563897,4242.966,117
3678,1024,4,1,4,4,16,0,1048576,5.898393,2495.08,56
3679,1024,4,1,4,4,16,0,524288,5.972354,2557.856,56
3680,1024,4,1,4,4,16,0,262144,5.992526,2643.774,56
3681,1024,4,1,4,4,16,0,131072,6.132043,2886.366,66
3682,1024,4,1,4,4,16,0,65536,6.244666,3414.908,88
3683,1024,4,1,4,4,16,0,32768,6.443016,4293.24,120
3684,1024,4,1,4,8,4,0,1048576,5.42718,2511.838,62
3685,1024,4,1,4,8,4,0,524288,5.525621,2595.894,62
3686,1024,4,1,4,8,4,0,262144,5.532076,2668.246,62
3687,1024,4,1,4,8,4,0,131072,5.583718,2889.026,72
3688,1024,4,1,4,8,4,0,65536,5.900021,3397.618,94
3689,1024,4,1,4,8,4,0,32768,6.071083,4312.658,126
3690,1024,4,1,4,8,8,0,1048576,5.878554,2469.012,53
3691,1024,4,1,4,8,8,0,524288,5.985183,2549.876,53
3692,1024,4,1,4,8,8,0,262144,5.992175,2626.218,53
3693,1024,4,1,4,8,8,0,131072,6.048111,2843.806,63
3694,1024,4,1,4,8,8,0,65536,6.376737,3378.732,85
3695,1024,4,1,4,8,8,0,32768,6.521821,4262.384,117
3696,1024,4,1,4,8,16,0,1048576,5.652867,2503.06,56
3697,1024,4,1,4,8,16,0,524288,5.755402,2586.052,56
3698,1024,4,1,4,8,16,0,262144,5.753721,2658.67,56
3699,1024,4,1,4,8,16,0,131072,5.906683,2873.066,66
3700,1024,4,1,4,8,16,0,65536,6.131924,3402.14,88
3701,1024,4,1,4,8,16,0,32768,6.331951,4269.034,120
3702,1024,4,1,4,16,4,0,1048576,5.427125,2517.956,62
3703,1024,4,1,4,16,4,0,524288,5.525565,2597.756,62
3704,1024,4,1,4,16,4,0,262144,5.53202,2670.108,62
3705,1024,4,1,4,16,4,0,131072,5.670805,2889.824,72
3706,1024,4,1,4,16,4,0,65536,5.819272,3385.116,94
3707,1024,4,1,4,16,4,0,32768,5.891892,4150.93,110
3708,1024,4,1,4,16,8,0,1048576,5.878499,2477.524,53
3709,1024,4,1,4,16,8,0,524288,5.985127,2557.058,53
3710,1024,4,1,4,16,8,0,262144,5.992119,2628.346,53
3711,1024,4,1,4,16,8,0,131072,6.137202,2843.806,63
3712,1024,4,1,4,16,8,0,65536,6.376677,3373.678,85
3713,1024,4,1,4,16,8,0,32768,6.320741,4114.488,101
3714,1024,4,1,4,16,16,0,1048576,5.652812,2508.38,56
3715,1024,4,1,4,16,16,0,524288,5.755346,2588.712,56
3716,1024,4,1,4,16,16,0,262144,5.753665,2660.532,56
3717,1024,4,1,4,16,16,0,131072,5.899902,2875.992,66
3718,1024,4,1,4,16,16,0,65536,6.061267,3380.062,88
3719,1024,4,1,4,16,16,0,32768,6.078076,4144.546,104
3720,1024,4,1,8,1,8,0,1048576,4.635962,2503.326,60
3721,1024,4,1,8,1,8,0,524288,4.720668,2566.9,60
3722,1024,4,1,8,1,8,0,262144,4.731424,2651.754,60
3723,1024,4,1,8,1,8,0,131072,4.852433,2870.938,70
3724,1024,4,1,8,1,8,0,65536,4.988231,3402.14,92
3726,1024,4,1,8,1,16,0,1048576,4.936524,2494.282,52
3727,1024,4,1,8,1,16,0,524288,5.019811,2559.452,52
3728,1024,4,1,8,1,16,0,262144,5.022634,2640.582,52
3729,1024,4,1,8,1,16,0,131072,5.12992,2866.15,62
3730,1024,4,1,8,1,16,0,65536,5.285201,3388.042,84
3731,1024,4,1,8,1,16,0,32768,5.437658,4277.546,116
3732,1024,4,1,8,2,8,0,1048576,4.583078,2514.498,60
3733,1024,4,1,8,2,8,0,524288,4.666432,2578.338,60
3734,1024,4,1,8,2,8,0,262144,4.68122,2658.404,60
3735,1024,4,1,8,2,8,0,131072,4.798183,2897.804,70
3736,1024,4,1,8,2,8,0,65536,4.94069,3425.814,92
3738,1024,4,1,8,2,16,0,1048576,4.975588,2509.444,52
3739,1024,4,1,8,2,16,0,524288,5.063102,2569.56,52
3740,1024,4,1,8,2,16,0,262144,5.067337,2657.074,52
3741,1024,4,1,8,2,16,0,131072,5.181669,2890.09,62
3742,1024,4,1,8,2,16,0,65536,5.293179,3407.992,84
3743,1024,4,1,8,2,16,0,32768,5.497848,4304.146,116
3744,1024,4,1,8,4,8,0,1048576,4.524542,2556.792,60
3745,1024,4,1,8,4,8,0,524288,4.60661,2635.794,60
3746,1024,4,1,8,4,8,0,262144,4.611992,2712.136,60
3747,1024,4,1,8,4,8,0,131072,4.712896,2924.67,70
3748,1024,4,1,8,4,8,0,65536,4.899905,3467.31,92
3749,1024,4,1,8,4,8,0,32768,5.076151,4350.696,124
3750,1024,4,1,8,4,16,0,1048576,4.750229,2512.636,52
3751,1024,4,1,8,4,16,0,524288,4.836391,2591.372,52
3752,1024,4,1,8,4,16,0,262144,4.842041,2668.512,52
3753,1024,4,1,8,4,16,0,131072,4.959278,2887.164,62
3754,1024,4,1,8,4,16,0,65536,5.152791,3427.942,84
3755,1024,4,1,8,4,16,0,32768,5.320878,4305.742,116
3756,1024,4,1,8,8,8,0,1048576,4.524431,2552.536,60
3757,1024,4,1,8,8,8,0,524288,4.606498,2634.198,60
3758,1024,4,1,8,8,8,0,262144,4.61188,2711.604,60
3759,1024,4,1,8,8,8,0,131072,4.723544,2928.66,70
3760,1024,4,1,8,8,8,0,65536,4.907858,3466.778,92
3762,1024,4,1,8,8,16,0,1048576,4.750119,2511.572,52
3763,1024,4,1,8,8,16,0,524288,4.836279,2591.638,52
3764,1024,4,1,8,8,16,0,262144,4.841929,2667.448,52
3765,1024,4,1,8,8,16,0,131072,4.887128,2887.696,62
3766,1024,4,1,8,8,16,0,65536,5.152671,3427.676,84
3767,1024,4,1,8,8,16,0,32768,5.384315,4316.116,116
3768,1024,4,1,8,16,8,0,1048576,4.524376,2556.526,60
3769,1024,4,1,8,16,8,0,524288,4.606442,2641.646,60
3770,1024,4,1,8,16,8,0,262144,4.611823,2719.584,60
3771,1024,4,1,8,16,8,0,131072,4.727523,2929.192,70
3772,1024,4,1,8,16,8,0,65536,4.903762,3459.33,92
3773,1024,4,1,8,16,8,0,32768,4.863402,4212.376,108
3774,1024,4,1,8,16,16,0,1048576,4.750063,2517.424,52
3775,1024,4,1,8,16,16,0,524288,4.836223,2598.554,52
3776,1024,4,1,8,16,16,0,262144,4.841873,2670.374,52
3777,1024,4,1,8,16,16,0,131072,4.963343,2887.43,62
3778,1024,4,1,8,16,16,0,65536,5.152611,3414.376,84
3779,1024,4,1,8,16,16,0,32768,5.091876,4176.2,100
3780,1024,4,2,1,1,1,0,1048576,11.060119,2460.234,65
3781,1024,4,2,1,1,1,0,524288,11.2761,2521.414,65
3782,1024,4,2,1,1,1,0,262144,11.308335,2597.756,65
3783,1024,4,2,1,1,1,0,131072,11.44695,2808.428,75
3784,1024,4,2,1,1,1,0,65536,12.0143,3362.24,97
3785,1024,4,2,1,1,1,0,32768,12.123902,4205.992,129
3786,1024,4,2,1,1,2,0,1048576,13.0375,2401.98,54
3787,1024,4,2,1,1,2,0,524288,13.278169,2464.224,54
3788,1024,4,2,1,1,2,0,262144,13.308253,2539.768,54
3789,1024,4,2,1,1,2,0,131072,13.398504,2750.972,64
3790,1024,4,2,1,1,2,0,65536,14.034021,3303.188,86
3791,1024,4,2,1,1,2,0,32768,13.973853,4178.328,118
3792,1024,4,2,1,1,4,0,1048576,11.743664,2444.274,57
3793,1024,4,2,1,1,4,0,524288,11.956677,2525.936,57
3794,1024,4,2,1,1,4,0,262144,11.953185,2600.416,57
3795,1024,4,2,1,1,4,0,131072,12.270959,2804.97,67
3796,1024,4,2,1,1,4,0,65536,12.798254,3341.492,89
3797,1024,4,2,1,1,4,0,32768,12.920475,4181.52,121
3798,1024,4,2,1,1,8,0,1048576,11.29229,2449.86,58
3799,1024,4,2,1,1,8,0,524288,11.497116,2531.522,58
3800,1024,4,2,1,1,8,0,262144,11.493758,2605.736,58
3801,1024,4,2,1,1,8,0,131072,11.799318,2811.354,68
3802,1024,4,2,1,1,8,0,65536,12.306346,3352.398,90
3803,1024,4,2,1,1,8,0,32768,12.252621,4221.686,122
3804,1024,4,2,1,1,16,0,1048576,11.066603,2455.446,59
3805,1024,4,2,1,1,16,0,524288,11.267335,2537.906,59
3806,1024,4,2,1,1,16,0,262144,11.264044,2610.258,59
3807,1024,4,2,1,1,16,0,131072,11.563497,2815.876,69
3808,1024,4,2,1,1,16,0,65536,12.060392,3355.324,91
3809,1024,4,2,1,1,16,0,32768,12.080136,4197.746,123
3810,1024,4,2,1,2,1,0,1048576,10.998424,2525.404,65
3811,1024,4,2,1,2,1,0,524288,11.201502,2586.052,65
3812,1024,4,2,1,2,1,0,262144,11.178937,2660.532,65
3813,1024,4,2,1,2,1,0,131072,11.291758,2875.46,75
3814,1024,4,2,1,2,1,0,65536,11.726925,3424.218,97
3815,1024,4,2,1,2,1,0,32768,12.187878,4269.3,129
3816,1024,4,2,1,2,2,0,1048576,12.845269,2475.928,54
3817,1024,4,2,1,2,2,0,524288,13.078409,2539.236,54
3818,1024,4,2,1,2,2,0,262144,13.055847,2612.652,54
3819,1024,4,2,1,2,2,0,131072,13.187458,2828.644,64
3820,1024,4,2,1,2,2,0,65536,13.845515,3378.998,86
3821,1024,4,2,1,2,2,0,32768,14.699109,4233.922,118
3822,1024,4,2,1,2,4,0,1048576,11.743223,2519.02,57
3823,1024,4,2,1,2,4,0,524288,11.956228,2602.012,57
3824,1024,4,2,1,2,4,0,262144,11.952737,2673.3,57
3825,1024,4,2,1,2,4,0,131072,12.102888,2878.652,67
3826,1024,4,2,1,2,4,0,65536,12.797774,3419.164,89
3827,1024,4,2,1,2,4,0,32768,12.99332,4260.788,121
3828,1024,4,2,1,2,8,0,1048576,11.291849,2523.808,58
3829,1024,4,2,1,2,8,0,524288,11.496667,2607.864,58
3830,1024,4,2,1,2,8,0,262144,11.493309,2678.088,58
3831,1024,4,2,1,2,8,0,131072,11.637689,2883.706,68
3832,1024,4,2,1,2,8,0,65536,12.305866,3420.76,90
3833,1024,4,2,1,2,8,0,32768,12.759151,4273.29,122
3834,1024,4,2,1,2,16,0,1048576,11.066162,2528.33,59
3835,1024,4,2,1,2,16,0,524288,11.266886,2612.918,59
3836,1024,4,2,1,2,16,0,262144,11.263596,2683.674,59
3837,1024,4,2,1,2,16,0,131072,11.40509,2888.228,69
3838,1024,4,2,1,2,16,0,65536,12.059912,3425.016,91
3839,1024,4,2,1,2,16,0,32768,12.415293,4271.694,123
3840,1024,4,2,1,4,1,0,1048576,10.914392,2542.428,65
3841,1024,4,2,1,4,1,0,524288,11.111019,2600.948,65
3842,1024,4,2,1,4,1,0,262144,11.107796,2676.758,65
3843,1024,4,2,1,4,1,0,131072,11.397901,2885.834,75
3844,1024,4,2,1,4,1,0,65536,11.878185,3446.296,97
3845,1024,4,2,1,4,1,0,32768,12.16829,4274.886,129
3846,1024,4,2,1,4,2,0,1048576,12.76608,2483.908,54
3847,1024,4,2,1,4,2,0,524288,13.002976,2544.29,54
3848,1024,4,2,1,4,2,0,262144,12.980414,2621.43,54
3849,1024,4,2,1,4,2,0,131072,13.115784,2832.634,64
3850,1024,4,2,1,4,2,0,65536,13.728706,3388.308,86
3851,1024,4,2,1,4,2,0,32768,14.439395,4234.188,118
3852,1024,4,2,1,4,4,0,1048576,11.743003,2522.744,57
3853,1024,4,2,1,4,4,0,524288,11.956004,2600.948,57
3854,1024,4,2,1,4,4,0,262144,11.952512,2678.088,57
3855,1024,4,2,1,4,4,0,131072,12.102661,2879.184,66
3856,1024,4,2,1,4,4,0,65536,12.797534,3431.134,89
3857,1024,4,2,1,4,4,0,32768,13.282897,4260.522,121
3858,1024,4,2,1,4,8,0,1048576,11.291629,2528.33,58
3859,1024,4,2,1,4,8,0,524288,11.496443,2606.8,58
3860,1024,4,2,1,4,8,0,262144,11.493085,2683.142,58
3861,1024,4,2,1,4,8,0,131072,11.637462,2883.972,67
3862,1024,4,2,1,4,8,0,65536,12.305626,3436.454,90
3863,1024,4,2,1,4,8,0,32768,12.903279,4270.896,122
3864,1024,4,2,1,4,16,0,1048576,11.065941,2533.916,59
3865,1024,4,2,1,4,16,0,524288,11.266662,2611.854,59
3866,1024,4,2,1,4,16,0,262144,11.263371,2687.664,59
3867,1024,4,2,1,4,16,0,131072,11.404863,2888.76,68
3868,1024,4,2,1,4,16,0,65536,12.059672,3437.518,91
3869,1024,4,2,1,4,16,0,32768,12.51047,4275.418,123
3870,1024,4,2,1,8,1,0,1048576,10.841907,2565.57,65
3871,1024,4,2,1,8,1,0,524288,11.038564,2644.838,65
3872,1024,4,2,1,8,1,0,262144,11.05146,2721.712,65
