n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
4564,1024,3,2,3,3,128,0,1.013004,12466.622,448
4565,1024,3,2,3,3,256,0,1.042712,10637.606,437
4566,1024,3,2,3,3,512,0,1.036589,10503.808,437
4567,1024,3,2,3,3,1024,0,1.050082,10110.394,458
4571,1024,3,2,3,4,64,0,0.924205,13867.378,481
4572,1024,3,2,3,4,128,0,0.855947,11620.742,459
4573,1024,3,2,3,4,256,0,0.855947,10872.218,446
4574,1024,3,2,3,4,512,0,0.840527,10343.676,447
4575,1024,3,2,3,4,1024,0,0.925679,10243.394,464
4580,1024,3,2,4,1,128,0,1.414603,15280.104,602
4581,1024,3,2,4,1,256,0,1.492712,13830.67,593
4582,1024,3,2,4,1,512,0,1.298586,13206.102,581
4583,1024,3,2,4,1,1024,0,1.76585,11507.16,581
4588,1024,3,2,4,2,128,0,1.420146,14643.832,608
4589,1024,3,2,4,2,256,0,1.630832,13715.226,599
4590,1024,3,2,4,2,512,0,1.317712,13210.624,587
4591,1024,3,2,4,2,1024,0,1.64768,12103.532,580
4596,1024,3,2,4,3,128,0,1.722824,15007.986,602
4597,1024,3,2,4,3,256,0,1.446383,13974.044,593
4598,1024,3,2,4,3,512,0,1.587777,13185.886,582
4599,1024,3,2,4,3,1024,0,1.755309,12033.84,574
4604,1024,3,2,4,4,128,0,1.731619,14594.09,612
4605,1024,3,2,4,4,256,0,1.478276,13763.638,604
4606,1024,3,2,4,4,512,0,1.272534,13213.55,593
4607,1024,3,2,4,4,1024,0,1.646682,11880.092,580
4611,1024,3,3,1,1,64,0,0.456987,9383.682,304
4612,1024,3,3,1,1,128,0,0.452141,7745.388,282
4613,1024,3,3,1,1,256,0,0.460167,7063.364,273
4614,1024,3,3,1,1,512,0,0.461909,7343.994,283
4615,1024,3,3,1,1,1024,0,0.451383,6868.652,256
4619,1024,3,3,1,2,64,0,0.599854,9335.27,367
4620,1024,3,3,1,2,128,0,0.593267,8005.27,344
4621,1024,3,3,1,2,256,0,0.595993,7282.282,334
4622,1024,3,3,1,2,512,0,0.579791,7494.018,342
4623,1024,3,3,1,2,1024,0,0.744537,7215.516,324
4627,1024,3,3,1,3,64,0,0.625335,9338.196,300
4628,1024,3,3,1,3,128,0,0.660766,7886.368,277
4629,1024,3,3,1,3,256,0,0.626319,7432.306,267
4630,1024,3,3,1,3,512,0,0.723223,6943.398,285
4631,1024,3,3,1,3,1024,0,0.756307,6682.452,266
4635,1024,3,3,1,4,64,0,0.48095,9810.346,367
4636,1024,3,3,1,4,128,0,0.458087,8079.75,344
4637,1024,3,3,1,4,256,0,0.567252,7595.63,334
4638,1024,3,3,1,4,512,0,0.464219,7662.662,342
4639,1024,3,3,1,4,1024,0,0.447261,7355.964,324
4643,1024,3,3,2,1,64,0,1.236645,11566.212,409
4644,1024,3,3,2,1,128,0,1.318025,10363.094,387
4645,1024,3,3,2,1,256,0,0.862463,9403.1,379
4646,1024,3,3,2,1,512,0,1.365162,9078.314,388
4647,1024,3,3,2,1,1024,0,1.443635,8847.958,401
4651,1024,3,3,2,2,64,0,0.965801,12339.208,472
4652,1024,3,3,2,2,128,0,1.246239,10576.692,449
4653,1024,3,3,2,2,256,0,0.979386,9965.69,440
4654,1024,3,3,2,2,512,0,1.019726,9823.646,448
4655,1024,3,3,2,2,1024,0,1.40569,9146.144,468
4660,1024,3,3,2,3,128,0,1.116453,10028.732,382
4661,1024,3,3,2,3,256,0,0.861668,9836.414,373
4662,1024,3,3,2,3,512,0,0.92779,9866.206,390
4663,1024,3,3,2,3,1024,0,0.965841,9462.95,403
4667,1024,3,3,2,4,64,0,0.996808,12896.212,472
4668,1024,3,3,2,4,128,0,1.173686,10021.816,449
4669,1024,3,3,2,4,256,0,1.14319,9409.484,440
4670,1024,3,3,2,4,512,0,0.864566,9826.306,448
4671,1024,3,3,2,4,1024,0,1.250866,9550.198,468
4676,1024,3,3,3,1,128,0,1.551603,10738.42,377
4677,1024,3,3,3,1,256,0,1.5283,9778.958,367
4678,1024,3,3,3,1,512,0,1.506528,9993.354,368
4679,1024,3,3,3,1,1024,0,1.539866,9594.354,361
4684,1024,3,3,3,2,128,0,1.527169,10747.73,439
4685,1024,3,3,3,2,256,0,1.534483,10380.916,428
4686,1024,3,3,3,2,512,0,1.589079,10370.542,428
4687,1024,3,3,3,2,1024,0,1.669188,9914.352,427
4692,1024,3,3,3,3,128,0,1.47764,10736.824,372
4693,1024,3,3,3,3,256,0,1.546011,9912.756,361
4694,1024,3,3,3,3,512,0,1.219121,10255.098,361
4695,1024,3,3,3,3,1024,0,1.69517,9520.938,361
4700,1024,3,3,3,4,128,0,1.533577,11233.18,439
4701,1024,3,3,3,4,256,0,1.554666,9645.692,428
4702,1024,3,3,3,4,512,0,1.505684,10005.856,428
4703,1024,3,3,3,4,1024,0,1.544121,9735.334,427
4708,1024,3,3,4,1,128,0,1.832223,14557.648,516
4709,1024,3,3,4,1,256,0,1.847298,13793.696,508
4710,1024,3,3,4,1,512,0,2.468001,13190.142,506
4711,1024,3,3,4,1,1024,0,2.251993,12319.79,481
4716,1024,3,3,4,2,128,0,1.883707,14564.83,583
4717,1024,3,3,4,2,256,0,1.830023,13583.556,575
4718,1024,3,3,4,2,512,0,2.413409,12761.084,573
4719,1024,3,3,4,2,1024,0,2.200613,12431.244,545
4724,1024,3,3,4,3,128,0,1.908272,15935.262,516
4725,1024,3,3,4,3,256,0,1.871249,13820.03,508
4726,1024,3,3,4,3,512,0,2.276651,13671.336,516
4727,1024,3,3,4,3,1024,0,2.186415,12437.362,483
4732,1024,3,3,4,4,128,0,2.092048,15039.374,583
4733,1024,3,3,4,4,256,0,2.016945,14125.664,575
4734,1024,3,3,4,4,512,0,2.555625,13495.244,573
4735,1024,3,3,4,4,1024,0,2.087236,11909.086,540
4739,1024,3,4,1,1,64,0,0.853679,13303.724,550
4740,1024,3,4,1,1,128,0,0.799277,11507.958,527
4741,1024,3,4,1,1,256,0,0.842981,10562.594,517
4742,1024,3,4,1,1,512,0,0.733974,10424.54,488
4743,1024,3,4,1,1,1024,0,0.852165,10469.76,499
4747,1024,3,4,1,2,64,0,0.887081,13529.292,556
4748,1024,3,4,1,2,128,0,0.854181,11780.608,533
4749,1024,3,4,1,2,256,0,0.797162,11131.036,523
4750,1024,3,4,1,2,512,0,0.842071,10928.344,498
4751,1024,3,4,1,2,1024,0,0.801501,10716.608,505
4755,1024,3,4,1,3,64,0,0.934374,13720.014,553
4756,1024,3,4,1,3,128,0,0.93609,11992.078,530
4757,1024,3,4,1,3,256,0,0.923475,10837.106,520
4758,1024,3,4,1,3,512,0,0.916109,10804.654,486
4759,1024,3,4,1,3,1024,0,0.918127,10533.6,500
4763,1024,3,4,1,4,64,0,0.91831,13548.71,556
4764,1024,3,4,1,4,128,0,0.801452,11813.592,533
4765,1024,3,4,1,4,256,0,0.813966,10991.386,523
4766,1024,3,4,1,4,512,0,0.789948,10722.992,498
4767,1024,3,4,1,4,1024,0,0.842221,10712.352,505
4772,1024,3,4,2,1,128,0,1.690342,14942.018,602
4773,1024,3,4,2,1,256,0,1.796797,14307.076,592
4774,1024,3,4,2,1,512,0,1.761867,13816.838,599
4775,1024,3,4,2,1,1024,0,1.78909,13344.688,661
4780,1024,3,4,2,2,128,0,1.638484,15239.938,612
4781,1024,3,4,2,2,256,0,1.781524,14123.27,602
4782,1024,3,4,2,2,512,0,1.711483,13494.18,609
4783,1024,3,4,2,2,1024,0,1.918416,13611.22,661
4788,1024,3,4,2,3,128,0,1.457898,15946.434,602
4789,1024,3,4,2,3,256,0,1.803106,14304.948,594
4790,1024,3,4,2,3,512,0,1.364758,13755.392,597
4791,1024,3,4,2,3,1024,0,1.889784,13974.044,659
4796,1024,3,4,2,4,128,0,1.715861,15819.818,612
4797,1024,3,4,2,4,256,0,1.6704,14251.482,602
4798,1024,3,4,2,4,512,0,1.500755,14085.232,609
4799,1024,3,4,2,4,1024,0,1.23022,14039.48,661
4804,1024,3,4,3,1,128,0,2.16171,15342.88,590
4805,1024,3,4,3,1,256,0,2.038579,14376.768,579
4806,1024,3,4,3,1,512,0,2.075994,13679.316,584
4807,1024,3,4,3,1,1024,0,2.021572,14278.348,603
4812,1024,3,4,3,2,128,0,2.159779,15879.934,600
4813,1024,3,4,3,2,256,0,2.035974,14676.018,589
4814,1024,3,4,3,2,512,0,2.040282,13643.406,595
4815,1024,3,4,3,2,1024,0,1.997654,14396.186,603
4820,1024,3,4,3,3,128,0,2.135932,15891.904,588
4821,1024,3,4,3,3,256,0,2.161327,14521.206,577
4822,1024,3,4,3,3,512,0,2.102827,13716.822,582
4823,1024,3,4,3,3,1024,0,1.716455,14047.194,601
4828,1024,3,4,3,4,128,0,2.089203,15676.71,600
4829,1024,3,4,3,4,256,0,2.07832,14498.33,589
4830,1024,3,4,3,4,512,0,2.031838,14018.466,595
4831,1024,3,4,3,4,1024,0,2.008937,14374.64,603
4837,1024,3,4,4,1,256,0,3.363707,17310.748,728
4838,1024,3,4,4,1,512,0,3.478299,17102.471,735
4839,1024,3,4,4,1,1024,0,2.564583,16026.234,722
4845,1024,3,4,4,2,256,0,2.648915,17974.152,735
4846,1024,3,4,4,2,512,0,3.360064,17641.119,745
4847,1024,3,4,4,2,1024,0,3.237638,16265.9,728
4853,1024,3,4,4,3,256,0,3.295152,18908.609,726
4854,1024,3,4,4,3,512,0,3.482368,17980.27,733
4855,1024,3,4,4,3,1024,0,3.569636,16969.736,723
4861,1024,3,4,4,4,256,0,2.728903,19345.383,738
4862,1024,3,4,4,4,512,0,3.363884,18252.389,745
4863,1024,3,4,4,4,1024,0,2.725374,16996.336,728
4866,1024,4,1,1,1,32,0,0.195519,10678.038,309
4867,1024,4,1,1,1,64,0,0.184352,7756.294,277
4868,1024,4,1,1,1,128,0,0.188597,6494.124,255
4869,1024,4,1,1,1,256,0,0.197894,5567.38,246
4870,1024,4,1,1,1,512,0,0.200724,5456.99,256
4871,1024,4,1,1,1,1024,0,0.191932,5119.702,237
4874,1024,4,1,1,2,32,0,0.197899,10784.97,309
4875,1024,4,1,1,2,64,0,0.19901,7715.862,277
4876,1024,4,1,1,2,128,0,0.205752,6507.424,255
4877,1024,4,1,1,2,256,0,0.202242,5523.49,246
4878,1024,4,1,1,2,512,0,0.199894,5450.074,256
4879,1024,4,1,1,2,1024,0,0.202772,5060.65,238
4882,1024,4,1,1,3,32,0,0.185243,11019.05,309
4883,1024,4,1,1,3,64,0,0.181936,8229.774,277
4884,1024,4,1,1,3,128,0,0.181052,6788.586,255
4885,1024,4,1,1,3,256,0,0.183122,5573.232,246
4886,1024,4,1,1,3,512,0,0.195519,5626.698,256
4887,1024,4,1,1,3,1024,0,0.190495,5214.93,237
4890,1024,4,1,1,4,32,0,0.203556,10350.326,309
4891,1024,4,1,1,4,64,0,0.194341,7737.142,277
4892,1024,4,1,1,4,128,0,0.194771,6459.81,255
4893,1024,4,1,1,4,256,0,0.193786,5496.624,246
4894,1024,4,1,1,4,512,0,0.191009,5413.366,256
4895,1024,4,1,1,4,1024,0,0.189873,5110.924,238
4898,1024,4,1,2,1,32,0,0.353108,12886.902,377
4899,1024,4,1,2,1,64,0,0.356463,9713.522,345
4900,1024,4,1,2,1,128,0,0.390714,8371.552,323
4901,1024,4,1,2,1,256,0,0.431277,7521.15,329
4902,1024,4,1,2,1,512,0,0.439752,7189.182,330
4903,1024,4,1,2,1,1024,0,0.37799,6716.234,331
4907,1024,4,1,2,2,64,0,0.419023,9442.468,345
4908,1024,4,1,2,2,128,0,0.370837,8592.598,323
4909,1024,4,1,2,2,256,0,0.405564,7688.198,329
4910,1024,4,1,2,2,512,0,0.364218,7180.138,330
4911,1024,4,1,2,2,1024,0,0.384179,6817.314,331
4915,1024,4,1,2,3,64,0,0.435353,10232.754,345
4916,1024,4,1,2,3,128,0,0.43628,8516.256,323
4917,1024,4,1,2,3,256,0,0.416293,7885.836,329
4918,1024,4,1,2,3,512,0,0.427014,7817.74,330
4919,1024,4,1,2,3,1024,0,0.399555,7070.546,331
4922,1024,4,1,2,4,32,0,0.398316,12977.608,377
4923,1024,4,1,2,4,64,0,0.425273,10035.914,345
4924,1024,4,1,2,4,128,0,0.398448,8359.316,323
4925,1024,4,1,2,4,256,0,0.439171,7488.166,329
4926,1024,4,1,2,4,512,0,0.424744,7097.678,330
4927,1024,4,1,2,4,1024,0,0.397458,6671.28,331
4931,1024,4,1,3,1,64,0,0.547248,10574.564,367
4932,1024,4,1,3,1,128,0,0.553658,8475.026,345
4933,1024,4,1,3,1,256,0,0.449574,7433.37,335
4934,1024,4,1,3,1,512,0,0.542711,7497.742,336
4935,1024,4,1,3,1,1024,0,0.47958,7317.394,330
4939,1024,4,1,3,2,64,0,0.537716,10120.768,367
4940,1024,4,1,3,2,128,0,0.558868,8161.412,345
4941,1024,4,1,3,2,256,0,0.45804,7338.94,335
4942,1024,4,1,3,2,512,0,0.560853,7337.61,336
4943,1024,4,1,3,2,1024,0,0.449363,7334.684,330
4947,1024,4,1,3,3,64,0,0.518341,11240.628,367
4948,1024,4,1,3,3,128,0,0.440769,8760.444,345
4949,1024,4,1,3,3,256,0,0.523785,7828.646,335
4950,1024,4,1,3,3,512,0,0.54176,7567.168,336
4951,1024,4,1,3,3,1024,0,0.533028,7780.766,330
4955,1024,4,1,3,4,64,0,0.545766,10238.606,367
4956,1024,4,1,3,4,128,0,0.550983,8452.15,345
4957,1024,4,1,3,4,256,0,0.441716,7596.96,335
4958,1024,4,1,3,4,512,0,0.443191,7759.22,336
4959,1024,4,1,3,4,1024,0,0.452717,7532.854,330
4963,1024,4,1,4,1,64,0,0.749254,13739.166,523
4964,1024,4,1,4,1,128,0,0.794314,11148.06,504
4965,1024,4,1,4,1,256,0,0.802603,10048.682,496
4966,1024,4,1,4,1,512,0,0.839108,10068.898,486
4967,1024,4,1,4,1,1024,0,0.838706,9269.568,452
4971,1024,4,1,4,2,64,0,0.749062,13251.854,523
4972,1024,4,1,4,2,128,0,0.779303,11478.698,504
4973,1024,4,1,4,2,256,0,0.775953,10101.882,496
4974,1024,4,1,4,2,512,0,0.711415,9733.738,486
4975,1024,4,1,4,2,1024,0,0.832457,9151.996,452
4979,1024,4,1,4,3,64,0,0.728574,13791.568,515
4980,1024,4,1,4,3,128,0,0.791257,12118.694,496
4981,1024,4,1,4,3,256,0,0.755022,10546.102,488
4982,1024,4,1,4,3,512,0,0.763839,9983.778,486
4983,1024,4,1,4,3,1024,0,0.802196,9305.212,444
4987,1024,4,1,4,4,64,0,0.735609,13289.094,523
4988,1024,4,1,4,4,128,0,0.799349,10745.336,504
4989,1024,4,1,4,4,256,0,0.797057,10018.624,496
4990,1024,4,1,4,4,512,0,0.739224,9664.578,486
4991,1024,4,1,4,4,1024,0,0.847515,8854.342,453
4994,1024,4,2,1,1,32,0,0.443237,13002.878,421
4995,1024,4,2,1,1,64,0,0.440157,10183.012,379
4996,1024,4,2,1,1,128,0,0.440612,8708.84,357
4997,1024,4,2,1,1,256,0,0.443186,8037.456,348
4998,1024,4,2,1,1,512,0,0.444146,8165.136,352
4999,1024,4,2,1,1,1024,0,0.351399,7563.178,338
5003,1024,4,2,1,2,64,0,0.431116,10065.174,379
5004,1024,4,2,1,2,128,0,0.427431,8489.922,357
5005,1024,4,2,1,2,256,0,0.432277,7756.56,348
5006,1024,4,2,1,2,512,0,0.407342,7884.24,352
5007,1024,4,2,1,2,1024,0,0.3552,7458.374,338
5011,1024,4,2,1,3,64,0,0.450513,10373.202,381
5012,1024,4,2,1,3,128,0,0.444153,8798.748,359
5013,1024,4,2,1,3,256,0,0.43199,7845.404,350
5014,1024,4,2,1,3,512,0,0.440974,7959.518,353
5015,1024,4,2,1,3,1024,0,0.347348,7608.132,342
5019,1024,4,2,1,4,64,0,0.446911,10470.026,381
5020,1024,4,2,1,4,128,0,0.449384,8890.252,359
5021,1024,4,2,1,4,256,0,0.458771,8297.604,350
5022,1024,4,2,1,4,512,0,0.438836,8376.872,354
5023,1024,4,2,1,4,1024,0,0.361011,7865.088,347
5027,1024,4,2,2,1,64,0,0.745427,13933.878,471
5028,1024,4,2,2,1,128,0,0.652248,11871.048,449
5029,1024,4,2,2,1,256,0,0.665396,10805.984,441
5030,1024,4,2,2,1,512,0,0.632307,10301.382,448
5031,1024,4,2,2,1,1024,0,0.848299,11197.27,455
5035,1024,4,2,2,2,64,0,0.758557,14743.582,470
5036,1024,4,2,2,2,128,0,0.675184,11960.956,448
5037,1024,4,2,2,2,256,0,0.650305,10841.362,445
5038,1024,4,2,2,2,512,0,0.651452,10256.694,453
5039,1024,4,2,2,2,1024,0,0.858018,10711.82,455
5043,1024,4,2,2,3,64,0,0.815512,14299.894,471
5044,1024,4,2,2,3,128,0,0.751993,11983.3,449
5045,1024,4,2,2,3,256,0,0.638894,10769.01,441
5046,1024,4,2,2,3,512,0,0.629808,10410.442,448
5047,1024,4,2,2,3,1024,0,0.799573,10980.746,455
5051,1024,4,2,2,4,64,0,0.74827,14227.276,470
5052,1024,4,2,2,4,128,0,0.655112,12141.836,448
5053,1024,4,2,2,4,256,0,0.656699,10788.694,445
5054,1024,4,2,2,4,512,0,0.649995,10559.668,453
5055,1024,4,2,2,4,1024,0,0.882535,11312.714,455
5060,1024,4,2,3,1,128,0,0.807882,12902.064,452
5061,1024,4,2,3,1,256,0,0.8038,11946.858,439
5062,1024,4,2,3,1,512,0,0.838274,12028.254,447
5063,1024,4,2,3,1,1024,0,0.917203,11153.38,443
5068,1024,4,2,3,2,128,0,0.835008,13240.15,449
5069,1024,4,2,3,2,256,0,0.94976,12552.54,439
5070,1024,4,2,3,2,512,0,0.982189,11721.556,447
5071,1024,4,2,3,2,1024,0,0.932524,11270.686,443
5076,1024,4,2,3,3,128,0,0.802323,13676.39,450
5077,1024,4,2,3,3,256,0,0.794613,12199.026,440
5078,1024,4,2,3,3,512,0,0.914009,12112.31,448
5079,1024,4,2,3,3,1024,0,0.814682,11425.764,444
5084,1024,4,2,3,4,128,0,0.824872,13068.314,450
5085,1024,4,2,3,4,256,0,0.803782,11985.96,440
5086,1024,4,2,3,4,512,0,0.977601,11698.148,448
5087,1024,4,2,3,4,1024,0,1.110941,11562.488,443
5092,1024,4,2,4,1,128,0,1.21659,16870.518,624
5093,1024,4,2,4,1,256,0,1.288352,15304.576,616
5094,1024,4,2,4,1,512,0,1.201603,14402.038,606
5095,1024,4,2,4,1,1024,0,1.210096,13464.654,566
5100,1024,4,2,4,2,128,0,1.31841,16609.039,623
5101,1024,4,2,4,2,256,0,1.209982,15271.592,615
5102,1024,4,2,4,2,512,0,1.218621,14426.51,606
5103,1024,4,2,4,2,1024,0,1.263283,13783.322,566
5108,1024,4,2,4,3,128,0,1.736742,16697.352,624
5109,1024,4,2,4,3,256,0,1.743442,15687.084,616
5110,1024,4,2,4,3,512,0,1.474406,15131.676,606
5111,1024,4,2,4,3,1024,0,1.369976,13805.4,566
5116,1024,4,2,4,4,128,0,1.268648,16441.461,624
5117,1024,4,2,4,4,256,0,1.290861,15473.22,616
5118,1024,4,2,4,4,512,0,1.210822,14676.284,607
5119,1024,4,2,4,4,1024,0,1.196567,13475.028,566
5123,1024,4,3,1,1,64,0,0.707486,10639.468,354
5124,1024,4,3,1,1,128,0,0.718919,9196.684,332
5125,1024,4,3,1,1,256,0,0.710591,8141.994,323
5126,1024,4,3,1,1,512,0,0.691662,8664.684,328
5127,1024,4,3,1,1,1024,0,0.679017,7861.364,307
5131,1024,4,3,1,2,64,0,0.584505,10914.512,353
5132,1024,4,3,1,2,128,0,0.607746,9301.488,331
5133,1024,4,3,1,2,256,0,0.603431,8555.624,322
5134,1024,4,3,1,2,512,0,0.586701,9134.706,323
5135,1024,4,3,1,2,1024,0,0.723951,8300.796,292
5139,1024,4,3,1,3,64,0,0.650559,10990.322,354
5140,1024,4,3,1,3,128,0,0.654117,9543.548,332
5141,1024,4,3,1,3,256,0,0.648288,8548.974,323
5142,1024,4,3,1,3,512,0,0.653436,8744.75,330
5143,1024,4,3,1,3,1024,0,0.637161,8154.762,306
5147,1024,4,3,1,4,64,0,0.688314,10824.338,353
5148,1024,4,3,1,4,128,0,0.684756,9062.62,331
5149,1024,4,3,1,4,256,0,0.675824,8137.206,322
5150,1024,4,3,1,4,512,0,0.677338,8221.794,323
5151,1024,4,3,1,4,1024,0,0.68082,7667.716,298
5156,1024,4,3,2,1,128,0,1.241205,12481.518,435
5157,1024,4,3,2,1,256,0,1.061092,11438,427
5158,1024,4,3,2,1,512,0,1.028801,11303.936,436
5159,1024,4,3,2,1,1024,0,1.142855,10502.212,449
5164,1024,4,3,2,2,128,0,1.08018,11786.726,439
5165,1024,4,3,2,2,256,0,1.09778,10577.756,431
5166,1024,4,3,2,2,512,0,1.092354,10846.948,440
5167,1024,4,3,2,2,1024,0,1.151262,10173.436,434
5172,1024,4,3,2,3,128,0,1.073399,12575.948,435
5173,1024,4,3,2,3,256,0,0.966218,11662.504,427
5174,1024,4,3,2,3,512,0,1.130959,11359.796,438
5175,1024,4,3,2,3,1024,0,1.140172,10552.22,448
5180,1024,4,3,2,4,128,0,1.040302,12137.048,439
5181,1024,4,3,2,4,256,0,1.064913,10700.648,431
5182,1024,4,3,2,4,512,0,1.134911,10725.12,440
5183,1024,4,3,2,4,1024,0,1.066867,10462.578,434
5188,1024,4,3,3,1,128,0,1.621784,12691.392,425
5189,1024,4,3,3,1,256,0,1.616001,12741.932,415
5190,1024,4,3,3,1,512,0,1.624165,11762.786,416
5191,1024,4,3,3,1,1024,0,1.583514,11621.806,415
5196,1024,4,3,3,2,128,0,1.601598,13614.146,429
5197,1024,4,3,3,2,256,0,1.590032,11733.26,419
5198,1024,4,3,3,2,512,0,1.5618,11968.936,420
5199,1024,4,3,3,2,1024,0,1.527445,11099.116,414
5204,1024,4,3,3,3,128,0,1.60411,13148.646,425
5205,1024,4,3,3,3,256,0,1.508701,12309.416,415
5206,1024,4,3,3,3,512,0,1.546796,11620.21,416
5207,1024,4,3,3,3,1024,0,1.50717,11401.558,411
5212,1024,4,3,3,4,128,0,1.607152,12610.262,429
5213,1024,4,3,3,4,256,0,1.568716,11701.074,419
5214,1024,4,3,3,4,512,0,1.593546,11360.062,420
5215,1024,4,3,3,4,1024,0,1.625009,10988.194,414
5221,1024,4,3,4,1,256,0,2.464217,16771.566,519
5222,1024,4,3,4,1,512,0,2.336749,15395.282,517
5223,1024,4,3,4,1,1024,0,2.404073,14223.552,492
5229,1024,4,3,4,2,256,0,2.512761,16212.7,565
5230,1024,4,3,4,2,512,0,2.518314,15238.608,563
5231,1024,4,3,4,2,1024,0,1.995705,15216.264,506
5237,1024,4,3,4,3,256,0,2.36199,16923.719,519
5238,1024,4,3,4,3,512,0,2.309367,15662.612,517
5239,1024,4,3,4,3,1024,0,2.005592,15416.296,492
5245,1024,4,3,4,4,256,0,2.44289,16362.724,565
5246,1024,4,3,4,4,512,0,2.329446,15823.276,563
5247,1024,4,3,4,4,1024,0,2.375302,14868.336,512
5252,1024,4,4,1,1,128,0,0.75911,13667.612,511
5253,1024,4,4,1,1,256,0,0.758908,12699.638,501
5254,1024,4,4,1,1,512,0,0.760523,13109.012,510
5255,1024,4,4,1,1,1024,0,0.869833,12350.912,471
5260,1024,4,4,1,2,128,0,0.79,13696.606,496
5261,1024,4,4,1,2,256,0,0.836222,12993.568,486
5262,1024,4,4,1,2,512,0,0.799285,12986.918,494
5263,1024,4,4,1,2,1024,0,0.938151,12648.832,456
5268,1024,4,4,1,3,128,0,0.724777,13818.966,511
5269,1024,4,4,1,3,256,0,0.733557,12828.914,501
5270,1024,4,4,1,3,512,0,0.693796,13277.124,510
5271,1024,4,4,1,3,1024,0,0.788253,12591.908,471
5276,1024,4,4,1,4,128,0,0.749284,13980.162,511
5277,1024,4,4,1,4,256,0,0.794291,12838.224,501
5278,1024,4,4,1,4,512,0,0.77865,12584.992,510
5279,1024,4,4,1,4,1024,0,0.741009,12515.566,471
5284,1024,4,4,2,1,128,0,1.380032,18830.938,662
5285,1024,4,4,2,1,256,0,1.094393,18192.537,652
5286,1024,4,4,2,1,512,0,1.329573,17386.025,662
5287,1024,4,4,2,1,1024,0,1.572017,16611.434,688
5292,1024,4,4,2,2,128,0,1.517541,18739.967,647
5293,1024,4,4,2,2,256,0,1.260678,18501.363,637
5294,1024,4,4,2,2,512,0,1.505369,17288.936,646
5295,1024,4,4,2,2,1024,0,1.660745,16355.276,671
5300,1024,4,4,2,3,128,0,1.313044,19842.803,655
5301,1024,4,4,2,3,256,0,1.533031,18758.586,646
5302,1024,4,4,2,3,512,0,1.559317,18356.926,662
5303,1024,4,4,2,3,1024,0,1.6643,17196.9,688
5308,1024,4,4,2,4,128,0,1.172958,19727.092,662
5309,1024,4,4,2,4,256,0,1.100276,18594.465,652
5310,1024,4,4,2,4,512,0,1.312852,17959.787,662
5311,1024,4,4,2,4,1024,0,1.870096,16837.801,688
5317,1024,4,4,3,1,256,0,1.365783,18918.451,635
5318,1024,4,4,3,1,512,0,1.325873,18285.904,636
5319,1024,4,4,3,1,1024,0,1.918627,17843.279,612
5325,1024,4,4,3,2,256,0,1.723292,18754.33,620
5326,1024,4,4,3,2,512,0,1.728961,18591.537,620
5327,1024,4,4,3,2,1024,0,2.023281,18242.014,595
5333,1024,4,4,3,3,256,0,1.86543,18689.426,635
5334,1024,4,4,3,3,512,0,1.390853,18453.219,636
5335,1024,4,4,3,3,1024,0,1.922343,17231.48,612
5341,1024,4,4,3,4,256,0,1.311254,18434.598,635
5342,1024,4,4,3,4,512,0,1.61849,17951.809,636
5343,1024,4,4,3,4,1024,0,2.261759,18194.666,612
5350,1024,4,4,4,1,512,0,2.862681,20597.711,771
5351,1024,4,4,4,1,1024,0,2.877746,19423.586,708
5358,1024,4,4,4,2,512,0,2.469457,22098.482,755
5359,1024,4,4,4,2,1024,0,2.754886,19703.684,693
5365,1024,4,4,4,3,256,0,2.581899,24335.01,772
5366,1024,4,4,4,3,512,0,2.615041,22388.156,771
5367,1024,4,4,4,3,1024,0,2.594695,20920.102,708
5373,1024,4,4,4,4,256,0,3.170327,23715.496,773
5374,1024,4,4,4,4,512,0,3.030708,22689.002,771
5375,1024,4,4,4,4,1024,0,2.59808,20608.883,708
5377,2048,1,1,1,1,32,0,0.504492,23233.504,525
5378,2048,1,1,1,1,64,0,0.504265,19623.086,449
5379,2048,1,1,1,1,128,0,0.504265,17820.936,416
5380,2048,1,1,1,1,256,0,0.504265,16786.994,393
5381,2048,1,1,1,1,512,0,0.495374,16411.402,386
5382,2048,1,1,1,1,1024,0,0.504265,16253.132,392
5383,2048,1,1,1,1,2048,0,0.504248,15992.984,381
5385,2048,1,1,1,2,32,0,0.504265,23172.59,517
5386,2048,1,1,1,2,64,0,0.504492,19602.338,442
5387,2048,1,1,1,2,128,0,0.504248,17871.742,410
5388,2048,1,1,1,2,256,0,0.504248,16819.979,388
5389,2048,1,1,1,2,512,0,0.504265,16360.596,382
5390,2048,1,1,1,2,1024,0,0.504248,16141.412,380
5391,2048,1,1,1,2,2048,0,0.504265,15890.308,369
5393,2048,1,1,1,3,32,0,0.504224,23694.482,525
5394,2048,1,1,1,3,64,0,0.504224,19843.6,449
5395,2048,1,1,1,3,128,0,0.504207,17973.354,416
5396,2048,1,1,1,3,256,0,0.504224,16958.83,393
5397,2048,1,1,1,3,512,0,0.504224,16401.826,386
5398,2048,1,1,1,3,1024,0,0.504224,16303.938,392
5399,2048,1,1,1,3,2048,0,0.504207,16039.8,381
5401,2048,1,1,1,4,32,0,0.504204,23291.492,526
5402,2048,1,1,1,4,64,0,0.504187,19656.602,451
