n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
4423,1024,3,1,3,1,1024,0,0.442472,7075.068,317
4427,1024,3,1,3,2,64,0,0.451389,9414.006,353
4428,1024,3,1,3,2,128,0,0.460918,7972.286,331
4429,1024,3,1,3,2,256,0,0.47554,7235.998,322
4430,1024,3,1,3,2,512,0,0.489505,7212.856,323
4431,1024,3,1,3,2,1024,0,0.488144,7209.398,316
4435,1024,3,1,3,3,64,0,0.475854,9326.758,355
4436,1024,3,1,3,3,128,0,0.497885,7712.67,333
4437,1024,3,1,3,3,256,0,0.4754,7241.584,324
4438,1024,3,1,3,3,512,0,0.47172,7262.598,325
4439,1024,3,1,3,3,1024,0,0.464007,7326.438,318
4443,1024,3,1,3,4,64,0,0.487227,9407.356,353
4444,1024,3,1,3,4,128,0,0.47039,8078.952,331
4445,1024,3,1,3,4,256,0,0.469735,7283.346,322
4446,1024,3,1,3,4,512,0,0.468323,7196.63,323
4447,1024,3,1,3,4,1024,0,0.393059,6911.212,316
4451,1024,3,1,4,1,64,0,0.615195,10609.144,409
4452,1024,3,1,4,1,128,0,0.559869,9365.594,390
4453,1024,3,1,4,1,256,0,0.588351,8551.368,382
4454,1024,3,1,4,1,512,0,0.617778,8299.466,386
4455,1024,3,1,4,1,1024,0,0.570393,7831.04,360
4459,1024,3,1,4,2,64,0,0.563288,10520.832,407
4460,1024,3,1,4,2,128,0,0.560453,9474.654,388
4461,1024,3,1,4,2,256,0,0.590567,8708.308,380
4462,1024,3,1,4,2,512,0,0.578282,8546.58,384
4463,1024,3,1,4,2,1024,0,0.575447,7818.804,358
4467,1024,3,1,4,3,64,0,0.604137,10460.45,409
4468,1024,3,1,4,3,128,0,0.591033,9334.738,390
4469,1024,3,1,4,3,256,0,0.607476,8885.996,382
4470,1024,3,1,4,3,512,0,0.628201,8259.566,378
4471,1024,3,1,4,3,1024,0,0.605145,7705.222,352
4475,1024,3,1,4,4,64,0,0.5638,11384.8,407
4476,1024,3,1,4,4,128,0,0.57936,9595.152,388
4477,1024,3,1,4,4,256,0,0.600526,9056.236,380
4478,1024,3,1,4,4,512,0,0.595423,8528.492,384
4479,1024,3,1,4,4,1024,0,0.604873,8058.204,358
4482,1024,3,2,1,1,32,0,0.368845,12140.24,442
4483,1024,3,2,1,1,64,0,0.368239,9416.134,409
4484,1024,3,2,1,1,128,0,0.368643,7611.324,386
4485,1024,3,2,1,1,256,0,0.366725,7028.518,376
4486,1024,3,2,1,1,512,0,0.370107,6817.048,351
4487,1024,3,2,1,1,1024,0,0.31937,6810.398,374
4490,1024,3,2,1,2,32,0,0.297488,12336.548,439
4491,1024,3,2,1,2,64,0,0.296024,9194.556,406
4492,1024,3,2,1,2,128,0,0.28598,8198.386,383
4493,1024,3,2,1,2,256,0,0.289816,7267.918,373
4494,1024,3,2,1,2,512,0,0.287494,7108.052,358
4495,1024,3,2,1,2,1024,0,0.480503,6848.702,370
4498,1024,3,2,1,3,32,0,0.37135,10907.596,442
4499,1024,3,2,1,3,64,0,0.362518,8809.654,409
4500,1024,3,2,1,3,128,0,0.357724,7492.156,386
4501,1024,3,2,1,3,256,0,0.353585,6684.048,376
4502,1024,3,2,1,3,512,0,0.304328,6684.314,354
4503,1024,3,2,1,3,1024,0,0.331581,6772.094,373
4506,1024,3,2,1,4,32,0,0.468988,12163.914,441
4507,1024,3,2,1,4,64,0,0.486652,9225.678,409
4508,1024,3,2,1,4,128,0,0.470351,7929.726,387
4509,1024,3,2,1,4,256,0,0.503255,7085.442,378
4510,1024,3,2,1,4,512,0,0.490083,6729.002,360
4511,1024,3,2,1,4,1024,0,0.494928,6763.05,378
4515,1024,3,2,2,1,64,0,0.67912,10109.596,378
4516,1024,3,2,2,1,128,0,0.594012,8635.158,355
4517,1024,3,2,2,1,256,0,0.746979,7984.788,345
4518,1024,3,2,2,1,512,0,0.72277,7775.712,352
4519,1024,3,2,2,1,1024,0,0.72277,8102.36,395
4523,1024,3,2,2,2,64,0,0.644972,10196.844,385
4524,1024,3,2,2,2,128,0,0.624928,8793.428,362
4525,1024,3,2,2,2,256,0,0.654578,8158.22,352
4526,1024,3,2,2,2,512,0,0.632416,7883.974,359
4527,1024,3,2,2,2,1024,0,0.754194,8571.85,395
4531,1024,3,2,2,3,64,0,0.707412,10632.286,378
4532,1024,3,2,2,3,128,0,0.596607,8945.048,355
4533,1024,3,2,2,3,256,0,0.64766,8277.92,345
4534,1024,3,2,2,3,512,0,0.632685,7921.746,359
4535,1024,3,2,2,3,1024,0,0.662409,8205.036,395
4539,1024,3,2,2,4,64,0,0.704821,11220.412,385
4540,1024,3,2,2,4,128,0,0.746116,9298.03,362
4541,1024,3,2,2,4,256,0,0.645146,8667.078,352
4542,1024,3,2,2,4,512,0,0.662164,8191.204,359
4543,1024,3,2,2,4,1024,0,0.657928,8081.346,395
4547,1024,3,2,3,1,64,0,0.915518,12507.054,462
4548,1024,3,2,3,1,128,0,0.888802,9956.38,439
4549,1024,3,2,3,1,256,0,0.95645,10192.322,429
4550,1024,3,2,3,1,512,0,0.917938,9346.708,429
4551,1024,3,2,3,1,1024,0,0.937799,9788.534,469
4555,1024,3,2,3,2,64,0,0.832243,12172.958,466
4556,1024,3,2,3,2,128,0,0.990304,9789.864,443
4557,1024,3,2,3,2,256,0,0.826799,9354.954,433
4558,1024,3,2,3,2,512,0,0.799481,8930.684,436
4559,1024,3,2,3,2,1024,0,0.963692,9232.86,466
4563,1024,3,2,3,3,64,0,0.849043,11856.418,462
4564,1024,3,2,3,3,128,0,0.918999,9886.156,439
4565,1024,3,2,3,3,256,0,0.959016,9646.756,429
4566,1024,3,2,3,3,512,0,0.893799,9325.96,429
4567,1024,3,2,3,3,1024,0,0.817996,9275.154,460
4572,1024,3,2,3,4,128,0,0.925128,10206.686,450
4573,1024,3,2,3,4,256,0,0.953453,10015.964,438
4574,1024,3,2,3,4,512,0,1.002239,9612.176,442
4575,1024,3,2,3,4,1024,0,0.947203,9486.624,466
4580,1024,3,2,4,1,128,0,1.200867,11696.818,502
4581,1024,3,2,4,1,256,0,1.254536,10710.756,493
4582,1024,3,2,4,1,512,0,1.12112,10533.866,488
4583,1024,3,2,4,1,1024,0,1.071105,10888.178,498
4588,1024,3,2,4,2,128,0,1.059285,11710.65,503
4589,1024,3,2,4,2,256,0,1.204025,11533.494,494
4590,1024,3,2,4,2,512,0,1.227834,10955.21,489
4591,1024,3,2,4,2,1024,0,1.249627,10569.51,498
4596,1024,3,2,4,3,128,0,1.213686,11885.412,504
4597,1024,3,2,4,3,256,0,1.168212,11158.7,495
4598,1024,3,2,4,3,512,0,1.19076,10414.166,489
4599,1024,3,2,4,3,1024,0,1.238753,10368.946,492
4604,1024,3,2,4,4,128,0,1.258887,11453.428,507
4605,1024,3,2,4,4,256,0,1.132167,11202.324,499
4606,1024,3,2,4,4,512,0,1.213036,10348.73,495
4607,1024,3,2,4,4,1024,0,1.20699,10205.622,498
4611,1024,3,3,1,1,64,0,0.493076,8164.604,289
4612,1024,3,3,1,1,128,0,0.478161,6996.598,267
4613,1024,3,3,1,1,256,0,0.493076,6228.39,258
4614,1024,3,3,1,1,512,0,0.477329,6182.638,259
4615,1024,3,3,1,1,1024,0,0.485656,5369.742,241
4619,1024,3,3,1,2,64,0,0.541818,9072.196,337
4620,1024,3,3,1,2,128,0,0.564072,7261.534,314
4621,1024,3,3,1,2,256,0,0.536671,6740.972,304
4622,1024,3,3,1,2,512,0,0.567251,6985.958,312
4623,1024,3,3,1,2,1024,0,0.547647,6649.734,294
4627,1024,3,3,1,3,64,0,0.512421,8266.482,285
4628,1024,3,3,1,3,128,0,0.505609,7303.03,262
4629,1024,3,3,1,3,256,0,0.495845,6521.256,252
4630,1024,3,3,1,3,512,0,0.573806,6601.322,270
4631,1024,3,3,1,3,1024,0,0.582813,5944.568,251
4635,1024,3,3,1,4,64,0,0.487506,8608.292,337
4636,1024,3,3,1,4,128,0,0.474034,7874.664,314
4637,1024,3,3,1,4,256,0,0.47252,6794.97,304
4638,1024,3,3,1,4,512,0,0.484403,6765.444,312
4639,1024,3,3,1,4,1024,0,0.497951,6199.662,294
4643,1024,3,3,2,1,64,0,1.007822,9582.65,290
4644,1024,3,3,2,1,128,0,0.951888,7746.718,268
4645,1024,3,3,2,1,256,0,0.962667,6934.886,259
4646,1024,3,3,2,1,512,0,0.956994,6868.918,267
4647,1024,3,3,2,1,1024,0,0.948371,6710.914,271
4651,1024,3,3,2,2,64,0,1.120248,10821.944,338
4652,1024,3,3,2,2,128,0,0.952352,8033.732,315
4653,1024,3,3,2,2,256,0,0.965058,7737.674,305
4654,1024,3,3,2,2,512,0,0.970276,7715.596,312
4655,1024,3,3,2,2,1024,0,0.94668,7371.924,323
4659,1024,3,3,2,3,64,0,1.004046,10280.102,286
4660,1024,3,3,2,3,128,0,0.999509,8254.512,263
4661,1024,3,3,2,3,256,0,0.963889,7582.064,253
4662,1024,3,3,2,3,512,0,0.979317,7309.946,269
4663,1024,3,3,2,3,1024,0,0.966271,7384.692,273
4667,1024,3,3,2,4,64,0,1.132779,10185.14,338
4668,1024,3,3,2,4,128,0,0.968522,8506.414,315
4669,1024,3,3,2,4,256,0,0.970791,7945.686,305
4670,1024,3,3,2,4,512,0,0.962397,7732.62,312
4671,1024,3,3,2,4,1024,0,0.943453,7069.482,323
4676,1024,3,3,3,1,128,0,1.285989,9374.106,352
4677,1024,3,3,3,1,256,0,1.511434,9220.624,343
4678,1024,3,3,3,1,512,0,1.494348,8928.29,351
4679,1024,3,3,3,1,1024,0,1.407103,8583.288,337
4684,1024,3,3,3,2,128,0,1.365562,10244.192,396
4685,1024,3,3,3,2,256,0,1.480921,9187.906,386
4686,1024,3,3,3,2,512,0,1.460813,8800.078,399
4687,1024,3,3,3,2,1024,0,1.483038,8872.43,385
4692,1024,3,3,3,3,128,0,1.287513,10182.214,347
4693,1024,3,3,3,3,256,0,1.491011,9263.45,337
4694,1024,3,3,3,3,512,0,1.47181,9251.214,344
4695,1024,3,3,3,3,1024,0,1.4068,8798.216,337
4700,1024,3,3,3,4,128,0,1.236243,9543.282,399
4701,1024,3,3,3,4,256,0,1.505202,9258.396,389
4702,1024,3,3,3,4,512,0,1.457125,8968.456,396
4703,1024,3,3,3,4,1024,0,1.416003,8680.91,388
4708,1024,3,3,4,1,128,0,1.821692,11042.192,401
4709,1024,3,3,4,1,256,0,1.874599,10404.058,393
4710,1024,3,3,4,1,512,0,1.870064,9506.84,390
4711,1024,3,3,4,1,1024,0,1.850979,9730.812,381
4716,1024,3,3,4,2,128,0,1.880712,11435.34,453
4717,1024,3,3,4,2,256,0,1.864463,10837.372,445
4718,1024,3,3,4,2,512,0,1.874666,9947.07,442
4719,1024,3,3,4,2,1024,0,1.884679,9752.624,425
4724,1024,3,3,4,3,128,0,1.844396,11908.022,401
4725,1024,3,3,4,3,256,0,1.887851,10989.524,393
4726,1024,3,3,4,3,512,0,1.883316,10184.076,392
4727,1024,3,3,4,3,1024,0,1.87727,9274.356,391
4732,1024,3,3,4,4,128,0,1.665266,9361.072,456
4733,1024,3,3,4,4,256,0,1.837762,9344.58,448
4734,1024,3,3,4,4,512,0,1.86308,9016.868,445
4735,1024,3,3,4,4,1024,0,1.857412,8560.944,428
4739,1024,3,4,1,1,64,0,0.817815,14664.314,605
4740,1024,3,4,1,1,128,0,0.812769,13360.116,582
4741,1024,3,4,1,1,256,0,0.82377,11999.526,572
4742,1024,3,4,1,1,512,0,0.937919,11413.794,476
4743,1024,3,4,1,1,1024,0,0.678939,11476.57,565
4747,1024,3,4,1,2,64,0,0.860605,14937.496,603
4748,1024,3,4,1,2,128,0,0.975043,13558.818,580
4749,1024,3,4,1,2,256,0,0.854449,12401.186,570
4750,1024,3,4,1,2,512,0,0.938511,11804.282,479
4751,1024,3,4,1,2,1024,0,0.864036,11955.37,560
4755,1024,3,4,1,3,64,0,0.948161,14689.052,606
4756,1024,3,4,1,3,128,0,0.894981,13358.254,583
4757,1024,3,4,1,3,256,0,0.867937,12138.644,573
4758,1024,3,4,1,3,512,0,0.897605,11730.866,478
4759,1024,3,4,1,3,1024,0,0.660968,11694.158,564
4763,1024,3,4,1,4,64,0,0.798191,15238.076,603
4764,1024,3,4,1,4,128,0,0.815244,12946.752,580
4765,1024,3,4,1,4,256,0,0.851067,12325.376,570
4766,1024,3,4,1,4,512,0,0.893852,11674.474,478
4767,1024,3,4,1,4,1024,0,0.906567,11781.938,560
4772,1024,3,4,2,1,128,0,1.356189,12480.986,481
4773,1024,3,4,2,1,256,0,1.458289,11887.54,476
4774,1024,3,4,2,1,512,0,1.466306,11583.502,482
4775,1024,3,4,2,1,1024,0,1.479466,12741.666,583
4780,1024,3,4,2,2,128,0,1.271079,13183.226,485
4781,1024,3,4,2,2,256,0,1.324317,13018.306,479
4782,1024,3,4,2,2,512,0,1.293312,12247.97,485
4783,1024,3,4,2,2,1024,0,1.293463,13051.29,583
4788,1024,3,4,2,3,128,0,1.454048,13792.366,487
4789,1024,3,4,2,3,256,0,1.367991,13090.126,482
4790,1024,3,4,2,3,512,0,1.371923,12970.16,484
4791,1024,3,4,2,3,1024,0,1.49443,13712.034,581
4796,1024,3,4,2,4,128,0,1.261347,13951.7,485
4797,1024,3,4,2,4,256,0,1.307778,13287.498,478
4798,1024,3,4,2,4,512,0,1.30672,12895.414,485
4799,1024,3,4,2,4,1024,0,1.287058,13872.964,583
4804,1024,3,4,3,1,128,0,1.764726,14622.02,565
4805,1024,3,4,3,1,256,0,1.852619,14375.172,555
4806,1024,3,4,3,1,512,0,1.852821,14083.636,561
4807,1024,3,4,3,1,1024,0,1.80202,14669.634,667
4812,1024,3,4,3,2,128,0,1.616256,16280.53,568
4813,1024,3,4,3,2,256,0,1.884961,14631.596,558
4814,1024,3,4,3,2,512,0,1.876897,14718.312,564
4815,1024,3,4,3,2,1024,0,2.005908,15058.526,667
4820,1024,3,4,3,3,128,0,1.696249,15294.468,567
4821,1024,3,4,3,3,256,0,1.81679,14656.068,557
4822,1024,3,4,3,3,512,0,1.511405,15242.864,563
4823,1024,3,4,3,3,1024,0,1.769622,15345.008,665
4828,1024,3,4,3,4,128,0,1.933482,15823.808,567
4829,1024,3,4,3,4,256,0,1.72425,14842.268,556
4830,1024,3,4,3,4,512,0,1.948802,15238.608,563
4831,1024,3,4,3,4,1024,0,1.925621,14996.282,667
4837,1024,3,4,4,1,256,0,2.110354,16391.984,612
4838,1024,3,4,4,1,512,0,2.169808,15690.808,621
4839,1024,3,4,4,1,1024,0,2.196008,14946.54,702
4845,1024,3,4,4,2,256,0,2.439246,17409.434,621
4846,1024,3,4,4,2,512,0,2.413803,16822.105,630
4847,1024,3,4,4,2,1024,0,2.329917,16272.018,700
4853,1024,3,4,4,3,256,0,2.056058,16717.834,612
4854,1024,3,4,4,3,512,0,2.212239,16400.23,621
4855,1024,3,4,4,3,1024,0,1.919776,16359.532,701
4861,1024,3,4,4,4,256,0,2.396615,16122.792,621
4862,1024,3,4,4,4,512,0,2.358073,15929.676,630
4863,1024,3,4,4,4,1024,0,2.379989,15716.876,700
4866,1024,4,1,1,1,32,0,0.176192,9989.63,309
4867,1024,4,1,1,1,64,0,0.176344,7458.64,277
4868,1024,4,1,1,1,128,0,0.173994,6171.466,255
4869,1024,4,1,1,1,256,0,0.176849,5258.554,246
4870,1024,4,1,1,1,512,0,0.159568,5014.1,247
4871,1024,4,1,1,1,1024,0,0.218282,4743.312,237
4874,1024,4,1,1,2,32,0,0.177394,9996.014,309
4875,1024,4,1,1,2,64,0,0.167344,7283.612,277
4876,1024,4,1,1,2,128,0,0.175551,6241.69,255
4877,1024,4,1,1,2,256,0,0.167243,5263.076,246
4878,1024,4,1,1,2,512,0,0.157774,5024.474,247
4879,1024,4,1,1,2,1024,0,0.156082,4840.668,238
4882,1024,4,1,1,3,32,0,0.200897,10797.472,309
4883,1024,4,1,1,3,64,0,0.197842,7771.456,277
4884,1024,4,1,1,3,128,0,0.175952,6418.314,255
4885,1024,4,1,1,3,256,0,0.198498,5522.426,246
4886,1024,4,1,1,3,512,0,0.173755,5307.764,247
4887,1024,4,1,1,3,1024,0,0.169337,4988.83,237
4890,1024,4,1,1,4,32,0,0.170358,10409.112,309
4891,1024,4,1,1,4,64,0,0.17316,7664.79,277
4892,1024,4,1,1,4,128,0,0.175735,6215.356,255
4893,1024,4,1,1,4,256,0,0.170863,5204.556,246
4894,1024,4,1,1,4,512,0,0.169272,5010.376,247
4895,1024,4,1,1,4,1024,0,0.166268,4806.088,238
4898,1024,4,1,2,1,32,0,0.360077,11005.484,310
4899,1024,4,1,2,1,64,0,0.358525,8843.436,278
4900,1024,4,1,2,1,128,0,0.297289,7060.438,256
4901,1024,4,1,2,1,256,0,0.346376,6782.468,261
4902,1024,4,1,2,1,512,0,0.342137,6548.92,269
4903,1024,4,1,2,1,1024,0,0.321889,6507.424,262
4906,1024,4,1,2,2,32,0,0.364689,11281.326,310
4907,1024,4,1,2,2,64,0,0.356063,9442.468,278
4908,1024,4,1,2,2,128,0,0.289133,7004.578,256
4909,1024,4,1,2,2,256,0,0.320385,7150.08,261
4910,1024,4,1,2,2,512,0,0.337637,6608.238,269
4911,1024,4,1,2,2,1024,0,0.315882,6062.938,262
4915,1024,4,1,2,3,64,0,0.352053,9285.528,278
4916,1024,4,1,2,3,128,0,0.289367,7335.216,256
4917,1024,4,1,2,3,256,0,0.319405,7064.96,261
4918,1024,4,1,2,3,512,0,0.329014,6845.776,269
4919,1024,4,1,2,3,1024,0,0.32315,6698.678,262
4922,1024,4,1,2,4,32,0,0.354038,12344.528,310
4923,1024,4,1,2,4,64,0,0.354908,8767.094,278
4924,1024,4,1,2,4,128,0,0.297787,7193.438,256
4925,1024,4,1,2,4,256,0,0.331038,6934.62,261
4926,1024,4,1,2,4,512,0,0.327142,6532.428,269
4927,1024,4,1,2,4,1024,0,0.325553,6496.784,262
4931,1024,4,1,3,1,64,0,0.466981,10557.54,362
4932,1024,4,1,3,1,128,0,0.497794,8452.682,340
4933,1024,4,1,3,1,256,0,0.465519,7931.056,331
4934,1024,4,1,3,1,512,0,0.459669,7574.882,332
4935,1024,4,1,3,1,1024,0,0.428806,7458.906,326
4939,1024,4,1,3,2,64,0,0.458498,10045.49,362
4940,1024,4,1,3,2,128,0,0.488295,8196.524,340
4941,1024,4,1,3,2,256,0,0.472565,7599.088,331
4942,1024,4,1,3,2,512,0,0.445541,7371.126,332
4943,1024,4,1,3,2,1024,0,0.44418,7415.548,326
4947,1024,4,1,3,3,64,0,0.461789,10451.14,362
4948,1024,4,1,3,3,128,0,0.432196,8290.954,340
4949,1024,4,1,3,3,256,0,0.4692,7799.918,331
4950,1024,4,1,3,3,512,0,0.486643,7523.81,332
4951,1024,4,1,3,3,1024,0,0.437641,7524.076,326
4955,1024,4,1,3,4,64,0,0.465248,10432.254,362
4956,1024,4,1,3,4,128,0,0.497763,8135.876,340
4957,1024,4,1,3,4,256,0,0.486219,7736.078,331
4958,1024,4,1,3,4,512,0,0.433237,7620.634,332
4959,1024,4,1,3,4,1024,0,0.435757,7365.274,326
4963,1024,4,1,4,1,64,0,0.551804,10995.908,418
4964,1024,4,1,4,1,128,0,0.571842,9367.19,399
4965,1024,4,1,4,1,256,0,0.587784,8915.522,391
4966,1024,4,1,4,1,512,0,0.606625,8450.288,403
4967,1024,4,1,4,1,1024,0,0.591376,8065.386,361
4971,1024,4,1,4,2,64,0,0.489767,11463.27,418
4972,1024,4,1,4,2,128,0,0.580109,9630.53,399
4973,1024,4,1,4,2,256,0,0.572171,9158.114,391
4974,1024,4,1,4,2,512,0,0.577211,8800.078,403
4975,1024,4,1,4,2,1024,0,0.570596,8024.422,361
4979,1024,4,1,4,3,64,0,0.599916,11561.956,410
4980,1024,4,1,4,3,128,0,0.584293,10057.726,391
4981,1024,4,1,4,3,256,0,0.58927,9628.934,383
4982,1024,4,1,4,3,512,0,0.577237,8798.482,395
4983,1024,4,1,4,3,1024,0,0.532006,8088.262,361
4987,1024,4,1,4,4,64,0,0.482285,11190.886,418
4988,1024,4,1,4,4,128,0,0.487073,10131.142,399
4989,1024,4,1,4,4,256,0,0.60714,8979.894,391
4990,1024,4,1,4,4,512,0,0.517058,9034.158,403
4991,1024,4,1,4,4,1024,0,0.610101,8219.932,361
4995,1024,4,2,1,1,64,0,0.336939,9673.888,354
4996,1024,4,2,1,1,128,0,0.397723,8298.668,332
4997,1024,4,2,1,1,256,0,0.416857,7101.136,323
4998,1024,4,2,1,1,512,0,0.337443,6950.58,330
4999,1024,4,2,1,1,1024,0,0.408981,6391.182,319
5002,1024,4,2,1,2,32,0,0.383645,12404.378,395
5003,1024,4,2,1,2,64,0,0.391165,9281.272,353
5004,1024,4,2,1,2,128,0,0.367948,8052.086,331
5005,1024,4,2,1,2,256,0,0.376478,7415.548,322
5006,1024,4,2,1,2,512,0,0.380263,7002.184,329
5007,1024,4,2,1,2,1024,0,0.318232,6856.15,318
5011,1024,4,2,1,3,64,0,0.36383,9274.622,355
5012,1024,4,2,1,3,128,0,0.269151,7866.95,333
5013,1024,4,2,1,3,256,0,0.27551,6885.676,324
5014,1024,4,2,1,3,512,0,0.266223,6915.202,331
5015,1024,4,2,1,3,1024,0,0.375034,6442.786,317
5019,1024,4,2,1,4,64,0,0.278476,10060.12,355
5020,1024,4,2,1,4,128,0,0.275953,8507.744,333
5021,1024,4,2,1,4,256,0,0.284078,7523.278,324
5022,1024,4,2,1,4,512,0,0.33076,7399.854,331
5023,1024,4,2,1,4,1024,0,0.326722,7042.616,327
5027,1024,4,2,2,1,64,0,0.75182,11521.79,377
5028,1024,4,2,2,1,128,0,0.637814,9292.178,352
5029,1024,4,2,2,1,256,0,0.694023,8954.358,343
5030,1024,4,2,2,1,512,0,0.682827,8467.312,342
5031,1024,4,2,2,1,1024,0,0.711196,8381.66,349
5035,1024,4,2,2,2,64,0,0.659268,11848.438,376
5036,1024,4,2,2,2,128,0,0.646787,9913.288,351
5037,1024,4,2,2,2,256,0,0.747538,9559.242,347
5038,1024,4,2,2,2,512,0,0.722729,8739.164,349
5039,1024,4,2,2,2,1024,0,0.749429,8671.068,348
5043,1024,4,2,2,3,64,0,0.662031,11665.164,374
5044,1024,4,2,2,3,128,0,0.642366,9734.004,352
5045,1024,4,2,2,3,256,0,0.747195,9072.994,343
5046,1024,4,2,2,3,512,0,0.713311,8752.198,342
5047,1024,4,2,2,3,1024,0,0.627844,9051.182,352
5051,1024,4,2,2,4,64,0,0.751108,11900.042,376
5052,1024,4,2,2,4,128,0,0.6695,10180.352,351
5053,1024,4,2,2,4,256,0,0.670937,9698.094,347
5054,1024,4,2,2,4,512,0,0.679105,9271.43,346
5055,1024,4,2,2,4,1024,0,0.717451,8643.936,351
5060,1024,4,2,3,1,128,0,0.848677,11253.13,421
5061,1024,4,2,3,1,256,0,1.001818,10967.712,409
5062,1024,4,2,3,1,512,0,0.965019,10728.844,416
5063,1024,4,2,3,1,1024,0,0.977117,10374.532,413
5068,1024,4,2,3,2,128,0,0.830328,11217.486,420
5069,1024,4,2,3,2,256,0,0.979216,11092.732,408
5070,1024,4,2,3,2,512,0,0.948672,10854.13,415
5071,1024,4,2,3,2,1024,0,0.982543,10067.568,412
5076,1024,4,2,3,3,128,0,0.839769,11303.138,418
5077,1024,4,2,3,3,256,0,0.955488,10010.91,409
5078,1024,4,2,3,3,512,0,0.981697,10468.164,416
5079,1024,4,2,3,3,1024,0,0.948634,10256.96,413
5084,1024,4,2,3,4,128,0,0.84449,11466.196,421
5085,1024,4,2,3,4,256,0,0.999518,10794.546,409
5086,1024,4,2,3,4,512,0,0.99599,10886.316,416
5087,1024,4,2,3,4,1024,0,0.869185,10606.75,412
5092,1024,4,2,4,1,128,0,1.122758,13086.402,498
5093,1024,4,2,4,1,256,0,1.088239,12380.172,490
5094,1024,4,2,4,1,512,0,1.047672,11386.928,474
5095,1024,4,2,4,1,1024,0,1.041751,10996.706,456
5100,1024,4,2,4,2,128,0,1.145449,13029.478,497
5101,1024,4,2,4,2,256,0,1.109925,12405.974,489
5102,1024,4,2,4,2,512,0,1.1423,11745.762,478
5103,1024,4,2,4,2,1024,0,1.105265,11109.49,458
5108,1024,4,2,4,3,128,0,1.203861,13244.672,498
5109,1024,4,2,4,3,256,0,1.066179,12406.772,490
5110,1024,4,2,4,3,512,0,1.060889,11426.296,474
5111,1024,4,2,4,3,1024,0,1.159646,11055.226,456
5116,1024,4,2,4,4,128,0,1.074098,12742.198,498
5117,1024,4,2,4,4,256,0,1.132167,12194.504,490
5118,1024,4,2,4,4,512,0,1.141488,11656.12,482
5119,1024,4,2,4,4,1024,0,1.133049,10841.628,458
5123,1024,4,3,1,1,64,0,0.556442,9732.142,305
5124,1024,4,3,1,1,128,0,0.547508,7979.202,283
5125,1024,4,3,1,1,256,0,0.522601,7081.186,274
5126,1024,4,3,1,1,512,0,0.566511,7136.514,275
5127,1024,4,3,1,1,1024,0,0.514955,6406.876,250
5131,1024,4,3,1,2,64,0,0.523803,9889.614,332
5132,1024,4,3,1,2,128,0,0.536671,7939.834,310
5133,1024,4,3,1,2,256,0,0.537882,7239.456,301
5134,1024,4,3,1,2,512,0,0.531448,7281.218,303
5135,1024,4,3,1,2,1024,0,0.528572,7029.316,278
5139,1024,4,3,1,3,64,0,0.549888,11007.612,297
5140,1024,4,3,1,3,128,0,0.541562,8314.362,275
5141,1024,4,3,1,3,256,0,0.530436,7777.042,266
5142,1024,4,3,1,3,512,0,0.554581,7257.012,267
5143,1024,4,3,1,3,1024,0,0.50894,6881.686,250
5147,1024,4,3,1,4,64,0,0.674228,9071.664,333
5148,1024,4,3,1,4,128,0,0.711012,8326.864,311
5149,1024,4,3,1,4,256,0,0.687776,7263.928,302
5150,1024,4,3,1,4,512,0,0.692923,7251.958,304
5151,1024,4,3,1,4,1024,0,0.440731,6985.426,278
5156,1024,4,3,2,1,128,0,1.094615,8376.872,284
5157,1024,4,3,2,1,256,0,0.936458,7853.916,275
5158,1024,4,3,2,1,512,0,0.930786,7298.774,283
5159,1024,4,3,2,1,1024,0,1.017352,7670.11,283
5164,1024,4,3,2,2,128,0,0.963243,9514.022,311
5165,1024,4,3,2,2,256,0,0.968575,8688.89,302
5166,1024,4,3,2,2,512,0,0.965739,8544.186,310
5167,1024,4,3,2,2,1024,0,0.940214,8432.998,311
5172,1024,4,3,2,3,128,0,1.072337,9828.7,276
5173,1024,4,3,2,3,256,0,0.992022,8975.106,267
5174,1024,4,3,2,3,512,0,0.958104,8811.516,275
5175,1024,4,3,2,3,1024,0,0.965137,8528.492,283
5180,1024,4,3,2,4,128,0,0.964439,9434.222,311
5181,1024,4,3,2,4,256,0,0.977144,8533.812,302
5182,1024,4,3,2,4,512,0,0.97011,8302.924,311
5183,1024,4,3,2,4,1024,0,0.939029,8541.792,311
5188,1024,4,3,3,1,128,0,1.445509,11718.098,368
5189,1024,4,3,3,1,256,0,1.217191,9583.448,359
5190,1024,4,3,3,1,512,0,1.399845,10069.43,360
5191,1024,4,3,3,1,1024,0,1.376106,9416.932,354
5196,1024,4,3,3,2,128,0,1.430423,10746.134,395
5197,1024,4,3,3,2,256,0,1.19396,10004.26,386
5198,1024,4,3,3,2,512,0,1.234025,9376.234,388
5199,1024,4,3,3,2,1024,0,1.466256,8874.824,381
5204,1024,4,3,3,3,128,0,1.405137,11767.574,360
5205,1024,4,3,3,3,256,0,1.323193,10563.924,351
5206,1024,4,3,3,3,512,0,1.269219,9865.408,352
5207,1024,4,3,3,3,1024,0,1.379737,9519.874,354
5212,1024,4,3,3,4,128,0,1.452589,11286.646,396
