n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
0942,4,4,2,5,32,0.809246,8869,48721,27198,90,4
0945,4,4,3,1,2,0.837065,2557,12299,10557,84,4
0946,4,4,3,1,4,0.638248,2435,12334,9375,102,4
0947,4,4,3,1,8,0.654228,2555,13029,9368,102,4
0948,4,4,3,1,16,0.643275,2772,14328,9374,102,4
0949,4,4,3,1,32,0.649829,3240,16932,9411,102,4
0950,4,4,3,1,64,0.603143,3805,21942,9494,102,4
0951,4,4,3,1,128,0.633669,5226,31657,9704,102,4
0952,4,4,3,2,2,0.890160,3832,19870,17734,156,4
0953,4,4,3,2,4,0.815723,4380,20401,15372,192,4
0954,4,4,3,2,8,0.712671,4086,21151,15364,192,4
0955,4,4,3,2,16,0.704715,4392,23686,15373,192,4
0956,4,4,3,2,32,0.669840,5360,29199,15466,192,4
0957,4,4,3,2,64,0.718776,6541,38389,15608,192,4
0958,4,4,3,2,128,0.802957,9659,57928,16023,192,4
0959,4,4,3,3,2,1.045487,5019,26254,23660,30,4
0960,4,4,3,3,4,0.818293,4817,26038,20097,84,4
0961,4,4,3,3,8,0.793874,5050,27817,20092,84,4
0962,4,4,3,3,16,0.794614,6101,31319,20102,84,4
0963,4,4,3,3,32,0.794337,7051,39462,20196,84,4
0964,4,4,3,3,64,0.815610,9067,53809,20483,84,4
0966,4,4,3,4,2,1.080316,6275,33373,30174,30,4
0967,4,4,3,4,4,0.800302,6269,32584,25267,111,4
0968,4,4,3,4,8,0.832881,6598,34762,25275,111,4
0969,4,4,3,4,16,0.814865,7219,39182,25285,111,4
0970,4,4,3,4,32,0.815145,9425,50964,25406,111,4
0974,4,4,3,5,4,0.877392,8076,39514,30885,120,4
0975,4,4,3,5,8,0.814873,7701,42554,30892,120,4
0976,4,4,3,5,16,0.841970,9087,48452,30879,120,4
0980,4,4,4,1,2,0.567919,2358,11393,9581,84,4
0981,4,4,4,1,4,0.560031,2514,13317,9600,108,4
0982,4,4,4,1,8,0.557617,2731,14214,9599,108,4
0983,4,4,4,1,16,0.575002,3050,15569,9593,108,4
0984,4,4,4,1,32,0.576531,3454,19279,9611,108,4
0985,4,4,4,1,64,0.566551,4308,25364,9757,108,4
0986,4,4,4,1,128,0.602931,6141,38501,10003,108,4
0987,4,4,4,2,2,0.663048,3662,17659,15662,156,4
0988,4,4,4,2,4,0.640580,4210,21789,15789,204,4
0989,4,4,4,2,8,0.644990,4352,23200,15793,204,4
0990,4,4,4,2,16,0.702408,4882,26093,15773,204,4
0991,4,4,4,2,32,0.683185,6109,33793,15891,204,4
0992,4,4,4,2,64,0.632591,7909,46383,16121,204,4
0994,4,4,4,3,2,0.734831,4359,22063,20742,30,4
0995,4,4,4,3,4,0.717692,5456,28263,20755,102,4
0996,4,4,4,3,8,0.771357,5604,30784,20762,102,4
0997,4,4,4,3,16,0.714697,6423,35225,20751,102,4
0998,4,4,4,3,32,0.754300,8193,46115,20807,102,4
0999,4,4,4,3,64,0.709788,11439,64957,21235,102,4
1001,4,4,4,4,2,0.728452,6058,30832,26374,30,4
1002,4,4,4,4,4,0.738768,7250,36249,26344,126,4
1003,4,4,4,4,8,0.766472,6970,39154,26328,126,4
1004,4,4,4,4,16,0.744592,8267,45067,26291,126,4
1005,4,4,4,4,32,0.765474,10476,59917,26521,126,4
1008,4,4,4,5,2,0.781827,6956,37067,31999,30,4
1009,4,4,4,5,4,0.780829,7985,42839,31920,150,4
1010,4,4,4,5,8,0.745057,8537,47470,31956,150,4
1011,4,4,4,5,16,0.726505,9671,54840,31978,150,4
1015,4,5,1,1,2,0.821336,2301,11698,8854,102,4
1016,4,5,1,1,4,0.899874,2419,12012,8853,108,4
1017,4,5,1,1,8,0.835182,2368,12231,8856,108,4
1018,4,5,1,1,16,0.830644,2593,12748,8846,108,4
1019,4,5,1,1,32,0.844490,2562,13442,8861,108,4
1020,4,5,1,1,64,0.835764,2805,15096,8883,108,4
1021,4,5,1,1,128,0.771770,3112,18276,8925,108,4
1022,4,5,1,2,2,1.039521,3042,16673,13442,30,4
1023,4,5,1,2,4,1.096150,3216,17518,13440,42,4
1024,4,5,1,2,8,1.010064,3244,18075,13424,42,4
1025,4,5,1,2,16,1.108654,3364,18776,13441,42,4
1026,4,5,1,2,32,1.021606,3689,20546,13457,42,4
1027,4,5,1,2,64,1.033750,4119,23590,13509,42,4
1028,4,5,1,2,128,1.037357,4848,29911,13641,42,4
1029,4,5,1,3,2,1.073312,4106,22524,18206,30,4
1030,4,5,1,3,4,1.058405,4414,23817,18231,48,4
1031,4,5,1,3,8,1.073672,4411,24579,18230,48,4
1032,4,5,1,3,16,1.061771,4748,25631,18223,48,4
1033,4,5,1,3,32,1.054558,5399,28434,18248,48,4
1034,4,5,1,3,64,1.082328,5694,33147,18353,48,4
1035,4,5,1,3,128,1.085574,6884,42957,18555,48,4
1036,4,5,1,4,2,1.087533,5205,27570,22988,30,4
1037,4,5,1,4,4,1.083684,5375,29419,22987,57,4
1038,4,5,1,4,8,1.148159,5308,30378,23068,57,4
1039,4,5,1,4,16,1.097758,5701,31804,22960,57,4
1040,4,5,1,4,32,1.074181,6254,35231,23020,57,4
1041,4,5,1,4,64,1.077429,7141,42746,23118,57,4
1043,4,5,1,5,2,1.109644,6015,32902,27719,30,4
1045,4,5,1,5,8,1.103272,6821,36804,27734,60,4
1046,4,5,1,5,16,1.085001,6717,38061,27754,60,4
1047,4,5,1,5,32,1.056511,7583,42954,27798,60,4
1048,4,5,1,5,64,1.091973,8501,50164,27896,60,4
1050,4,5,2,1,2,0.803854,2421,12277,9622,102,4
1051,4,5,2,1,4,0.833848,2636,13139,9609,114,4
1052,4,5,2,1,8,0.864820,2533,13402,9616,114,4
1053,4,5,2,1,16,0.748214,2656,14498,9628,114,4
1054,4,5,2,1,32,0.761798,3039,16186,9646,114,4
1055,4,5,2,1,64,0.758538,3361,19187,9693,114,4
1056,4,5,2,1,128,0.766145,4208,25742,9857,114,4
1057,4,5,2,2,2,1.025681,3287,17703,15039,30,4
1058,4,5,2,2,4,0.984037,3551,19536,15008,54,4
1059,4,5,2,2,8,0.963890,3767,20179,15027,54,4
1060,4,5,2,2,16,1.005422,4008,22026,14995,54,4
1061,4,5,2,2,32,0.989440,4594,25486,15054,54,4
1062,4,5,2,2,64,0.937103,5778,31594,15177,54,4
1063,4,5,2,2,128,1.008798,7254,44696,15404,54,4
1064,4,5,2,3,2,1.000693,4406,23916,20556,30,4
1065,4,5,2,3,4,0.987639,5043,26928,20576,66,4
1066,4,5,2,3,8,0.964906,5595,27798,20515,66,4
1067,4,5,2,3,16,0.974922,5860,30139,20571,66,4
1068,4,5,2,3,32,1.004857,6959,36016,20624,66,4
1069,4,5,2,3,64,1.024664,7668,45408,20823,66,4
1070,4,5,2,3,128,0.989665,10228,64900,21168,66,4
1071,4,5,2,4,2,0.980040,5484,29533,26145,30,4
1072,4,5,2,4,4,1.019102,6615,32963,26001,84,4
1073,4,5,2,4,8,0.997601,6324,35182,26054,84,4
1074,4,5,2,4,16,1.018989,6858,37691,26033,84,4
1075,4,5,2,4,32,1.028333,7985,44865,26157,84,4
1076,4,5,2,4,64,0.987019,9662,57799,26343,84,4
1078,4,5,2,5,2,1.009380,6828,35533,31609,30,4
1079,4,5,2,5,4,1.016581,7602,40316,31688,90,4
1080,4,5,2,5,8,1.032223,7906,42231,31634,90,4
1081,4,5,2,5,16,1.023896,8392,46424,31789,90,4
1082,4,5,2,5,32,1.001953,10029,54823,31865,90,4
1085,4,5,3,1,2,0.964712,2660,14038,11562,102,4
1086,4,5,3,1,4,0.766325,2837,14141,10374,120,4
1087,4,5,3,1,8,0.795907,2951,14615,10380,120,4
1088,4,5,3,1,16,0.763076,2939,15987,10380,120,4
1089,4,5,3,1,32,0.802406,3400,18486,10418,120,4
1090,4,5,3,1,64,0.755232,4168,23520,10506,120,4
1091,4,5,3,1,128,0.803975,5503,33185,10706,120,4
1092,4,5,3,2,2,1.241990,4018,21418,18889,30,4
1093,4,5,3,2,4,1.037463,4058,21927,16496,66,4
1094,4,5,3,2,8,1.030855,4182,22812,16515,66,4
1095,4,5,3,2,16,0.977411,4598,25060,16515,66,4
1096,4,5,3,2,32,1.030623,5478,30347,16604,66,4
1097,4,5,3,2,64,0.988772,6847,39818,16760,66,4
1098,4,5,3,2,128,1.023899,9445,59656,17153,66,4
1099,4,5,3,3,2,1.272492,5671,29861,26379,30,4
1100,4,5,3,3,4,1.044883,6210,30127,22867,84,4
1101,4,5,3,3,8,1.011267,6120,31832,22831,84,4
1102,4,5,3,3,16,1.009296,6791,35554,22839,84,4
1103,4,5,3,3,32,1.050679,7780,43545,22984,84,4
1104,4,5,3,3,64,1.084295,9586,58037,23222,84,4
1107,4,5,3,4,4,1.035448,7151,37129,28908,111,4
1108,4,5,3,4,8,1.019683,7410,39556,28902,111,4
1109,4,5,3,4,16,1.016063,8507,43846,28913,111,4
1110,4,5,3,4,32,1.028208,9990,55787,29051,111,4
1114,4,5,3,5,4,1.068900,8536,45975,35447,120,4
1115,4,5,3,5,8,1.029491,8855,48325,35373,120,4
1120,4,5,4,1,2,0.795461,2597,13052,10596,102,4
1121,4,5,4,1,4,0.790631,2930,15040,10607,126,4
1122,4,5,4,1,8,0.812108,3117,15655,10611,126,4
1123,4,5,4,1,16,0.714178,3232,17181,10589,126,4
1124,4,5,4,1,32,0.739868,3861,20851,10654,126,4
1125,4,5,4,1,64,0.715411,4702,27028,10762,126,4
1126,4,5,4,1,128,0.760522,6374,40206,11013,126,4
1127,4,5,4,2,2,0.955262,3686,19174,16928,30,4
1128,4,5,4,2,4,0.946731,4173,23193,16932,78,4
1129,4,5,4,2,8,0.947050,4524,24766,16913,78,4
1130,4,5,4,2,16,0.928815,4890,27545,16935,78,4
1131,4,5,4,2,32,0.917299,6383,35162,17027,78,4
1132,4,5,4,2,64,0.924550,7960,47780,17263,78,4
1134,4,5,4,3,2,0.935848,5143,26040,23470,30,4
1135,4,5,4,3,4,0.989587,6165,32317,23452,102,4
1136,4,5,4,3,8,0.913137,6361,34428,23481,102,4
1137,4,5,4,3,16,0.916655,7545,39314,23490,102,4
1138,4,5,4,3,32,0.934248,8876,50018,23617,102,4
1139,4,5,4,3,64,0.975192,11352,68806,23934,102,4
1141,4,5,4,4,2,0.929501,6701,35631,30011,30,4
1142,4,5,4,4,4,0.942082,8406,40272,29955,126,4
1143,4,5,4,4,8,0.947946,8152,44255,30036,126,4
1144,4,5,4,4,16,0.978759,8927,50393,29990,126,4
1148,4,5,4,5,2,0.979470,7985,42319,36608,30,4
1149,4,5,4,5,4,1.014866,9308,49605,36484,150,4
1150,4,5,4,5,8,0.939276,9509,53018,36495,150,4
1155,8,1,1,1,2,0.507138,1367,6811,4488,30,4
1156,8,1,1,1,4,0.509604,1260,7098,4488,36,4
1157,8,1,1,1,8,0.516387,1341,7300,4488,36,4
1158,8,1,1,1,16,0.499034,1459,7701,4488,36,4
1159,8,1,1,1,32,0.524492,1648,8649,4479,36,4
1160,8,1,1,1,64,0.505552,1826,10252,4500,36,4
1161,8,1,1,1,128,0.560785,2204,13503,4559,36,4
1162,8,1,1,2,2,0.623377,1909,9183,7356,48,4
1163,8,1,1,2,4,0.620069,2077,10233,7356,60,4
1164,8,1,1,2,8,0.602204,2037,10261,7355,60,4
1165,8,1,1,2,16,0.612034,2229,11215,7355,60,4
1166,8,1,1,2,32,0.649843,2446,12919,7368,60,4
1167,8,1,1,2,64,0.605418,2883,16372,7393,60,4
1168,8,1,1,2,128,0.603149,3668,22709,7566,60,4
1169,8,1,1,3,2,0.637229,2214,11213,9128,66,4
1170,8,1,1,3,4,0.673428,2460,12430,9143,84,4
1171,8,1,1,3,8,0.651406,2547,13017,9137,84,4
1172,8,1,1,3,16,0.618325,2742,14268,9135,84,4
1173,8,1,1,3,32,0.620027,3065,17034,9175,84,4
1174,8,1,1,3,64,0.647058,3850,21802,9262,84,4
1175,8,1,1,3,128,0.662181,5180,31573,9441,84,4
1176,8,1,1,4,2,0.668252,2667,13214,10931,84,4
1177,8,1,1,4,4,0.717195,2813,14475,10924,111,4
1178,8,1,1,4,8,0.658217,2776,15364,10909,111,4
1179,8,1,1,4,16,0.737264,3143,16701,10923,111,4
1180,8,1,1,4,32,0.648656,3655,20454,10955,111,4
1181,8,1,1,4,64,0.692865,4465,26691,11059,111,4
1182,8,1,1,4,128,0.657176,6435,39866,11275,111,4
1183,8,1,1,5,2,0.700895,2886,14721,12702,102,4
1184,8,1,1,5,4,0.677456,3262,17128,12700,132,4
1185,8,1,1,5,8,0.696642,3476,18098,12712,132,4
1186,8,1,1,5,16,0.664602,3782,19984,12698,132,4
1187,8,1,1,5,32,0.690404,4465,24644,12777,132,4
1188,8,1,1,5,64,0.767903,5367,32339,12917,132,4
1189,8,1,1,5,128,0.696169,7865,48630,13239,132,4
1190,8,1,2,1,2,0.471689,1508,7373,5288,30,4
1191,8,1,2,1,4,0.454642,1537,8275,5234,42,4
1192,8,1,2,1,8,0.450300,1645,8620,5235,42,4
1193,8,1,2,1,16,0.453757,1750,9393,5269,42,4
1194,8,1,2,1,32,0.453918,2172,11259,5290,42,4
1195,8,1,2,1,64,0.454481,2573,14434,5345,42,4
1196,8,1,2,1,128,0.505140,3415,20893,5504,42,4
1197,8,1,2,2,2,0.588620,2040,10142,8924,48,4
1198,8,1,2,2,4,0.578980,2335,11964,8949,72,4
1199,8,1,2,2,8,0.555967,2543,12923,8929,72,4
1200,8,1,2,2,16,0.559180,2693,14265,8922,72,4
1201,8,1,2,2,32,0.550409,3430,18137,8996,72,4
1202,8,1,2,2,64,0.571946,4069,24230,9095,72,4
1203,8,1,2,2,128,0.569948,5936,37273,9380,72,4
1204,8,1,2,3,2,0.633210,2697,13235,11532,66,4
1205,8,1,2,3,4,0.638681,3140,15595,11532,102,4
1206,8,1,2,3,8,0.588924,3231,16763,11533,102,4
1207,8,1,2,3,16,0.626437,3603,18958,11548,102,4
1208,8,1,2,3,32,0.583453,4523,24563,11608,102,4
1209,8,1,2,3,64,0.566607,5644,33868,11765,102,4
1210,8,1,2,3,128,0.648406,8344,53517,12203,102,4
1211,8,1,2,4,2,0.651476,3157,15799,14043,84,4
1212,8,1,2,4,4,0.713617,3617,18501,14050,138,4
1213,8,1,2,4,8,0.758375,3895,20005,14040,138,4
1214,8,1,2,4,16,0.637831,4360,23332,14059,138,4
1215,8,1,2,4,32,0.614366,5567,30517,14092,138,4
1216,8,1,2,4,64,0.693541,7239,43194,14333,138,4
1217,8,1,2,4,128,0.670162,10703,69176,14740,138,4
1218,8,1,2,5,2,0.623621,3481,17383,16664,102,4
1219,8,1,2,5,4,0.612681,4475,22618,16694,162,4
1220,8,1,2,5,8,0.621537,4590,24352,16732,162,4
1221,8,1,2,5,16,0.606255,5331,28827,16710,162,4
1222,8,1,2,5,32,0.601913,6683,37550,16812,162,4
1223,8,1,2,5,64,0.614765,8800,53038,17158,162,4
1225,8,1,3,1,2,0.758231,1801,9176,7420,30,4
1226,8,1,3,1,4,0.512634,1732,9272,5855,48,4
1227,8,1,3,1,8,0.509268,1946,9857,5855,48,4
1228,8,1,3,1,16,0.482339,2046,10972,5855,48,4
1229,8,1,3,1,32,0.525113,2498,13696,5887,48,4
1230,8,1,3,1,64,0.469942,3140,18450,5975,48,4
1231,8,1,3,1,128,0.516985,4445,28242,6179,48,4
1232,8,1,3,2,2,0.876439,2786,14062,13214,48,4
1233,8,1,3,2,4,0.644869,2833,14387,10099,84,4
1234,8,1,3,2,8,0.595202,2992,15524,10097,84,4
1235,8,1,3,2,16,0.617778,3280,17556,10101,84,4
1236,8,1,3,2,32,0.584933,4210,23461,10172,84,4
1237,8,1,3,2,64,0.650092,5443,32627,10353,84,4
1238,8,1,3,2,128,0.639646,8169,52250,10748,84,4
1239,8,1,3,3,2,0.912321,3798,18788,17736,66,4
1240,8,1,3,3,4,0.636058,3660,19045,13274,120,4
1241,8,1,3,3,8,0.648098,3864,20693,13270,120,4
1242,8,1,3,3,16,0.643937,4464,24116,13277,120,4
1243,8,1,3,3,32,0.613396,5958,32577,13382,120,4
1244,8,1,3,3,64,0.633226,7697,46561,13639,120,4
1246,8,1,3,4,2,0.920616,4665,23172,22344,84,4
1247,8,1,3,4,4,0.628852,4301,22839,16408,165,4
1248,8,1,3,4,8,0.703074,4791,24950,16404,165,4
1249,8,1,3,4,16,0.726899,5369,29836,16386,165,4
1250,8,1,3,4,32,0.693154,7257,40881,16510,165,4
1251,8,1,3,4,64,0.657194,9946,59791,16803,165,4
1254,8,1,3,5,4,0.661427,5200,28135,19610,192,4
1255,8,1,3,5,8,0.615662,5629,30791,19629,192,4
1256,8,1,3,5,16,0.634074,6619,36565,19613,192,4
1257,8,1,3,5,32,0.689665,8961,50571,19805,192,4
1258,8,1,3,5,64,0.680547,12203,73725,20260,192,4
1260,8,1,4,1,2,0.453517,1745,8400,6554,30,4
1261,8,1,4,1,4,0.436177,1957,10014,6549,57,4
1262,8,1,4,1,8,0.445384,2175,10772,6519,57,4
1263,8,1,4,1,16,0.435487,2361,12370,6541,57,4
1264,8,1,4,1,32,0.472161,2862,16095,6598,57,4
1265,8,1,4,1,64,0.477685,3832,22662,6692,57,4
1266,8,1,4,1,128,0.533234,5518,35328,6895,57,4
1267,8,1,4,2,2,0.541264,2543,11950,11492,48,4
1268,8,1,4,2,4,0.572614,3130,15731,11513,102,4
1269,8,1,4,2,8,0.550162,3407,17359,11489,102,4
1270,8,1,4,2,16,0.536607,3760,20331,11473,102,4
1271,8,1,4,2,32,0.537023,4840,27661,11557,102,4
1272,8,1,4,2,64,0.565546,6723,40479,11798,102,4
1273,8,1,4,2,128,0.600139,10260,66178,12163,102,4
1274,8,1,4,3,2,0.563174,3650,17617,15438,66,4
1275,8,1,4,3,4,0.585708,4265,21175,15375,147,4
1276,8,1,4,3,8,0.599344,4455,23578,15341,147,4
1277,8,1,4,3,16,0.584128,5082,27987,15327,147,4
1278,8,1,4,3,32,0.584544,6969,39253,15494,147,4
1279,8,1,4,3,64,0.612399,9747,57884,15783,147,4
1281,8,1,4,4,2,0.596603,4396,21567,19228,84,4
1282,8,1,4,4,4,0.598766,5035,25941,19130,201,4
1283,8,1,4,4,8,0.644601,5445,28945,19146,201,4
1284,8,1,4,4,16,0.688356,6329,34965,19077,201,4
1285,8,1,4,4,32,0.579467,8754,50111,19216,201,4
1286,8,1,4,4,64,0.629794,12366,74584,19493,201,4
1288,8,1,4,5,2,0.584341,5168,26057,23160,102,4
1289,8,1,4,5,4,0.592074,6248,31926,23041,237,4
1290,8,1,4,5,8,0.636639,6691,36057,23095,237,4
1291,8,1,4,5,16,0.623170,7761,43097,23068,237,4
1292,8,1,4,5,32,0.651106,11231,62444,23331,237,4
1295,8,1,5,1,2,0.753690,2247,11235,9612,30,4
1296,8,1,5,1,4,0.468354,2141,11259,7168,60,4
1297,8,1,5,1,8,0.521335,2281,12146,7149,60,4
1298,8,1,5,1,16,0.462389,2629,14100,7149,60,4
1299,8,1,5,1,32,0.449752,3397,18705,7207,60,4
1300,8,1,5,1,64,0.492215,4465,26519,7354,60,4
1301,8,1,5,1,128,0.571412,6673,42799,7708,60,4
1302,8,1,5,2,2,0.859292,3711,18090,17397,48,4
1303,8,1,5,2,4,0.561763,3654,18430,12664,108,4
1304,8,1,5,2,8,0.567368,3915,20267,12676,108,4
1305,8,1,5,2,16,0.565160,4500,23909,12661,108,4
1306,8,1,5,2,32,0.583589,5922,33421,12792,108,4
1307,8,1,5,2,64,0.640996,8152,48826,13084,108,4
1310,8,1,5,3,4,0.590932,4871,25146,17159,156,4
1311,8,1,5,3,8,0.636787,5174,27902,17169,156,4
1312,8,1,5,3,16,0.622521,6157,33670,17191,156,4
1313,8,1,5,3,32,0.644175,8453,47758,17386,156,4
1314,8,1,5,3,64,0.649100,11937,70786,17787,156,4
1317,8,1,5,4,4,0.653967,5785,30693,21467,219,4
1318,8,1,5,4,8,0.602578,6483,34618,21431,219,4
1319,8,1,5,4,16,0.594678,7536,42224,21405,219,4
1320,8,1,5,4,32,0.644114,10765,61198,21608,219,4
1324,8,1,5,5,4,0.635730,7401,38103,26097,252,4
1325,8,1,5,5,8,0.631994,8079,43303,26082,252,4
1326,8,1,5,5,16,0.668081,9481,52743,26096,252,4
1330,8,2,1,1,2,0.610022,1572,8015,6305,48,4
1331,8,2,1,1,4,0.628367,1630,8308,6305,54,4
1332,8,2,1,1,8,0.646149,1669,8526,6308,54,4
1333,8,2,1,1,16,0.635235,1736,8927,6308,54,4
1334,8,2,1,1,32,0.615855,1911,9778,6299,54,4
1335,8,2,1,1,64,0.634577,2061,11417,6319,54,4
1336,8,2,1,1,128,0.604095,2497,14630,6379,54,4
1337,8,2,1,2,2,0.679315,2177,11206,8916,84,4
1338,8,2,1,2,4,0.713741,2388,11981,8930,96,4
1339,8,2,1,2,8,0.658527,2404,12459,8924,96,4
1340,8,2,1,2,16,0.705558,2532,13316,8924,96,4
1341,8,2,1,2,32,0.684488,2836,15092,8956,96,4
1342,8,2,1,2,64,0.670661,3223,18177,9009,96,4
1343,8,2,1,2,128,0.659938,4178,24890,9146,96,4
1344,8,2,1,3,2,0.669111,2702,14057,11484,120,4
1345,8,2,1,3,4,0.690461,3203,15369,11492,138,4
1346,8,2,1,3,8,0.668640,2895,15920,11482,138,4
1347,8,2,1,3,16,0.687075,3126,17114,11485,138,4
1348,8,2,1,3,32,0.671650,3577,19911,11529,138,4
1349,8,2,1,3,64,0.669111,4119,24509,11626,138,4
1350,8,2,1,3,128,0.751503,5474,34262,11793,138,4
1351,8,2,1,4,2,0.792250,3459,17176,14348,156,4
1352,8,2,1,4,4,0.752008,3503,18548,14332,183,4
1353,8,2,1,4,8,0.731256,3677,19571,14311,183,4
1354,8,2,1,4,16,0.712637,3656,20696,14331,183,4
1355,8,2,1,4,32,0.721171,4585,24890,14373,183,4
1356,8,2,1,4,64,0.819208,5339,30904,14483,183,4
1357,8,2,1,4,128,0.790214,7182,44166,14708,183,4
1358,8,2,1,5,2,0.853910,3491,18590,16170,30,4
1359,8,2,1,5,4,0.914903,3774,21154,16120,60,4
1360,8,2,1,5,8,0.871239,4046,21766,16137,60,4
1361,8,2,1,5,16,0.852167,4361,24086,16144,60,4
1362,8,2,1,5,32,0.851780,5072,28500,16192,60,4
1363,8,2,1,5,64,0.831836,6186,36273,16362,60,4
1364,8,2,1,5,128,0.876758,8283,52364,16675,60,4
1365,8,2,2,1,2,0.553226,1784,8732,7090,48,4
1366,8,2,2,1,4,0.552794,1854,9485,7048,60,4
1367,8,2,2,1,8,0.559360,1933,9717,7055,60,4
1368,8,2,2,1,16,0.559620,2103,10514,7108,60,4
1369,8,2,2,1,32,0.562557,2405,12467,7116,60,4
1370,8,2,2,1,64,0.564285,2682,15502,7152,60,4
1371,8,2,2,1,128,0.559188,3692,22297,7346,60,4
1372,8,2,2,2,2,0.647346,2427,12707,10509,84,4
1373,8,2,2,2,4,0.653997,2805,14165,10507,108,4
1374,8,2,2,2,8,0.619703,2872,14866,10512,108,4
1375,8,2,2,2,16,0.642940,3098,16348,10525,108,4
1376,8,2,2,2,32,0.592925,3746,20116,10573,108,4
1377,8,2,2,2,64,0.601650,4438,26350,10705,108,4
1378,8,2,2,2,128,0.634648,6265,39349,10935,108,4
1379,8,2,2,3,2,0.624840,3045,15473,13865,120,4
1380,8,2,2,3,4,0.635723,3452,18461,13883,156,4
1381,8,2,2,3,8,0.673815,3832,19558,13895,156,4
1382,8,2,2,3,16,0.618707,3904,21786,13881,156,4
1383,8,2,2,3,32,0.611193,4823,27337,13934,156,4
1384,8,2,2,3,64,0.627777,6141,36654,14156,156,4
1385,8,2,2,3,128,0.681416,8877,56544,14555,156,4
1386,8,2,2,4,2,0.692300,3811,19126,17438,156,4
1387,8,2,2,4,4,0.696047,4376,22462,17441,210,4
1388,8,2,2,4,8,0.750913,4539,24220,17450,210,4
1389,8,2,2,4,16,0.713800,4925,27405,17430,210,4
1390,8,2,2,4,32,0.666874,6199,34595,17537,210,4
1391,8,2,2,4,64,0.750735,8134,47654,17753,210,4
1393,8,2,2,5,2,0.751053,3987,21105,20157,30,4
1394,8,2,2,5,4,0.816121,4950,26284,20107,90,4
1395,8,2,2,5,8,0.781983,5131,28052,20138,90,4
1396,8,2,2,5,16,0.746863,5601,31663,20148,90,4
1397,8,2,2,5,32,0.772089,7431,41085,20280,90,4
1398,8,2,2,5,64,0.766919,9542,57175,20520,90,4
1400,8,2,3,1,2,0.856816,2114,10304,9239,48,4
1401,8,2,3,1,4,0.592674,2066,10377,7677,66,4
1402,8,2,3,1,8,0.585627,2204,11180,7673,66,4
1403,8,2,3,1,16,0.590207,2263,12255,7676,66,4
1404,8,2,3,1,32,0.586067,2755,15101,7714,66,4
1405,8,2,3,1,64,0.566775,3310,19876,7801,66,4
1406,8,2,3,1,128,0.606416,4803,29660,7999,66,4
1407,8,2,3,2,2,0.924457,3181,16092,14792,84,4
1408,8,2,3,2,4,0.655076,3202,16532,11675,120,4
1409,8,2,3,2,8,0.599502,3260,17609,11678,120,4
1410,8,2,3,2,16,0.634907,3728,19772,11677,120,4
1411,8,2,3,2,32,0.661857,4637,25439,11754,120,4
1412,8,2,3,2,64,0.596244,5734,34601,11924,120,4
1413,8,2,3,2,128,0.644155,8547,54266,12324,120,4
1414,8,2,3,3,2,1.040732,4183,21574,20093,120,4
1415,8,2,3,3,4,0.645517,4160,21843,15634,174,4
1416,8,2,3,3,8,0.650272,4361,23589,15633,174,4
1417,8,2,3,3,16,0.627111,4890,27107,15628,174,4
1418,8,2,3,3,32,0.694393,6289,35364,15730,174,4
1419,8,2,3,3,64,0.646486,8407,49835,15997,174,4
1422,8,2,3,4,4,0.695191,5105,26729,19817,237,4
1423,8,2,3,4,8,0.702643,5321,28950,19809,237,4
1424,8,2,3,4,16,0.700008,6328,34171,19819,237,4
1430,8,2,3,5,8,0.803072,6409,34932,23039,120,4
1431,8,2,3,5,16,0.797532,6995,40181,23055,120,4
1432,8,2,3,5,32,0.791265,9428,54558,23236,120,4
1435,8,2,4,1,2,0.596455,2003,9563,8371,48,4
1436,8,2,4,1,4,0.562046,2269,11201,8388,75,4
1437,8,2,4,1,8,0.550880,2394,12259,8360,75,4
1438,8,2,4,1,16,0.551293,2565,13650,8360,75,4
1439,8,2,4,1,32,0.531855,3077,17400,8401,75,4
1440,8,2,4,1,64,0.545172,3921,23556,8506,75,4
1441,8,2,4,1,128,0.573295,5831,36635,8733,75,4
1442,8,2,4,2,2,0.570268,2961,14735,13076,84,4
1443,8,2,4,2,4,0.605083,3450,17790,13086,138,4
1445,8,2,4,2,16,0.603594,4230,22437,13051,138,4
1450,8,2,4,3,4,0.626204,4522,24077,17737,201,4
1451,8,2,4,3,8,0.666143,5062,26335,17706,201,4
1452,8,2,4,3,16,0.657378,5643,30833,17695,201,4
1453,8,2,4,3,32,0.658618,7467,42028,17884,201,4
1454,8,2,4,3,64,0.677968,10280,60846,18153,201,4
1456,8,2,4,4,2,0.689469,5128,25919,22624,156,4
1457,8,2,4,4,4,0.695539,5801,30032,22593,273,4
1458,8,2,4,4,8,0.713663,6151,32940,22566,273,4
1459,8,2,4,4,16,0.661514,7098,38971,22518,273,4
1460,8,2,4,4,32,0.645357,9788,53972,22540,273,4
1464,8,2,4,5,4,0.759212,6598,35551,26542,165,4
1473,8,2,5,1,16,0.563827,2946,15367,8970,78,4
1474,8,2,5,1,32,0.580723,3582,20128,9041,78,4
1475,8,2,5,1,64,0.563911,4601,27849,9179,78,4
1476,8,2,5,1,128,0.606405,6942,44034,9508,78,4
