n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,knob_tmpsize,knob_size,knob_I_B,obj1,obj2
4544,10,200,2,4,1,1,1,100,40000,0,0.39956,1881.684
4545,10,200,2,4,1,1,2,100,40000,0,0.510743,2070.012
4546,10,200,2,4,1,1,3,100,40000,0,0.414397,2144.758
4547,10,200,2,4,1,1,4,100,40000,0,0.478816,2068.416
4548,10,200,2,4,1,2,1,100,40000,0,0.41192,1779.008
4549,10,200,2,4,1,2,2,100,40000,0,0.484945,1621.536
4550,10,200,2,4,1,2,3,100,40000,0,0.427661,1926.638
4551,10,200,2,4,1,2,4,100,40000,0,0.490859,2019.206
4552,10,200,2,4,1,3,1,100,40000,0,0.464059,1917.062
4553,10,200,2,4,1,3,2,100,40000,0,0.575847,1828.75
4554,10,200,2,4,1,3,3,100,40000,0,0.641956,2272.97
4555,10,200,2,4,1,3,4,100,40000,0,0.642071,2196.628
4556,10,200,2,4,1,4,1,100,40000,0,0.550052,1744.694
4557,10,200,2,4,1,4,2,100,40000,0,0.507397,2113.37
4558,10,200,2,4,1,4,3,100,40000,0,0.563967,2101.4
4559,10,200,2,4,1,4,4,100,40000,0,0.670406,2023.196
4560,10,200,2,4,2,1,1,100,40000,0,0.408259,2165.24
4561,10,200,2,4,2,1,2,100,40000,0,0.478944,2299.038
4562,10,200,2,4,2,1,3,100,40000,0,0.447355,2171.624
4563,10,200,2,4,2,1,4,100,40000,0,0.488428,2153.004
4564,10,200,2,4,2,2,1,100,40000,0,0.471207,1710.38
4565,10,200,2,4,2,2,2,100,40000,0,0.565997,1738.31
4566,10,200,2,4,2,2,3,100,40000,0,0.517497,2055.648
4567,10,200,2,4,2,2,4,100,40000,0,0.743512,2251.424
4568,10,200,2,4,2,3,1,100,40000,0,0.460536,2191.308
4569,10,200,2,4,2,3,2,100,40000,0,0.634436,2060.436
4570,10,200,2,4,2,3,3,100,40000,0,0.558983,1957.228
4571,10,200,2,4,2,3,4,100,40000,0,0.681614,2152.738
4572,10,200,2,4,2,4,1,100,40000,0,0.493713,1915.2
4573,10,200,2,4,2,4,2,100,40000,0,0.508765,2331.756
4574,10,200,2,4,2,4,3,100,40000,0,0.546006,1930.894
4575,10,200,2,4,2,4,4,100,40000,0,0.748218,2226.686
4576,10,200,2,4,3,1,1,100,40000,0,0.4426,1936.48
4577,10,200,2,4,3,1,2,100,40000,0,0.426816,1784.062
4578,10,200,2,4,3,1,3,100,40000,0,0.451317,2353.568
4579,10,200,2,4,3,1,4,100,40000,0,0.569048,2097.942
4580,10,200,2,4,3,2,1,100,40000,0,0.413576,1888.6
4581,10,200,2,4,3,2,2,100,40000,0,0.514085,1661.968
4582,10,200,2,4,3,2,3,100,40000,0,0.450502,1912.008
4583,10,200,2,4,3,2,4,100,40000,0,0.5115,2191.042
4584,10,200,2,4,3,3,1,100,40000,0,0.568881,2059.106
4585,10,200,2,4,3,3,2,100,40000,0,0.637204,1999.256
4586,10,200,2,4,3,3,3,100,40000,0,0.70117,2389.478
4587,10,200,2,4,3,3,4,100,40000,0,0.651418,2321.116
4588,10,200,2,4,3,4,1,100,40000,0,0.521461,1900.304
4589,10,200,2,4,3,4,2,100,40000,0,0.494669,2449.328
4590,10,200,2,4,3,4,3,100,40000,0,0.673537,2500.932
4591,10,200,2,4,3,4,4,100,40000,0,0.645126,2106.188
4592,10,200,2,4,4,1,1,100,40000,0,0.483384,1783.53
4593,10,200,2,4,4,1,2,100,40000,0,0.512499,2091.824
4594,10,200,2,4,4,1,3,100,40000,0,0.519816,2320.584
4595,10,200,2,4,4,1,4,100,40000,0,0.672527,2285.738
4596,10,200,2,4,4,2,1,100,40000,0,0.468681,1780.338
4597,10,200,2,4,4,2,2,100,40000,0,0.52889,2048.732
4598,10,200,2,4,4,2,3,100,40000,0,0.469076,2290.792
4599,10,200,2,4,4,2,4,100,40000,0,0.525509,2298.772
4600,10,200,2,4,4,3,1,100,40000,0,0.540869,1856.946
4601,10,200,2,4,4,3,2,100,40000,0,0.689416,2200.086
4602,10,200,2,4,4,3,3,100,40000,0,0.509989,2377.774
4603,10,200,2,4,4,3,4,100,40000,0,0.60872,2374.316
4604,10,200,2,4,4,4,1,100,40000,0,0.569543,2193.17
4605,10,200,2,4,4,4,2,100,40000,0,0.520395,1948.982
4606,10,200,2,4,4,4,3,100,40000,0,0.655401,2558.122
4607,10,200,2,4,4,4,4,100,40000,0,0.66411,2300.9
4608,10,200,3,1,1,1,1,100,40000,0,1.113261,2032.506
4609,10,200,3,1,1,1,2,100,40000,0,1.316245,2280.95
4610,10,200,3,1,1,1,3,100,40000,0,1.176151,2262.862
4611,10,200,3,1,1,1,4,100,40000,0,1.134331,2116.562
4612,10,200,3,1,1,2,1,100,40000,0,0.815213,2220.834
4613,10,200,3,1,1,2,2,100,40000,0,0.868474,2197.426
4614,10,200,3,1,1,2,3,100,40000,0,0.846276,2325.106
4615,10,200,3,1,1,2,4,100,40000,0,1.049273,2248.498
4616,10,200,3,1,1,3,1,100,40000,0,1.193559,2022.664
4617,10,200,3,1,1,3,2,100,40000,0,1.44851,2230.41
4618,10,200,3,1,1,3,3,100,40000,0,1.246139,2010.428
4619,10,200,3,1,1,3,4,100,40000,0,1.131174,2249.828
4620,10,200,3,1,1,4,1,100,40000,0,0.84311,2362.346
4621,10,200,3,1,1,4,2,100,40000,0,1.125251,2353.036
4622,10,200,3,1,1,4,3,100,40000,0,0.989396,2148.482
4623,10,200,3,1,1,4,4,100,40000,0,1.039227,2489.76
4624,10,200,3,1,2,1,1,100,40000,0,0.959994,1998.458
4625,10,200,3,1,2,1,2,100,40000,0,1.143692,2316.062
4626,10,200,3,1,2,1,3,100,40000,0,0.744635,2297.974
4627,10,200,3,1,2,1,4,100,40000,0,1.284426,2294.782
4628,10,200,3,1,2,2,1,100,40000,0,0.94569,2142.364
4629,10,200,3,1,2,2,2,100,40000,0,0.862974,2140.502
4630,10,200,3,1,2,2,3,100,40000,0,0.923912,2283.61
4631,10,200,3,1,2,2,4,100,40000,0,1.415624,2247.966
4632,10,200,3,1,2,3,1,100,40000,0,1.500785,2209.928
4633,10,200,3,1,2,3,2,100,40000,0,1.62214,2145.29
4634,10,200,3,1,2,3,3,100,40000,0,1.203969,2218.972
4635,10,200,3,1,2,3,4,100,40000,0,1.138719,2362.612
4636,10,200,3,1,2,4,1,100,40000,0,0.797146,2288.398
4637,10,200,3,1,2,4,2,100,40000,0,0.978082,2216.312
4638,10,200,3,1,2,4,3,100,40000,0,0.887915,2518.222
4639,10,200,3,1,2,4,4,100,40000,0,1.139258,2577.806
4640,10,200,3,1,3,1,1,100,40000,0,0.789176,1858.808
4641,10,200,3,1,3,1,2,100,40000,0,0.954902,2138.374
4642,10,200,3,1,3,1,3,100,40000,0,0.710756,2244.774
4643,10,200,3,1,3,1,4,100,40000,0,1.104773,2082.514
4644,10,200,3,1,3,2,1,100,40000,0,0.951135,2188.648
4645,10,200,3,1,3,2,2,100,40000,0,1.317129,2221.898
4646,10,200,3,1,3,2,3,100,40000,0,1.266681,2199.022
4647,10,200,3,1,3,2,4,100,40000,0,1.231461,2141.3
4648,10,200,3,1,3,3,1,100,40000,0,1.290341,2084.376
4649,10,200,3,1,3,3,2,100,40000,0,1.542096,2241.05
4650,10,200,3,1,3,3,3,100,40000,0,1.188698,2212.322
4651,10,200,3,1,3,3,4,100,40000,0,1.229965,2373.518
4652,10,200,3,1,3,4,1,100,40000,0,0.901971,2281.482
4653,10,200,3,1,3,4,2,100,40000,0,0.930383,2325.904
4654,10,200,3,1,3,4,3,100,40000,0,0.905068,2387.084
4655,10,200,3,1,3,4,4,100,40000,0,1.40741,2437.624
4656,10,200,3,1,4,1,1,100,40000,0,0.850961,1948.45
4657,10,200,3,1,4,1,2,100,40000,0,0.792988,2137.576
4658,10,200,3,1,4,1,3,100,40000,0,0.77162,2280.418
4659,10,200,3,1,4,1,4,100,40000,0,0.940619,2209.928
4660,10,200,3,1,4,2,1,100,40000,0,0.820662,2399.054
4661,10,200,3,1,4,2,2,100,40000,0,1.003628,2251.69
4662,10,200,3,1,4,2,3,100,40000,0,0.876036,2194.766
4663,10,200,3,1,4,2,4,100,40000,0,1.204619,2084.11
4664,10,200,3,1,4,3,1,100,40000,0,1.087883,2178.54
4665,10,200,3,1,4,3,2,100,40000,0,1.300517,2134.118
4666,10,200,3,1,4,3,3,100,40000,0,1.062362,2334.416
4667,10,200,3,1,4,3,4,100,40000,0,1.221581,2403.576
4668,10,200,3,1,4,4,1,100,40000,0,0.963351,2362.08
4669,10,200,3,1,4,4,2,100,40000,0,0.991669,2483.11
4670,10,200,3,1,4,4,3,100,40000,0,0.884283,2736.874
4671,10,200,3,1,4,4,4,100,40000,0,1.133075,2335.48
4672,10,200,3,2,1,1,1,100,40000,0,1.266161,2092.09
4673,10,200,3,2,1,1,2,100,40000,0,1.072921,2350.908
4674,10,200,3,2,1,1,3,100,40000,0,1.258772,2369.528
4675,10,200,3,2,1,1,4,100,40000,0,1.816075,2242.38
4676,10,200,3,2,1,2,1,100,40000,0,1.037657,2101.134
4677,10,200,3,2,1,2,2,100,40000,0,0.887917,2280.95
4678,10,200,3,2,1,2,3,100,40000,0,0.853322,2347.716
4679,10,200,3,2,1,2,4,100,40000,0,1.039789,2159.122
4680,10,200,3,2,1,3,1,100,40000,0,1.224677,2249.562
4681,10,200,3,2,1,3,2,100,40000,0,1.14603,2292.92
4682,10,200,3,2,1,3,3,100,40000,0,1.142104,2574.348
4683,10,200,3,2,1,3,4,100,40000,0,1.332019,2416.344
4684,10,200,3,2,1,4,1,100,40000,0,0.931391,2296.112
4685,10,200,3,2,1,4,2,100,40000,0,1.024038,2275.098
4686,10,200,3,2,1,4,3,100,40000,0,0.957277,2463.426
4687,10,200,3,2,1,4,4,100,40000,0,1.133027,2444.008
4688,10,200,3,2,2,1,1,100,40000,0,1.143391,2071.874
4689,10,200,3,2,2,1,2,100,40000,0,1.275488,2142.364
4690,10,200,3,2,2,1,3,100,40000,0,0.948265,2381.232
4691,10,200,3,2,2,1,4,100,40000,0,1.350079,2198.224
4692,10,200,3,2,2,2,1,100,40000,0,1.071578,2014.684
4693,10,200,3,2,2,2,2,100,40000,0,0.959025,2263.926
4694,10,200,3,2,2,2,3,100,40000,0,0.884224,2182.53
4695,10,200,3,2,2,2,4,100,40000,0,1.14616,2343.194
4696,10,200,3,2,2,3,1,100,40000,0,1.231743,2345.056
4697,10,200,3,2,2,3,2,100,40000,0,1.220702,2231.208
4698,10,200,3,2,2,3,3,100,40000,0,1.118154,2318.722
4699,10,200,3,2,2,3,4,100,40000,0,1.730462,2456.51
4700,10,200,3,2,2,4,1,100,40000,0,1.115038,2316.594
4701,10,200,3,2,2,4,2,100,40000,0,1.15457,2268.182
4702,10,200,3,2,2,4,3,100,40000,0,1.010474,2467.682
4703,10,200,3,2,2,4,4,100,40000,0,1.306066,2640.316
4704,10,200,3,2,3,1,1,100,40000,0,1.246665,2027.718
4705,10,200,3,2,3,1,2,100,40000,0,1.144589,2140.768
4706,10,200,3,2,3,1,3,100,40000,0,1.429893,2355.696
4707,10,200,3,2,3,1,4,100,40000,0,1.069161,2117.094
4708,10,200,3,2,3,2,1,100,40000,0,0.835721,2308.88
4709,10,200,3,2,3,2,2,100,40000,0,1.111537,2126.138
4710,10,200,3,2,3,2,3,100,40000,0,1.10106,2147.684
4711,10,200,3,2,3,2,4,100,40000,0,1.209303,2212.588
4712,10,200,3,2,3,3,1,100,40000,0,1.383434,2345.588
4713,10,200,3,2,3,3,2,100,40000,0,1.088699,2048.998
4714,10,200,3,2,3,3,3,100,40000,0,1.249236,2429.644
4715,10,200,3,2,3,3,4,100,40000,0,1.40131,2422.196
4716,10,200,3,2,3,4,1,100,40000,0,1.058808,2355.164
4717,10,200,3,2,3,4,2,100,40000,0,1.015906,2102.464
4718,10,200,3,2,3,4,3,100,40000,0,1.010952,2617.44
4719,10,200,3,2,3,4,4,100,40000,0,1.661899,2570.358
4720,10,200,3,2,4,1,1,100,40000,0,1.367564,2064.426
4721,10,200,3,2,4,1,2,100,40000,0,1.270126,2214.45
4722,10,200,3,2,4,1,3,100,40000,0,0.998138,2269.512
4723,10,200,3,2,4,1,4,100,40000,0,1.387506,2272.704
4724,10,200,3,2,4,2,1,100,40000,0,0.901752,2162.048
4725,10,200,3,2,4,2,2,100,40000,0,0.945655,2266.32
4726,10,200,3,2,4,2,3,100,40000,0,1.062898,2229.878
4727,10,200,3,2,4,2,4,100,40000,0,1.079025,2427.25
4728,10,200,3,2,4,3,1,100,40000,0,1.272536,2349.312
4729,10,200,3,2,4,3,2,100,40000,0,1.193728,2311.54
4730,10,200,3,2,4,3,3,100,40000,0,1.018843,2386.02
4731,10,200,3,2,4,3,4,100,40000,0,1.503064,2412.62
4732,10,200,3,2,4,4,1,100,40000,0,1.016833,2207.268
4733,10,200,3,2,4,4,2,100,40000,0,1.032694,2313.668
4734,10,200,3,2,4,4,3,100,40000,0,0.981432,2685.536
4735,10,200,3,2,4,4,4,100,40000,0,1.288005,2529.66
4736,10,200,3,3,1,1,1,100,40000,0,0.762742,2249.562
4737,10,200,3,3,1,1,2,100,40000,0,0.7746,2190.51
4738,10,200,3,3,1,1,3,100,40000,0,0.7027,2095.814
4739,10,200,3,3,1,1,4,100,40000,0,1.180385,2340.534
4740,10,200,3,3,1,2,1,100,40000,0,0.990918,2053.254
4741,10,200,3,3,1,2,2,100,40000,0,1.000259,2159.654
4742,10,200,3,3,1,2,3,100,40000,0,0.809997,2103.794
4743,10,200,3,3,1,2,4,100,40000,0,1.088192,2243.71
4744,10,200,3,3,1,3,1,100,40000,0,0.930422,2190.244
4745,10,200,3,3,1,3,2,100,40000,0,0.982495,2362.08
4746,10,200,3,3,1,3,3,100,40000,0,0.751412,2376.976
4747,10,200,3,3,1,3,4,100,40000,0,1.106003,2418.472
4748,10,200,3,3,1,4,1,100,40000,0,0.849792,2068.682
4749,10,200,3,3,1,4,2,100,40000,0,0.93889,2651.222
4750,10,200,3,3,1,4,3,100,40000,0,0.82569,2415.546
4751,10,200,3,3,1,4,4,100,40000,0,1.065611,2456.51
4752,10,200,3,3,2,1,1,100,40000,0,0.77804,2125.872
4753,10,200,3,3,2,1,2,100,40000,0,0.875892,2065.756
4754,10,200,3,3,2,1,3,100,40000,0,0.798652,2358.888
4755,10,200,3,3,2,1,4,100,40000,0,1.114651,2290.526
4756,10,200,3,3,2,2,1,100,40000,0,0.893139,2129.862
4757,10,200,3,3,2,2,2,100,40000,0,1.018267,2009.098
4758,10,200,3,3,2,2,3,100,40000,0,0.876332,2353.302
4759,10,200,3,3,2,2,4,100,40000,0,1.073826,2238.124
4760,10,200,3,3,2,3,1,100,40000,0,0.998535,2305.156
4761,10,200,3,3,2,3,2,100,40000,0,1.080202,2318.19
4762,10,200,3,3,2,3,3,100,40000,0,0.910969,2427.25
4763,10,200,3,3,2,3,4,100,40000,0,1.051507,2612.386
4764,10,200,3,3,2,4,1,100,40000,0,0.988214,2287.866
4765,10,200,3,3,2,4,2,100,40000,0,1.072955,2385.488
4766,10,200,3,3,2,4,3,100,40000,0,1.269097,2640.582
4767,10,200,3,3,2,4,4,100,40000,0,1.151038,2760.282
4768,10,200,3,3,3,1,1,100,40000,0,0.792729,1992.606
4769,10,200,3,3,3,1,2,100,40000,0,0.96116,2107.518
4770,10,200,3,3,3,1,3,100,40000,0,0.888918,2107.784
4771,10,200,3,3,3,1,4,100,40000,0,1.420246,2209.13
4772,10,200,3,3,3,2,1,100,40000,0,0.91184,2126.138
4773,10,200,3,3,3,2,2,100,40000,0,1.035985,2305.422
4774,10,200,3,3,3,2,3,100,40000,0,0.955633,2419.27
4775,10,200,3,3,3,2,4,100,40000,0,0.995472,2336.278
4776,10,200,3,3,3,3,1,100,40000,0,0.879713,2264.458
4777,10,200,3,3,3,3,2,100,40000,0,1.56939,2533.65
4778,10,200,3,3,3,3,3,100,40000,0,0.782365,2649.36
4779,10,200,3,3,3,3,4,100,40000,0,1.17379,2539.502
4780,10,200,3,3,3,4,1,100,40000,0,0.836217,2265.256
4781,10,200,3,3,3,4,2,100,40000,0,0.912038,2443.476
4782,10,200,3,3,3,4,3,100,40000,0,0.881721,2537.374
4783,10,200,3,3,3,4,4,100,40000,0,1.116628,2604.406
4784,10,200,3,3,4,1,1,100,40000,0,1.056063,2352.504
4785,10,200,3,3,4,1,2,100,40000,0,0.979113,2170.56
4786,10,200,3,3,4,1,3,100,40000,0,1.006801,2289.994
4787,10,200,3,3,4,1,4,100,40000,0,1.046161,2319.254
4788,10,200,3,3,4,2,1,100,40000,0,0.855921,2129.064
4789,10,200,3,3,4,2,2,100,40000,0,1.145069,2355.164
4790,10,200,3,3,4,2,3,100,40000,0,0.86799,2352.238
4791,10,200,3,3,4,2,4,100,40000,0,1.329521,2361.814
4792,10,200,3,3,4,3,1,100,40000,0,0.811917,2278.024
4793,10,200,3,3,4,3,2,100,40000,0,1.00956,2404.108
4794,10,200,3,3,4,3,3,100,40000,0,0.788065,2515.562
4795,10,200,3,3,4,3,4,100,40000,0,1.020518,2461.564
4796,10,200,3,3,4,4,1,100,40000,0,0.82903,2391.34
4797,10,200,3,3,4,4,2,100,40000,0,1.007389,2520.35
4798,10,200,3,3,4,4,3,100,40000,0,0.97907,3019.632
4799,10,200,3,3,4,4,4,100,40000,0,1.008177,2545.886
4800,10,200,3,4,1,1,1,100,40000,0,1.138651,2384.956
4801,10,200,3,4,1,1,2,100,40000,0,1.026866,2444.806
4802,10,200,3,4,1,1,3,100,40000,0,1.026254,2343.46
4803,10,200,3,4,1,1,4,100,40000,0,1.067615,2250.094
4804,10,200,3,4,1,2,1,100,40000,0,0.821235,2238.39
4805,10,200,3,4,1,2,2,100,40000,0,0.914811,2100.602
4806,10,200,3,4,1,2,3,100,40000,0,0.786846,2527.266
4807,10,200,3,4,1,2,4,100,40000,0,1.292371,2350.642
4808,10,200,3,4,1,3,1,100,40000,0,0.862797,2201.15
4809,10,200,3,4,1,3,2,100,40000,0,1.32328,2564.506
4810,10,200,3,4,1,3,3,100,40000,0,1.222215,2632.07
4811,10,200,3,4,1,3,4,100,40000,0,1.331879,2479.386
4812,10,200,3,4,1,4,1,100,40000,0,0.998003,2337.874
4813,10,200,3,4,1,4,2,100,40000,0,0.95596,2414.482
4814,10,200,3,4,1,4,3,100,40000,0,0.891765,2557.324
4815,10,200,3,4,1,4,4,100,40000,0,1.268855,2459.702
4816,10,200,3,4,2,1,1,100,40000,0,1.208602,2149.014
4817,10,200,3,4,2,1,2,100,40000,0,1.005504,2397.192
4818,10,200,3,4,2,1,3,100,40000,0,1.082455,2217.376
4819,10,200,3,4,2,1,4,100,40000,0,1.171407,2324.574
4820,10,200,3,4,2,2,1,100,40000,0,0.807625,2424.59
4821,10,200,3,4,2,2,2,100,40000,0,0.979671,2304.092
4822,10,200,3,4,2,2,3,100,40000,0,1.066429,2561.58
4823,10,200,3,4,2,2,4,100,40000,0,1.323147,2449.86
4824,10,200,3,4,2,3,1,100,40000,0,1.076958,2664.788
4825,10,200,3,4,2,3,2,100,40000,0,1.22773,2715.86
4826,10,200,3,4,2,3,3,100,40000,0,1.259395,2747.248
4827,10,200,3,4,2,3,4,100,40000,0,1.467593,2615.844
4828,10,200,3,4,2,4,1,100,40000,0,0.888842,2505.454
4829,10,200,3,4,2,4,2,100,40000,0,1.133959,2461.564
4830,10,200,3,4,2,4,3,100,40000,0,0.931605,2497.474
4831,10,200,3,4,2,4,4,100,40000,0,1.351532,2883.706
4832,10,200,3,4,3,1,1,100,40000,0,1.171599,2364.74
4833,10,200,3,4,3,1,2,100,40000,0,1.076817,2314.2
4834,10,200,3,4,3,1,3,100,40000,0,1.014216,2630.208
4835,10,200,3,4,3,1,4,100,40000,0,0.991358,2349.312
4836,10,200,3,4,3,2,1,100,40000,0,1.012172,2232.272
4837,10,200,3,4,3,2,2,100,40000,0,0.836098,2497.474
4838,10,200,3,4,3,2,3,100,40000,0,0.811466,2374.848
4839,10,200,3,4,3,2,4,100,40000,0,1.104545,2214.716
4840,10,200,3,4,3,3,1,100,40000,0,1.058328,2355.962
4841,10,200,3,4,3,3,2,100,40000,0,1.303749,2793
4842,10,200,3,4,3,3,3,100,40000,0,1.082765,2618.77
4843,10,200,3,4,3,3,4,100,40000,0,1.404221,2514.498
4844,10,200,3,4,3,4,1,100,40000,0,1.228046,2552.802
4845,10,200,3,4,3,4,2,100,40000,0,1.037074,2509.178
4846,10,200,3,4,3,4,3,100,40000,0,1.222248,2750.972
4847,10,200,3,4,3,4,4,100,40000,0,1.010907,2446.402
4848,10,200,3,4,4,1,1,100,40000,0,1.2327,2210.194
4849,10,200,3,4,4,1,2,100,40000,0,0.874764,2285.738
4850,10,200,3,4,4,1,3,100,40000,0,1.022286,2533.118
4851,10,200,3,4,4,1,4,100,40000,0,1.369826,2496.41
4852,10,200,3,4,4,2,1,100,40000,0,1.048074,2070.544
4853,10,200,3,4,4,2,2,100,40000,0,0.963807,2385.754
4854,10,200,3,4,4,2,3,100,40000,0,0.876955,2249.562
4855,10,200,3,4,4,2,4,100,40000,0,1.396383,2378.04
4856,10,200,3,4,4,3,1,100,40000,0,1.015649,2390.01
4857,10,200,3,4,4,3,2,100,40000,0,0.964298,2446.934
4858,10,200,3,4,4,3,3,100,40000,0,0.998959,2507.848
4859,10,200,3,4,4,3,4,100,40000,0,1.212855,2561.314
4860,10,200,3,4,4,4,1,100,40000,0,1.23875,2517.424
4861,10,200,3,4,4,4,2,100,40000,0,1.232066,2475.662
4862,10,200,3,4,4,4,3,100,40000,0,1.260245,2602.012
4863,10,200,3,4,4,4,4,100,40000,0,1.476186,2719.584
4864,10,200,4,1,1,1,1,100,40000,0,0.261825,1618.344
4865,10,200,4,1,1,1,2,100,40000,0,0.236079,1948.45
4866,10,200,4,1,1,1,3,100,40000,0,0.248175,1995.798
4867,10,200,4,1,1,1,4,100,40000,0,0.287928,2069.746
4868,10,200,4,1,1,2,1,100,40000,0,0.270178,1653.456
4869,10,200,4,1,1,2,2,100,40000,0,0.295662,2091.558
4870,10,200,4,1,1,2,3,100,40000,0,0.273918,1958.558
4871,10,200,4,1,1,2,4,100,40000,0,0.30799,2068.15
4872,10,200,4,1,1,3,1,100,40000,0,0.295218,1799.224
4873,10,200,4,1,1,3,2,100,40000,0,0.435843,1869.448
4874,10,200,4,1,1,3,3,100,40000,0,0.361623,2137.31
4875,10,200,4,1,1,3,4,100,40000,0,0.335333,2252.222
4876,10,200,4,1,1,4,1,100,40000,0,0.258648,1969.464
4877,10,200,4,1,1,4,2,100,40000,0,0.343848,2075.332
4878,10,200,4,1,1,4,3,100,40000,0,0.280858,2436.56
4879,10,200,4,1,1,4,4,100,40000,0,0.325857,2274.3
4880,10,200,4,1,2,1,1,100,40000,0,0.286464,1908.284
4881,10,200,4,1,2,1,2,100,40000,0,0.326349,1773.422
4882,10,200,4,1,2,1,3,100,40000,0,0.274752,1747.62
4883,10,200,4,1,2,1,4,100,40000,0,0.373769,2023.994
4884,10,200,4,1,2,2,1,100,40000,0,0.336586,2025.59
4885,10,200,4,1,2,2,2,100,40000,0,0.349164,2094.484
4886,10,200,4,1,2,2,3,100,40000,0,0.251398,1827.42
4887,10,200,4,1,2,2,4,100,40000,0,0.261692,1866.788
4888,10,200,4,1,2,3,1,100,40000,0,0.274761,2102.996
4889,10,200,4,1,2,3,2,100,40000,0,0.329371,1888.334
4890,10,200,4,1,2,3,3,100,40000,0,0.301459,2108.316
4891,10,200,4,1,2,3,4,100,40000,0,0.272767,2001.384
4892,10,200,4,1,2,4,1,100,40000,0,0.269668,2174.816
4893,10,200,4,1,2,4,2,100,40000,0,0.323098,2031.708
4894,10,200,4,1,2,4,3,100,40000,0,0.298138,2345.056
4895,10,200,4,1,2,4,4,100,40000,0,0.284396,2403.044
4896,10,200,4,1,3,1,1,100,40000,0,0.280272,2056.978
4897,10,200,4,1,3,1,2,100,40000,0,0.382902,2301.698
4898,10,200,4,1,3,1,3,100,40000,0,0.225516,2245.838
4899,10,200,4,1,3,1,4,100,40000,0,0.329165,2177.21
4900,10,200,4,1,3,2,1,100,40000,0,0.291276,2189.712
4901,10,200,4,1,3,2,2,100,40000,0,0.29018,2340.8
4902,10,200,4,1,3,2,3,100,40000,0,0.302213,2376.178
4903,10,200,4,1,3,2,4,100,40000,0,0.291702,2388.68
4904,10,200,4,1,3,3,1,100,40000,0,0.325029,2003.778
4905,10,200,4,1,3,3,2,100,40000,0,0.247789,2103.528
4906,10,200,4,1,3,3,3,100,40000,0,0.293525,2584.722
4907,10,200,4,1,3,3,4,100,40000,0,0.309324,2116.03
4908,10,200,4,1,3,4,1,100,40000,0,0.262759,2183.062
4909,10,200,4,1,3,4,2,100,40000,0,0.256121,2406.502
4910,10,200,4,1,3,4,3,100,40000,0,0.284093,2447.2
4911,10,200,4,1,3,4,4,100,40000,0,0.323066,2524.34
4912,10,200,4,1,4,1,1,100,40000,0,0.258733,1720.488
4913,10,200,4,1,4,1,2,100,40000,0,0.282082,2150.078
4914,10,200,4,1,4,1,3,100,40000,0,0.216257,1873.172
4915,10,200,4,1,4,1,4,100,40000,0,0.407194,1808.268
4916,10,200,4,1,4,2,1,100,40000,0,0.281673,2068.416
4917,10,200,4,1,4,2,2,100,40000,0,0.322645,2161.25
4918,10,200,4,1,4,2,3,100,40000,0,0.341054,1942.598
4919,10,200,4,1,4,2,4,100,40000,0,0.343299,2372.72
4920,10,200,4,1,4,3,1,100,40000,0,0.274853,2228.548
4921,10,200,4,1,4,3,2,100,40000,0,0.279755,2374.05
4922,10,200,4,1,4,3,3,100,40000,0,0.277292,2151.94
4923,10,200,4,1,4,3,4,100,40000,0,0.361498,2098.208
4924,10,200,4,1,4,4,1,100,40000,0,0.281139,2280.95
4925,10,200,4,1,4,4,2,100,40000,0,0.336689,2452.786
4926,10,200,4,1,4,4,3,100,40000,0,0.285613,2304.624
4927,10,200,4,1,4,4,4,100,40000,0,0.372588,2603.874
4928,10,200,4,2,1,1,1,100,40000,0,0.279295,1744.694
4929,10,200,4,2,1,1,2,100,40000,0,0.259858,2087.834
4930,10,200,4,2,1,1,3,100,40000,0,0.262566,1929.298
4931,10,200,4,2,1,1,4,100,40000,0,0.283538,2084.908
4932,10,200,4,2,1,2,1,100,40000,0,0.262482,2195.298
4933,10,200,4,2,1,2,2,100,40000,0,0.261596,1913.87
4934,10,200,4,2,1,2,3,100,40000,0,0.236924,2071.608
4935,10,200,4,2,1,2,4,100,40000,0,0.295876,2188.914
4936,10,200,4,2,1,3,1,100,40000,0,0.413237,2250.094
4937,10,200,4,2,1,3,2,100,40000,0,0.304763,2306.486
4938,10,200,4,2,1,3,3,100,40000,0,0.297823,2396.926
4939,10,200,4,2,1,3,4,100,40000,0,0.556359,2414.482
4940,10,200,4,2,1,4,1,100,40000,0,0.327001,2333.618
4941,10,200,4,2,1,4,2,100,40000,0,0.327698,2380.966
4942,10,200,4,2,1,4,3,100,40000,0,0.319265,2103.794
4943,10,200,4,2,1,4,4,100,40000,0,0.405597,2396.394
4944,10,200,4,2,2,1,1,100,40000,0,0.295374,1793.904
4945,10,200,4,2,2,1,2,100,40000,0,0.331133,2198.224
4946,10,200,4,2,2,1,3,100,40000,0,0.299156,2100.07
4947,10,200,4,2,2,1,4,100,40000,0,0.33015,2317.392
4948,10,200,4,2,2,2,1,100,40000,0,0.327636,2206.736
4949,10,200,4,2,2,2,2,100,40000,0,0.299715,1995.532
4950,10,200,4,2,2,2,3,100,40000,0,0.241483,2041.816
4951,10,200,4,2,2,2,4,100,40000,0,0.303859,2375.646
