n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,knob_tmpsize,knob_size,knob_I_B,obj1,obj2,FF
5416,10,400,2,1,3,3,1,100,160000,0,2.867475,1928.500,137
5417,10,400,2,1,3,3,2,100,160000,0,3.375534,1943.130,108
5418,10,400,2,1,3,3,3,100,160000,0,3.653242,2055.382,139
5419,10,400,2,1,3,3,4,100,160000,0,3.471413,1651.062,104
5420,10,400,2,1,3,4,1,100,160000,0,3.326847,2087.302,138
5421,10,400,2,1,3,4,2,100,160000,0,3.874912,1976.114,109
5422,10,400,2,1,3,4,3,100,160000,0,3.999072,2249.562,141
5423,10,400,2,1,3,4,4,100,160000,0,5.274838,1995.798,106
5424,10,400,2,1,4,1,1,100,160000,0,5.068829,1872.108,140
5425,10,400,2,1,4,1,2,100,160000,0,2.802583,2217.376,143
5426,10,400,2,1,4,1,3,100,160000,0,3.735126,1988.882,141
5427,10,400,2,1,4,1,4,100,160000,0,3.797264,2068.682,138
5428,10,400,2,1,4,2,1,100,160000,0,4.017588,1989.148,143
5429,10,400,2,1,4,2,2,100,160000,0,3.713775,1853.488,111
5430,10,400,2,1,4,2,3,100,160000,0,3.398116,2096.080,140
5431,10,400,2,1,4,2,4,100,160000,0,3.730672,1863.596,108
5432,10,400,2,1,4,3,1,100,160000,0,2.806456,1979.572,140
5433,10,400,2,1,4,3,2,100,160000,0,5.336060,1842.316,111
5434,10,400,2,1,4,3,3,100,160000,0,2.874139,2007.236,141
5435,10,400,2,1,4,3,4,100,160000,0,3.945744,1772.358,106
5436,10,400,2,1,4,4,1,100,160000,0,2.758432,1760.388,111
5437,10,400,2,1,4,4,2,100,160000,0,3.931343,1950.578,114
5438,10,400,2,1,4,4,3,100,160000,0,3.198182,2345.854,144
5439,10,400,2,1,4,4,4,100,160000,0,3.549527,2011.226,109
5440,10,400,2,2,1,1,1,100,160000,0,2.741698,1813.322,140
5441,10,400,2,2,1,1,2,100,160000,0,3.223584,1910.678,140
5442,10,400,2,2,1,1,3,100,160000,0,2.988432,2023.196,140
5443,10,400,2,2,1,1,4,100,160000,0,3.745283,2084.376,139
5444,10,400,2,2,1,2,1,100,160000,0,3.058262,1885.408,139
5445,10,400,2,2,1,2,2,100,160000,0,3.160368,1523.648,104
5446,10,400,2,2,1,2,3,100,160000,0,3.634125,1827.154,136
5447,10,400,2,2,1,2,4,100,160000,0,3.482602,2041.018,138
5448,10,400,2,2,1,3,1,100,160000,0,2.923170,1770.230,108
5449,10,400,2,2,1,3,2,100,160000,0,3.196771,2072.672,140
5450,10,400,2,2,1,3,3,100,160000,0,3.149579,1802.416,108
5451,10,400,2,2,1,3,4,100,160000,0,4.517446,1708.784,107
5452,10,400,2,2,1,4,1,100,160000,0,3.227232,1989.148,141
5453,10,400,2,2,1,4,2,100,160000,0,3.932035,1837.528,108
5454,10,400,2,2,1,4,3,100,160000,0,4.052960,1880.088,108
5455,10,400,2,2,1,4,4,100,160000,0,3.949290,2006.438,141
5456,10,400,2,2,2,1,1,100,160000,0,3.922089,1931.958,140
5457,10,400,2,2,2,1,2,100,160000,0,3.222851,2042.614,140
5458,10,400,2,2,2,1,3,100,160000,0,3.423744,1942.332,139
5459,10,400,2,2,2,1,4,100,160000,0,3.989402,2047.668,139
5460,10,400,2,2,2,2,1,100,160000,0,4.046122,1608.768,104
5461,10,400,2,2,2,2,2,100,160000,0,3.253857,1808.534,104
5462,10,400,2,2,2,2,3,100,160000,0,3.003709,1921.052,135
5463,10,400,2,2,2,2,4,100,160000,0,3.543707,2040.486,135
5464,10,400,2,2,2,3,1,100,160000,0,4.143270,1880.620,108
5465,10,400,2,2,2,3,2,100,160000,0,3.316229,2032.772,140
5466,10,400,2,2,2,3,3,100,160000,0,4.126030,2070.544,139
5467,10,400,2,2,2,3,4,100,160000,0,5.492930,2234.134,139
5468,10,400,2,2,2,4,1,100,160000,0,4.627632,1894.984,109
5469,10,400,2,2,2,4,2,100,160000,0,5.119032,2213.652,141
5470,10,400,2,2,2,4,3,100,160000,0,3.750687,2122.414,139
5471,10,400,2,2,2,4,4,100,160000,0,5.020138,1977.710,107
5472,10,400,2,2,3,1,1,100,160000,0,3.311521,1901.368,140
5473,10,400,2,2,3,1,2,100,160000,0,3.045955,1709.316,108
5474,10,400,2,2,3,1,3,100,160000,0,3.270627,2065.490,140
5475,10,400,2,2,3,1,4,100,160000,0,3.999310,2134.384,139
5476,10,400,2,2,3,2,1,100,160000,0,3.310636,1730.862,107
5477,10,400,2,2,3,2,2,100,160000,0,4.381359,1838.060,136
5478,10,400,2,2,3,2,3,100,160000,0,3.639419,2016.546,136
5479,10,400,2,2,3,2,4,100,160000,0,3.236742,1901.368,106
5480,10,400,2,2,3,3,1,100,160000,0,3.545628,1960.154,140
5481,10,400,2,2,3,3,2,100,160000,0,3.427894,1831.942,108
5482,10,400,2,2,3,3,3,100,160000,0,3.149115,1902.432,109
5483,10,400,2,2,3,3,4,100,160000,0,3.549048,2022.398,108
5484,10,400,2,2,3,4,1,100,160000,0,4.086355,2023.728,141
5485,10,400,2,2,3,4,2,100,160000,0,3.569436,1867.852,108
5486,10,400,2,2,3,4,3,100,160000,0,4.369426,1884.344,109
5487,10,400,2,2,3,4,4,100,160000,0,4.938045,2072.140,142
5488,10,400,2,2,4,1,1,100,160000,0,3.121214,2011.492,143
5489,10,400,2,2,4,1,2,100,160000,0,3.309763,1902.166,142
5490,10,400,2,2,4,1,3,100,160000,0,4.007285,2171.890,142
5491,10,400,2,2,4,1,4,100,160000,0,3.546319,2155.930,140
5492,10,400,2,2,4,2,1,100,160000,0,2.922904,1992.340,142
5493,10,400,2,2,4,2,2,100,160000,0,3.202673,1557.962,106
5494,10,400,2,2,4,2,3,100,160000,0,2.913405,1943.928,138
5495,10,400,2,2,4,2,4,100,160000,0,3.720982,1752.142,107
5496,10,400,2,2,4,3,1,100,160000,0,2.925937,2099.272,143
5497,10,400,2,2,4,3,2,100,160000,0,4.025025,1846.838,110
5498,10,400,2,2,4,3,3,100,160000,0,3.247636,1920.254,111
5499,10,400,2,2,4,3,4,100,160000,0,3.671387,2058.574,109
5500,10,400,2,2,4,4,1,100,160000,0,3.293420,2022.664,142
5501,10,400,2,2,4,4,2,100,160000,0,3.961679,2205.938,142
5502,10,400,2,2,4,4,3,100,160000,0,3.721708,2470.608,143
5503,10,400,2,2,4,4,4,100,160000,0,3.823824,2147.152,109
5504,10,400,2,3,1,1,1,100,160000,0,3.203965,1802.948,137
5505,10,400,2,3,1,1,2,100,160000,0,3.563718,2035.166,137
5506,10,400,2,3,1,1,3,100,160000,0,2.614011,2023.462,136
5507,10,400,2,3,1,1,4,100,160000,0,4.246896,2066.288,136
5508,10,400,2,3,1,2,1,100,160000,0,2.946337,1978.508,140
5509,10,400,2,3,1,2,2,100,160000,0,3.194768,2115.764,140
5510,10,400,2,3,1,2,3,100,160000,0,2.544521,2027.718,139
5511,10,400,2,3,1,2,4,100,160000,0,3.882234,1920.786,139
5512,10,400,2,3,1,3,1,100,160000,0,3.306902,2102.730,137
5513,10,400,2,3,1,3,2,100,160000,0,4.569226,1836.996,106
5514,10,400,2,3,1,3,3,100,160000,0,2.883749,2035.166,137
5515,10,400,2,3,1,3,4,100,160000,0,3.045907,1757.994,105
5516,10,400,2,3,1,4,1,100,160000,0,3.034864,2078.258,142
5517,10,400,2,3,1,4,2,100,160000,0,3.139924,2352.238,143
5518,10,400,2,3,1,4,3,100,160000,0,3.333391,2335.214,143
5519,10,400,2,3,1,4,4,100,160000,0,4.597701,2023.462,111
5520,10,400,2,3,2,1,1,100,160000,0,2.875675,1616.482,105
5521,10,400,2,3,2,1,2,100,160000,0,3.716726,1658.244,105
5522,10,400,2,3,2,1,3,100,160000,0,3.157845,1668.086,104
5523,10,400,2,3,2,1,4,100,160000,0,4.035254,1999.256,136
5524,10,400,2,3,2,2,1,100,160000,0,3.001912,1942.864,140
5525,10,400,2,3,2,2,2,100,160000,0,3.320089,1728.202,108
5526,10,400,2,3,2,2,3,100,160000,0,3.666060,1926.904,140
5527,10,400,2,3,2,2,4,100,160000,0,4.756762,1908.284,140
5528,10,400,2,3,2,3,1,100,160000,0,3.100154,2000.852,138
5529,10,400,2,3,2,3,2,100,160000,0,3.841414,2086.770,138
5530,10,400,2,3,2,3,3,100,160000,0,3.507341,1747.620,105
5531,10,400,2,3,2,3,4,100,160000,0,3.720878,2185.190,137
5532,10,400,2,3,2,4,1,100,160000,0,2.682235,2220.302,143
5533,10,400,2,3,2,4,2,100,160000,0,4.372636,1985.158,111
5534,10,400,2,3,2,4,3,100,160000,0,2.924083,1944.992,111
5535,10,400,2,3,2,4,4,100,160000,0,5.341781,2268.182,143
5536,10,400,2,3,3,1,1,100,160000,0,3.153110,1689.898,105
5537,10,400,2,3,3,1,2,100,160000,0,3.770940,1774.752,105
5538,10,400,2,3,3,1,3,100,160000,0,2.539532,2073.204,136
5539,10,400,2,3,3,1,4,100,160000,0,3.895766,1642.550,104
5540,10,400,2,3,3,2,1,100,160000,0,2.961230,2066.820,140
5541,10,400,2,3,3,2,2,100,160000,0,3.070067,2164.176,140
5542,10,400,2,3,3,2,3,100,160000,0,4.543076,2236.794,140
5543,10,400,2,3,3,2,4,100,160000,0,4.750594,2210.194,140
5544,10,400,2,3,3,3,1,100,160000,0,3.306131,1981.700,138
5545,10,400,2,3,3,3,2,100,160000,0,3.068095,2389.212,138
5546,10,400,2,3,3,3,3,100,160000,0,4.055661,2118.424,137
5547,10,400,2,3,3,3,4,100,160000,0,3.343577,1771.826,105
5548,10,400,2,3,3,4,1,100,160000,0,3.187832,2176.146,139
5549,10,400,2,3,3,4,2,100,160000,0,3.743932,2392.670,139
5550,10,400,2,3,3,4,3,100,160000,0,4.020020,2383.626,139
5551,10,400,2,3,3,4,4,100,160000,0,4.625246,2065.756,107
5552,10,400,2,3,4,1,1,100,160000,0,2.940962,1993.404,140
5553,10,400,2,3,4,1,2,100,160000,0,3.491504,2289.196,140
5554,10,400,2,3,4,1,3,100,160000,0,2.790459,2045.540,139
5555,10,400,2,3,4,1,4,100,160000,0,3.821946,2174.284,139
5556,10,400,2,3,4,2,1,100,160000,0,3.119116,2085.440,143
5557,10,400,2,3,4,2,2,100,160000,0,4.015793,1933.022,111
5558,10,400,2,3,4,2,3,100,160000,0,3.636447,2005.640,141
5559,10,400,2,3,4,2,4,100,160000,0,3.675174,2002.448,109
5560,10,400,2,3,4,3,1,100,160000,0,3.195395,2088.898,141
5561,10,400,2,3,4,3,2,100,160000,0,4.555633,1879.822,109
5562,10,400,2,3,4,3,3,100,160000,0,4.456584,2071.608,139
5563,10,400,2,3,4,3,4,100,160000,0,3.927132,1857.212,107
5564,10,400,2,3,4,4,1,100,160000,0,3.957751,1941.002,112
5565,10,400,2,3,4,4,2,100,160000,0,4.656226,2070.278,112
5566,10,400,2,3,4,4,3,100,160000,0,4.104334,2450.924,142
5567,10,400,2,3,4,4,4,100,160000,0,5.686184,2142.896,110
5568,10,400,2,4,1,1,1,100,160000,0,2.657785,2000.320,139
5569,10,400,2,4,1,1,2,100,160000,0,3.595840,2277.226,142
5570,10,400,2,4,1,1,3,100,160000,0,3.744755,2073.204,141
5571,10,400,2,4,1,1,4,100,160000,0,4.443009,2065.224,138
5572,10,400,2,4,1,2,1,100,160000,0,3.295680,1928.766,138
5573,10,400,2,4,1,2,2,100,160000,0,3.958773,2209.130,138
5574,10,400,2,4,1,2,3,100,160000,0,4.051121,2006.704,138
5575,10,400,2,4,1,2,4,100,160000,0,3.690980,2031.974,138
5576,10,400,2,4,1,3,1,100,160000,0,4.355974,2001.118,140
5577,10,400,2,4,1,3,2,100,160000,0,3.737892,2332.288,143
5578,10,400,2,4,1,3,3,100,160000,0,5.026273,2178.806,142
5579,10,400,2,4,1,3,4,100,160000,0,5.263310,1794.702,107
5580,10,400,2,4,1,4,1,100,160000,0,3.667622,2007.502,139
5581,10,400,2,4,1,4,2,100,160000,0,4.744696,2373.784,142
5582,10,400,2,4,1,4,3,100,160000,0,3.870734,2384.690,142
5583,10,400,2,4,1,4,4,100,160000,0,4.345095,2297.974,139
5584,10,400,2,4,2,1,1,100,160000,0,2.951063,2055.382,142
5585,10,400,2,4,2,1,2,100,160000,0,3.409824,2279.886,142
5586,10,400,2,4,2,1,3,100,160000,0,3.075905,1813.056,109
5587,10,400,2,4,2,1,4,100,160000,0,4.049241,2204.608,141
5588,10,400,2,4,2,2,1,100,160000,0,3.160659,1984.892,138
5589,10,400,2,4,2,2,2,100,160000,0,3.801886,1950.578,106
5590,10,400,2,4,2,2,3,100,160000,0,3.796821,2197.958,138
5591,10,400,2,4,2,2,4,100,160000,0,4.057868,2090.760,138
5592,10,400,2,4,2,3,1,100,160000,0,3.570312,2005.906,111
5593,10,400,2,4,2,3,2,100,160000,0,4.742919,1911.210,111
5594,10,400,2,4,2,3,3,100,160000,0,3.200902,2106.986,110
5595,10,400,2,4,2,3,4,100,160000,0,4.301886,2351.706,142
5596,10,400,2,4,2,4,1,100,160000,0,4.482315,2186.254,142
5597,10,400,2,4,2,4,2,100,160000,0,4.009516,2070.012,110
5598,10,400,2,4,2,4,3,100,160000,0,4.070970,2215.780,142
5599,10,400,2,4,2,4,4,100,160000,0,4.824512,2025.856,110
5600,10,400,2,4,3,1,1,100,160000,0,3.412977,1697.612,107
5601,10,400,2,4,3,1,2,100,160000,0,3.555552,2230.942,142
5602,10,400,2,4,3,1,3,100,160000,0,3.721240,2316.062,142
5603,10,400,2,4,3,1,4,100,160000,0,3.610001,1878.492,107
5604,10,400,2,4,3,2,1,100,160000,0,4.270824,1809.598,106
5605,10,400,2,4,3,2,2,100,160000,0,3.812438,1929.564,106
5606,10,400,2,4,3,2,3,100,160000,0,4.150884,2322.712,138
5607,10,400,2,4,3,2,4,100,160000,0,3.718673,1933.288,106
5608,10,400,2,4,3,3,1,100,160000,0,3.846885,1782.466,108
5609,10,400,2,4,3,3,2,100,160000,0,3.867238,2503.326,143
5610,10,400,2,4,3,3,3,100,160000,0,4.940607,2275.896,142
5611,10,400,2,4,3,3,4,100,160000,0,3.970682,2043.944,107
5612,10,400,2,4,3,4,1,100,160000,0,4.383824,1899.772,107
5613,10,400,2,4,3,4,2,100,160000,0,3.791953,2018.408,110
5614,10,400,2,4,3,4,3,100,160000,0,4.553770,2454.382,142
5615,10,400,2,4,3,4,4,100,160000,0,4.491182,2124.010,107
5616,10,400,2,4,4,1,1,100,160000,0,3.545280,2038.092,139
5617,10,400,2,4,4,1,2,100,160000,0,2.939013,2195.830,142
5618,10,400,2,4,4,1,3,100,160000,0,3.346560,2195.298,143
5619,10,400,2,4,4,1,4,100,160000,0,4.123054,2195.298,140
5620,10,400,2,4,4,2,1,100,160000,0,4.492893,1978.508,138
5621,10,400,2,4,4,2,2,100,160000,0,3.533848,1744.694,107
5622,10,400,2,4,4,2,3,100,160000,0,3.131788,2224.558,139
5623,10,400,2,4,4,2,4,100,160000,0,4.508140,2225.888,139
5624,10,400,2,4,4,3,1,100,160000,0,4.250668,1923.978,108
5625,10,400,2,4,4,3,2,100,160000,0,4.455706,1917.062,111
5626,10,400,2,4,4,3,3,100,160000,0,5.254123,2455.180,143
5627,10,400,2,4,4,3,4,100,160000,0,4.855163,2061.234,140
5628,10,400,2,4,4,4,1,100,160000,0,3.989502,2166.304,140
5629,10,400,2,4,4,4,2,100,160000,0,4.205645,2185.456,143
5630,10,400,2,4,4,4,3,100,160000,0,4.227926,2513.434,143
5631,10,400,2,4,4,4,4,100,160000,0,4.516344,2168.166,108
5632,10,400,3,1,1,1,1,100,160000,0,7.563063,1954.834,149
5633,10,400,3,1,1,1,2,100,160000,0,8.756144,2147.950,153
5634,10,400,3,1,1,1,3,100,160000,0,5.820530,2233.336,153
5635,10,400,3,1,1,1,4,100,160000,0,8.416357,2262.862,150
5636,10,400,3,1,1,2,1,100,160000,0,5.624030,2000.320,152
5637,10,400,3,1,1,2,2,100,160000,0,6.287961,2283.610,153
5638,10,400,3,1,1,2,3,100,160000,0,5.701966,2157.792,153
5639,10,400,3,1,1,2,4,100,160000,0,7.993338,2258.606,153
5640,10,400,3,1,1,3,1,100,160000,0,6.189716,2237.592,150
5641,10,400,3,1,1,3,2,100,160000,0,7.065809,2308.614,153
5642,10,400,3,1,1,3,3,100,160000,0,7.019622,2380.168,153
5643,10,400,3,1,1,3,4,100,160000,0,7.070089,2518.754,150
5644,10,400,3,1,1,4,1,100,160000,0,5.819294,2152.206,156
5645,10,400,3,1,1,4,2,100,160000,0,8.262665,2616.376,157
5646,10,400,3,1,1,4,3,100,160000,0,6.770385,2328.298,157
5647,10,400,3,1,1,4,4,100,160000,0,8.772458,2471.140,156
5648,10,400,3,1,2,1,1,100,160000,0,5.634229,1981.434,146
5649,10,400,3,1,2,1,2,100,160000,0,5.832770,2413.418,147
5650,10,400,3,1,2,1,3,100,160000,0,6.482081,2365.804,147
5651,10,400,3,1,2,1,4,100,160000,0,9.238902,2098.740,147
5652,10,400,3,1,2,2,1,100,160000,0,6.930120,2102.464,147
5653,10,400,3,1,2,2,2,100,160000,0,5.918538,2320.318,147
5654,10,400,3,1,2,2,3,100,160000,0,6.631330,2412.354,147
5655,10,400,3,1,2,2,4,100,160000,0,11.509565,2195.830,147
5656,10,400,3,1,2,3,1,100,160000,0,7.571690,2172.688,147
5657,10,400,3,1,2,3,2,100,160000,0,7.982655,2415.014,147
5658,10,400,3,1,2,3,3,100,160000,0,5.715135,2467.682,147
5659,10,400,3,1,2,3,4,100,160000,0,9.102163,2245.838,147
5660,10,400,3,1,2,4,1,100,160000,0,6.964290,2348.514,151
5661,10,400,3,1,2,4,2,100,160000,0,7.806230,2459.702,151
5662,10,400,3,1,2,4,3,100,160000,0,8.158013,2550.940,151
5663,10,400,3,1,2,4,4,100,160000,0,9.677937,2386.818,151
5664,10,400,3,1,3,1,1,100,160000,0,5.927717,1972.124,143
5665,10,400,3,1,3,1,2,100,160000,0,6.792213,2156.994,147
5666,10,400,3,1,3,1,3,100,160000,0,5.750175,2244.242,147
5667,10,400,3,1,3,1,4,100,160000,0,8.391625,2503.592,144
5668,10,400,3,1,3,2,1,100,160000,0,8.114416,2131.458,147
5669,10,400,3,1,3,2,2,100,160000,0,7.760573,2500.932,147
5670,10,400,3,1,3,2,3,100,160000,0,8.777187,2337.342,147
5671,10,400,3,1,3,2,4,100,160000,0,8.894622,2286.004,147
5672,10,400,3,1,3,3,1,100,160000,0,7.066183,2128.266,144
5673,10,400,3,1,3,3,2,100,160000,0,7.681195,2540.566,147
5674,10,400,3,1,3,3,3,100,160000,0,6.698873,2427.782,147
5675,10,400,3,1,3,3,4,100,160000,0,8.482268,2442.412,144
5676,10,400,3,1,3,4,1,100,160000,0,7.387635,2301.432,146
5677,10,400,3,1,3,4,2,100,160000,0,7.195709,2668.512,147
5678,10,400,3,1,3,4,3,100,160000,0,5.659735,2508.114,147
5679,10,400,3,1,3,4,4,100,160000,0,7.527550,2623.558,146
5680,10,400,3,1,4,1,1,100,160000,0,6.576937,2087.302,147
5681,10,400,3,1,4,1,2,100,160000,0,6.024097,2220.834,149
5682,10,400,3,1,4,1,3,100,160000,0,5.417686,2427.782,149
5683,10,400,3,1,4,1,4,100,160000,0,10.082441,2422.196,145
5684,10,400,3,1,4,2,1,100,160000,0,7.910203,2140.236,148
5685,10,400,3,1,4,2,2,100,160000,0,6.800426,2354.632,147
5686,10,400,3,1,4,2,3,100,160000,0,6.608432,2214.982,147
5687,10,400,3,1,4,2,4,100,160000,0,7.237839,2164.176,148
5688,10,400,3,1,4,3,1,100,160000,0,6.254090,2261.000,147
5689,10,400,3,1,4,3,2,100,160000,0,8.194381,2456.776,149
5690,10,400,3,1,4,3,3,100,160000,0,6.243182,2378.572,149
5691,10,400,3,1,4,3,4,100,160000,0,12.334020,2244.242,145
5692,10,400,3,1,4,4,1,100,160000,0,6.703289,2427.250,151
5693,10,400,3,1,4,4,2,100,160000,0,7.307009,2544.024,151
5694,10,400,3,1,4,4,3,100,160000,0,6.737804,2650.424,151
5695,10,400,3,1,4,4,4,100,160000,0,9.375294,2437.624,149
5696,10,400,3,2,1,1,1,100,160000,0,8.052941,2110.178,153
5697,10,400,3,2,1,1,2,100,160000,0,8.904885,2146.620,153
5698,10,400,3,2,1,1,3,100,160000,0,6.144661,2266.586,153
5699,10,400,3,2,1,1,4,100,160000,0,9.995684,2224.558,153
5700,10,400,3,2,1,2,1,100,160000,0,6.498012,2205.140,152
5701,10,400,3,2,1,2,2,100,160000,0,6.857224,2167.900,149
5702,10,400,3,2,1,2,3,100,160000,0,7.580711,2070.278,149
5703,10,400,3,2,1,2,4,100,160000,0,7.418919,2141.832,152
5704,10,400,3,2,1,3,1,100,160000,0,6.389926,2267.650,153
5705,10,400,3,2,1,3,2,100,160000,0,7.281972,2326.702,153
5706,10,400,3,2,1,3,3,100,160000,0,7.203487,2397.192,153
5707,10,400,3,2,1,3,4,100,160000,0,10.484402,2266.586,153
5708,10,400,3,2,1,4,1,100,160000,0,7.562339,2380.434,155
5709,10,400,3,2,1,4,2,100,160000,0,9.268667,2397.990,153
5710,10,400,3,2,1,4,3,100,160000,0,8.834576,2584.456,153
5711,10,400,3,2,1,4,4,100,160000,0,8.030020,2384.690,155
5712,10,400,3,2,2,1,1,100,160000,0,6.204621,2157.792,147
5713,10,400,3,2,2,1,2,100,160000,0,9.993708,2272.970,147
5714,10,400,3,2,2,1,3,100,160000,0,6.266358,2432.038,147
5715,10,400,3,2,2,1,4,100,160000,0,8.449287,2129.330,147
5716,10,400,3,2,2,2,1,100,160000,0,6.515884,2229.346,143
5717,10,400,3,2,2,2,2,100,160000,0,6.578893,2369.262,143
5718,10,400,3,2,2,2,3,100,160000,0,7.289078,2005.108,143
5719,10,400,3,2,2,2,4,100,160000,0,9.098945,2327.234,143
5720,10,400,3,2,2,3,1,100,160000,0,6.951127,2307.018,147
5721,10,400,3,2,2,3,2,100,160000,0,8.458346,2296.910,147
5722,10,400,3,2,2,3,3,100,160000,0,5.864900,2467.416,147
5723,10,400,3,2,2,3,4,100,160000,0,10.590096,2421.930,147
5724,10,400,3,2,2,4,1,100,160000,0,8.641069,2430.176,147
5725,10,400,3,2,2,4,2,100,160000,0,8.124268,2432.570,147
5726,10,400,3,2,2,4,3,100,160000,0,10.345609,2353.036,147
5727,10,400,3,2,2,4,4,100,160000,0,10.499871,2476.194,147
5728,10,400,3,2,3,1,1,100,160000,0,7.159736,2138.108,143
5729,10,400,3,2,3,1,2,100,160000,0,10.041880,2466.618,147
5730,10,400,3,2,3,1,3,100,160000,0,6.829259,2394.532,147
5731,10,400,3,2,3,1,4,100,160000,0,7.220387,2072.406,147
5732,10,400,3,2,3,2,1,100,160000,0,6.666529,2255.414,146
5733,10,400,3,2,3,2,2,100,160000,0,9.010616,2197.958,143
5734,10,400,3,2,3,2,3,100,160000,0,8.550509,2254.350,143
5735,10,400,3,2,3,2,4,100,160000,0,9.228008,2453.850,146
5736,10,400,3,2,3,3,1,100,160000,0,6.356983,2277.758,143
5737,10,400,3,2,3,3,2,100,160000,0,6.386051,2137.310,147
5738,10,400,3,2,3,3,3,100,160000,0,8.062870,2454.648,147
5739,10,400,3,2,3,3,4,100,160000,0,9.206694,2449.594,147
5740,10,400,3,2,3,4,1,100,160000,0,9.112732,2396.128,145
5741,10,400,3,2,3,4,2,100,160000,0,10.901452,2184.658,147
5742,10,400,3,2,3,4,3,100,160000,0,6.830906,2544.822,147
5743,10,400,3,2,3,4,4,100,160000,0,10.578943,2528.596,149
5744,10,400,3,2,4,1,1,100,160000,0,8.093452,2168.166,148
5745,10,400,3,2,4,1,2,100,160000,0,10.407533,2306.486,149
5746,10,400,3,2,4,1,3,100,160000,0,6.475851,2309.412,149
5747,10,400,3,2,4,1,4,100,160000,0,9.872916,2308.614,148
5748,10,400,3,2,4,2,1,100,160000,0,5.937664,2501.198,147
5749,10,400,3,2,4,2,2,100,160000,0,6.902824,2293.452,145
5750,10,400,3,2,4,2,3,100,160000,0,5.843300,2257.808,145
5751,10,400,3,2,4,2,4,100,160000,0,10.839845,2337.608,147
5752,10,400,3,2,4,3,1,100,160000,0,6.674753,2392.138,148
5753,10,400,3,2,4,3,2,100,160000,0,6.936755,2426.186,149
5754,10,400,3,2,4,3,3,100,160000,0,8.447763,2546.950,149
5755,10,400,3,2,4,3,4,100,160000,0,7.745536,2549.078,148
5756,10,400,3,2,4,4,1,100,160000,0,6.729564,2568.230,148
5757,10,400,3,2,4,4,2,100,160000,0,11.034531,2621.962,149
5758,10,400,3,2,4,4,3,100,160000,0,7.326776,2762.942,149
5759,10,400,3,2,4,4,4,100,160000,0,11.672419,2534.980,148
5760,10,400,3,3,1,1,1,100,160000,0,5.867675,2156.462,150
5761,10,400,3,3,1,1,2,100,160000,0,7.102339,2202.480,150
5762,10,400,3,3,1,1,3,100,160000,0,7.262064,2394.798,150
5763,10,400,3,3,1,1,4,100,160000,0,9.653495,2317.658,150
5764,10,400,3,3,1,2,1,100,160000,0,5.834274,2118.158,153
5765,10,400,3,3,1,2,2,100,160000,0,6.207809,2422.728,153
5766,10,400,3,3,1,2,3,100,160000,0,5.480847,2258.606,153
5767,10,400,3,3,1,2,4,100,160000,0,9.509399,2352.238,153
5768,10,400,3,3,1,3,1,100,160000,0,4.473485,2118.956,150
5769,10,400,3,3,1,3,2,100,160000,0,8.705044,2663.458,150
5770,10,400,3,3,1,3,3,100,160000,0,7.944167,2243.976,150
5771,10,400,3,3,1,3,4,100,160000,0,6.536000,2507.848,150
5772,10,400,3,3,1,4,1,100,160000,0,6.297567,2143.694,156
5773,10,400,3,3,1,4,2,100,160000,0,7.555183,2789.542,156
5774,10,400,3,3,1,4,3,100,160000,0,5.411943,2397.458,156
5775,10,400,3,3,1,4,4,100,160000,0,8.054385,2646.434,156
5776,10,400,3,3,2,1,1,100,160000,0,6.291858,2359.154,147
5777,10,400,3,3,2,1,2,100,160000,0,5.902875,2390.808,144
5778,10,400,3,3,2,1,3,100,160000,0,7.067244,2387.616,147
5779,10,400,3,3,2,1,4,100,160000,0,9.186395,2206.204,144
5780,10,400,3,3,2,2,1,100,160000,0,7.580215,2282.280,147
5781,10,400,3,3,2,2,2,100,160000,0,6.757464,2360.484,147
5782,10,400,3,3,2,2,3,100,160000,0,6.989878,2441.082,147
5783,10,400,3,3,2,2,4,100,160000,0,8.746697,2337.608,147
5784,10,400,3,3,2,3,1,100,160000,0,6.658869,2288.132,147
5785,10,400,3,3,2,3,2,100,160000,0,7.325472,2584.988,144
5786,10,400,3,3,2,3,3,100,160000,0,6.257009,2640.848,147
5787,10,400,3,3,2,3,4,100,160000,0,9.698124,2387.350,145
5788,10,400,3,3,2,4,1,100,160000,0,6.277491,2437.092,151
5789,10,400,3,3,2,4,2,100,160000,0,6.711711,2479.652,150
5790,10,400,3,3,2,4,3,100,160000,0,6.929769,2645.370,151
5791,10,400,3,3,2,4,4,100,160000,0,11.474312,2631.804,151
5792,10,400,3,3,3,1,1,100,160000,0,6.764699,2069.480,147
5793,10,400,3,3,3,1,2,100,160000,0,6.862318,2366.070,144
5794,10,400,3,3,3,1,3,100,160000,0,5.659592,2249.296,147
5795,10,400,3,3,3,1,4,100,160000,0,7.933379,2404.906,144
5796,10,400,3,3,3,2,1,100,160000,0,7.716029,2106.986,147
5797,10,400,3,3,3,2,2,100,160000,0,7.382155,2559.452,147
5798,10,400,3,3,3,2,3,100,160000,0,6.600546,2377.508,147
5799,10,400,3,3,3,2,4,100,160000,0,8.834975,2412.620,147
5800,10,400,3,3,3,3,1,100,160000,0,7.388035,2250.626,147
