n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2,lut,ff,dsp,bram
4257,10,200,1,3,3,1,2,100,40000,0,1.7028,130,687,192,0,5
4258,10,200,1,3,3,1,3,100,40000,0,1.7303,116,645,197,0,5
4259,10,200,1,3,3,1,4,100,40000,0,2.2885,125,750,201,0,5
4260,10,200,1,3,3,2,1,100,40000,0,1.6656,106,642,191,0,5
4261,10,200,1,3,3,2,2,100,40000,0,1.8513,123,718,195,0,5
4262,10,200,1,3,3,2,3,100,40000,0,1.5449,107,628,199,0,5
4263,10,200,1,3,3,2,4,100,40000,0,1.8610,122,687,202,0,5
4264,10,200,1,3,3,3,1,100,40000,0,1.5461,116,682,196,0,5
4265,10,200,1,3,3,3,2,100,40000,0,1.6526,113,677,199,0,5
4266,10,200,1,3,3,3,3,100,40000,0,1.7593,115,681,204,0,5
4267,10,200,1,3,3,3,4,100,40000,0,2.2256,137,768,207,0,5
4268,10,200,1,3,3,4,1,100,40000,0,1.8278,133,702,195,0,5
4269,10,200,1,3,3,4,2,100,40000,0,1.6784,125,696,198,0,5
4270,10,200,1,3,3,4,3,100,40000,0,1.4842,120,722,202,0,5
4271,10,200,1,3,3,4,4,100,40000,0,2.1830,134,734,206,0,5
4272,10,200,1,3,4,1,1,100,40000,0,1.4658,110,626,187,0,5
4273,10,200,1,3,4,1,2,100,40000,0,1.7679,121,619,191,0,5
4274,10,200,1,3,4,1,3,100,40000,0,1.4000,128,676,195,0,5
4275,10,200,1,3,4,1,4,100,40000,0,2.2994,137,677,201,0,5
4276,10,200,1,3,4,2,1,100,40000,0,1.4082,124,631,191,0,5
4277,10,200,1,3,4,2,2,100,40000,0,1.7043,130,694,195,0,5
4278,10,200,1,3,4,2,3,100,40000,0,1.4572,120,627,199,0,5
4279,10,200,1,3,4,2,4,100,40000,0,1.9996,129,673,207,0,5
4280,10,200,1,3,4,3,1,100,40000,0,1.4757,136,705,192,0,5
4281,10,200,1,3,4,3,2,100,40000,0,1.9654,149,764,197,0,5
4282,10,200,1,3,4,3,3,100,40000,0,1.7203,142,770,200,0,5
4283,10,200,1,3,4,3,4,100,40000,0,2.3864,126,698,207,0,5
4284,10,200,1,3,4,4,1,100,40000,0,1.4685,119,638,192,0,5
4285,10,200,1,3,4,4,2,100,40000,0,1.8856,126,735,201,0,5
4286,10,200,1,3,4,4,3,100,40000,0,1.7241,141,734,200,0,5
4287,10,200,1,3,4,4,4,100,40000,0,1.9636,124,700,208,0,5
4288,10,200,1,4,1,1,1,100,40000,0,1.8567,135,732,183,0,5
4289,10,200,1,4,1,1,2,100,40000,0,2.1316,131,727,190,0,5
4290,10,200,1,4,1,1,3,100,40000,0,1.6807,148,801,192,0,5
4291,10,200,1,4,1,1,4,100,40000,0,2.2789,138,748,196,0,5
4292,10,200,1,4,1,2,1,100,40000,0,1.7753,146,740,185,0,5
4293,10,200,1,4,1,2,2,100,40000,0,2.1416,145,803,192,0,5
4294,10,200,1,4,1,2,3,100,40000,0,1.7820,127,709,193,0,5
4295,10,200,1,4,1,2,4,100,40000,0,2.1981,149,746,198,0,5
4296,10,200,1,4,1,3,1,100,40000,0,1.7244,146,774,190,0,5
4297,10,200,1,4,1,3,2,100,40000,0,1.7047,135,766,196,0,5
4298,10,200,1,4,1,3,3,100,40000,0,1.5465,145,789,198,0,5
4299,10,200,1,4,1,3,4,100,40000,0,1.9786,149,805,203,0,5
4300,10,200,1,4,1,4,1,100,40000,0,1.5866,146,803,192,0,5
4301,10,200,1,4,1,4,2,100,40000,0,2.1752,147,830,197,0,5
4302,10,200,1,4,1,4,3,100,40000,0,1.6991,140,774,200,0,5
4303,10,200,1,4,1,4,4,100,40000,0,2.2597,134,775,202,0,5
4304,10,200,1,4,2,1,1,100,40000,0,1.8819,151,881,187,0,5
4305,10,200,1,4,2,1,2,100,40000,0,2.2662,148,765,187,0,5
4306,10,200,1,4,2,1,3,100,40000,0,1.8875,168,870,193,0,5
4307,10,200,1,4,2,1,4,100,40000,0,2.6115,167,838,197,0,5
4308,10,200,1,4,2,2,1,100,40000,0,1.7428,147,811,188,0,5
4309,10,200,1,4,2,2,2,100,40000,0,2.0222,138,788,189,0,5
4310,10,200,1,4,2,2,3,100,40000,0,1.8953,166,923,194,0,5
4311,10,200,1,4,2,2,4,100,40000,0,2.5365,141,822,197,0,5
4312,10,200,1,4,2,3,1,100,40000,0,1.7804,164,807,193,0,5
4313,10,200,1,4,2,3,2,100,40000,0,1.8277,157,846,193,0,5
4314,10,200,1,4,2,3,3,100,40000,0,1.9297,164,879,199,0,5
4315,10,200,1,4,2,3,4,100,40000,0,2.4373,162,883,202,0,5
4316,10,200,1,4,2,4,1,100,40000,0,1.8171,160,848,193,0,5
4317,10,200,1,4,2,4,2,100,40000,0,2.1209,151,921,193,0,5
4318,10,200,1,4,2,4,3,100,40000,0,1.7393,155,894,199,0,5
4319,10,200,1,4,2,4,4,100,40000,0,2.3329,146,891,201,0,5
4320,10,200,1,4,3,1,1,100,40000,0,1.4888,145,765,189,0,5
4321,10,200,1,4,3,1,2,100,40000,0,1.9381,157,833,191,0,5
4322,10,200,1,4,3,1,3,100,40000,0,1.6294,145,823,196,0,5
4323,10,200,1,4,3,1,4,100,40000,0,2.1075,150,825,197,0,5
4324,10,200,1,4,3,2,1,100,40000,0,1.8993,152,827,190,0,5
4325,10,200,1,4,3,2,2,100,40000,0,1.8773,154,826,193,0,5
4326,10,200,1,4,3,2,3,100,40000,0,1.7555,163,804,199,0,5
4327,10,200,1,4,3,2,4,100,40000,0,2.2278,157,839,199,0,5
4328,10,200,1,4,3,3,1,100,40000,0,1.7030,155,840,195,0,5
4329,10,200,1,4,3,3,2,100,40000,0,2.0238,149,863,196,0,5
4330,10,200,1,4,3,3,3,100,40000,0,1.6209,162,929,202,0,5
4331,10,200,1,4,3,3,4,100,40000,0,2.3256,169,888,204,0,5
4332,10,200,1,4,3,4,1,100,40000,0,1.7889,157,825,193,0,5
4333,10,200,1,4,3,4,2,100,40000,0,1.9874,147,868,196,0,5
4334,10,200,1,4,3,4,3,100,40000,0,1.9206,157,869,202,0,5
4335,10,200,1,4,3,4,4,100,40000,0,2.3329,156,861,202,0,5
4336,10,200,1,4,4,1,1,100,40000,0,1.7040,134,769,193,0,5
4337,10,200,1,4,4,1,2,100,40000,0,1.8900,136,823,197,0,5
4338,10,200,1,4,4,1,3,100,40000,0,1.7247,146,804,203,0,5
4339,10,200,1,4,4,1,4,100,40000,0,2.3600,136,810,203,0,5
4340,10,200,1,4,4,2,1,100,40000,0,1.6426,144,763,195,0,5
4341,10,200,1,4,4,2,2,100,40000,0,2.0361,161,842,191,0,5
4342,10,200,1,4,4,2,3,100,40000,0,1.6056,143,833,198,0,5
4343,10,200,1,4,4,2,4,100,40000,0,2.4143,155,810,205,0,5
4344,10,200,1,4,4,3,1,100,40000,0,1.8613,150,788,199,0,5
4345,10,200,1,4,4,3,2,100,40000,0,1.7771,141,858,202,0,5
4346,10,200,1,4,4,3,3,100,40000,0,1.6545,158,919,208,0,5
4347,10,200,1,4,4,3,4,100,40000,0,2.4483,151,855,208,0,5
4348,10,200,1,4,4,4,1,100,40000,0,1.8334,147,823,199,0,5
4349,10,200,1,4,4,4,2,100,40000,0,1.7753,138,828,202,0,5
4350,10,200,1,4,4,4,3,100,40000,0,1.6772,159,829,208,0,5
4351,10,200,1,4,4,4,4,100,40000,0,2.3596,145,786,209,0,5
4352,10,200,2,1,1,1,1,100,40000,0,0.7131,105,541,199,0,5
4353,10,200,2,1,1,1,2,100,40000,0,1.0121,115,617,202,0,5
4354,10,200,2,1,1,1,3,100,40000,0,0.8371,114,595,207,0,5
4355,10,200,2,1,1,1,4,100,40000,0,1.1088,119,641,207,0,5
4356,10,200,2,1,1,2,1,100,40000,0,0.8813,121,654,203,0,5
4357,10,200,2,1,1,2,2,100,40000,0,1.0101,117,654,206,0,5
4358,10,200,2,1,1,2,3,100,40000,0,0.7822,122,671,212,0,5
4359,10,200,2,1,1,2,4,100,40000,0,1.1602,132,719,212,0,5
4360,10,200,2,1,1,3,1,100,40000,0,0.9114,114,640,212,0,5
4361,10,200,2,1,1,3,2,100,40000,0,0.7648,122,671,214,0,5
4362,10,200,2,1,1,3,3,100,40000,0,0.7700,133,728,220,0,5
4363,10,200,2,1,1,3,4,100,40000,0,1.2658,132,682,219,0,5
4364,10,200,2,1,1,4,1,100,40000,0,0.8499,120,623,212,0,5
4365,10,200,2,1,1,4,2,100,40000,0,0.9817,114,645,214,0,5
4366,10,200,2,1,1,4,3,100,40000,0,1.0243,132,690,220,0,5
4367,10,200,2,1,1,4,4,100,40000,0,1.2002,126,706,220,0,5
4368,10,200,2,1,2,1,1,100,40000,0,0.8247,114,602,205,0,5
4369,10,200,2,1,2,1,2,100,40000,0,0.9867,120,633,208,0,5
4370,10,200,2,1,2,1,3,100,40000,0,0.7199,119,655,214,0,5
4371,10,200,2,1,2,1,4,100,40000,0,0.9845,115,655,215,0,5
4372,10,200,2,1,2,2,1,100,40000,0,0.7746,120,589,210,0,5
4373,10,200,2,1,2,2,2,100,40000,0,0.9456,115,676,212,0,5
4374,10,200,2,1,2,2,3,100,40000,0,0.8292,132,695,218,0,5
4375,10,200,2,1,2,2,4,100,40000,0,0.9854,124,674,218,0,5
4376,10,200,2,1,2,3,1,100,40000,0,0.7130,124,646,218,0,5
4377,10,200,2,1,2,3,2,100,40000,0,1.0693,125,741,220,0,5
4378,10,200,2,1,2,3,3,100,40000,0,0.8896,118,635,226,0,5
4379,10,200,2,1,2,3,4,100,40000,0,1.0871,136,693,227,0,5
4380,10,200,2,1,2,4,1,100,40000,0,0.9533,123,674,218,0,5
4381,10,200,2,1,2,4,2,100,40000,0,0.9923,129,707,220,0,5
4382,10,200,2,1,2,4,3,100,40000,0,0.9078,130,724,226,0,5
4383,10,200,2,1,2,4,4,100,40000,0,1.1964,146,739,227,0,5
4384,10,200,2,1,3,1,1,100,40000,0,0.7816,120,639,213,0,5
4385,10,200,2,1,3,1,2,100,40000,0,0.7821,117,642,216,0,5
4386,10,200,2,1,3,1,3,100,40000,0,0.9201,134,694,221,0,5
4387,10,200,2,1,3,1,4,100,40000,0,1.0077,127,709,222,0,5
4388,10,200,2,1,3,2,1,100,40000,0,0.8317,120,652,216,0,5
4389,10,200,2,1,3,2,2,100,40000,0,1.0221,133,723,219,0,5
4390,10,200,2,1,3,2,3,100,40000,0,0.8347,123,676,225,0,5
4391,10,200,2,1,3,2,4,100,40000,0,1.2690,134,727,225,0,5
4392,10,200,2,1,3,3,1,100,40000,0,0.9427,124,712,225,0,5
4393,10,200,2,1,3,3,2,100,40000,0,0.7875,133,708,227,0,5
4394,10,200,2,1,3,3,3,100,40000,0,0.7413,132,741,233,0,5
4395,10,200,2,1,3,3,4,100,40000,0,1.0916,126,741,233,0,5
4396,10,200,2,1,3,4,1,100,40000,0,1.0740,133,750,225,0,5
4397,10,200,2,1,3,4,2,100,40000,0,1.0989,133,736,227,0,5
4398,10,200,2,1,3,4,3,100,40000,0,1.0394,152,762,233,0,5
4399,10,200,2,1,3,4,4,100,40000,0,1.2527,145,757,233,0,5
4400,10,200,2,1,4,1,1,100,40000,0,0.7531,122,660,211,0,5
4401,10,200,2,1,4,1,2,100,40000,0,0.8282,123,636,214,0,5
4402,10,200,2,1,4,1,3,100,40000,0,0.7285,127,686,219,0,5
4403,10,200,2,1,4,1,4,100,40000,0,1.0106,145,753,220,0,5
4404,10,200,2,1,4,2,1,100,40000,0,0.7446,119,657,215,0,5
4405,10,200,2,1,4,2,2,100,40000,0,0.8639,132,710,218,0,5
4406,10,200,2,1,4,2,3,100,40000,0,0.8797,146,756,223,0,5
4407,10,200,2,1,4,2,4,100,40000,0,0.9953,130,732,224,0,5
4408,10,200,2,1,4,3,1,100,40000,0,0.7628,121,695,222,0,5
4409,10,200,2,1,4,3,2,100,40000,0,0.8277,132,685,225,0,5
4410,10,200,2,1,4,3,3,100,40000,0,0.8105,131,732,231,0,5
4411,10,200,2,1,4,3,4,100,40000,0,1.0698,145,789,232,0,5
4412,10,200,2,1,4,4,1,100,40000,0,0.9061,137,747,223,0,5
4413,10,200,2,1,4,4,2,100,40000,0,1.1302,132,721,226,0,5
4414,10,200,2,1,4,4,3,100,40000,0,1.0706,146,828,231,0,5
4415,10,200,2,1,4,4,4,100,40000,0,1.1302,133,792,232,0,5
4416,10,200,2,2,1,1,1,100,40000,0,0.8601,151,741,204,0,5
4417,10,200,2,2,1,1,2,100,40000,0,0.9784,131,707,208,0,5
4418,10,200,2,2,1,1,3,100,40000,0,1.1051,140,726,213,0,5
4419,10,200,2,2,1,1,4,100,40000,0,1.1203,141,738,212,0,5
4420,10,200,2,2,1,2,1,100,40000,0,1.0071,129,642,208,0,5
4421,10,200,2,2,1,2,2,100,40000,0,0.9756,136,655,212,0,5
4422,10,200,2,2,1,2,3,100,40000,0,0.9677,138,727,217,0,5
4423,10,200,2,2,1,2,4,100,40000,0,1.1433,150,775,216,0,5
4424,10,200,2,2,1,3,1,100,40000,0,0.9680,135,729,216,0,5
4425,10,200,2,2,1,3,2,100,40000,0,1.0870,153,795,219,0,5
4426,10,200,2,2,1,3,3,100,40000,0,0.9167,165,857,225,0,5
4427,10,200,2,2,1,3,4,100,40000,0,1.1556,141,751,223,0,5
4428,10,200,2,2,1,4,1,100,40000,0,0.9310,136,742,216,0,5
4429,10,200,2,2,1,4,2,100,40000,0,1.1129,148,811,220,0,5
4430,10,200,2,2,1,4,3,100,40000,0,0.8977,147,808,225,0,5
4431,10,200,2,2,1,4,4,100,40000,0,1.3014,152,783,224,0,5
4432,10,200,2,2,2,1,1,100,40000,0,0.8908,137,703,211,0,5
4433,10,200,2,2,2,1,2,100,40000,0,0.9211,139,692,214,0,5
4434,10,200,2,2,2,1,3,100,40000,0,1.0372,143,742,219,0,5
4435,10,200,2,2,2,1,4,100,40000,0,1.3256,135,734,220,0,5
4436,10,200,2,2,2,2,1,100,40000,0,0.8046,141,716,212,0,5
4437,10,200,2,2,2,2,2,100,40000,0,1.1270,140,732,214,0,5
4438,10,200,2,2,2,2,3,100,40000,0,0.7748,150,746,220,0,5
4439,10,200,2,2,2,2,4,100,40000,0,1.1159,150,756,223,0,5
4440,10,200,2,2,2,3,1,100,40000,0,0.8609,135,746,223,0,5
4441,10,200,2,2,2,3,2,100,40000,0,0.9145,154,804,225,0,5
4442,10,200,2,2,2,3,3,100,40000,0,0.8871,150,803,231,0,5
4443,10,200,2,2,2,3,4,100,40000,0,1.3468,170,963,230,0,5
4444,10,200,2,2,2,4,1,100,40000,0,0.8477,145,738,220,0,5
4445,10,200,2,2,2,4,2,100,40000,0,0.9917,131,754,222,0,5
4446,10,200,2,2,2,4,3,100,40000,0,0.8683,152,783,228,0,5
4447,10,200,2,2,2,4,4,100,40000,0,1.5773,190,1080,230,0,5
4448,10,200,2,2,3,1,1,100,40000,0,0.9940,144,764,222,0,5
4449,10,200,2,2,3,1,2,100,40000,0,1.1425,153,844,223,0,5
4450,10,200,2,2,3,1,3,100,40000,0,0.9229,151,800,227,0,5
4451,10,200,2,2,3,1,4,100,40000,0,1.0682,140,788,230,0,5
4452,10,200,2,2,3,2,1,100,40000,0,0.9512,149,773,226,0,5
4453,10,200,2,2,3,2,2,100,40000,0,1.0680,146,793,227,0,5
4454,10,200,2,2,3,2,3,100,40000,0,0.9609,154,812,232,0,5
4455,10,200,2,2,3,2,4,100,40000,0,1.1597,148,809,234,0,5
4456,10,200,2,2,3,3,1,100,40000,0,1.0423,147,829,233,0,5
4457,10,200,2,2,3,3,2,100,40000,0,1.0173,153,842,234,0,5
4458,10,200,2,2,3,3,3,100,40000,0,1.1947,154,901,238,0,5
4459,10,200,2,2,3,3,4,100,40000,0,1.4537,155,902,241,0,5
4460,10,200,2,2,3,4,1,100,40000,0,0.9227,148,791,234,0,5
4461,10,200,2,2,3,4,2,100,40000,0,1.0345,146,815,235,0,5
4462,10,200,2,2,3,4,3,100,40000,0,1.2075,173,1001,238,0,5
4463,10,200,2,2,3,4,4,100,40000,0,1.3758,162,956,241,0,5
4464,10,200,2,2,4,1,1,100,40000,0,0.9054,141,705,215,0,5
4465,10,200,2,2,4,1,2,100,40000,0,0.9785,134,756,220,0,5
4466,10,200,2,2,4,1,3,100,40000,0,1.0395,146,768,225,0,5
4467,10,200,2,2,4,1,4,100,40000,0,1.1304,149,778,224,0,5
4468,10,200,2,2,4,2,1,100,40000,0,0.8692,139,769,219,0,5
4469,10,200,2,2,4,2,2,100,40000,0,0.9997,149,818,224,0,5
4470,10,200,2,2,4,2,3,100,40000,0,0.8943,139,799,230,0,5
4471,10,200,2,2,4,2,4,100,40000,0,1.1660,153,802,228,0,5
4472,10,200,2,2,4,3,1,100,40000,0,0.8525,151,792,227,0,5
4473,10,200,2,2,4,3,2,100,40000,0,1.0137,149,814,232,0,5
4474,10,200,2,2,4,3,3,100,40000,0,1.1537,175,985,236,0,5
4475,10,200,2,2,4,3,4,100,40000,0,1.4568,189,1100,234,0,5
4476,10,200,2,2,4,4,1,100,40000,0,0.9198,151,771,227,0,5
4477,10,200,2,2,4,4,2,100,40000,0,1.0042,136,802,232,0,5
4478,10,200,2,2,4,4,3,100,40000,0,1.1263,204,1142,236,0,5
4479,10,200,2,2,4,4,4,100,40000,0,1.4178,187,1077,234,0,5
4480,10,200,2,3,1,1,1,100,40000,0,0.8905,120,599,219,0,5
4481,10,200,2,3,1,1,2,100,40000,0,0.9630,125,669,218,0,5
4482,10,200,2,3,1,1,3,100,40000,0,0.8652,127,645,226,0,5
4483,10,200,2,3,1,1,4,100,40000,0,1.4121,114,670,223,0,5
4484,10,200,2,3,1,2,1,100,40000,0,0.7658,120,648,222,0,5
4485,10,200,2,3,1,2,2,100,40000,0,0.9808,121,654,226,0,5
4486,10,200,2,3,1,2,3,100,40000,0,0.9929,130,696,231,0,5
4487,10,200,2,3,1,2,4,100,40000,0,1.2876,138,741,229,0,5
4488,10,200,2,3,1,3,1,100,40000,0,0.9054,116,626,231,0,5
4489,10,200,2,3,1,3,2,100,40000,0,1.1792,180,1018,229,0,5
4490,10,200,2,3,1,3,3,100,40000,0,1.1836,151,850,237,0,5
4491,10,200,2,3,1,3,4,100,40000,0,1.5418,153,931,234,0,5
4492,10,200,2,3,1,4,1,100,40000,0,0.9530,131,702,231,0,5
4493,10,200,2,3,1,4,2,100,40000,0,1.1859,164,910,229,0,5
4494,10,200,2,3,1,4,3,100,40000,0,1.2702,158,982,237,0,5
4495,10,200,2,3,1,4,4,100,40000,0,1.4827,187,1053,234,0,5
4496,10,200,2,3,2,1,1,100,40000,0,0.8703,121,655,225,0,5
4497,10,200,2,3,2,1,2,100,40000,0,0.9922,120,634,228,0,5
4498,10,200,2,3,2,1,3,100,40000,0,1.0169,127,682,232,0,5
4499,10,200,2,3,2,1,4,100,40000,0,1.0421,124,688,233,0,5
4500,10,200,2,3,2,2,1,100,40000,0,0.8090,122,675,229,0,5
4501,10,200,2,3,2,2,2,100,40000,0,1.0721,140,689,231,0,5
4502,10,200,2,3,2,2,3,100,40000,0,1.1055,156,909,235,0,5
4503,10,200,2,3,2,2,4,100,40000,0,1.3062,158,943,236,0,5
4504,10,200,2,3,2,3,1,100,40000,0,1.1167,164,842,235,0,5
4505,10,200,2,3,2,3,2,100,40000,0,1.2514,155,871,238,0,5
4506,10,200,2,3,2,3,3,100,40000,0,1.1131,144,811,243,0,5
4507,10,200,2,3,2,3,4,100,40000,0,1.4116,158,927,244,0,5
4508,10,200,2,3,2,4,1,100,40000,0,1.0507,164,928,235,0,5
4509,10,200,2,3,2,4,2,100,40000,0,1.1446,173,1069,238,0,5
4510,10,200,2,3,2,4,3,100,40000,0,1.0464,170,1006,243,0,5
4511,10,200,2,3,2,4,4,100,40000,0,1.3645,166,1018,244,0,5
4512,10,200,2,3,3,1,1,100,40000,0,0.8158,125,665,231,0,5
4513,10,200,2,3,3,1,2,100,40000,0,1.0672,139,717,233,0,5
4514,10,200,2,3,3,1,3,100,40000,0,0.9035,127,726,239,0,5
4515,10,200,2,3,3,1,4,100,40000,0,1.3828,151,820,238,0,5
4516,10,200,2,3,3,2,1,100,40000,0,0.8282,129,698,234,0,5
4517,10,200,2,3,3,2,2,100,40000,0,1.0586,125,770,237,0,5
4518,10,200,2,3,3,2,3,100,40000,0,1.0625,152,835,241,0,5
4519,10,200,2,3,3,2,4,100,40000,0,1.3104,178,1002,242,0,5
4520,10,200,2,3,3,3,1,100,40000,0,1.0905,165,949,241,0,5
4521,10,200,2,3,3,3,2,100,40000,0,1.1727,168,925,244,0,5
4522,10,200,2,3,3,3,3,100,40000,0,1.1737,174,989,249,0,5
4523,10,200,2,3,3,3,4,100,40000,0,1.3457,160,949,250,0,5
4524,10,200,2,3,3,4,1,100,40000,0,1.0585,188,1087,241,0,5
4525,10,200,2,3,3,4,2,100,40000,0,1.1404,191,1049,244,0,5
4526,10,200,2,3,3,4,3,100,40000,0,1.1022,168,976,249,0,5
4527,10,200,2,3,3,4,4,100,40000,0,1.4427,200,1147,250,0,5
4528,10,200,2,3,4,1,1,100,40000,0,0.7124,137,688,229,0,5
4529,10,200,2,3,4,1,2,100,40000,0,0.9188,133,660,232,0,5
4530,10,200,2,3,4,1,3,100,40000,0,1.0094,143,872,235,0,5
4531,10,200,2,3,4,1,4,100,40000,0,1.2403,160,869,236,0,5
4532,10,200,2,3,4,2,1,100,40000,0,0.8869,139,713,233,0,5
4533,10,200,2,3,4,2,2,100,40000,0,1.0965,132,815,235,0,5
4534,10,200,2,3,4,2,3,100,40000,0,1.0409,154,898,239,0,5
4535,10,200,2,3,4,2,4,100,40000,0,1.3522,176,997,240,0,5
4536,10,200,2,3,4,3,1,100,40000,0,1.0759,151,856,239,0,5
4537,10,200,2,3,4,3,2,100,40000,0,1.2920,167,930,243,0,5
4538,10,200,2,3,4,3,3,100,40000,0,1.1278,159,925,247,0,5
4539,10,200,2,3,4,3,4,100,40000,0,1.5176,168,931,248,0,5
4540,10,200,2,3,4,4,1,100,40000,0,1.0420,186,1024,239,0,5
4541,10,200,2,3,4,4,2,100,40000,0,1.2141,166,916,243,0,5
4542,10,200,2,3,4,4,3,100,40000,0,0.9846,162,963,247,0,5
4543,10,200,2,3,4,4,4,100,40000,0,1.3161,186,1031,248,0,5
4544,10,200,2,4,1,1,1,100,40000,0,1.0583,136,710,215,0,5
4545,10,200,2,4,1,1,2,100,40000,0,1.0297,142,767,218,0,5
4546,10,200,2,4,1,1,3,100,40000,0,0.9711,136,777,224,0,5
4547,10,200,2,4,1,1,4,100,40000,0,1.2816,160,834,223,0,5
4548,10,200,2,4,1,2,1,100,40000,0,1.0393,135,724,220,0,5
4549,10,200,2,4,1,2,2,100,40000,0,1.0041,134,739,222,0,5
4550,10,200,2,4,1,2,3,100,40000,0,1.1187,156,842,226,0,5
4551,10,200,2,4,1,2,4,100,40000,0,1.4194,147,871,226,0,5
4552,10,200,2,4,1,3,1,100,40000,0,1.0879,154,924,226,0,5
4553,10,200,2,4,1,3,2,100,40000,0,1.1247,164,928,229,0,5
4554,10,200,2,4,1,3,3,100,40000,0,1.0376,158,914,234,0,5
4555,10,200,2,4,1,3,4,100,40000,0,1.5440,165,957,234,0,5
4556,10,200,2,4,1,4,1,100,40000,0,1.0938,177,986,226,0,5
4557,10,200,2,4,1,4,2,100,40000,0,1.3185,182,1064,229,0,5
4558,10,200,2,4,1,4,3,100,40000,0,1.1860,226,1294,234,0,5
4559,10,200,2,4,1,4,4,100,40000,0,1.4348,192,1102,234,0,5
4560,10,200,2,4,2,1,1,100,40000,0,0.9535,149,799,223,0,5
4561,10,200,2,4,2,1,2,100,40000,0,0.9564,142,791,225,0,5
4562,10,200,2,4,2,1,3,100,40000,0,0.9394,180,878,231,0,5
4563,10,200,2,4,2,1,4,100,40000,0,1.4342,151,819,230,0,5
4564,10,200,2,4,2,2,1,100,40000,0,1.0000,147,854,227,0,5
4565,10,200,2,4,2,2,2,100,40000,0,1.1100,137,799,229,0,5
4566,10,200,2,4,2,2,3,100,40000,0,1.1021,182,1053,233,0,5
4567,10,200,2,4,2,2,4,100,40000,0,1.4565,194,1139,234,0,5
4568,10,200,2,4,2,3,1,100,40000,0,1.1630,199,1112,233,0,5
4569,10,200,2,4,2,3,2,100,40000,0,1.3433,189,1069,236,0,5
4570,10,200,2,4,2,3,3,100,40000,0,1.1644,212,1327,241,0,5
4571,10,200,2,4,2,3,4,100,40000,0,1.6453,186,1016,242,0,5
4572,10,200,2,4,2,4,1,100,40000,0,1.2021,193,1114,233,0,5
4573,10,200,2,4,2,4,2,100,40000,0,1.2912,194,1159,236,0,5
4574,10,200,2,4,2,4,3,100,40000,0,1.1168,184,1030,241,0,5
4575,10,200,2,4,2,4,4,100,40000,0,1.4145,195,1092,242,0,5
4576,10,200,2,4,3,1,1,100,40000,0,1.0481,152,800,232,0,5
4577,10,200,2,4,3,1,2,100,40000,0,0.9963,164,850,235,0,5
4578,10,200,2,4,3,1,3,100,40000,0,1.1117,162,942,238,0,5
4579,10,200,2,4,3,1,4,100,40000,0,1.2945,146,893,238,0,5
4580,10,200,2,4,3,2,1,100,40000,0,0.9375,167,893,236,0,5
4581,10,200,2,4,3,2,2,100,40000,0,1.1797,155,825,237,0,5
4582,10,200,2,4,3,2,3,100,40000,0,1.1514,198,1150,242,0,5
4583,10,200,2,4,3,2,4,100,40000,0,1.4791,180,1056,242,0,5
4584,10,200,2,4,3,3,1,100,40000,0,1.1329,171,986,242,0,5
4585,10,200,2,4,3,3,2,100,40000,0,1.2983,168,1024,245,0,5
4586,10,200,2,4,3,3,3,100,40000,0,1.0904,161,1016,250,0,5
4587,10,200,2,4,3,3,4,100,40000,0,1.4881,168,1000,250,0,5
4588,10,200,2,4,3,4,1,100,40000,0,1.1352,190,1125,242,0,5
4589,10,200,2,4,3,4,2,100,40000,0,1.2171,190,1108,245,0,5
4590,10,200,2,4,3,4,3,100,40000,0,1.1287,177,1032,250,0,5
4591,10,200,2,4,3,4,4,100,40000,0,1.5503,178,1060,250,0,5
4592,10,200,2,4,4,1,1,100,40000,0,0.9797,138,788,224,0,5
4593,10,200,2,4,4,1,2,100,40000,0,1.0627,161,818,229,0,5
4594,10,200,2,4,4,1,3,100,40000,0,1.1856,185,1005,232,0,5
4595,10,200,2,4,4,1,4,100,40000,0,1.3565,180,1057,233,0,5
4596,10,200,2,4,4,2,1,100,40000,0,0.8839,153,835,230,0,5
4597,10,200,2,4,4,2,2,100,40000,0,1.2489,175,1047,231,0,5
4598,10,200,2,4,4,2,3,100,40000,0,1.1540,168,1012,236,0,5
4599,10,200,2,4,4,2,4,100,40000,0,1.4444,175,1006,237,0,5
4600,10,200,2,4,4,3,1,100,40000,0,1.1446,198,1075,236,0,5
4601,10,200,2,4,4,3,2,100,40000,0,1.3491,184,1102,239,0,5
4602,10,200,2,4,4,3,3,100,40000,0,1.0676,214,1243,244,0,5
4603,10,200,2,4,4,3,4,100,40000,0,1.4357,161,946,245,0,5
4604,10,200,2,4,4,4,1,100,40000,0,1.0884,183,1092,236,0,5
4605,10,200,2,4,4,4,2,100,40000,0,1.3580,175,1021,239,0,5
4606,10,200,2,4,4,4,3,100,40000,0,1.1234,192,1059,244,0,5
4607,10,200,2,4,4,4,4,100,40000,0,1.3653,180,1014,245,0,5
4608,10,200,3,1,1,1,1,100,40000,0,1.5179,127,671,211,0,5
4609,10,200,3,1,1,1,2,100,40000,0,1.9569,158,816,223,0,5
4610,10,200,3,1,1,1,3,100,40000,0,2.1003,151,918,235,0,5
