n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,obj1,obj2
3836,10,100,3,4,4,4,1,0.154,3760
3837,10,100,3,4,4,4,2,0.165,3534
3838,10,100,3,4,4,4,3,0.150,3562
3839,10,100,3,4,4,4,4,0.186,3855
3840,10,100,4,1,1,1,1,0.131,1386
3841,10,100,4,1,1,1,2,0.137,1537
3842,10,100,4,1,1,1,3,0.130,1499
3843,10,100,4,1,1,1,4,0.168,1670
3844,10,100,4,1,1,2,1,0.149,1673
3845,10,100,4,1,1,2,2,0.150,1798
3846,10,100,4,1,1,2,3,0.143,1674
3847,10,100,4,1,1,2,4,0.174,1907
3848,10,100,4,1,1,3,1,0.135,2088
3849,10,100,4,1,1,3,2,0.152,2206
3850,10,100,4,1,1,3,3,0.136,2213
3851,10,100,4,1,1,3,4,0.163,2307
3852,10,100,4,1,1,4,1,0.138,2365
3853,10,100,4,1,1,4,2,0.143,2428
3854,10,100,4,1,1,4,3,0.138,2470
3855,10,100,4,1,1,4,4,0.159,2496
3856,10,100,4,1,2,1,1,0.138,1399
3857,10,100,4,1,2,1,2,0.148,1467
3858,10,100,4,1,2,1,3,0.137,1509
3859,10,100,4,1,2,1,4,0.169,1618
3860,10,100,4,1,2,2,1,0.147,1603
3861,10,100,4,1,2,2,2,0.153,1685
3862,10,100,4,1,2,2,3,0.143,1798
3863,10,100,4,1,2,2,4,0.171,1811
3864,10,100,4,1,2,3,1,0.144,2065
3865,10,100,4,1,2,3,2,0.152,2221
3866,10,100,4,1,2,3,3,0.142,2181
3867,10,100,4,1,2,3,4,0.170,2330
3868,10,100,4,1,2,4,1,0.144,2362
3869,10,100,4,1,2,4,2,0.150,2401
3870,10,100,4,1,2,4,3,0.136,2417
3871,10,100,4,1,2,4,4,0.166,2514
3872,10,100,4,1,3,1,1,0.146,1526
3873,10,100,4,1,3,1,2,0.152,1602
3874,10,100,4,1,3,1,3,0.141,1605
3875,10,100,4,1,3,1,4,0.174,1762
3876,10,100,4,1,3,2,1,0.143,1681
3877,10,100,4,1,3,2,2,0.155,1804
3878,10,100,4,1,3,2,3,0.146,1889
3879,10,100,4,1,3,2,4,0.177,1924
3880,10,100,4,1,3,3,1,0.146,2179
3881,10,100,4,1,3,3,2,0.158,2311
3882,10,100,4,1,3,3,3,0.148,2297
3883,10,100,4,1,3,3,4,0.177,2552
3884,10,100,4,1,3,4,1,0.145,2419
3885,10,100,4,1,3,4,2,0.162,2612
3886,10,100,4,1,3,4,3,0.145,2541
3887,10,100,4,1,3,4,4,0.175,2666
3888,10,100,4,1,4,1,1,0.141,1437
3889,10,100,4,1,4,1,2,0.155,1614
3890,10,100,4,1,4,1,3,0.146,1616
3891,10,100,4,1,4,1,4,0.182,1738
3892,10,100,4,1,4,2,1,0.145,1742
3893,10,100,4,1,4,2,2,0.161,1839
3894,10,100,4,1,4,2,3,0.153,1868
3895,10,100,4,1,4,2,4,0.172,1875
3896,10,100,4,1,4,3,1,0.146,2145
3897,10,100,4,1,4,3,2,0.157,2190
3898,10,100,4,1,4,3,3,0.148,2274
3899,10,100,4,1,4,3,4,0.185,2484
3900,10,100,4,1,4,4,1,0.145,2418
3901,10,100,4,1,4,4,2,0.155,2471
3902,10,100,4,1,4,4,3,0.148,2469
3903,10,100,4,1,4,4,4,0.182,2600
3904,10,100,4,2,1,1,1,0.146,2553
3905,10,100,4,2,1,1,2,0.152,2675
3906,10,100,4,2,1,1,3,0.145,2402
3907,10,100,4,2,1,1,4,0.175,2659
3908,10,100,4,2,1,2,1,0.135,2238
3909,10,100,4,2,1,2,2,0.155,2267
3910,10,100,4,2,1,2,3,0.132,2198
3911,10,100,4,2,1,2,4,0.165,2348
3912,10,100,4,2,1,3,1,0.146,3740
3913,10,100,4,2,1,3,2,0.160,3888
3914,10,100,4,2,1,3,3,0.153,3661
3915,10,100,4,2,1,3,4,0.175,3886
3916,10,100,4,2,1,4,1,0.140,4092
3917,10,100,4,2,1,4,2,0.161,3963
3918,10,100,4,2,1,4,3,0.146,4021
3919,10,100,4,2,1,4,4,0.177,4102
3920,10,100,4,2,2,1,1,0.141,2395
3921,10,100,4,2,2,1,2,0.153,2421
3922,10,100,4,2,2,1,3,0.145,2404
3923,10,100,4,2,2,1,4,0.172,2577
3924,10,100,4,2,2,2,1,0.135,2223
3925,10,100,4,2,2,2,2,0.147,2290
3926,10,100,4,2,2,2,3,0.137,2089
3927,10,100,4,2,2,2,4,0.163,2357
3928,10,100,4,2,2,3,1,0.152,3622
3929,10,100,4,2,2,3,2,0.159,3826
3930,10,100,4,2,2,3,3,0.147,3766
3931,10,100,4,2,2,3,4,0.177,3883
3932,10,100,4,2,2,4,1,0.147,3836
3933,10,100,4,2,2,4,2,0.159,3807
3934,10,100,4,2,2,4,3,0.148,4057
3935,10,100,4,2,2,4,4,0.179,4254
3936,10,100,4,2,3,1,1,0.145,2505
3937,10,100,4,2,3,1,2,0.152,2551
3938,10,100,4,2,3,1,3,0.145,2443
3939,10,100,4,2,3,1,4,0.171,2715
3940,10,100,4,2,3,2,1,0.135,2118
3941,10,100,4,2,3,2,2,0.154,2194
3942,10,100,4,2,3,2,3,0.139,2295
3943,10,100,4,2,3,2,4,0.173,2460
3944,10,100,4,2,3,3,1,0.146,3703
3945,10,100,4,2,3,3,2,0.159,3709
3946,10,100,4,2,3,3,3,0.145,3698
3947,10,100,4,2,3,3,4,0.177,3884
3948,10,100,4,2,3,4,1,0.150,4080
3949,10,100,4,2,3,4,2,0.157,4140
3950,10,100,4,2,3,4,3,0.148,4273
3951,10,100,4,2,3,4,4,0.181,4319
3952,10,100,4,2,4,1,1,0.145,2482
3953,10,100,4,2,4,1,2,0.156,2506
3954,10,100,4,2,4,1,3,0.141,2537
3955,10,100,4,2,4,1,4,0.181,2764
3956,10,100,4,2,4,2,1,0.139,2120
3957,10,100,4,2,4,2,2,0.149,2170
3958,10,100,4,2,4,2,3,0.143,2336
3959,10,100,4,2,4,2,4,0.167,2440
3960,10,100,4,2,4,3,1,0.150,3693
3961,10,100,4,2,4,3,2,0.157,3939
3962,10,100,4,2,4,3,3,0.148,3740
3963,10,100,4,2,4,3,4,0.183,3887
3964,10,100,4,2,4,4,1,0.149,3994
3965,10,100,4,2,4,4,2,0.157,4086
3966,10,100,4,2,4,4,3,0.149,4236
3967,10,100,4,2,4,4,4,0.183,4376
3968,10,100,4,3,1,1,1,0.125,1566
3969,10,100,4,3,1,1,2,0.122,1696
3970,10,100,4,3,1,1,3,0.121,1685
3971,10,100,4,3,1,1,4,0.162,1844
3976,10,100,4,3,1,3,1,0.126,2271
3977,10,100,4,3,1,3,2,0.141,2399
3978,10,100,4,3,1,3,3,0.131,2407
3979,10,100,4,3,1,3,4,0.158,2488
3980,10,100,4,3,1,4,1,0.129,2486
3981,10,100,4,3,1,4,2,0.136,2627
3982,10,100,4,3,1,4,3,0.131,2800
3983,10,100,4,3,1,4,4,0.158,2728
3984,10,100,4,3,2,1,1,0.133,1548
3985,10,100,4,3,2,1,2,0.139,1685
3986,10,100,4,3,2,1,3,0.133,1672
3987,10,100,4,3,2,1,4,0.158,1770
3992,10,100,4,3,2,3,1,0.134,2248
3993,10,100,4,3,2,3,2,0.141,2394
3994,10,100,4,3,2,3,3,0.137,2330
3995,10,100,4,3,2,3,4,0.163,2513
3996,10,100,4,3,2,4,1,0.129,2526
3997,10,100,4,3,2,4,2,0.146,2662
3998,10,100,4,3,2,4,3,0.131,2607
3999,10,100,4,3,2,4,4,0.161,2733
4000,10,100,4,3,3,1,1,0.133,1691
4001,10,100,4,3,3,1,2,0.144,1767
4002,10,100,4,3,3,1,3,0.137,1791
4003,10,100,4,3,3,1,4,0.169,1933
4008,10,100,4,3,3,3,1,0.135,2524
4009,10,100,4,3,3,3,2,0.148,2474
4010,10,100,4,3,3,3,3,0.139,2471
4011,10,100,4,3,3,3,4,0.168,2555
4012,10,100,4,3,3,4,1,0.132,2608
4013,10,100,4,3,3,4,2,0.149,2815
4014,10,100,4,3,3,4,3,0.142,2745
4015,10,100,4,3,3,4,4,0.167,2955
4016,10,100,4,3,4,1,1,0.135,1604
4017,10,100,4,3,4,1,2,0.142,1740
4018,10,100,4,3,4,1,3,0.137,1727
4019,10,100,4,3,4,1,4,0.166,1868
4024,10,100,4,3,4,3,1,0.138,2290
4025,10,100,4,3,4,3,2,0.151,2584
4026,10,100,4,3,4,3,3,0.141,2417
4027,10,100,4,3,4,3,4,0.174,2737
4028,10,100,4,3,4,4,1,0.134,2573
4029,10,100,4,3,4,4,2,0.146,2782
4030,10,100,4,3,4,4,3,0.137,2881
4031,10,100,4,3,4,4,4,0.167,3041
4032,10,100,4,4,1,1,1,0.146,2970
4033,10,100,4,4,1,1,2,0.161,3207
4034,10,100,4,4,1,1,3,0.144,3281
4035,10,100,4,4,1,1,4,0.177,3256
4036,10,100,4,4,1,2,1,0.137,2765
4037,10,100,4,4,1,2,2,0.158,2806
4038,10,100,4,4,1,2,3,0.139,2965
4039,10,100,4,4,1,2,4,0.166,2825
4040,10,100,4,4,1,3,1,0.154,4223
4041,10,100,4,4,1,3,2,0.165,4233
4042,10,100,4,4,1,3,3,0.157,4310
4043,10,100,4,4,1,3,4,0.182,4518
4044,10,100,4,4,1,4,1,0.147,4499
4045,10,100,4,4,1,4,2,0.160,4812
4046,10,100,4,4,1,4,3,0.156,4585
4047,10,100,4,4,1,4,4,0.180,4878
4048,10,100,4,4,2,1,1,0.144,2950
4049,10,100,4,4,2,1,2,0.162,3287
4050,10,100,4,4,2,1,3,0.147,3167
4051,10,100,4,4,2,1,4,0.181,3274
4052,10,100,4,4,2,2,1,0.141,2808
4053,10,100,4,4,2,2,2,0.155,3054
4054,10,100,4,4,2,2,3,0.151,2873
4055,10,100,4,4,2,2,4,0.174,2938
4056,10,100,4,4,2,3,1,0.156,4135
4057,10,100,4,4,2,3,2,0.161,4148
4058,10,100,4,4,2,3,3,0.152,4178
4059,10,100,4,4,2,3,4,0.186,4310
4060,10,100,4,4,2,4,1,0.153,4386
4061,10,100,4,4,2,4,2,0.165,4399
4062,10,100,4,4,2,4,3,0.155,4608
4063,10,100,4,4,2,4,4,0.185,4859
4064,10,100,4,4,3,1,1,0.151,3157
4065,10,100,4,4,3,1,2,0.158,3190
4066,10,100,4,4,3,1,3,0.151,3276
4067,10,100,4,4,3,1,4,0.178,3222
4068,10,100,4,4,3,2,1,0.141,2945
4069,10,100,4,4,3,2,2,0.158,2876
4070,10,100,4,4,3,2,3,0.144,3011
4071,10,100,4,4,3,2,4,0.174,3067
4073,10,100,4,4,3,3,2,0.162,4239
4074,10,100,4,4,3,3,3,0.153,4528
4075,10,100,4,4,3,3,4,0.183,4502
4076,10,100,4,4,3,4,1,0.154,4663
4077,10,100,4,4,3,4,2,0.163,4729
4078,10,100,4,4,3,4,3,0.156,4711
4079,10,100,4,4,3,4,4,0.182,4914
4080,10,100,4,4,4,1,1,0.145,3022
4081,10,100,4,4,4,1,2,0.161,3319
4082,10,100,4,4,4,1,3,0.151,2992
4083,10,100,4,4,4,1,4,0.183,3144
4084,10,100,4,4,4,2,1,0.143,2877
4085,10,100,4,4,4,2,2,0.157,2796
4086,10,100,4,4,4,2,3,0.151,2987
4087,10,100,4,4,4,2,4,0.173,2961
4088,10,100,4,4,4,3,1,0.155,4093
4089,10,100,4,4,4,3,2,0.165,4287
4090,10,100,4,4,4,3,3,0.153,4348
4091,10,100,4,4,4,3,4,0.183,4267
4092,10,100,4,4,4,4,1,0.155,4649
4093,10,100,4,4,4,4,2,0.162,4646
4094,10,100,4,4,4,4,3,0.156,4917
4095,10,100,4,4,4,4,4,0.184,4592
4096,10,200,1,1,1,1,1,0.728,462
4097,10,200,1,1,1,1,2,0.826,491
4098,10,200,1,1,1,1,3,0.717,479
4099,10,200,1,1,1,1,4,0.900,524
4101,10,200,1,1,1,2,2,0.849,516
4102,10,200,1,1,1,2,3,0.818,508
4103,10,200,1,1,1,2,4,1.044,547
4105,10,200,1,1,1,3,2,0.817,925
4106,10,200,1,1,1,3,3,0.761,654
4107,10,200,1,1,1,3,4,0.936,708
4108,10,200,1,1,1,4,1,0.759,748
4110,10,200,1,1,1,4,3,0.767,733
4111,10,200,1,1,1,4,4,0.954,712
4112,10,200,1,1,2,1,1,0.812,455
4113,10,200,1,1,2,1,2,0.838,487
4114,10,200,1,1,2,1,3,0.797,476
4115,10,200,1,1,2,1,4,1.068,540
4116,10,200,1,1,2,2,1,0.874,429
4117,10,200,1,1,2,2,2,0.928,530
4118,10,200,1,1,2,2,3,0.856,503
4119,10,200,1,1,2,2,4,1.083,486
4120,10,200,1,1,2,3,1,0.822,681
4121,10,200,1,1,2,3,2,0.899,649
4122,10,200,1,1,2,3,3,0.827,661
4123,10,200,1,1,2,3,4,1.046,694
4124,10,200,1,1,2,4,1,0.826,744
4125,10,200,1,1,2,4,2,0.916,723
4126,10,200,1,1,2,4,3,0.798,909
4127,10,200,1,1,2,4,4,1.012,715
4128,10,200,1,1,3,1,1,0.807,468
4129,10,200,1,1,3,1,2,0.847,516
4130,10,200,1,1,3,1,3,0.819,518
4131,10,200,1,1,3,1,4,1.048,535
4132,10,200,1,1,3,2,1,0.796,491
4133,10,200,1,1,3,2,2,0.911,540
4134,10,200,1,1,3,2,3,0.827,522
4135,10,200,1,1,3,2,4,1.054,573
4136,10,200,1,1,3,3,1,0.786,676
4137,10,200,1,1,3,3,2,0.885,729
4138,10,200,1,1,3,3,3,0.834,882
4140,10,200,1,1,3,4,1,0.786,733
4141,10,200,1,1,3,4,2,0.848,811
4142,10,200,1,1,3,4,3,0.807,724
4143,10,200,1,1,3,4,4,1.029,830
4144,10,200,1,1,4,1,1,0.811,488
4145,10,200,1,1,4,1,2,0.894,511
4146,10,200,1,1,4,1,3,0.850,507
4147,10,200,1,1,4,1,4,1.085,547
4148,10,200,1,1,4,2,1,0.827,494
4149,10,200,1,1,4,2,2,0.888,464
4150,10,200,1,1,4,2,3,0.886,535
4151,10,200,1,1,4,2,4,1.113,563
4152,10,200,1,1,4,3,1,0.824,723
4153,10,200,1,1,4,3,2,0.925,725
4154,10,200,1,1,4,3,3,0.869,872
4155,10,200,1,1,4,3,4,1.091,699
4156,10,200,1,1,4,4,1,0.843,745
4157,10,200,1,1,4,4,2,0.927,711
4158,10,200,1,1,4,4,3,0.855,981
4159,10,200,1,1,4,4,4,1.081,841
4160,10,200,1,2,1,1,1,0.856,722
4161,10,200,1,2,1,1,2,0.957,772
4162,10,200,1,2,1,1,3,0.928,767
4163,10,200,1,2,1,1,4,1.095,809
4164,10,200,1,2,1,2,1,0.819,667
4165,10,200,1,2,1,2,2,0.903,672
4166,10,200,1,2,1,2,3,0.774,672
4167,10,200,1,2,1,2,4,1.015,734
4168,10,200,1,2,1,3,1,0.915,1003
4169,10,200,1,2,1,3,2,1.015,1069
4170,10,200,1,2,1,3,3,0.901,1020
4171,10,200,1,2,1,3,4,1.159,1142
4173,10,200,1,2,1,4,2,1.034,1081
4174,10,200,1,2,1,4,3,0.926,1174
4175,10,200,1,2,1,4,4,1.164,1272
4176,10,200,1,2,2,1,1,0.836,718
4177,10,200,1,2,2,1,2,0.937,771
4178,10,200,1,2,2,1,3,0.846,757
4179,10,200,1,2,2,1,4,1.088,804
4180,10,200,1,2,2,2,1,0.842,610
4181,10,200,1,2,2,2,2,0.947,690
4182,10,200,1,2,2,2,3,0.831,697
4183,10,200,1,2,2,2,4,1.090,711
4184,10,200,1,2,2,3,1,0.923,995
4185,10,200,1,2,2,3,2,1.012,978
4186,10,200,1,2,2,3,3,0.891,1038
4187,10,200,1,2,2,3,4,1.137,1293
4188,10,200,1,2,2,4,1,0.895,1164
4189,10,200,1,2,2,4,2,1.033,1048
4190,10,200,1,2,2,4,3,0.932,1083
4191,10,200,1,2,2,4,4,1.158,1262
4192,10,200,1,2,3,1,1,0.935,744
4193,10,200,1,2,3,1,2,0.963,769
4194,10,200,1,2,3,1,3,0.860,799
4195,10,200,1,2,3,1,4,1.084,818
4196,10,200,1,2,3,2,1,0.809,687
4197,10,200,1,2,3,2,2,0.925,710
4198,10,200,1,2,3,2,3,0.852,709
4199,10,200,1,2,3,2,4,1.046,747
4200,10,200,1,2,3,3,1,0.933,1007
4201,10,200,1,2,3,3,2,1.017,1014
4202,10,200,1,2,3,3,3,0.925,1062
4203,10,200,1,2,3,3,4,1.155,1313
4204,10,200,1,2,3,4,1,0.886,1148
4206,10,200,1,2,3,4,3,0.911,1106
4207,10,200,1,2,3,4,4,1.160,1207
4208,10,200,1,2,4,1,1,0.867,748
4209,10,200,1,2,4,1,2,0.951,770
4210,10,200,1,2,4,1,3,0.894,783
4211,10,200,1,2,4,1,4,1.115,810
4212,10,200,1,2,4,2,1,0.851,681
4213,10,200,1,2,4,2,2,0.947,680
4214,10,200,1,2,4,2,3,0.885,700
4215,10,200,1,2,4,2,4,1.086,740
4216,10,200,1,2,4,3,1,0.906,1018
4217,10,200,1,2,4,3,2,1.014,1094
4218,10,200,1,2,4,3,3,0.941,1260
4219,10,200,1,2,4,3,4,1.180,1313
4220,10,200,1,2,4,4,1,0.909,1082
4221,10,200,1,2,4,4,2,0.974,1098
4223,10,200,1,2,4,4,4,1.160,1279
4224,10,200,1,3,1,1,1,0.731,544
4225,10,200,1,3,1,1,2,0.760,586
4226,10,200,1,3,1,1,3,0.711,554
4232,10,200,1,3,1,3,1,0.742,690
4233,10,200,1,3,1,3,2,0.802,685
4234,10,200,1,3,1,3,3,0.764,723
4235,10,200,1,3,1,3,4,0.918,785
4236,10,200,1,3,1,4,1,0.745,749
4237,10,200,1,3,1,4,2,0.794,806
4238,10,200,1,3,1,4,3,0.724,809
4240,10,200,1,3,2,1,1,0.778,549
4241,10,200,1,3,2,1,2,0.803,543
4242,10,200,1,3,2,1,3,0.775,527
4243,10,200,1,3,2,1,4,1.023,566
4249,10,200,1,3,2,3,2,0.840,738
4250,10,200,1,3,2,3,3,0.806,737
4251,10,200,1,3,2,3,4,1.023,758
4252,10,200,1,3,2,4,1,0.799,749
4253,10,200,1,3,2,4,2,0.832,978
4254,10,200,1,3,2,4,3,0.779,792
4255,10,200,1,3,2,4,4,0.999,830
4256,10,200,1,3,3,1,1,0.754,538
4257,10,200,1,3,3,1,2,0.839,577
4259,10,200,1,3,3,1,4,1.035,597
4264,10,200,1,3,3,3,1,0.753,688
4265,10,200,1,3,3,3,2,0.838,776
4266,10,200,1,3,3,3,3,0.832,954
4267,10,200,1,3,3,3,4,1.052,775
4268,10,200,1,3,3,4,1,0.756,796
4269,10,200,1,3,3,4,2,0.835,827
4270,10,200,1,3,3,4,3,0.799,977
4271,10,200,1,3,3,4,4,0.990,879
4272,10,200,1,3,4,1,1,0.814,504
4273,10,200,1,3,4,1,2,0.897,541
4274,10,200,1,3,4,1,3,0.811,546
4275,10,200,1,3,4,1,4,1.068,609
4280,10,200,1,3,4,3,1,0.827,728
4281,10,200,1,3,4,3,2,0.856,974
4282,10,200,1,3,4,3,3,0.844,804
4283,10,200,1,3,4,3,4,1.065,781
4284,10,200,1,3,4,4,1,0.800,919
4285,10,200,1,3,4,4,2,0.852,845
4286,10,200,1,3,4,4,3,0.825,815
4287,10,200,1,3,4,4,4,1.047,847
4288,10,200,1,4,1,1,1,0.883,788
4289,10,200,1,4,1,1,2,0.992,813
4290,10,200,1,4,1,1,3,0.900,850
4291,10,200,1,4,1,1,4,1.124,856
4292,10,200,1,4,1,2,1,0.778,722
4293,10,200,1,4,1,2,2,0.893,745
4294,10,200,1,4,1,2,3,0.809,731
4295,10,200,1,4,1,2,4,1.073,773
4296,10,200,1,4,1,3,1,0.937,1250
4297,10,200,1,4,1,3,2,1.047,1347
4298,10,200,1,4,1,3,3,0.981,1048
4299,10,200,1,4,1,3,4,1.138,1112
4300,10,200,1,4,1,4,1,0.934,1201
4301,10,200,1,4,1,4,2,1.021,1137
4302,10,200,1,4,1,4,3,0.942,1159
4303,10,200,1,4,1,4,4,1.180,1184
4304,10,200,1,4,2,1,1,0.877,771
4305,10,200,1,4,2,1,2,0.962,806
4306,10,200,1,4,2,1,3,0.867,921
4307,10,200,1,4,2,1,4,1.093,856
4308,10,200,1,4,2,2,1,0.809,707
4309,10,200,1,4,2,2,2,0.927,716
4310,10,200,1,4,2,2,3,0.843,733
4311,10,200,1,4,2,2,4,1.069,771
4312,10,200,1,4,2,3,1,0.944,1068
4313,10,200,1,4,2,3,2,1.036,1085
4314,10,200,1,4,2,3,3,0.974,1323
4315,10,200,1,4,2,3,4,1.168,1074
4316,10,200,1,4,2,4,1,0.925,1233
4317,10,200,1,4,2,4,2,1.038,1261
4318,10,200,1,4,2,4,3,0.928,1099
4319,10,200,1,4,2,4,4,1.147,1167
4320,10,200,1,4,3,1,1,0.892,772
4321,10,200,1,4,3,1,2,0.935,848
4322,10,200,1,4,3,1,3,0.904,806
4323,10,200,1,4,3,1,4,1.129,859
4324,10,200,1,4,3,2,1,0.841,710
4325,10,200,1,4,3,2,2,0.921,759
4326,10,200,1,4,3,2,3,0.867,772
4327,10,200,1,4,3,2,4,1.078,788
4328,10,200,1,4,3,3,1,0.937,1091
4329,10,200,1,4,3,3,2,1.038,1153
4330,10,200,1,4,3,3,3,0.930,1229
4331,10,200,1,4,3,3,4,1.179,1270
4332,10,200,1,4,3,4,1,0.967,1099
4333,10,200,1,4,3,4,2,1.044,1141
4334,10,200,1,4,3,4,3,0.911,1321
4335,10,200,1,4,3,4,4,1.181,1331
4336,10,200,1,4,4,1,1,0.920,796
4337,10,200,1,4,4,1,2,0.986,850
4338,10,200,1,4,4,1,3,0.898,836
4339,10,200,1,4,4,1,4,1.132,844
4340,10,200,1,4,4,2,1,0.849,749
4341,10,200,1,4,4,2,2,0.898,754
4342,10,200,1,4,4,2,3,0.892,771
4343,10,200,1,4,4,2,4,1.105,809
4344,10,200,1,4,4,3,1,0.926,1187
4345,10,200,1,4,4,3,2,1.035,1157
4346,10,200,1,4,4,3,3,0.935,1148
4347,10,200,1,4,4,3,4,1.143,1161
4349,10,200,1,4,4,4,2,1.031,1272
4350,10,200,1,4,4,4,3,0.914,1256
4351,10,200,1,4,4,4,4,1.161,1183
4352,10,200,2,1,1,1,1,0.755,668
4353,10,200,2,1,1,1,2,0.831,731
4354,10,200,2,1,1,1,3,0.777,726
4355,10,200,2,1,1,1,4,0.987,801
4356,10,200,2,1,1,2,1,0.893,787
4357,10,200,2,1,1,2,2,0.939,884
4358,10,200,2,1,1,2,3,0.847,833
4359,10,200,2,1,1,2,4,1.016,951
4360,10,200,2,1,1,3,1,0.809,1227
4361,10,200,2,1,1,3,2,0.866,1246
4362,10,200,2,1,1,3,3,0.808,1232
4363,10,200,2,1,1,3,4,1.042,1305
4364,10,200,2,1,1,4,1,0.802,1302
4365,10,200,2,1,1,4,2,0.911,1351
4366,10,200,2,1,1,4,3,0.929,1355
4367,10,200,2,1,1,4,4,1.020,1375
4368,10,200,2,1,2,1,1,0.829,663
4370,10,200,2,1,2,1,3,0.847,738
4371,10,200,2,1,2,1,4,1.039,773
4372,10,200,2,1,2,2,1,0.886,815
4373,10,200,2,1,2,2,2,1.016,864
4374,10,200,2,1,2,2,3,0.908,873
4375,10,200,2,1,2,2,4,1.131,909
4376,10,200,2,1,2,3,1,0.840,1184
4377,10,200,2,1,2,3,2,0.936,1254
4378,10,200,2,1,2,3,3,0.867,1236
4379,10,200,2,1,2,3,4,1.099,1304
4380,10,200,2,1,2,4,1,0.913,1290
4381,10,200,2,1,2,4,2,0.942,1367
4382,10,200,2,1,2,4,3,0.869,1355
4383,10,200,2,1,2,4,4,1.085,1421
4384,10,200,2,1,3,1,1,0.843,720
4385,10,200,2,1,3,1,2,0.979,757
4386,10,200,2,1,3,1,3,0.885,803
4387,10,200,2,1,3,1,4,1.126,850
4388,10,200,2,1,3,2,1,0.889,851
4389,10,200,2,1,3,2,2,0.959,927
4390,10,200,2,1,3,2,3,0.884,909
4391,10,200,2,1,3,2,4,1.125,1007
4392,10,200,2,1,3,3,1,0.858,1367
4393,10,200,2,1,3,3,2,0.989,1315
4394,10,200,2,1,3,3,3,0.915,1290
4395,10,200,2,1,3,3,4,1.155,1360
4396,10,200,2,1,3,4,1,0.869,1323
4397,10,200,2,1,3,4,2,0.962,1444
4398,10,200,2,1,3,4,3,0.908,1426
4399,10,200,2,1,3,4,4,1.125,1456
4400,10,200,2,1,4,1,1,0.900,697
4401,10,200,2,1,4,1,2,0.965,764
4402,10,200,2,1,4,1,3,0.899,773
4403,10,200,2,1,4,1,4,1.123,790
4404,10,200,2,1,4,2,1,0.911,825
4405,10,200,2,1,4,2,2,0.963,876
4406,10,200,2,1,4,2,3,0.905,891
4407,10,200,2,1,4,2,4,1.109,977
4408,10,200,2,1,4,3,1,0.913,1256
4409,10,200,2,1,4,3,2,0.963,1315
4410,10,200,2,1,4,3,3,0.935,1258
4411,10,200,2,1,4,3,4,1.121,1300
4412,10,200,2,1,4,4,1,0.903,1329
4414,10,200,2,1,4,4,3,0.917,1381
4415,10,200,2,1,4,4,4,1.122,1474
4416,10,200,2,2,1,1,1,0.925,1261
4418,10,200,2,2,1,1,3,0.894,1314
4419,10,200,2,2,1,1,4,1.126,1259
4420,10,200,2,2,1,2,1,0.837,1088
4421,10,200,2,2,1,2,2,0.956,1100
4422,10,200,2,2,1,2,3,0.858,1146
4423,10,200,2,2,1,2,4,1.020,1182
4424,10,200,2,2,1,3,1,0.952,1764
4425,10,200,2,2,1,3,2,1.017,1827
4426,10,200,2,2,1,3,3,0.951,1909
4427,10,200,2,2,1,3,4,1.205,2007
4428,10,200,2,2,1,4,1,0.934,1814
4429,10,200,2,2,1,4,2,1.040,2087
4430,10,200,2,2,1,4,3,0.961,2153
4431,10,200,2,2,1,4,4,1.177,2259
4432,10,200,2,2,2,1,1,0.932,1268
4433,10,200,2,2,2,1,2,0.987,1310
4434,10,200,2,2,2,1,3,0.914,1176
4435,10,200,2,2,2,1,4,1.088,1274
4436,10,200,2,2,2,2,1,0.841,1085
4437,10,200,2,2,2,2,2,0.950,1128
4438,10,200,2,2,2,2,3,0.853,1156
4439,10,200,2,2,2,2,4,1.129,1181
4440,10,200,2,2,2,3,1,0.930,1656
4441,10,200,2,2,2,3,2,1.016,1818
4442,10,200,2,2,2,3,3,0.943,1917
4443,10,200,2,2,2,3,4,1.197,1899
4444,10,200,2,2,2,4,1,0.946,2029
4445,10,200,2,2,2,4,2,1.014,2031
4446,10,200,2,2,2,4,3,0.919,2130
4447,10,200,2,2,2,4,4,1.153,2176
4448,10,200,2,2,3,1,1,0.873,1334
4449,10,200,2,2,3,1,2,1.000,1382
4450,10,200,2,2,3,1,3,0.899,1268
4451,10,200,2,2,3,1,4,1.117,1476
4452,10,200,2,2,3,2,1,0.857,1101
4453,10,200,2,2,3,2,2,0.973,1144
4454,10,200,2,2,3,2,3,0.866,1208
4455,10,200,2,2,3,2,4,1.100,1296
4456,10,200,2,2,3,3,1,0.948,1889
4457,10,200,2,2,3,3,2,1.014,1854
4458,10,200,2,2,3,3,3,0.916,2015
4459,10,200,2,2,3,3,4,1.173,1972
4460,10,200,2,2,3,4,1,0.942,2049
4461,10,200,2,2,3,4,2,1.007,2038
4462,10,200,2,2,3,4,3,0.919,1991
4463,10,200,2,2,3,4,4,1.188,2122
4465,10,200,2,2,4,1,2,0.989,1351
4466,10,200,2,2,4,1,3,0.881,1278
4467,10,200,2,2,4,1,4,1.134,1319
4468,10,200,2,2,4,2,1,0.870,1157
4469,10,200,2,2,4,2,2,0.938,1165
4470,10,200,2,2,4,2,3,0.886,1132
4471,10,200,2,2,4,2,4,1.105,1201
